shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),United National Movement,Industrialists - Our Homeland,Free Democrats,Georgian Dream,Initiative Group
Precinct,27.28,37.27.28,510,68.46,,,,,1.16,,,,0,,,,0,0.81,0.67,0.66,,,,,,,0.0,0.0,0.0,58.63,41.37
Precinct,27.29,37.27.29,469,64.42,,,,,1.26,,,,0,,,,0,0.77,0.7,0.44,,,,,,,0.0,0.0,0.0,21.96,78.04
Precinct,27.30,37.27.30,599,71.65,,,,,1.32,,,,0,,,,0,1.01,0.94,0.46,,,,,,,0.0,0.0,0.0,48.41,51.59
Precinct,27.31,37.27.31,895,64.76,,,,,2.4,,,,0,,,,0,1.25,1.36,1.15,,,,,,,0.0,0.0,0.0,51.4,48.6
Precinct,27.32,37.27.32,281,59.91,,,,,1.75,,,,0,,,,0,0.43,0.48,0.22,,,,,,,0.0,0.0,0.0,60.14,39.86
Precinct,27.33,37.27.33,366,64.1,,,,,1.61,,,,0,,,,0,0.48,0.59,0.44,,,,,,,0.0,0.0,0.0,43.72,56.28
Precinct,27.34,37.27.34,905,64.64,,,,,1.74,,,,0,,,,0,1.42,1.42,0.86,,,,,,,0.0,0.0,0.0,44.97,55.03
Precinct,27.35,37.27.35,349,67.9,,,,,2.51,,,,0,,,,0,0.5,0.61,0.32,,,,,,,0.0,0.0,0.0,49.57,50.43
Precinct,27.36,37.27.36,127,67.91,,,,,0.78,,,,0,,,,0,0.15,0.19,0.18,,,,,,,0.0,0.0,0.0,68.5,31.5
Precinct,27.37,37.27.37,405,52.06,,,,,4.93,,,,0,,,,0,0.69,0.7,0.28,,,,,,,0.0,0.0,0.0,53.33,46.67
Precinct,27.38,37.27.38,328,56.07,,,,,1.5,,,,0,,,,0,0.55,0.49,0.29,,,,,,,0.0,0.0,0.0,59.45,40.55
Precinct,27.39,37.27.39,725,61.28,,,,,0.96,,,,0,,,,0,1.14,1.13,0.66,,,,,,,0.0,0.0,0.0,16.83,83.17
Precinct,27.40,37.27.40,757,59.75,,,,,1.56,,,,0,,,,0,0.98,1.31,0.79,,,,,,,0.0,0.0,0.0,16.78,83.22
Precinct,27.41,37.27.41,763,60.17,,,,,5.34,,,,0,,,,0,0.94,1.35,0.97,,,,,,,0.0,0.0,0.0,33.42,66.58
Precinct,27.42,37.27.42,514,58.68,,,,,1.53,,,,0,,,,0,0.78,0.88,0.39,,,,,,,0.0,0.0,0.0,18.87,81.13
Precinct,27.43,37.27.43,665,58.59,,,,,1.19,,,,0,,,,0,0.92,1.12,0.66,,,,,,,0.0,0.0,0.0,33.99,66.02
Precinct,27.44,37.27.44,236,66.11,,,,,0.42,,,,0,,,,0,0.58,0.26,0.12,,,,,,,0.0,0.0,0.0,61.86,38.14
Precinct,27.45,37.27.45,197,66.11,,,,,1.0,,,,0,,,,0,0.38,0.25,0.19,,,,,,,0.0,0.0,0.0,48.22,51.78
Precinct,30.01,39.30.01,532,40.64,,,,,1.48,,,,0,,,,0,0.63,0.94,0.59,,,,,,,34.4,0.0,0.0,65.6,0.0
Precinct,30.02,39.30.02,405,28.58,,,,,0.74,,,,0,,,,0,0.56,0.68,0.38,,,,,,,32.59,0.0,0.0,67.41,0.0
Precinct,30.03,39.30.03,480,33.24,,,,,1.03,,,,0,,,,0,0.55,0.97,0.35,,,,,,,22.71,0.0,0.0,77.29,0.0
Precinct,30.04,39.30.04,421,35.59,,,,,0.47,,,,0,,,,0,0.52,0.75,0.41,,,,,,,25.65,0.0,0.0,74.35,0.0
Precinct,30.05,39.30.05,413,26.24,,,,,1.67,,,,1,,,,0,0.64,0.56,0.54,,,,,,,30.27,0.0,0.0,69.49,0.0
Precinct,30.06,39.30.06,297,36.76,,,,,3.57,,,,0,,,,0,0.4,0.52,0.31,,,,,,,31.31,0.0,0.0,68.69,0.0
Precinct,30.07,39.30.07,548,43.08,,,,,0.9,,,,0,,,,0,0.16,1.17,0.91,,,,,,,35.22,0.0,0.0,64.78,0.0
Precinct,30.08,39.30.08,433,28.71,,,,,2.91,,,,0,,,,0,0.81,0.52,0.52,,,,,,,12.93,0.0,0.0,87.07,0.0
Precinct,30.09,39.30.09,585,42.51,,,,,0.51,,,,0,,,,0,0.85,0.87,0.68,,,,,,,17.09,0.0,0.0,82.91,0.0
Precinct,30.10,39.30.10,366,43.99,,,,,2.92,,,,0,,,,0,0.52,0.55,0.48,,,,,,,14.75,0.0,0.0,85.25,0.0
Precinct,30.11,39.30.11,300,41.55,,,,,0.99,,,,0,,,,0,0.45,0.44,0.35,,,,,,,25.33,0.0,0.0,74.67,0.0
Precinct,30.12,39.30.12,503,48.0,,,,,2.9,,,,0,,,,0,0.57,0.81,0.77,,,,,,,20.28,0.0,0.0,79.72,0.0
Precinct,30.13,39.30.13,494,41.17,,,,,1.79,,,,0,,,,0,0.63,0.85,0.54,,,,,,,30.16,0.0,0.0,69.84,0.0
Precinct,30.14,39.30.14,72,47.68,,,,,2.7,,,,0,,,,0,0.1,0.13,0.05,,,,,,,29.17,0.0,0.0,70.83,0.0
Precinct,30.15,39.30.15,607,39.62,,,,,3.19,,,,0,,,,0,0.84,1.11,0.52,,,,,,,18.45,0.0,0.0,81.55,0.0
Precinct,30.16,39.30.16,566,43.64,,,,,1.57,,,,1,,,,0,0.63,1.08,0.56,,,,,,,22.44,0.0,0.0,77.39,0.0
Precinct,30.17,39.30.17,504,36.57,,,,,2.14,,,,0,,,,0,0.73,0.83,0.51,,,,,,,21.83,0.0,0.0,78.17,0.0
Precinct,30.18,39.30.18,357,42.91,,,,,1.38,,,,1,,,,0,0.62,0.61,0.18,,,,,,,21.29,0.0,0.0,78.43,0.0
Precinct,30.19,39.30.19,162,41.43,,,,,2.99,,,,0,,,,0,0.28,0.25,0.13,,,,,,,24.69,0.0,0.0,75.31,0.0
Precinct,30.20,39.30.20,316,41.97,,,,,2.47,,,,0,,,,0,0.28,0.61,0.41,,,,,,,24.37,0.0,0.0,75.63,0.0
Precinct,30.21,39.30.21,475,36.09,,,,,1.66,,,,0,,,,0,0.58,0.91,0.39,,,,,,,8.21,0.0,0.0,91.79,0.0
Precinct,30.22,39.30.22,505,40.34,,,,,1.17,,,,0,,,,0,0.6,1.07,0.26,,,,,,,23.37,0.0,0.0,76.63,0.0
Precinct,30.23,39.30.23,309,58.08,,,,,0.96,,,,0,,,,0,0.57,0.42,0.27,,,,,,,24.92,0.0,0.0,75.08,0.0
Precinct,30.24,39.30.24,369,29.45,,,,,1.34,,,,0,,,,0,0.5,0.59,0.43,,,,,,,27.1,0.0,0.0,72.9,0.0
Precinct,30.25,39.30.25,284,39.28,,,,,3.73,,,,10,,,,0,0.42,0.48,0.27,,,,,,,17.61,0.0,0.0,78.87,0.0
Precinct,30.26,39.30.26,393,34.78,,,,,2.0,,,,0,,,,0,0.5,0.5,0.72,,,,,,,16.29,0.0,0.0,83.72,0.0
Precinct,30.27,39.30.27,226,36.04,,,,,0.44,,,,0,,,,0,0.39,0.41,0.07,,,,,,,16.37,0.0,0.0,83.63,0.0
Precinct,30.28,39.30.28,365,50.34,,,,,1.35,,,,0,,,,0,0.66,0.56,0.24,,,,,,,25.48,0.0,0.0,74.52,0.0
Precinct,30.29,39.30.29,302,41.54,,,,,0.33,,,,0,,,,0,0.53,0.42,0.28,,,,,,,17.55,0.0,0.0,82.45,0.0
Precinct,30.30,39.30.30,302,42.6,,,,,2.58,,,,0,,,,0,0.55,0.5,0.15,,,,,,,24.17,0.0,0.0,75.83,0.0
Precinct,30.31,39.30.31,646,44.46,,,,,1.67,,,,0,,,,0,0.89,1.2,0.46,,,,,,,25.54,0.0,0.0,74.46,0.0
Precinct,30.32,39.30.32,537,37.74,,,,,0.92,,,,0,,,,0,0.77,0.79,0.67,,,,,,,38.73,0.0,0.0,61.27,0.0
Precinct,30.33,39.30.33,528,36.87,,,,,0.94,,,,5,,,,0,0.74,0.95,0.39,,,,,,,20.27,0.0,0.0,78.79,0.0
Precinct,30.34,39.30.34,383,26.62,,,,,2.54,,,,0,,,,0,0.73,0.54,0.32,,,,,,,31.85,0.0,0.0,68.15,0.0
Precinct,30.35,39.30.35,277,34.41,,,,,2.81,,,,0,,,,0,0.36,0.49,0.29,,,,,,,23.83,0.0,0.0,76.17,0.0
Precinct,30.36,39.30.36,365,40.83,,,,,1.08,,,,0,,,,0,0.5,0.54,0.48,,,,,,,26.85,0.0,0.0,73.15,0.0
Precinct,30.37,39.30.37,346,40.28,,,,,1.7,,,,0,,,,0,0.38,0.64,0.38,,,,,,,22.83,0.0,0.0,77.17,0.0
Precinct,30.38,39.30.38,422,47.79,,,,,1.86,,,,1,,,,0,0.55,0.64,0.6,,,,,,,16.82,0.0,0.0,82.94,0.0
Precinct,32.67,39.32.67,520,34.51,,,,,1.14,,,,0,,,,0,0.67,0.85,0.62,,,,,,,26.35,0.0,0.0,73.65,0.0
Precinct,32.68,39.32.68,296,34.54,,,,,0.0,,,,6,,,,0,0.49,0.39,0.34,,,,,,,32.77,0.0,0.0,65.2,0.0
Precinct,32.01,41.32.01,418,28.85,,,,,3.24,,,,2,,,,0,0.51,0.55,0.8,,,,,,,0.0,0.0,9.81,89.71,0.0
Precinct,32.02,41.32.02,298,21.93,,,,,2.93,,,,0,,,,0,0.41,0.51,0.31,,,,,,,0.0,0.0,13.09,86.91,0.0
Precinct,32.03,41.32.03,263,19.86,,,,,1.87,,,,1,,,,0,0.42,0.4,0.27,,,,,,,0.0,0.0,14.45,85.17,0.0
Precinct,32.04,41.32.04,259,16.49,,,,,3.36,,,,0,,,,0,0.34,0.45,0.28,,,,,,,0.0,0.0,20.46,79.54,0.0
Precinct,32.05,41.32.05,306,19.7,,,,,4.38,,,,0,,,,0,0.42,0.57,0.27,,,,,,,0.0,0.0,15.69,84.31,0.0
Precinct,32.06,41.32.06,290,21.71,,,,,5.54,,,,0,,,,0,0.39,0.5,0.34,,,,,,,0.0,0.0,12.07,87.93,0.0
Precinct,32.07,41.32.07,342,27.4,,,,,3.12,,,,0,,,,0,0.43,0.6,0.39,,,,,,,0.0,0.0,12.87,87.13,0.0
Precinct,32.08,41.32.08,218,22.9,,,,,4.39,,,,0,,,,0,0.28,0.4,0.23,,,,,,,0.0,0.0,13.76,86.24,0.0
Precinct,32.09,41.32.09,275,17.61,,,,,3.17,,,,0,,,,0,0.35,0.4,0.44,,,,,,,0.0,0.0,12.73,87.27,0.0
Precinct,32.10,41.32.10,273,19.64,,,,,4.21,,,,0,,,,0,0.32,0.5,0.32,,,,,,,0.0,0.0,9.89,90.11,0.0
Precinct,32.101,41.32.101,240,33.71,,,,,3.23,,,,0,,,,0,0.47,0.34,0.19,,,,,,,0.0,0.0,9.58,90.42,0.0
Precinct,32.102,41.32.102,172,53.25,,,,,4.97,,,,0,,,,0,0.33,0.26,0.13,,,,,,,0.0,0.0,8.14,91.86,0.0
Precinct,32.11,41.32.11,246,19.71,,,,,5.38,,,,0,,,,0,0.35,0.47,0.21,,,,,,,0.0,0.0,15.85,84.15,0.0
Precinct,32.12,41.32.12,343,26.04,,,,,2.56,,,,1,,,,0,0.39,0.58,0.47,,,,,,,0.0,0.0,8.75,90.96,0.0
Precinct,32.13,41.32.13,309,25.79,,,,,3.13,,,,0,,,,0,0.4,0.57,0.3,,,,,,,0.0,0.0,10.36,89.64,0.0
Precinct,32.14,41.32.14,221,21.86,,,,,5.15,,,,0,,,,0,0.36,0.37,0.21,,,,,,,0.0,0.0,18.1,81.9,0.0
Precinct,32.15,41.32.15,288,19.71,,,,,5.88,,,,0,,,,0,0.38,0.54,0.31,,,,,,,0.0,0.0,22.57,77.43,0.0
Precinct,32.16,41.32.16,240,19.66,,,,,5.88,,,,1,,,,0,0.39,0.38,0.26,,,,,,,0.0,0.0,24.58,75.0,0.0
Precinct,32.17,41.32.17,207,15.49,,,,,6.33,,,,0,,,,0,0.29,0.35,0.26,,,,,,,0.0,0.0,18.36,81.64,0.0
Precinct,32.18,41.32.18,206,20.5,,,,,1.9,,,,0,,,,0,0.3,0.33,0.23,,,,,,,0.0,0.0,24.27,75.73,0.0
Precinct,32.19,41.32.19,286,19.26,,,,,2.39,,,,0,,,,0,0.46,0.39,0.36,,,,,,,0.0,0.0,13.64,86.36,0.0
Precinct,32.20,41.32.20,206,15.52,,,,,4.63,,,,0,,,,0,0.29,0.35,0.23,,,,,,,0.0,0.0,22.82,77.18,0.0
Precinct,32.21,41.32.21,226,14.63,,,,,6.22,,,,0,,,,0,0.36,0.39,0.21,,,,,,,0.0,0.0,22.57,77.43,0.0
Precinct,32.22,41.32.22,146,11.43,,,,,7.59,,,,0,,,,0,0.21,0.26,0.17,,,,,,,0.0,0.0,28.08,71.92,0.0
Precinct,32.23,41.32.23,241,19.42,,,,,3.98,,,,0,,,,0,0.47,0.31,0.25,,,,,,,0.0,0.0,25.31,74.69,0.0
Precinct,32.32,41.32.32,167,21.06,,,,,4.57,,,,0,,,,0,0.28,0.28,0.13,,,,,,,0.0,0.0,17.37,82.63,0.0
Precinct,32.33,41.32.33,182,23.01,,,,,6.19,,,,0,,,,0,0.22,0.29,0.29,,,,,,,0.0,0.0,18.68,81.32,0.0
Precinct,32.34,41.32.34,205,14.81,,,,,2.38,,,,0,,,,0,0.18,0.34,0.37,,,,,,,0.0,0.0,11.71,88.29,0.0
Precinct,32.35,41.32.35,171,22.77,,,,,3.39,,,,0,,,,0,0.24,0.26,0.22,,,,,,,0.0,0.0,15.2,84.8,0.0
Precinct,32.61,41.32.61,563,35.03,,,,,4.09,,,,0,,,,0,0.87,0.86,0.67,,,,,,,0.0,0.0,6.75,93.25,0.0
Precinct,32.80,41.32.80,223,18.77,,,,,3.04,,,,1,,,,0,0.35,0.34,0.24,,,,,,,0.0,0.0,6.28,93.27,0.0
Precinct,32.81,41.32.81,217,16.06,,,,,3.56,,,,0,,,,0,0.29,0.45,0.11,,,,,,,0.0,0.0,15.21,84.79,0.0
Precinct,32.82,41.32.82,341,24.39,,,,,6.06,,,,0,,,,0,0.43,0.59,0.46,,,,,,,0.0,0.0,16.42,83.58,0.0
Precinct,32.83,41.32.83,269,19.08,,,,,4.27,,,,0,,,,0,0.42,0.46,0.24,,,,,,,0.0,0.0,16.73,83.27,0.0
Precinct,32.84,41.32.84,181,13.97,,,,,5.73,,,,0,,,,0,0.28,0.3,0.19,,,,,,,0.0,0.0,29.28,70.72,0.0
Precinct,32.85,41.32.85,286,18.15,,,,,1.72,,,,0,,,,0,0.42,0.44,0.32,,,,,,,0.0,0.0,20.98,79.02,0.0
Precinct,32.88,41.32.88,209,19.75,,,,,3.24,,,,0,,,,0,0.29,0.3,0.31,,,,,,,0.0,0.0,10.05,89.95,0.0
Precinct,32.90,41.32.90,368,41.49,,,,,2.65,,,,2,,,,0,0.63,0.57,0.31,,,,,,,0.0,0.0,7.34,92.12,0.0
Precinct,32.95,41.32.95,328,26.69,,,,,3.24,,,,0,,,,0,0.43,0.61,0.29,,,,,,,0.0,0.0,16.46,83.54,0.0
Precinct,32.96,41.32.96,163,15.38,,,,,6.86,,,,0,,,,0,0.26,0.27,0.17,,,,,,,0.0,0.0,26.99,73.01,0.0
Precinct,32.97,41.32.97,186,15.97,,,,,5.1,,,,0,,,,0,0.29,0.28,0.24,,,,,,,0.0,0.0,6.99,93.01,0.0
Precinct,32.100,42.32.100,694,56.75,,,,,1.98,,,,0,,,,0,1.0,1.07,0.82,,,,,,,36.17,0.0,0.0,63.83,0.0
Precinct,32.104,42.32.104,137,68.84,,,,,2.84,,,,0,,,,0,0.29,0.19,0.08,,,,,,,37.23,0.0,0.0,62.77,0.0
Precinct,32.105,42.32.105,295,73.93,,,,,1.67,,,,2,,,,0,0.59,0.41,0.19,,,,,,,40.68,0.0,0.0,58.64,0.0
Precinct,32.106,42.32.106,214,70.86,,,,,1.38,,,,0,,,,0,0.6,0.19,0.1,,,,,,,33.18,0.0,0.0,66.82,0.0
Precinct,32.25,42.32.25,467,36.83,,,,,2.91,,,,0,,,,0,0.4,0.88,0.68,,,,,,,35.55,0.0,0.0,64.45,0.0
Precinct,32.26,42.32.26,136,34.34,,,,,0.73,,,,0,,,,0,0.18,0.27,0.08,,,,,,,21.32,0.0,0.0,78.68,0.0
Precinct,32.27,42.32.27,217,42.8,,,,,0.91,,,,0,,,,0,0.28,0.39,0.19,,,,,,,36.41,0.0,0.0,63.59,0.0
Precinct,32.28,42.32.28,383,34.5,,,,,1.79,,,,0,,,,0,0.59,0.51,0.54,,,,,,,27.42,0.0,0.0,72.58,0.0
Precinct,32.29,42.32.29,292,33.52,,,,,1.02,,,,0,,,,0,0.42,0.49,0.26,,,,,,,35.27,0.0,0.0,64.73,0.0
Precinct,32.30,42.32.30,348,35.99,,,,,1.14,,,,0,,,,0,0.48,0.57,0.36,,,,,,,19.25,0.0,0.0,80.75,0.0
Precinct,32.31,42.32.31,231,38.69,,,,,0.43,,,,0,,,,0,0.3,0.39,0.24,,,,,,,31.6,0.0,0.0,68.4,0.0
Precinct,32.36,42.32.36,156,34.14,,,,,1.27,,,,0,,,,0,0.26,0.28,0.07,,,,,,,32.05,0.0,0.0,67.95,0.0
Precinct,32.37,42.32.37,97,38.04,,,,,3.96,,,,1,,,,0,0.15,0.2,0.02,,,,,,,12.37,0.0,0.0,86.6,0.0
Precinct,32.38,42.32.38,437,42.39,,,,,2.89,,,,0,,,,0,0.5,0.69,0.68,,,,,,,31.58,0.0,0.0,68.42,0.0
Precinct,32.39,42.32.39,263,27.66,,,,,1.5,,,,0,,,,0,0.39,0.42,0.27,,,,,,,20.15,0.0,0.0,79.85,0.0
Precinct,32.44,42.32.44,559,36.2,,,,,1.24,,,,0,,,,0,0.68,0.88,0.77,,,,,,,14.13,0.0,0.0,85.87,0.0
Precinct,32.45,42.32.45,307,33.41,,,,,0.97,,,,0,,,,0,0.3,0.61,0.31,,,,,,,28.34,0.0,0.0,71.66,0.0
Precinct,32.46,42.32.46,338,41.52,,,,,2.87,,,,1,,,,0,0.48,0.6,0.28,,,,,,,11.54,0.0,0.0,88.17,0.0
Precinct,32.47,42.32.47,333,60.0,,,,,0.89,,,,0,,,,0,0.34,0.61,0.39,,,,,,,27.93,0.0,0.0,72.07,0.0
Precinct,32.48,42.32.48,372,27.13,,,,,1.06,,,,0,,,,0,0.45,0.64,0.42,,,,,,,37.1,0.0,0.0,62.9,0.0
Precinct,32.49,42.32.49,450,30.45,,,,,1.53,,,,0,,,,0,0.63,0.77,0.41,,,,,,,37.33,0.0,0.0,62.67,0.0
Precinct,32.50,42.32.50,468,35.54,,,,,1.89,,,,0,,,,0,0.63,0.76,0.54,,,,,,,27.56,0.0,0.0,72.44,0.0
Precinct,32.51,42.32.51,505,31.62,,,,,1.94,,,,0,,,,0,0.5,0.75,0.94,,,,,,,22.97,0.0,0.0,77.03,0.0
Precinct,32.52,42.32.52,316,47.95,,,,,0.94,,,,0,,,,0,0.43,0.53,0.31,,,,,,,33.54,0.0,0.0,66.46,0.0
Precinct,32.53,42.32.53,281,42.32,,,,,1.06,,,,0,,,,0,0.38,0.36,0.47,,,,,,,17.44,0.0,0.0,82.56,0.0
Precinct,32.54,42.32.54,374,31.64,,,,,2.09,,,,0,,,,0,0.42,0.72,0.37,,,,,,,22.73,0.0,0.0,77.27,0.0
Precinct,32.55,42.32.55,345,30.34,,,,,1.99,,,,0,,,,0,0.42,0.58,0.43,,,,,,,26.67,0.0,0.0,73.33,0.0
Precinct,32.56,42.32.56,438,34.73,,,,,0.91,,,,0,,,,0,0.63,0.72,0.42,,,,,,,24.2,0.0,0.0,75.8,0.0
Precinct,32.57,42.32.57,163,48.37,,,,,0.61,,,,0,,,,0,0.18,0.26,0.24,,,,,,,12.27,0.0,0.0,87.73,0.0
Precinct,32.58,42.32.58,321,43.15,,,,,2.43,,,,0,,,,0,0.38,0.57,0.37,,,,,,,19.94,0.0,0.0,80.06,0.0
Precinct,32.59,42.32.59,519,47.31,,,,,1.7,,,,0,,,,0,0.9,0.71,0.54,,,,,,,16.76,0.0,0.0,83.24,0.0
Precinct,32.60,42.32.60,311,42.43,,,,,2.2,,,,0,,,,0,0.43,0.52,0.32,,,,,,,18.01,0.0,0.0,81.99,0.0
Precinct,32.62,42.32.62,521,34.03,,,,,2.07,,,,0,,,,0,0.59,0.71,0.98,,,,,,,21.5,0.0,0.0,78.5,0.0
Precinct,32.63,42.32.63,441,35.59,,,,,2.65,,,,0,,,,0,0.56,0.76,0.51,,,,,,,17.23,0.0,0.0,82.77,0.0
Precinct,32.64,42.32.64,294,26.25,,,,,5.47,,,,0,,,,0,0.3,0.51,0.47,,,,,,,15.99,0.0,0.0,84.01,0.0
Precinct,32.65,42.32.65,179,36.16,,,,,1.11,,,,0,,,,0,0.26,0.31,0.14,,,,,,,24.58,0.0,0.0,75.42,0.0
Precinct,32.66,42.32.66,390,42.81,,,,,1.76,,,,1,,,,0,0.68,0.54,0.39,,,,,,,21.28,0.0,0.0,78.46,0.0
Precinct,32.69,42.32.69,490,41.07,,,,,1.01,,,,0,,,,0,0.69,0.92,0.3,,,,,,,24.9,0.0,0.0,75.1,0.0
Precinct,32.70,42.32.70,295,42.94,,,,,1.01,,,,0,,,,0,0.42,0.52,0.23,,,,,,,29.83,0.0,0.0,70.17,0.0
Precinct,32.75,42.32.75,553,39.56,,,,,1.07,,,,0,,,,0,0.74,0.8,0.79,,,,,,,20.25,0.0,0.0,79.75,0.0
Precinct,32.76,42.32.76,232,48.13,,,,,2.11,,,,1,,,,0,0.34,0.31,0.34,,,,,,,33.19,0.0,0.0,66.38,0.0
Precinct,32.77,42.32.77,452,32.29,,,,,1.95,,,,1,,,,0,0.7,0.78,0.34,,,,,,,18.36,0.0,0.0,81.42,0.0
Precinct,32.78,42.32.78,608,39.82,,,,,1.78,,,,4,,,,0,0.75,1.02,0.73,,,,,,,31.74,0.0,0.0,67.6,0.0
Precinct,32.79,42.32.79,541,34.35,,,,,2.7,,,,0,,,,0,0.71,0.95,0.56,,,,,,,31.98,0.0,0.0,68.02,0.0
Precinct,32.86,42.32.86,312,32.03,,,,,2.8,,,,1,,,,0,0.4,0.52,0.39,,,,,,,26.6,0.0,0.0,73.08,0.0
Precinct,32.87,42.32.87,274,41.2,,,,,1.08,,,,1,,,,0,0.38,0.41,0.36,,,,,,,22.63,0.0,0.0,77.01,0.0
Precinct,32.89,42.32.89,294,35.13,,,,,1.67,,,,0,,,,0,0.38,0.55,0.24,,,,,,,30.61,0.0,0.0,69.39,0.0
Precinct,32.91,42.32.91,217,21.46,,,,,2.69,,,,1,,,,0,0.25,0.37,0.29,,,,,,,23.96,0.0,0.0,75.58,0.0
Precinct,32.92,42.32.92,244,21.69,,,,,2.79,,,,4,,,,0,0.2,0.5,0.29,,,,,,,22.95,0.0,0.0,75.41,0.0
Precinct,32.93,42.32.93,353,29.2,,,,,1.12,,,,0,,,,0,0.36,0.6,0.51,,,,,,,16.15,0.0,0.0,83.85,0.0
Precinct,32.98,42.32.98,506,33.69,,,,,0.98,,,,0,,,,0,0.63,0.81,0.64,,,,,,,35.38,0.0,0.0,64.62,0.0
Precinct,32.99,42.32.99,460,39.66,,,,,1.08,,,,0,,,,0,0.54,0.77,0.58,,,,,,,27.61,0.0,0.0,72.39,0.0
Precinct,35.01,43.35.01,394,35.82,,,,,1.0,,,,0,,,,0,0.47,0.68,0.45,,,,,,,0.0,65.23,0.0,34.77,0.0
Precinct,35.02,43.35.02,491,37.37,,,,,1.01,,,,0,,,,0,0.7,0.78,0.53,,,,,,,0.0,63.75,0.0,36.25,0.0
Precinct,35.03,43.35.03,502,39.16,,,,,1.38,,,,0,,,,0,0.68,0.8,0.58,,,,,,,0.0,63.15,0.0,36.85,0.0
Precinct,35.04,43.35.04,441,30.56,,,,,1.78,,,,1,,,,0,0.67,0.64,0.54,,,,,,,0.0,57.6,0.0,42.18,0.0
Precinct,35.05,43.35.05,407,36.4,,,,,1.93,,,,0,,,,0,0.6,0.67,0.39,,,,,,,0.0,74.45,0.0,25.55,0.0
Precinct,35.06,43.35.06,563,40.92,,,,,2.09,,,,0,,,,0,0.25,1.37,0.58,,,,,,,0.0,65.01,0.0,34.99,0.0
Precinct,35.07,43.35.07,453,41.91,,,,,3.21,,,,0,,,,0,0.68,0.82,0.34,,,,,,,0.0,51.88,0.0,48.12,0.0
Precinct,35.08,43.35.08,338,40.77,,,,,2.03,,,,0,,,,0,0.52,0.48,0.42,,,,,,,0.0,44.97,0.0,55.03,0.0
Precinct,35.09,43.35.09,444,40.25,,,,,2.84,,,,0,,,,0,0.6,0.76,0.48,,,,,,,0.0,57.43,0.0,42.57,0.0
Precinct,35.10,43.35.10,362,33.86,,,,,2.16,,,,0,,,,0,0.44,0.67,0.35,,,,,,,0.0,63.54,0.0,36.46,0.0
Precinct,35.11,43.35.11,517,39.65,,,,,2.64,,,,2,,,,0,0.76,0.86,0.51,,,,,,,0.0,54.35,0.0,45.26,0.0
Precinct,35.12,43.35.12,307,29.24,,,,,1.92,,,,0,,,,0,0.47,0.53,0.24,,,,,,,0.0,71.01,0.0,28.99,0.0
Precinct,35.13,43.35.13,476,33.52,,,,,1.04,,,,0,,,,0,0.53,0.81,0.62,,,,,,,0.0,49.16,0.0,50.84,0.0
Precinct,35.14,43.35.14,373,37.71,,,,,2.1,,,,2,,,,0,0.6,0.47,0.53,,,,,,,0.0,56.03,0.0,43.43,0.0
Precinct,35.15,43.35.15,353,49.51,,,,,1.12,,,,0,,,,0,0.54,0.54,0.37,,,,,,,0.0,49.86,0.0,50.14,0.0
Precinct,35.16,43.35.16,432,34.62,,,,,1.82,,,,1,,,,0,0.61,0.77,0.35,,,,,,,0.0,54.63,0.0,45.14,0.0
Precinct,35.17,43.35.17,440,36.3,,,,,2.0,,,,0,,,,0,0.9,0.51,0.44,,,,,,,0.0,37.5,0.0,62.5,0.0
Precinct,35.18,43.35.18,442,33.61,,,,,2.21,,,,0,,,,0,0.7,0.74,0.34,,,,,,,0.0,62.44,0.0,37.56,0.0
Precinct,35.19,43.35.19,420,33.28,,,,,1.18,,,,1,,,,0,0.78,0.58,0.37,,,,,,,0.0,60.0,0.0,39.76,0.0
Precinct,35.20,43.35.20,454,41.12,,,,,0.66,,,,0,,,,0,0.62,0.83,0.34,,,,,,,0.0,60.13,0.0,39.87,0.0
Precinct,35.21,43.35.21,406,43.1,,,,,1.93,,,,0,,,,0,0.48,0.81,0.31,,,,,,,0.0,59.11,0.0,40.89,0.0
Precinct,35.22,43.35.22,236,48.16,,,,,1.67,,,,0,,,,0,0.3,0.42,0.22,,,,,,,0.0,47.46,0.0,52.54,0.0
Precinct,35.23,43.35.23,476,48.13,,,,,1.86,,,,1,,,,0,0.58,0.67,0.81,,,,,,,0.0,87.61,0.0,12.18,0.0
Precinct,35.24,43.35.24,157,54.14,,,,,3.09,,,,0,,,,0,0.3,0.22,0.12,,,,,,,0.0,80.89,0.0,19.11,0.0
