shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),United National Movement,Industrialists - Our Homeland,Free Democrats,Georgian Dream,Initiative Group
Precinct,09.09,17.09.09,323,27.37,,,,,2.42,,,,0,,,,0,0.52,0.54,0.25,,,,,,,22.91,0.0,0.0,77.09,0.0
Precinct,09.10,17.09.10,363,28.25,,,,,0.82,,,,0,,,,0,0.47,0.53,0.53,,,,,,,17.36,0.0,0.0,82.64,0.0
Precinct,09.11,17.09.11,423,30.52,,,,,2.31,,,,0,,,,0,0.63,0.71,0.38,,,,,,,19.62,0.0,0.0,80.38,0.0
Precinct,09.12,17.09.12,431,30.18,,,,,2.05,,,,0,,,,0,0.51,0.84,0.37,,,,,,,17.63,0.0,0.0,82.37,0.0
Precinct,09.13,17.09.13,487,30.12,,,,,2.01,,,,0,,,,0,0.64,0.8,0.57,,,,,,,25.46,0.0,0.0,74.54,0.0
Precinct,09.14,17.09.14,556,36.36,,,,,1.77,,,,0,,,,0,0.73,0.84,0.77,,,,,,,40.11,0.0,0.0,59.89,0.0
Precinct,09.15,17.09.15,467,30.58,,,,,2.71,,,,0,,,,0,0.57,0.87,0.46,,,,,,,26.55,0.0,0.0,73.45,0.0
Precinct,09.16,17.09.16,477,31.72,,,,,2.05,,,,1,,,,0,0.63,0.87,0.42,,,,,,,26.0,0.0,0.0,73.79,0.0
Precinct,09.17,17.09.17,401,27.24,,,,,2.67,,,,0,,,,0,0.49,0.72,0.43,,,,,,,17.96,0.0,0.0,82.04,0.0
Precinct,09.18,17.09.18,505,33.55,,,,,2.7,,,,0,,,,0,0.75,0.83,0.49,,,,,,,25.94,0.0,0.0,74.06,0.0
Precinct,09.19,17.09.19,521,36.03,,,,,2.07,,,,0,,,,0,0.57,0.91,0.68,,,,,,,28.79,0.0,0.0,71.21,0.0
Precinct,09.20,17.09.20,551,36.66,,,,,2.13,,,,0,,,,0,0.82,0.89,0.54,,,,,,,21.23,0.0,0.0,78.77,0.0
Precinct,09.21,17.09.21,483,39.49,,,,,3.4,,,,0,,,,0,0.62,0.98,0.33,,,,,,,30.23,0.0,0.0,69.77,0.0
Precinct,09.22,17.09.22,459,30.4,,,,,2.75,,,,1,,,,0,0.64,0.72,0.57,,,,,,,16.12,0.0,0.0,83.66,0.0
Precinct,09.23,17.09.23,408,27.68,,,,,1.92,,,,1,,,,0,0.5,0.66,0.54,,,,,,,20.1,0.0,0.0,79.66,0.0
Precinct,09.24,17.09.24,463,32.4,,,,,1.07,,,,0,,,,0,0.54,0.79,0.56,,,,,,,26.57,0.0,0.0,73.43,0.0
Precinct,09.25,17.09.25,435,29.25,,,,,2.9,,,,1,,,,0,0.6,0.71,0.51,,,,,,,21.61,0.0,0.0,78.16,0.0
Precinct,09.26,17.09.26,398,28.76,,,,,1.97,,,,0,,,,0,0.63,0.62,0.38,,,,,,,18.09,0.0,0.0,81.91,0.0
Precinct,09.27,17.09.27,383,29.26,,,,,1.03,,,,0,,,,0,0.43,0.59,0.6,,,,,,,18.28,0.0,0.0,81.72,0.0
Precinct,09.28,17.09.28,312,22.03,,,,,3.41,,,,0,,,,0,0.43,0.49,0.41,,,,,,,20.19,0.0,0.0,79.81,0.0
Precinct,09.29,17.09.29,484,32.88,,,,,1.02,,,,3,,,,0,0.53,1.0,0.34,,,,,,,15.29,0.0,0.0,84.09,0.0
Precinct,09.30,17.09.30,386,25.63,,,,,1.78,,,,0,,,,0,0.5,0.64,0.44,,,,,,,22.28,0.0,0.0,77.72,0.0
Precinct,09.96,17.09.96,425,35.68,,,,,3.41,,,,0,,,,0,0.47,0.79,0.51,,,,,,,20.0,0.0,0.0,80.0,0.0
Precinct,09.97,17.09.97,406,29.7,,,,,2.64,,,,0,,,,0,0.54,0.62,0.56,,,,,,,19.7,0.0,0.0,80.3,0.0
Precinct,09.31,18.09.31,378,25.84,,,,,2.07,,,,0,,,,0,0.5,0.58,0.51,,,,,,,34.66,0.0,0.0,65.34,0.0
Precinct,09.32,18.09.32,371,24.15,,,,,3.39,,,,1,,,,0,0.46,0.6,0.52,,,,,,,24.26,0.0,0.0,75.47,0.0
Precinct,09.33,18.09.33,473,31.1,,,,,2.07,,,,0,,,,0,0.63,0.88,0.38,,,,,,,25.58,0.0,0.0,74.42,0.0
Precinct,09.34,18.09.34,472,32.87,,,,,2.88,,,,0,,,,0,0.7,0.79,0.44,,,,,,,22.67,0.0,0.0,77.33,0.0
Precinct,09.35,18.09.35,479,33.29,,,,,3.04,,,,1,,,,0,0.5,0.9,0.58,,,,,,,20.46,0.0,0.0,79.33,0.0
Precinct,09.36,18.09.36,430,27.37,,,,,4.66,,,,8,,,,0,0.55,0.76,0.51,,,,,,,16.51,0.0,0.0,81.63,0.0
Precinct,09.37,18.09.37,464,30.79,,,,,1.49,,,,0,,,,0,0.72,0.74,0.42,,,,,,,24.35,0.0,0.0,75.65,0.0
Precinct,09.38,18.09.38,440,28.24,,,,,2.44,,,,0,,,,0,0.56,0.72,0.55,,,,,,,21.14,0.0,0.0,78.86,0.0
Precinct,09.39,18.09.39,380,24.74,,,,,2.31,,,,0,,,,0,0.5,0.59,0.51,,,,,,,16.32,0.0,0.0,83.68,0.0
Precinct,09.40,18.09.40,407,26.07,,,,,2.4,,,,0,,,,0,0.54,0.74,0.36,,,,,,,25.8,0.0,0.0,74.2,0.0
Precinct,09.41,18.09.41,489,34.12,,,,,1.61,,,,0,,,,0,0.76,0.86,0.31,,,,,,,23.52,0.0,0.0,76.48,0.0
Precinct,09.42,18.09.42,526,34.22,,,,,2.59,,,,0,,,,0,0.64,1.03,0.43,,,,,,,24.9,0.0,0.0,75.1,0.0
Precinct,09.43,18.09.43,425,27.19,,,,,2.07,,,,0,,,,0,0.59,0.77,0.33,,,,,,,26.35,0.0,0.0,73.65,0.0
Precinct,09.44,18.09.44,371,23.47,,,,,1.59,,,,0,,,,0,0.56,0.59,0.37,,,,,,,31.27,0.0,0.0,68.73,0.0
Precinct,09.45,18.09.45,534,35.32,,,,,3.26,,,,0,,,,0,0.71,1.01,0.44,,,,,,,30.9,0.0,0.0,69.1,0.0
Precinct,09.46,18.09.46,497,32.96,,,,,2.93,,,,0,,,,0,0.69,0.88,0.47,,,,,,,34.21,0.0,0.0,65.79,0.0
Precinct,09.47,18.09.47,527,37.51,,,,,2.77,,,,0,,,,0,0.7,0.94,0.52,,,,,,,30.17,0.0,0.0,69.83,0.0
Precinct,09.48,18.09.48,537,38.36,,,,,2.19,,,,0,,,,0,0.91,0.79,0.53,,,,,,,30.54,0.0,0.0,69.46,0.0
Precinct,09.49,18.09.49,463,30.36,,,,,3.14,,,,0,,,,0,0.57,0.89,0.41,,,,,,,28.94,0.0,0.0,71.06,0.0
Precinct,09.50,18.09.50,510,36.07,,,,,1.16,,,,0,,,,0,0.58,0.94,0.53,,,,,,,20.2,0.0,0.0,79.8,0.0
Precinct,09.51,18.09.51,415,29.58,,,,,2.58,,,,0,,,,0,0.53,0.74,0.43,,,,,,,27.95,0.0,0.0,72.05,0.0
Precinct,09.52,18.09.52,411,29.59,,,,,2.84,,,,0,,,,0,0.54,0.78,0.33,,,,,,,22.14,0.0,0.0,77.86,0.0
Precinct,09.53,18.09.53,377,29.45,,,,,4.31,,,,0,,,,0,0.43,0.64,0.55,,,,,,,24.93,0.0,0.0,75.07,0.0
Precinct,09.54,18.09.54,452,38.63,,,,,1.74,,,,0,,,,0,0.57,0.73,0.57,,,,,,,34.73,0.0,0.0,65.27,0.0
Precinct,09.55,18.09.55,567,39.43,,,,,2.74,,,,0,,,,0,0.71,1.04,0.57,,,,,,,29.1,0.0,0.0,70.9,0.0
Precinct,09.56,18.09.56,498,35.65,,,,,2.92,,,,1,,,,0,0.62,0.89,0.54,,,,,,,36.35,0.0,0.0,63.45,0.0
Precinct,09.57,18.09.57,366,25.09,,,,,3.94,,,,0,,,,1,0.45,0.62,0.48,,,,,,,34.7,0.0,0.0,65.57,0.0
Precinct,09.58,18.09.58,510,36.88,,,,,3.77,,,,0,,,,0,0.7,0.9,0.51,,,,,,,21.37,0.0,0.0,78.63,0.0
Precinct,09.64,18.09.64,448,41.44,,,,,1.32,,,,0,,,,0,0.78,0.64,0.41,,,,,,,31.92,0.0,0.0,68.08,0.0
Precinct,09.93,18.09.93,495,33.63,,,,,1.98,,,,0,,,,0,0.63,0.88,0.5,,,,,,,24.85,0.0,0.0,75.15,0.0
Precinct,09.94,18.09.94,163,35.98,,,,,3.55,,,,0,,,,0,0.25,0.24,0.21,,,,,,,26.38,0.0,0.0,73.62,0.0
Precinct,09.95,18.09.95,270,27.84,,,,,2.53,,,,0,,,,0,0.43,0.44,0.23,,,,,,,31.48,0.0,0.0,68.52,0.0
Precinct,09.59,19.09.59,383,25.83,,,,,4.01,,,,0,,,,0,0.55,0.64,0.41,,,,,,,22.19,0.0,0.0,77.81,0.0
Precinct,09.60,19.09.60,487,30.53,,,,,2.6,,,,1,,,,0,0.69,0.76,0.59,,,,,,,20.33,0.0,0.0,79.47,0.0
Precinct,09.61,19.09.61,447,28.44,,,,,2.4,,,,0,,,,0,0.64,0.7,0.52,,,,,,,33.56,0.0,0.0,66.44,0.0
Precinct,09.62,19.09.62,417,27.08,,,,,3.25,,,,0,,,,0,0.51,0.76,0.45,,,,,,,21.58,0.0,0.0,78.42,0.0
Precinct,09.63,19.09.63,399,28.14,,,,,2.21,,,,0,,,,0,0.54,0.65,0.47,,,,,,,22.06,0.0,0.0,77.94,0.0
Precinct,09.65,19.09.65,433,36.45,,,,,3.99,,,,1,,,,0,0.57,0.81,0.39,,,,,,,26.79,0.0,0.0,72.98,0.0
Precinct,09.66,19.09.66,488,33.63,,,,,3.75,,,,0,,,,0,0.63,0.87,0.52,,,,,,,22.34,0.0,0.0,77.66,0.0
Precinct,09.67,19.09.67,375,30.07,,,,,1.83,,,,0,,,,0,0.48,0.6,0.48,,,,,,,26.67,0.0,0.0,73.33,0.0
Precinct,09.68,19.09.68,417,27.04,,,,,2.34,,,,1,,,,0,0.64,0.64,0.45,,,,,,,23.26,0.0,0.0,76.5,0.0
Precinct,09.69,19.09.69,354,28.71,,,,,2.75,,,,7,,,,0,0.44,0.63,0.38,,,,,,,27.68,0.0,0.0,70.34,0.0
Precinct,09.70,19.09.70,468,34.59,,,,,5.45,,,,0,,,,0,0.64,0.8,0.57,,,,,,,22.01,0.0,0.0,77.99,0.0
Precinct,09.71,19.09.71,461,29.95,,,,,3.56,,,,0,,,,0,0.68,0.82,0.38,,,,,,,21.26,0.0,0.0,78.74,0.0
Precinct,09.72,19.09.72,388,26.69,,,,,3.72,,,,0,,,,0,0.5,0.66,0.48,,,,,,,22.42,0.0,0.0,77.58,0.0
Precinct,09.73,19.09.73,361,24.42,,,,,2.7,,,,0,,,,0,0.38,0.73,0.34,,,,,,,21.05,0.0,0.0,78.95,0.0
Precinct,09.74,19.09.74,383,26.21,,,,,2.05,,,,0,,,,0,0.66,0.57,0.33,,,,,,,25.85,0.0,0.0,74.15,0.0
Precinct,09.75,19.09.75,416,31.11,,,,,3.26,,,,0,,,,0,0.62,0.73,0.35,,,,,,,31.97,0.0,0.0,68.03,0.0
Precinct,09.76,19.09.76,401,29.75,,,,,3.37,,,,0,,,,0,0.6,0.66,0.41,,,,,,,43.39,0.0,0.0,56.61,0.0
Precinct,09.77,19.09.77,523,39.86,,,,,2.06,,,,1,,,,0,0.83,0.84,0.46,,,,,,,62.72,0.0,0.0,37.09,0.0
Precinct,09.78,19.09.78,388,28.7,,,,,1.77,,,,0,,,,0,0.52,0.7,0.34,,,,,,,39.95,0.0,0.0,60.05,0.0
Precinct,09.79,19.09.79,456,29.69,,,,,4.0,,,,0,,,,0,0.6,0.83,0.46,,,,,,,33.99,0.0,0.0,66.01,0.0
Precinct,09.80,19.09.80,304,27.44,,,,,2.25,,,,0,,,,0,0.53,0.43,0.31,,,,,,,23.03,0.0,0.0,76.97,0.0
Precinct,09.81,19.09.81,441,31.06,,,,,1.12,,,,60,,,,0,0.61,0.8,0.33,,,,,,,32.65,0.0,0.0,53.74,0.0
Precinct,09.82,19.09.82,417,26.19,,,,,3.02,,,,0,,,,1,0.65,0.66,0.42,,,,,,,32.85,0.0,0.0,67.39,0.0
Precinct,09.83,19.09.83,447,32.77,,,,,3.46,,,,0,,,,0,0.7,0.74,0.42,,,,,,,31.99,0.0,0.0,68.01,0.0
Precinct,09.84,19.09.84,421,29.16,,,,,3.44,,,,0,,,,0,0.62,0.72,0.4,,,,,,,28.5,0.0,0.0,71.5,0.0
Precinct,09.85,19.09.85,401,31.67,,,,,1.47,,,,0,,,,0,0.46,0.71,0.47,,,,,,,35.41,0.0,0.0,64.59,0.0
Precinct,09.86,19.09.86,363,28.67,,,,,1.89,,,,0,,,,0,0.61,0.59,0.27,,,,,,,25.34,0.0,0.0,74.66,0.0
Precinct,09.87,19.09.87,343,26.73,,,,,3.38,,,,0,,,,0,0.47,0.6,0.34,,,,,,,28.28,0.0,0.0,71.72,0.0
Precinct,09.88,19.09.88,360,29.27,,,,,1.91,,,,1,,,,0,0.49,0.61,0.37,,,,,,,23.06,0.0,0.0,76.67,0.0
Precinct,09.89,19.09.89,408,29.02,,,,,4.23,,,,0,,,,0,0.54,0.73,0.43,,,,,,,30.88,0.0,0.0,69.12,0.0
Precinct,09.90,19.09.90,380,28.0,,,,,1.04,,,,0,,,,0,0.53,0.59,0.44,,,,,,,25.0,0.0,0.0,75.0,0.0
Precinct,09.91,19.09.91,354,26.48,,,,,2.21,,,,0,,,,0,0.38,0.58,0.54,,,,,,,29.1,0.0,0.0,70.9,0.0
Precinct,09.92,19.09.92,363,26.75,,,,,3.2,,,,0,,,,0,0.49,0.54,0.54,,,,,,,29.2,0.0,0.0,70.8,0.0
Precinct,10.04,20.10.04,281,26.43,,,,,1.75,,,,0,,,,0,0.43,0.41,0.33,,,,,,,25.98,0.0,0.0,74.02,0.0
Precinct,10.05,20.10.05,440,29.31,,,,,3.3,,,,1,,,,0,0.69,0.72,0.41,,,,,,,24.77,0.0,0.0,75.0,0.0
Precinct,10.06,20.10.06,375,28.13,,,,,3.85,,,,0,,,,0,0.6,0.69,0.21,,,,,,,29.33,0.0,0.0,70.67,0.0
Precinct,10.07,20.10.07,445,31.61,,,,,2.41,,,,0,,,,0,0.75,0.74,0.3,,,,,,,36.18,0.0,0.0,63.82,0.0
Precinct,10.08,20.10.08,474,31.66,,,,,1.66,,,,0,,,,0,0.84,0.69,0.41,,,,,,,40.08,0.0,0.0,59.92,0.0
Precinct,10.09,20.10.09,420,30.26,,,,,1.87,,,,0,,,,0,0.52,0.75,0.44,,,,,,,42.86,0.0,0.0,57.14,0.0
Precinct,10.10,20.10.10,321,23.71,,,,,1.23,,,,8,,,,0,0.5,0.49,0.32,,,,,,,31.78,0.0,0.0,65.73,0.0
Precinct,10.107,20.10.107,164,26.45,,,,,0.61,,,,0,,,,0,0.23,0.29,0.12,,,,,,,26.22,0.0,0.0,73.78,0.0
Precinct,10.108,20.10.108,250,23.5,,,,,1.57,,,,0,,,,0,0.45,0.38,0.17,,,,,,,26.4,0.0,0.0,73.6,0.0
Precinct,10.109,20.10.109,402,33.11,,,,,3.83,,,,0,,,,0,0.52,0.72,0.43,,,,,,,22.89,0.0,0.0,77.11,0.0
Precinct,10.11,20.10.11,425,28.66,,,,,2.97,,,,0,,,,0,0.53,0.83,0.34,,,,,,,30.35,0.0,0.0,69.65,0.0
Precinct,10.110,20.10.110,284,25.0,,,,,1.73,,,,0,,,,0,0.47,0.45,0.24,,,,,,,18.31,0.0,0.0,81.69,0.0
Precinct,10.12,20.10.12,372,28.97,,,,,2.62,,,,0,,,,0,0.6,0.58,0.36,,,,,,,19.09,0.0,0.0,80.91,0.0
Precinct,10.13,20.10.13,377,28.3,,,,,2.33,,,,0,,,,0,0.52,0.63,0.41,,,,,,,20.95,0.0,0.0,79.05,0.0
Precinct,10.14,20.10.14,450,31.85,,,,,2.39,,,,0,,,,0,0.59,0.71,0.59,,,,,,,21.78,0.0,0.0,78.22,0.0
Precinct,10.15,20.10.15,279,33.49,,,,,2.11,,,,1,,,,0,0.48,0.41,0.25,,,,,,,19.35,0.0,0.0,80.29,0.0
Precinct,10.16,20.10.16,264,23.53,,,,,2.22,,,,0,,,,0,0.33,0.52,0.19,,,,,,,24.62,0.0,0.0,75.38,0.0
Precinct,10.17,20.10.17,352,30.61,,,,,4.35,,,,0,,,,0,0.58,0.56,0.33,,,,,,,31.53,0.0,0.0,68.47,0.0
Precinct,10.18,20.10.18,353,32.62,,,,,2.22,,,,0,,,,0,0.6,0.57,0.25,,,,,,,29.75,0.0,0.0,70.26,0.0
Precinct,10.19,20.10.19,376,26.39,,,,,4.57,,,,0,,,,0,0.45,0.69,0.45,,,,,,,22.87,0.0,0.0,77.13,0.0
Precinct,10.20,20.10.20,356,26.49,,,,,2.73,,,,0,,,,0,0.52,0.64,0.27,,,,,,,25.0,0.0,0.0,75.0,0.0
Precinct,10.21,20.10.21,362,27.06,,,,,2.69,,,,0,,,,0,0.56,0.56,0.38,,,,,,,35.08,0.0,0.0,64.92,0.0
Precinct,10.22,20.10.22,374,30.16,,,,,2.09,,,,0,,,,0,0.6,0.62,0.28,,,,,,,30.75,0.0,0.0,69.25,0.0
Precinct,10.23,20.10.23,337,21.2,,,,,0.59,,,,1,,,,0,0.53,0.55,0.26,,,,,,,27.89,0.0,0.0,71.81,0.0
Precinct,10.24,20.10.24,371,26.31,,,,,0.8,,,,0,,,,0,0.63,0.59,0.26,,,,,,,27.49,0.0,0.0,72.51,0.0
Precinct,10.25,20.10.25,360,27.21,,,,,2.7,,,,0,,,,0,0.46,0.64,0.37,,,,,,,36.39,0.0,0.0,63.61,0.0
Precinct,10.26,20.10.26,240,23.44,,,,,2.04,,,,0,,,,0,0.34,0.41,0.23,,,,,,,33.33,0.0,0.0,66.67,0.0
Precinct,10.27,20.10.27,251,25.69,,,,,4.2,,,,0,,,,0,0.28,0.51,0.23,,,,,,,30.28,0.0,0.0,69.72,0.0
Precinct,10.28,20.10.28,366,23.19,,,,,2.66,,,,0,,,,0,0.57,0.63,0.28,,,,,,,27.6,0.0,0.0,72.4,0.0
Precinct,10.29,20.10.29,366,32.25,,,,,3.17,,,,0,,,,0,0.45,0.68,0.36,,,,,,,25.14,0.0,0.0,74.86,0.0
Precinct,10.30,20.10.30,332,22.94,,,,,2.06,,,,0,,,,0,0.4,0.58,0.38,,,,,,,31.93,0.0,0.0,68.07,0.0
Precinct,10.31,20.10.31,399,27.39,,,,,2.44,,,,0,,,,0,0.53,0.72,0.37,,,,,,,27.07,0.0,0.0,72.93,0.0
Precinct,10.32,20.10.32,361,26.92,,,,,1.63,,,,0,,,,0,0.53,0.57,0.39,,,,,,,24.65,0.0,0.0,75.35,0.0
Precinct,10.33,20.10.33,330,27.82,,,,,2.37,,,,0,,,,0,0.43,0.56,0.38,,,,,,,28.79,0.0,0.0,71.21,0.0
Precinct,10.34,20.10.34,359,26.83,,,,,2.18,,,,0,,,,0,0.45,0.54,0.54,,,,,,,25.07,0.0,0.0,74.93,0.0
Precinct,10.41,20.10.41,314,24.02,,,,,1.88,,,,0,,,,0,0.47,0.49,0.34,,,,,,,28.34,0.0,0.0,71.66,0.0
Precinct,10.35,21.10.35,293,20.85,,,,,2.66,,,,1,,,,0,0.4,0.52,0.26,,,,,,,24.57,0.0,0.0,75.09,0.0
Precinct,10.36,21.10.36,316,24.5,,,,,3.66,,,,0,,,,0,0.42,0.6,0.27,,,,,,,33.23,0.0,0.0,66.77,0.0
Precinct,10.37,21.10.37,369,27.72,,,,,2.64,,,,0,,,,0,0.54,0.63,0.33,,,,,,,29.27,0.0,0.0,70.73,0.0
Precinct,10.38,21.10.38,368,30.41,,,,,3.66,,,,0,,,,0,0.54,0.62,0.37,,,,,,,32.34,0.0,0.0,67.66,0.0
Precinct,10.39,21.10.39,478,30.76,,,,,1.24,,,,0,,,,0,0.8,0.74,0.39,,,,,,,19.46,0.0,0.0,80.54,0.0
Precinct,10.40,21.10.40,383,24.98,,,,,2.05,,,,0,,,,0,0.55,0.66,0.34,,,,,,,30.81,0.0,0.0,69.19,0.0
Precinct,10.42,21.10.42,357,29.73,,,,,4.03,,,,0,,,,0,0.57,0.6,0.31,,,,,,,30.53,0.0,0.0,69.47,0.0
Precinct,10.43,21.10.43,383,31.14,,,,,1.54,,,,0,,,,0,0.62,0.58,0.37,,,,,,,28.72,0.0,0.0,71.28,0.0
Precinct,10.44,21.10.44,343,30.04,,,,,1.15,,,,0,,,,0,0.55,0.55,0.28,,,,,,,35.57,0.0,0.0,64.43,0.0
Precinct,10.45,21.10.45,398,25.96,,,,,2.93,,,,0,,,,0,0.66,0.63,0.34,,,,,,,37.69,0.0,0.0,62.31,0.0
Precinct,10.46,21.10.46,319,24.56,,,,,2.74,,,,0,,,,0,0.48,0.53,0.29,,,,,,,34.8,0.0,0.0,65.2,0.0
Precinct,10.47,21.10.47,399,30.18,,,,,1.24,,,,0,,,,0,0.61,0.64,0.37,,,,,,,40.35,0.0,0.0,59.65,0.0
Precinct,10.48,21.10.48,383,27.55,,,,,2.05,,,,0,,,,0,0.52,0.67,0.36,,,,,,,29.24,0.0,0.0,70.76,0.0
Precinct,10.49,21.10.49,397,29.41,,,,,2.7,,,,0,,,,0,0.71,0.61,0.31,,,,,,,30.98,0.0,0.0,69.02,0.0
Precinct,10.50,21.10.50,482,33.57,,,,,4.37,,,,0,,,,0,0.86,0.74,0.42,,,,,,,34.85,0.0,0.0,65.15,0.0
Precinct,10.51,21.10.51,377,32.67,,,,,0.79,,,,0,,,,0,0.58,0.57,0.38,,,,,,,28.65,0.0,0.0,71.35,0.0
Precinct,10.52,21.10.52,324,28.35,,,,,1.52,,,,0,,,,0,0.4,0.58,0.33,,,,,,,20.37,0.0,0.0,79.63,0.0
Precinct,10.53,21.10.53,480,30.67,,,,,2.64,,,,0,,,,0,0.76,0.69,0.58,,,,,,,16.88,0.0,0.0,83.13,0.0
Precinct,10.54,21.10.54,367,21.86,,,,,3.42,,,,0,,,,0,0.59,0.6,0.32,,,,,,,40.05,0.0,0.0,59.95,0.0
Precinct,10.55,21.10.55,320,24.15,,,,,5.04,,,,0,,,,0,0.51,0.54,0.29,,,,,,,33.13,0.0,0.0,66.88,0.0
Precinct,10.56,21.10.56,339,25.58,,,,,2.59,,,,1,,,,0,0.6,0.42,0.42,,,,,,,30.38,0.0,0.0,69.32,0.0
Precinct,10.57,21.10.57,326,25.15,,,,,4.4,,,,0,,,,0,0.63,0.47,0.27,,,,,,,32.52,0.0,0.0,67.48,0.0
Precinct,10.58,21.10.58,454,32.15,,,,,3.81,,,,0,,,,0,0.52,0.73,0.72,,,,,,,24.67,0.0,0.0,75.33,0.0
Precinct,10.59,21.10.59,362,28.68,,,,,1.9,,,,0,,,,0,0.42,0.72,0.29,,,,,,,29.01,0.0,0.0,70.99,0.0
Precinct,10.60,21.10.60,366,28.2,,,,,1.88,,,,0,,,,0,0.51,0.63,0.35,,,,,,,36.07,0.0,0.0,63.93,0.0
Precinct,10.61,21.10.61,390,29.24,,,,,1.76,,,,0,,,,0,0.65,0.6,0.34,,,,,,,33.33,0.0,0.0,66.67,0.0
Precinct,10.62,21.10.62,392,30.99,,,,,2.97,,,,1,,,,0,0.57,0.63,0.43,,,,,,,23.98,0.0,0.0,75.77,0.0
Precinct,10.63,21.10.63,469,30.81,,,,,1.68,,,,0,,,,0,0.64,0.79,0.47,,,,,,,28.15,0.0,0.0,71.86,0.0
Precinct,10.64,21.10.64,436,30.13,,,,,2.9,,,,0,,,,0,0.65,0.7,0.46,,,,,,,31.65,0.0,0.0,68.35,0.0
Precinct,10.65,21.10.65,389,25.23,,,,,1.27,,,,0,,,,0,0.54,0.63,0.41,,,,,,,28.28,0.0,0.0,71.72,0.0
Precinct,10.66,21.10.66,449,29.87,,,,,1.75,,,,1,,,,0,0.53,0.74,0.59,,,,,,,36.3,0.0,0.0,63.47,0.0
Precinct,10.67,21.10.67,526,33.87,,,,,1.87,,,,0,,,,0,0.78,0.93,0.38,,,,,,,25.67,0.0,0.0,74.33,0.0
Precinct,10.68,21.10.68,433,29.3,,,,,1.37,,,,0,,,,0,0.62,0.71,0.44,,,,,,,30.72,0.0,0.0,69.28,0.0
Precinct,10.69,21.10.69,336,27.88,,,,,2.33,,,,0,,,,0,0.4,0.59,0.41,,,,,,,33.04,0.0,0.0,66.96,0.0
Precinct,10.100,22.10.100,464,33.0,,,,,2.11,,,,0,,,,0,0.61,0.82,0.46,,,,,,,23.06,0.0,0.0,76.94,0.0
Precinct,10.101,22.10.101,383,30.71,,,,,2.54,,,,0,,,,0,0.6,0.6,0.38,,,,,,,21.93,0.0,0.0,78.07,0.0
Precinct,10.102,22.10.102,455,29.89,,,,,2.78,,,,0,,,,0,0.6,0.79,0.47,,,,,,,18.68,0.0,0.0,81.32,0.0
Precinct,10.103,22.10.103,389,27.85,,,,,2.02,,,,0,,,,0,0.61,0.62,0.36,,,,,,,23.65,0.0,0.0,76.35,0.0
Precinct,10.104,22.10.104,356,25.41,,,,,2.47,,,,0,,,,0,0.42,0.7,0.31,,,,,,,26.4,0.0,0.0,73.6,0.0
Precinct,10.105,22.10.105,477,32.81,,,,,2.85,,,,0,,,,0,0.68,0.79,0.51,,,,,,,28.93,0.0,0.0,71.07,0.0
Precinct,10.106,22.10.106,327,20.71,,,,,2.97,,,,0,,,,0,0.56,0.49,0.31,,,,,,,21.1,0.0,0.0,78.9,0.0
Precinct,10.70,22.10.70,357,29.02,,,,,2.46,,,,0,,,,0,0.42,0.67,0.36,,,,,,,25.49,0.0,0.0,74.51,0.0
Precinct,10.72,22.10.72,362,23.8,,,,,3.47,,,,0,,,,0,0.55,0.6,0.34,,,,,,,30.66,0.0,0.0,69.34,0.0
Precinct,10.73,22.10.73,334,24.06,,,,,4.57,,,,0,,,,0,0.46,0.6,0.33,,,,,,,27.54,0.0,0.0,72.46,0.0
Precinct,10.74,22.10.74,348,27.44,,,,,1.42,,,,0,,,,0,0.48,0.63,0.28,,,,,,,23.85,0.0,0.0,76.15,0.0
Precinct,10.75,22.10.75,282,37.15,,,,,1.74,,,,0,,,,0,0.42,0.43,0.32,,,,,,,19.86,0.0,0.0,80.14,0.0
Precinct,10.76,22.10.76,372,32.1,,,,,1.59,,,,0,,,,0,0.58,0.62,0.29,,,,,,,29.84,0.0,0.0,70.16,0.0
Precinct,10.77,22.10.77,316,31.6,,,,,2.77,,,,0,,,,0,0.46,0.5,0.36,,,,,,,36.08,0.0,0.0,63.92,0.0
Precinct,10.78,22.10.78,335,30.85,,,,,3.18,,,,0,,,,0,0.46,0.55,0.39,,,,,,,32.84,0.0,0.0,67.16,0.0
Precinct,10.79,22.10.79,315,24.1,,,,,3.08,,,,0,,,,0,0.35,0.66,0.24,,,,,,,25.71,0.0,0.0,74.29,0.0
