shape,common_id,common_name,Average age of registered voters,Numbers of voters over 99 years old,Number of voters between 85 and 99 years old,Total Voters,Number of potential voter duplications
Precinct,16.05,27.16.05,47.56,0,18,1396,0
Precinct,16.21,27.16.21,43.94,0,27,1525,2
Precinct,16.22,27.16.22,52.6,0,26,1112,1
Precinct,16.23,27.16.23,50.16,0,34,1216,0
Precinct,16.24,27.16.24,47.76,0,38,1323,1
Precinct,16.25,27.16.25,47.82,0,30,1153,0
Precinct,16.26,27.16.26,47.33,0,17,503,0
Precinct,16.27,27.16.27,47.72,0,17,786,1
Precinct,16.28,27.16.28,46.17,0,4,295,2
Precinct,16.29,27.16.29,47.35,0,32,1314,1
Precinct,17.01,27.17.01,48.32,0,30,1446,1
Precinct,17.02,27.17.02,48.18,0,29,1282,0
Precinct,17.03,27.17.03,48.67,0,15,911,1
Precinct,17.04,27.17.04,47.57,0,22,1406,1
Precinct,17.05,27.17.05,46.42,1,17,1161,0
Precinct,17.06,27.17.06,45.9,0,14,1195,1
Precinct,17.07,27.17.07,46.92,0,23,1204,1
Precinct,17.08,27.17.08,44.25,0,4,1485,2
Precinct,17.09,27.17.09,47.09,0,21,1445,0
Precinct,17.10,27.17.10,47.27,0,13,1030,0
Precinct,17.11,27.17.11,46.6,0,22,1140,2
Precinct,17.12,27.17.12,46.37,0,22,1518,1
Precinct,17.13,27.17.13,46.22,0,8,1501,0
Precinct,17.14,27.17.14,50.63,0,20,834,0
Precinct,17.15,27.17.15,48.09,0,16,848,0
Precinct,17.21,27.17.21,48.17,0,19,837,0
Precinct,17.22,27.17.22,46.6,0,5,455,0
Precinct,17.23,27.17.23,47.76,0,21,997,1
Precinct,17.24,27.17.24,47.68,0,13,893,0
Precinct,17.25,27.17.25,46.74,0,23,1167,3
Precinct,17.35,27.17.35,47.89,0,27,1213,0
Precinct,17.36,27.17.36,48.22,0,18,971,3
Precinct,17.40,27.17.40,47.32,0,17,1250,3
Precinct,17.41,27.17.41,48.95,0,12,1055,0
Precinct,17.42,27.17.42,48.65,1,37,1498,0
Precinct,17.44,27.17.44,49.87,0,20,552,1
Precinct,17.45,27.17.45,44.49,0,1,967,1
Precinct,17.46,27.17.46,46.57,0,19,975,1
Precinct,17.47,27.17.47,46.83,0,10,719,0
Precinct,17.48,27.17.48,46.93,1,10,962,0
Precinct,17.49,27.17.49,46.31,0,18,1376,2
Precinct,17.52,27.17.52,47.51,0,13,892,3
Precinct,17.53,27.17.53,46.85,0,13,884,0
Precinct,17.16,28.17.16,48.96,0,35,993,1
Precinct,17.17,28.17.17,47.05,0,17,1378,1
Precinct,17.18,28.17.18,46.65,0,19,1064,1
Precinct,17.19,28.17.19,47.29,1,7,298,0
Precinct,17.20,28.17.20,47.39,0,14,816,0
Precinct,17.26,28.17.26,47.66,0,18,859,1
Precinct,17.27,28.17.27,48.1,0,14,622,1
Precinct,17.28,28.17.28,46.59,0,19,1223,1
Precinct,17.29,28.17.29,48.59,0,20,706,0
Precinct,17.30,28.17.30,48.6,0,19,843,1
Precinct,17.31,28.17.31,51.62,0,4,108,0
Precinct,17.32,28.17.32,47.49,0,31,1469,1
Precinct,17.33,28.17.33,46.61,0,7,486,0
Precinct,17.34,28.17.34,51.13,0,1,104,0
Precinct,17.37,28.17.37,42.19,0,7,1486,0
Precinct,17.38,28.17.38,43.13,1,8,1592,0
Precinct,17.39,28.17.39,42.06,0,9,1657,0
Precinct,17.43,28.17.43,47.19,0,27,1146,0
Precinct,17.50,28.17.50,48.34,0,31,1091,0
Precinct,17.51,28.17.51,47.29,0,20,1098,0
Precinct,17.54,28.17.54,42.38,0,8,1642,0
Precinct,18.01,28.18.01,47.07,1,29,1508,0
Precinct,18.02,28.18.02,46.88,0,31,1527,1
Precinct,18.03,28.18.03,46.23,0,23,1280,1
Precinct,18.04,28.18.04,49.43,0,28,1202,0
Precinct,18.05,28.18.05,44.56,0,18,1057,0
Precinct,18.06,28.18.06,44.42,0,33,1335,0
Precinct,18.07,28.18.07,49.64,0,37,1322,0
Precinct,18.08,28.18.08,43.88,0,8,351,0
Precinct,18.09,28.18.09,48.19,0,22,1386,1
Precinct,18.10,28.18.10,46.79,0,4,263,1
Precinct,18.11,28.18.11,46.65,0,31,1446,2
Precinct,18.12,28.18.12,46.55,0,24,1291,0
Precinct,18.13,28.18.13,48.84,0,32,995,2
Precinct,18.14,28.18.14,45.77,0,0,167,0
Precinct,18.15,28.18.15,48.12,0,23,1067,0
Precinct,18.16,28.18.16,50.68,1,14,425,0
Precinct,18.17,28.18.17,47.68,0,36,1028,0
Precinct,18.18,28.18.18,46.4,1,29,1392,0
Precinct,18.19,28.18.19,46.54,0,25,1233,0
Precinct,18.20,28.18.20,48.38,1,30,1269,2
Precinct,18.21,28.18.21,49.81,0,17,520,2
Precinct,18.22,28.18.22,51.69,0,12,275,0
Precinct,18.23,28.18.23,43.76,0,17,1290,0
Precinct,18.24,28.18.24,43.66,0,7,783,0
Precinct,18.25,28.18.25,47.19,0,25,1534,0
Precinct,18.26,28.18.26,44.6,0,19,1184,0
Precinct,18.27,28.18.27,51.79,0,28,850,0
Precinct,18.28,28.18.28,46.79,0,33,1534,0
Precinct,18.29,28.18.29,47.55,0,12,858,0
Precinct,20.01,29.20.01,46.97,0,22,1076,2
Precinct,20.02,29.20.02,46.89,0,21,1004,0
Precinct,20.03,29.20.03,46.45,1,28,1386,2
Precinct,20.04,29.20.04,45.7,0,22,1520,2
Precinct,20.05,29.20.05,47.31,0,39,1262,0
Precinct,20.06,29.20.06,46.7,0,17,753,0
Precinct,20.07,29.20.07,46.72,1,41,1457,1
Precinct,20.08,29.20.08,45.14,0,28,1390,1
Precinct,20.09,29.20.09,47.12,0,31,1468,4
Precinct,20.10,29.20.10,45.56,0,38,1534,2
Precinct,20.11,29.20.11,46.94,2,33,1250,3
Precinct,20.12,29.20.12,45.69,1,28,1486,1
Precinct,20.13,29.20.13,43.5,0,15,1491,3
Precinct,20.14,29.20.14,43.8,0,10,1202,0
Precinct,20.15,29.20.15,45.59,0,21,1384,1
Precinct,20.16,29.20.16,44.47,0,23,1633,1
Precinct,20.17,29.20.17,44.9,0,18,1642,1
Precinct,20.18,29.20.18,46.08,0,37,1606,1
Precinct,20.19,29.20.19,46.39,0,17,1511,3
Precinct,20.20,29.20.20,45.92,0,14,1388,1
Precinct,20.21,29.20.21,44.77,1,12,1509,1
Precinct,20.51,29.20.51,46.11,0,12,1235,4
Precinct,20.52,29.20.52,46.8,0,13,1249,8
Precinct,20.66,29.20.66,45.92,0,23,1487,0
Precinct,20.67,29.20.67,46.64,0,23,1310,0
Precinct,20.68,29.20.68,45.64,0,20,1222,1
Precinct,20.69,29.20.69,46.82,0,18,1390,1
Precinct,20.70,29.20.70,45.36,0,17,1396,0
Precinct,20.71,29.20.71,46.43,0,15,1020,3
Precinct,20.72,29.20.72,45.53,0,10,1292,4
Precinct,20.73,29.20.73,45.99,0,17,1207,3
Precinct,20.74,29.20.74,45.89,0,15,1082,1
Precinct,20.75,29.20.75,46.54,0,20,1429,2
Precinct,20.76,29.20.76,46.55,0,30,1379,1
Precinct,20.77,29.20.77,47.19,0,46,1392,0
Precinct,20.78,29.20.78,46.54,0,29,1351,0
Precinct,20.79,29.20.79,45.32,0,29,1392,2
Precinct,20.80,29.20.80,46.58,0,25,821,0
Precinct,20.81,29.20.81,46.42,0,42,1337,2
Precinct,20.82,29.20.82,46.22,0,22,830,1
Precinct,20.83,29.20.83,46.02,0,25,1367,2
Precinct,20.84,29.20.84,46.14,0,24,1069,0
Precinct,20.22,30.20.22,46.31,1,11,1047,0
Precinct,20.23,30.20.23,44.91,0,18,1192,1
Precinct,20.24,30.20.24,43.8,0,6,1546,0
Precinct,20.25,30.20.25,43.74,0,3,1192,5
Precinct,20.26,30.20.26,43.94,0,3,1153,4
Precinct,20.27,30.20.27,43.32,0,3,1128,0
Precinct,20.28,30.20.28,45.81,0,3,1216,1
Precinct,20.29,30.20.29,43.14,0,1,1254,0
Precinct,20.30,30.20.30,42.49,0,3,1458,2
Precinct,20.31,30.20.31,43.05,0,5,1083,0
Precinct,20.32,30.20.32,42.5,0,6,1444,0
Precinct,20.33,30.20.33,42.49,0,7,1551,1
Precinct,20.34,30.20.34,42.35,0,1,1268,2
Precinct,20.35,30.20.35,42.7,0,4,1340,1
Precinct,20.36,30.20.36,44.32,0,6,1370,1
Precinct,20.37,30.20.37,43.71,0,3,977,1
Precinct,20.38,30.20.38,44.78,0,2,938,2
Precinct,20.39,30.20.39,43.37,0,1,1460,2
Precinct,20.40,30.20.40,43.7,0,5,1359,2
Precinct,20.41,30.20.41,46.13,0,12,1352,2
Precinct,20.42,30.20.42,44.65,0,0,1295,0
Precinct,20.43,30.20.43,46.46,0,5,1109,0
Precinct,20.44,30.20.44,47.75,0,6,869,0
Precinct,20.45,30.20.45,45.46,0,9,1265,2
Precinct,20.46,30.20.46,44.98,0,6,1344,2
Precinct,20.47,30.20.47,46.78,0,10,1305,3
Precinct,20.48,30.20.48,46.02,0,9,1497,2
Precinct,20.49,30.20.49,46.67,1,10,1177,0
Precinct,20.50,30.20.50,45.26,0,6,1456,2
Precinct,20.53,30.20.53,43.83,0,6,1264,1
Precinct,20.54,30.20.54,46.23,0,15,1355,4
Precinct,20.55,30.20.55,46.03,0,9,1498,3
Precinct,20.56,30.20.56,45.44,0,17,1405,2
Precinct,20.57,30.20.57,45.35,0,2,910,0
Precinct,20.58,30.20.58,46.25,0,6,1272,0
Precinct,20.59,30.20.59,45.61,0,8,1409,3
Precinct,20.60,30.20.60,44.6,0,1,1068,0
Precinct,20.61,30.20.61,46.96,0,10,1343,2
Precinct,20.62,30.20.62,46.32,1,10,1245,1
Precinct,20.63,30.20.63,46.55,0,6,1316,2
Precinct,20.64,30.20.64,42.27,0,1,1187,1
Precinct,20.65,30.20.65,41.3,0,3,1484,3
Precinct,21.01,31.21.01,45.35,0,19,1351,0
Precinct,21.02,31.21.02,44.82,0,13,1224,1
Precinct,21.03,31.21.03,44.64,0,17,1378,0
Precinct,21.04,31.21.04,46.22,0,9,1194,2
Precinct,21.05,31.21.05,45.84,0,17,1298,1
Precinct,21.06,31.21.06,44.32,0,12,1351,0
Precinct,21.07,31.21.07,45.32,0,15,1011,2
Precinct,21.08,31.21.08,44.76,0,11,1362,0
Precinct,21.09,31.21.09,46.2,0,17,1091,1
Precinct,21.21,31.21.21,41.56,0,14,1505,0
Precinct,21.22,31.21.22,46.92,0,8,652,0
Precinct,21.25,31.21.25,44.12,0,10,1249,0
Precinct,21.26,31.21.26,44.84,0,18,1406,0
Precinct,21.27,31.21.27,45.16,0,9,1149,3
Precinct,21.30,31.21.30,44.4,0,4,354,1
Precinct,21.31,31.21.31,43.99,0,16,884,0
Precinct,21.32,31.21.32,43.34,2,7,783,0
Precinct,21.40,31.21.40,38.88,0,14,1740,0
Precinct,21.41,31.21.41,45.25,1,11,1472,0
Precinct,21.42,31.21.42,47.03,1,30,1407,1
Precinct,21.43,31.21.43,46.96,0,23,1399,1
Precinct,21.44,31.21.44,46.91,0,18,1356,0
Precinct,21.45,31.21.45,48.76,0,0,58,0
Precinct,21.46,31.21.46,45.3,0,24,1233,2
Precinct,21.47,31.21.47,45.64,0,28,1509,8
Precinct,21.48,31.21.48,45.04,0,15,1030,1
Precinct,21.49,31.21.49,42.28,0,16,1602,0
Precinct,21.50,31.21.50,42.1,0,16,1628,0
Precinct,21.51,31.21.51,46.47,0,25,1187,2
Precinct,21.52,31.21.52,38.27,1,9,1708,0
Precinct,21.53,31.21.53,44.97,0,14,1484,3
Precinct,21.54,31.21.54,47.69,0,21,1457,1
Precinct,21.55,31.21.55,44.34,0,6,1102,0
Precinct,21.56,31.21.56,45.19,0,18,896,0
Precinct,21.62,31.21.62,46.69,0,17,992,1
Precinct,21.10,32.21.10,48.15,1,22,1201,0
Precinct,21.11,32.21.11,48.32,0,17,1267,0
Precinct,21.12,32.21.12,46.88,0,16,717,1
Precinct,21.13,32.21.13,48.26,2,36,1505,2
Precinct,21.14,32.21.14,46.53,0,19,1274,0
Precinct,21.15,32.21.15,48.06,0,5,417,0
Precinct,21.16,32.21.16,46.31,0,4,216,0
Precinct,21.17,32.21.17,47.72,0,4,223,0
Precinct,21.18,32.21.18,45.93,0,16,1164,2
Precinct,21.19,32.21.19,45.42,0,26,1277,2
Precinct,21.20,32.21.20,45.94,0,15,1423,1
Precinct,21.23,32.21.23,46.0,0,17,1514,2
Precinct,21.24,32.21.24,46.51,0,9,557,1
Precinct,21.28,32.21.28,47.86,0,14,936,1
Precinct,21.29,32.21.29,45.36,0,19,1170,1
Precinct,21.57,32.21.57,46.54,1,23,1504,2
Precinct,21.58,32.21.58,41.62,0,20,1612,1
Precinct,21.59,32.21.59,42.49,0,15,1767,1
Precinct,21.60,32.21.60,45.17,0,10,893,0
Precinct,21.61,32.21.61,45.01,2,15,1051,0
Precinct,26.01,32.26.01,50.22,1,39,1281,2
Precinct,26.02,32.26.02,49.84,1,24,806,0
Precinct,26.03,32.26.03,52.47,5,54,1162,1
Precinct,26.04,32.26.04,51.82,0,24,490,0
Precinct,26.05,32.26.05,50.32,1,29,936,2
Precinct,26.06,32.26.06,52.72,1,45,873,1
Precinct,26.07,32.26.07,52.56,0,5,139,0
Precinct,26.08,32.26.08,45.25,0,21,1409,0
Precinct,26.09,32.26.09,45.22,0,11,423,0
Precinct,26.10,32.26.10,48.51,0,6,181,0
Precinct,26.11,32.26.11,44.16,0,9,581,0
Precinct,26.12,32.26.12,47.05,0,16,451,0
Precinct,26.13,32.26.13,47.73,0,4,204,0
Precinct,26.14,32.26.14,50.21,0,26,873,1
Precinct,26.15,32.26.15,49.18,0,7,268,0
Precinct,26.16,32.26.16,45.34,0,5,214,1
Precinct,26.17,32.26.17,47.42,0,16,829,1
Precinct,26.18,32.26.18,52.8,0,6,153,1
Precinct,26.19,32.26.19,48.55,0,13,370,0
Precinct,26.20,32.26.20,56.38,0,54,538,0
Precinct,26.21,32.26.21,46.25,0,8,402,0
Precinct,26.22,32.26.22,51.39,1,72,1079,1
Precinct,26.23,32.26.23,46.42,0,13,796,0
Precinct,26.24,32.26.24,45.1,0,9,382,0
Precinct,26.25,32.26.25,52.71,0,7,90,0
Precinct,26.26,32.26.26,48.48,0,14,342,0
Precinct,26.27,32.26.27,48.63,0,14,364,0
Precinct,26.28,32.26.28,56.75,1,22,123,0
Precinct,26.29,32.26.29,44.87,0,11,499,0
Precinct,26.30,32.26.30,42.11,1,10,349,1
Precinct,26.31,32.26.31,44.92,0,3,145,0
Precinct,26.32,32.26.32,59.0,0,8,38,0
Precinct,26.33,32.26.33,56.15,0,49,502,0
Precinct,26.34,32.26.34,52.4,0,5,173,0
Precinct,26.35,32.26.35,54.11,0,18,321,0
Precinct,26.36,32.26.36,47.69,0,8,213,0
Precinct,26.37,32.26.37,52.35,1,17,522,0
Precinct,26.38,32.26.38,50.91,0,18,339,1
Precinct,26.39,32.26.39,48.15,0,7,185,0
Precinct,26.40,32.26.40,46.71,0,19,995,0
Precinct,26.41,32.26.41,64.82,0,100,628,0
Precinct,23.01,33.23.01,45.57,0,17,1029,0
Precinct,23.02,33.23.02,45.68,1,21,1290,1
Precinct,23.03,33.23.03,46.78,0,37,1278,1
Precinct,23.04,33.23.04,46.23,1,32,1175,1
Precinct,23.05,33.23.05,45.14,0,19,1441,1
Precinct,23.06,33.23.06,44.99,0,10,1267,1
Precinct,23.07,33.23.07,37.11,0,0,292,0
Precinct,23.08,33.23.08,42.76,1,0,505,2
Precinct,23.09,33.23.09,41.42,0,3,713,0
Precinct,23.10,33.23.10,42.16,1,7,872,0
Precinct,23.15,33.23.15,44.91,1,15,820,1
Precinct,23.16,33.23.16,44.8,0,4,206,0
Precinct,23.17,33.23.17,47.07,0,13,559,1
Precinct,23.18,33.23.18,45.09,0,18,713,0
Precinct,23.19,33.23.19,42.13,0,1,126,0
Precinct,23.20,33.23.20,44.53,0,10,1359,2
Precinct,23.21,33.23.21,45.52,0,11,582,0
Precinct,23.22,33.23.22,47.77,0,55,1425,0
Precinct,23.23,33.23.23,47.29,0,15,444,0
Precinct,23.24,33.23.24,45.65,0,7,312,0
Precinct,23.25,33.23.25,44.75,0,3,247,1
Precinct,23.26,33.23.26,44.12,0,27,1356,0
Precinct,23.27,33.23.27,44.32,1,16,1316,1
Precinct,23.28,33.23.28,48.17,0,4,260,2
Precinct,23.29,33.23.29,46.37,0,7,330,0
Precinct,23.30,33.23.30,46.54,0,14,1043,2
Precinct,23.31,33.23.31,46.92,0,24,924,0
Precinct,23.32,33.23.32,41.98,0,7,620,0
Precinct,23.33,33.23.33,45.14,0,12,775,0
Precinct,23.34,33.23.34,43.15,1,12,1424,0
Precinct,23.35,33.23.35,43.14,0,14,1238,0
Precinct,23.36,33.23.36,43.16,0,10,1177,1
Precinct,23.37,33.23.37,45.18,1,9,640,0
Precinct,23.38,33.23.38,43.28,0,9,1101,1
Precinct,23.39,33.23.39,46.35,0,5,177,0
Precinct,23.40,33.23.40,44.54,1,24,1224,1
Precinct,23.41,33.23.41,45.39,0,19,1305,2
Precinct,23.42,33.23.42,46.35,0,7,464,0
Precinct,23.43,33.23.43,47.98,0,17,627,1
Precinct,23.44,33.23.44,47.97,0,13,318,1
Precinct,23.45,33.23.45,43.89,0,6,470,0
Precinct,23.46,33.23.46,44.84,1,11,497,0
Precinct,23.47,33.23.47,44.7,0,19,1391,3
Precinct,23.48,33.23.48,44.92,1,23,1349,4
Precinct,23.49,33.23.49,44.85,0,15,1361,2
Precinct,23.50,33.23.50,44.52,0,23,1340,4
Precinct,23.51,33.23.51,43.12,0,22,1365,3
Precinct,23.52,33.23.52,45.72,1,12,463,0
Precinct,23.53,33.23.53,46.5,0,37,1820,2
Precinct,23.54,33.23.54,45.99,0,11,1064,2
Precinct,23.55,33.23.55,46.51,0,20,1293,1
Precinct,23.56,33.23.56,48.13,2,37,1408,0
Precinct,23.57,33.23.57,44.59,0,4,350,0
Precinct,23.58,33.23.58,48.9,0,2,295,0
Precinct,23.59,33.23.59,45.51,0,8,690,1
Precinct,23.60,33.23.60,44.27,0,11,1095,3
Precinct,23.61,33.23.61,46.98,0,40,1075,1
Precinct,23.62,33.23.62,43.61,0,16,1081,1
Precinct,23.11,34.23.11,44.91,0,5,1486,0
Precinct,23.12,34.23.12,45.39,0,24,1465,4
Precinct,23.13,34.23.13,44.25,0,8,1533,1
Precinct,23.14,34.23.14,48.17,1,26,819,1
Precinct,24.01,34.24.01,45.35,1,12,1097,2
Precinct,24.02,34.24.02,45.48,1,17,1243,3
Precinct,24.03,34.24.03,44.52,0,12,603,0
Precinct,24.04,34.24.04,46.04,1,19,1367,0
Precinct,24.05,34.24.05,45.53,0,14,716,0
Precinct,24.06,34.24.06,51.67,0,3,103,0
Precinct,24.07,34.24.07,47.57,0,13,529,0
Precinct,24.08,34.24.08,46.77,0,19,632,0
Precinct,24.09,34.24.09,47.88,0,15,495,0
Precinct,24.10,34.24.10,42.98,0,2,448,0
Precinct,24.11,34.24.11,51.47,0,4,62,0
Precinct,24.12,34.24.12,50.46,1,33,691,0
Precinct,24.13,34.24.13,44.25,0,0,145,0
Precinct,24.14,34.24.14,45.72,0,6,296,0
Precinct,24.15,34.24.15,46.15,0,5,215,0
Precinct,24.16,34.24.16,46.98,0,11,490,2
Precinct,24.17,34.24.17,45.57,0,8,674,0
Precinct,24.18,34.24.18,49.67,0,3,128,0
Precinct,24.19,34.24.19,42.7,0,6,429,0
Precinct,24.20,34.24.20,44.86,0,7,417,1
Precinct,24.21,34.24.21,51.91,0,6,342,1
Precinct,24.22,34.24.22,43.66,0,14,1096,0
Precinct,24.23,34.24.23,44.52,0,0,90,0
Precinct,24.24,34.24.24,45.43,0,10,701,1
Precinct,24.25,34.24.25,44.91,0,5,295,0
Precinct,24.26,34.24.26,47.36,0,8,377,0
Precinct,24.27,34.24.27,50.04,0,0,24,0
Precinct,24.28,34.24.28,44.85,0,7,413,0
Precinct,24.29,34.24.29,43.41,0,4,666,0
Precinct,24.30,34.24.30,44.24,0,2,149,0
Precinct,24.31,34.24.31,45.88,0,6,304,0
Precinct,24.32,34.24.32,49.2,1,23,692,0
Precinct,24.33,34.24.33,62.13,0,12,77,0
Precinct,24.34,34.24.34,73.3,0,11,30,0
Precinct,24.35,34.24.35,58.51,1,22,259,0
Precinct,24.36,34.24.36,45.12,0,6,252,0
Precinct,24.37,34.24.37,42.7,0,2,243,0
Precinct,24.38,34.24.38,46.87,0,9,485,1
Precinct,24.39,34.24.39,45.3,0,8,670,0
Precinct,24.40,34.24.40,43.98,0,3,182,0
Precinct,24.41,34.24.41,56.34,0,4,47,0
Precinct,24.42,34.24.42,43.34,0,4,257,0
Precinct,24.43,34.24.43,42.89,0,11,1052,0
Precinct,24.44,34.24.44,46.76,0,4,287,0
Precinct,24.45,34.24.45,45.01,0,3,303,0
Precinct,24.46,34.24.46,49.91,0,15,478,0
Precinct,24.47,34.24.47,49.68,0,15,350,0
Precinct,24.48,34.24.48,44.19,0,10,644,1
Precinct,24.49,34.24.49,47.6,0,8,331,2
Precinct,24.50,34.24.50,43.58,0,11,815,0
Precinct,25.01,34.25.01,50.12,0,39,892,0
Precinct,25.02,34.25.02,52.48,0,52,1051,1
Precinct,25.03,34.25.03,52.06,0,45,915,2
Precinct,25.04,34.25.04,54.68,0,50,629,2
Precinct,25.05,34.25.05,52.5,0,7,245,0
Precinct,25.06,34.25.06,43.29,0,9,262,0
Precinct,25.07,34.25.07,49.33,0,6,117,0
Precinct,25.08,34.25.08,46.9,0,16,600,1
Precinct,25.09,34.25.09,43.03,0,0,76,0
Precinct,25.10,34.25.10,49.27,0,6,248,0
Precinct,25.11,34.25.11,57.68,0,14,115,1
Precinct,25.12,34.25.12,52.73,0,8,224,0
Precinct,25.13,34.25.13,64.62,1,119,732,0
Precinct,25.14,34.25.14,55.32,0,9,127,1
Precinct,25.15,34.25.15,57.29,3,70,477,0
Precinct,25.16,34.25.16,49.02,0,20,311,1
Precinct,25.17,34.25.17,57.45,7,45,477,0
Precinct,25.18,34.25.18,53.47,4,29,322,0
Precinct,25.19,34.25.19,62.6,0,15,128,0
Precinct,25.20,34.25.20,44.33,0,6,673,0
Precinct,25.21,34.25.21,44.63,1,5,259,0
Precinct,25.22,34.25.22,42.86,0,5,334,0
Precinct,25.23,34.25.23,58.05,0,29,334,0
Precinct,25.24,34.25.24,66.09,0,6,33,0
Precinct,25.25,34.25.25,46.26,0,10,495,0
Precinct,25.26,34.25.26,51.01,0,45,706,1
Precinct,25.27,34.25.27,48.89,1,29,833,1
Precinct,25.28,34.25.28,49.11,0,12,345,1
Precinct,25.29,34.25.29,46.72,0,19,671,1
Precinct,25.30,34.25.30,50.03,0,35,624,1
Precinct,25.31,34.25.31,48.96,0,14,495,0
Precinct,25.32,34.25.32,47.96,1,14,550,0
Precinct,25.33,34.25.33,62.42,0,61,460,0
Precinct,25.34,34.25.34,47.04,0,29,1034,0
Precinct,25.35,34.25.35,47.96,0,19,457,0
Precinct,25.36,34.25.36,46.74,0,10,300,0
Precinct,25.37,34.25.37,55.77,0,75,1133,0
Precinct,25.38,34.25.38,45.2,1,24,458,1
Precinct,25.39,34.25.39,48.89,1,40,872,0
Precinct,25.40,34.25.40,49.32,0,7,375,1
Precinct,25.41,34.25.41,42.05,0,6,207,1
Precinct,25.42,34.25.42,49.52,1,19,473,0
Precinct,25.43,34.25.43,47.18,0,11,296,0
Precinct,25.44,34.25.44,47.26,0,2,58,0
Precinct,25.45,34.25.45,48.06,0,10,294,0
Precinct,22.10,35.22.10,43.23,0,15,1536,2
Precinct,22.11,35.22.11,42.31,2,17,1545,1
Precinct,22.12,35.22.12,42.89,2,10,1221,1
Precinct,22.13,35.22.13,42.54,0,7,1643,0
Precinct,22.14,35.22.14,40.9,2,7,1472,3
Precinct,22.15,35.22.15,43.68,2,15,1415,0
Precinct,22.22,35.22.22,42.9,0,9,1154,0
Precinct,22.23,35.22.23,44.07,0,5,1229,0
Precinct,22.24,35.22.24,42.87,0,5,747,0
Precinct,22.25,35.22.25,44.06,1,13,1160,0
Precinct,22.29,35.22.29,42.36,0,14,1510,3
Precinct,22.30,35.22.30,43.64,0,12,1394,1
Precinct,22.31,35.22.31,43.13,0,11,1506,3
Precinct,22.32,35.22.32,42.37,0,15,1582,2
Precinct,22.33,35.22.33,42.45,0,2,519,2
Precinct,22.34,35.22.34,43.21,1,9,1030,1
Precinct,22.35,35.22.35,43.43,1,10,1184,0
Precinct,22.36,35.22.36,42.95,1,18,1240,2
Precinct,22.37,35.22.37,42.56,0,20,1512,0
Precinct,22.38,35.22.38,40.45,0,7,1169,1
Precinct,22.39,35.22.39,42.4,0,11,942,0
Precinct,22.40,35.22.40,43.53,0,19,1316,0
Precinct,22.41,35.22.41,43.02,0,12,1524,1
Precinct,22.42,35.22.42,43.4,1,15,1303,2
Precinct,22.43,35.22.43,44.02,3,8,1222,3
Precinct,22.44,35.22.44,42.37,0,11,1445,0
Precinct,22.45,35.22.45,43.18,0,5,348,1
Precinct,22.46,35.22.46,41.99,0,9,961,4
Precinct,22.47,35.22.47,44.83,0,11,1043,0
Precinct,22.51,35.22.51,45.57,0,20,1011,1
Precinct,22.52,35.22.52,44.6,1,30,1224,2
Precinct,22.53,35.22.53,42.64,0,12,1030,2
Precinct,22.54,35.22.54,44.94,0,16,882,1
Precinct,22.72,35.22.72,43.96,0,17,1254,0
Precinct,22.73,35.22.73,47.21,0,11,828,2
Precinct,22.76,35.22.76,42.41,0,5,1192,0
Precinct,22.77,35.22.77,43.5,1,11,1062,3
Precinct,22.79,35.22.79,41.98,1,10,1538,2
Precinct,22.80,35.22.80,42.78,0,9,823,0
Precinct,22.81,35.22.81,43.17,0,6,1077,0
Precinct,22.82,35.22.82,44.19,0,18,1198,1
Precinct,22.88,35.22.88,42.9,0,7,1236,0
Precinct,22.90,35.22.90,41.36,0,9,817,2
Precinct,22.01,36.22.01,45.41,0,25,1530,1
Precinct,22.02,36.22.02,45.09,0,21,1451,0
Precinct,22.03,36.22.03,44.4,1,13,1342,0
Precinct,22.04,36.22.04,45.02,0,16,1277,0
Precinct,22.05,36.22.05,44.43,0,21,1382,1
Precinct,22.06,36.22.06,43.21,0,5,988,0
Precinct,22.07,36.22.07,44.21,0,11,1276,1
Precinct,22.08,36.22.08,46.91,0,12,841,0
Precinct,22.09,36.22.09,46.9,0,26,1157,0
Precinct,22.16,36.22.16,45.13,0,24,521,0
Precinct,22.17,36.22.17,53.19,2,15,200,0
Precinct,22.18,36.22.18,42.54,2,10,1572,2
Precinct,22.19,36.22.19,42.11,0,4,718,0
Precinct,22.20,36.22.20,43.99,0,1,263,0
Precinct,22.21,36.22.21,45.2,2,18,1321,0
Precinct,22.26,36.22.26,44.34,0,22,1544,1
Precinct,22.27,36.22.27,45.36,0,13,1110,0
Precinct,22.28,36.22.28,66.42,0,67,313,0
Precinct,22.48,36.22.48,43.06,0,12,1435,1
Precinct,22.49,36.22.49,42.22,0,6,1500,2
Precinct,22.50,36.22.50,42.55,0,17,1467,0
Precinct,22.55,36.22.55,43.99,0,17,1521,1
Precinct,22.56,36.22.56,43.46,1,19,1335,0
Precinct,22.57,36.22.57,43.23,0,12,945,0
Precinct,22.58,36.22.58,43.51,1,20,1413,0
Precinct,22.59,36.22.59,43.03,0,10,1182,5
Precinct,22.60,36.22.60,48.2,0,17,433,0
Precinct,22.61,36.22.61,47.66,0,27,625,1
Precinct,22.62,36.22.62,45.69,0,10,550,0
Precinct,22.63,36.22.63,48.9,0,10,178,0
Precinct,22.64,36.22.64,44.31,1,12,966,0
Precinct,22.65,36.22.65,42.79,0,16,1674,2
Precinct,22.66,36.22.66,45.3,0,22,1462,1
