shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
Precinct,06.23,11.06.23,541,47.21,,,,,3.22,,,,0,,,,0,0.97,0.78,0.51,,,,,,,6.47,0.0,3.88,0.0,26.8,1.29,0.37,5.92,4.07,0.0,0.0,1.11,0.18,0.0,0.18,0.37,0.55,0.18,0.0,1.11,0.18,5.92,0.0,0.0,41.4
Precinct,06.24,11.06.24,520,43.55,,,,,4.06,,,,0,,,,0,0.9,0.75,0.57,,,,,,,5.0,0.19,2.69,0.0,25.38,2.12,0.19,5.19,3.08,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0.19,0.58,0.0,0.38,4.62,0.0,0.0,49.62
Precinct,06.25,11.06.25,530,46.7,,,,,4.16,,,,0,,,,0,0.91,0.8,0.53,,,,,,,9.25,0.0,3.58,0.0,22.64,1.89,0.0,6.6,2.64,0.0,0.19,0.57,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,5.47,0.0,0.0,46.79
Precinct,06.26,11.06.26,578,43.3,,,,,3.83,,,,0,,,,0,1.0,0.79,0.68,,,,,,,4.5,0.0,4.67,0.0,24.74,1.56,0.0,6.23,4.84,0.0,0.35,2.25,0.0,0.35,0.17,0.17,0.52,0.0,0.0,0.0,0.0,7.27,0.17,0.0,42.21
Precinct,06.27,11.06.27,652,47.94,,,,,1.66,,,,0,,,,0,1.07,1.13,0.37,,,,,,,2.91,0.15,4.75,0.0,24.69,2.61,0.0,4.29,3.68,0.0,0.15,0.15,0.0,0.15,0.0,0.31,0.0,0.0,0.31,0.0,1.23,5.52,0.15,0.0,48.93
Precinct,06.28,11.06.28,546,41.62,,,,,1.8,,,,1,,,,0,0.95,0.74,0.59,,,,,,,3.11,0.18,5.49,0.0,26.19,2.2,0.0,8.24,4.76,0.0,0.0,0.55,0.18,0.0,0.18,1.1,0.37,0.18,0.18,0.0,0.18,5.13,0.55,0.0,41.03
Precinct,06.29,11.06.29,516,45.34,,,,,2.27,,,,0,,,,0,0.93,0.69,0.55,,,,,,,2.52,0.19,4.46,0.0,23.64,3.1,0.0,7.75,4.85,0.0,0.39,0.58,0.0,0.0,0.0,0.39,0.97,0.0,0.0,0.0,0.39,7.75,0.19,0.0,42.83
Precinct,06.30,11.06.30,569,41.47,,,,,2.4,,,,0,,,,0,0.96,0.9,0.46,,,,,,,2.28,0.35,6.15,0.0,25.83,1.05,0.0,6.85,6.15,0.18,0.18,0.0,0.0,0.0,0.0,0.53,0.18,0.0,0.18,0.0,0.53,5.45,0.35,0.0,43.76
Precinct,06.31,11.06.31,606,41.0,,,,,2.73,,,,0,,,,0,1.02,0.88,0.63,,,,,,,3.47,0.0,6.11,0.17,19.31,1.49,0.33,8.42,5.94,0.0,0.33,0.0,0.0,0.17,0.0,0.33,1.16,0.17,0.0,0.0,0.33,6.11,0.0,0.0,46.2
Precinct,06.32,11.06.32,510,41.16,,,,,3.77,,,,1,,,,0,0.98,0.67,0.51,,,,,,,3.14,0.0,5.88,0.0,27.65,1.57,0.2,6.47,5.29,0.0,0.2,0.59,0.2,0.0,0.0,0.2,0.59,0.0,0.0,0.0,0.0,6.67,0.0,0.0,41.18
Precinct,06.34,11.06.34,397,38.06,,,,,1.98,,,,0,,,,0,0.66,0.6,0.37,,,,,,,4.03,0.0,6.55,0.5,26.7,1.51,0.0,6.3,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,3.02,0.0,0.0,47.1
Precinct,06.35,11.06.35,395,35.65,,,,,1.74,,,,0,,,,0,0.63,0.59,0.4,,,,,,,4.56,0.0,2.78,0.25,23.8,2.53,0.25,6.58,5.82,0.0,0.25,0.51,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.51,7.85,0.25,0.0,43.54
Precinct,06.36,11.06.36,483,40.69,,,,,2.82,,,,8,,,,0,0.83,0.67,0.54,,,,,,,3.73,0.0,5.38,0.21,26.29,2.9,0.21,8.07,4.35,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.41,0.21,0.0,0.0,0.0,5.59,0.0,0.0,40.58
Precinct,06.76,11.06.76,296,59.08,,,,,1.99,,,,1,,,,0,0.5,0.48,0.21,,,,,,,0.68,0.0,3.38,0.0,17.91,0.0,0.0,7.77,2.36,0.34,0.0,0.68,0.0,0.34,0.0,0.0,0.34,0.0,0.0,0.0,0.0,14.86,0.34,0.0,50.68
Precinct,06.77,11.06.77,559,46.7,,,,,4.28,,,,0,,,,2,1.02,0.77,0.6,,,,,,,3.76,0.18,2.86,0.0,23.08,1.07,0.0,6.08,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.0,0.0,0.36,0.36,4.83,0.0,0.0,48.48
Precinct,06.78,11.06.78,648,49.69,,,,,4.28,,,,0,,,,0,1.15,0.99,0.58,,,,,,,3.4,0.0,4.17,0.0,20.37,1.08,0.0,6.64,9.1,0.15,0.46,0.62,0.0,0.0,0.0,0.31,0.31,0.15,0.0,0.0,0.31,8.02,0.15,0.0,44.75
Precinct,06.100,12.06.100,653,41.75,,,,,4.53,,,,0,,,,0,1.03,0.94,0.86,,,,,,,2.6,0.0,4.13,0.31,24.2,0.77,0.15,7.2,7.96,0.0,0.77,0.46,0.0,0.0,0.0,0.15,0.31,0.15,0.0,0.0,0.15,6.74,0.46,0.0,43.49
Precinct,06.101,12.06.101,616,37.77,,,,,3.75,,,,0,,,,0,0.94,0.97,0.68,,,,,,,3.08,0.16,4.22,0.32,25.16,0.81,0.16,6.82,6.66,0.0,0.0,0.32,0.16,0.0,0.32,0.0,0.49,0.16,0.0,0.0,0.81,6.17,0.16,0.0,43.99
Precinct,06.108,12.06.108,629,56.46,,,,,2.63,,,,0,,,,0,1.07,0.93,0.61,,,,,,,2.86,0.32,3.82,0.0,32.11,1.27,0.0,4.45,4.93,0.16,0.16,0.64,0.0,0.16,2.07,0.16,0.16,0.0,0.0,0.16,0.16,6.52,0.16,0.16,39.59
Precinct,06.109,12.06.109,478,51.4,,,,,3.24,,,,0,,,,0,0.65,0.92,0.34,,,,,,,3.97,0.0,3.35,0.0,28.66,0.42,0.0,7.11,5.44,0.0,0.42,0.42,0.21,0.0,0.21,0.0,0.42,0.0,0.21,0.0,0.0,7.32,0.0,0.0,41.84
Precinct,06.112,12.06.112,657,43.83,,,,,2.23,,,,0,,,,0,1.04,1.04,0.62,,,,,,,2.59,0.15,5.78,0.3,28.16,1.83,0.3,4.41,4.11,0.0,0.0,0.15,0.0,0.15,0.15,0.3,0.46,0.0,0.0,0.0,0.3,6.39,0.0,0.0,44.44
Precinct,06.33,12.06.33,388,39.31,,,,,3.24,,,,0,,,,0,0.58,0.64,0.38,,,,,,,2.58,0.0,3.09,0.0,21.39,1.03,0.26,6.96,3.35,0.0,0.26,1.03,0.0,0.26,0.0,0.26,0.77,0.26,0.0,0.26,0.52,5.41,0.52,0.0,51.8
Precinct,06.37,12.06.37,400,36.3,,,,,5.21,,,,0,,,,0,0.78,0.56,0.37,,,,,,,2.0,0.0,8.25,0.0,25.75,1.0,0.0,10.0,4.75,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.25,7.75,0.0,0.25,38.0
Precinct,06.42,12.06.42,571,38.19,,,,,2.23,,,,0,,,,0,0.89,0.85,0.63,,,,,,,2.8,0.0,4.38,0.0,22.77,0.88,0.0,4.55,5.25,0.0,0.0,1.4,0.0,0.0,0.18,0.18,1.05,0.0,0.18,0.0,0.7,4.73,0.0,0.0,50.96
Precinct,06.43,12.06.43,462,40.35,,,,,3.14,,,,0,,,,0,0.85,0.66,0.43,,,,,,,3.03,0.0,7.14,0.0,27.27,1.95,0.43,3.9,4.33,0.22,0.0,0.43,0.22,0.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,5.63,0.43,0.0,43.72
Precinct,06.44,12.06.44,499,41.58,,,,,1.38,,,,0,,,,0,0.85,0.65,0.58,,,,,,,1.8,0.0,3.21,0.0,28.46,2.81,0.4,6.01,3.21,0.0,0.2,0.2,0.0,0.0,0.0,0.2,1.6,0.2,1.6,0.2,1.0,7.21,0.2,0.0,41.48
Precinct,06.45,12.06.45,409,41.44,,,,,5.54,,,,0,,,,0,0.8,0.61,0.33,,,,,,,2.2,0.0,5.13,0.24,23.23,2.44,0.24,2.2,5.87,0.0,0.0,0.24,0.0,0.49,0.0,0.24,0.73,0.0,0.0,0.0,0.0,6.11,0.24,0.0,50.37
Precinct,06.46,12.06.46,553,41.86,,,,,3.49,,,,0,,,,0,0.95,0.72,0.72,,,,,,,2.53,0.0,5.06,0.18,27.49,1.27,0.54,7.05,5.61,0.0,0.0,0.54,0.0,0.0,0.36,0.72,1.27,0.18,1.09,0.0,0.9,5.06,0.18,0.0,39.96
Precinct,06.47,12.06.47,557,37.99,,,,,4.3,,,,0,,,,0,0.92,0.85,0.59,,,,,,,3.77,0.0,3.95,0.18,25.85,1.8,0.18,6.28,4.49,0.18,0.54,0.0,0.0,0.0,0.0,0.0,1.26,0.18,0.0,0.0,0.18,7.0,0.36,0.0,43.81
Precinct,06.49,12.06.49,537,41.69,,,,,2.36,,,,1,,,,0,0.82,0.78,0.66,,,,,,,3.91,0.0,4.1,0.19,27.75,0.93,0.0,6.33,5.96,0.0,0.0,0.37,0.0,0.0,0.19,0.19,2.05,0.19,0.0,0.0,0.0,7.08,0.0,0.19,40.41
Precinct,06.50,12.06.50,543,37.68,,,,,3.72,,,,0,,,,0,0.85,1.03,0.28,,,,,,,3.13,0.37,4.42,0.0,25.23,1.47,0.37,4.42,3.87,0.0,0.18,0.18,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.18,7.73,0.18,0.0,47.7
Precinct,06.51,12.06.51,512,37.73,,,,,4.48,,,,0,,,,0,0.9,0.76,0.52,,,,,,,1.95,0.0,10.16,0.39,18.36,1.56,0.0,5.86,6.64,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.98,0.0,0.0,0.0,0.59,6.05,0.2,0.2,46.68
Precinct,06.52,12.06.52,599,37.67,,,,,3.85,,,,0,,,,0,0.98,0.86,0.73,,,,,,,2.5,0.17,5.01,0.17,27.55,2.0,0.0,5.51,3.17,0.0,0.17,0.67,0.17,0.17,0.17,0.5,0.83,0.0,0.0,0.0,0.33,6.84,0.0,0.0,44.07
Precinct,06.53,12.06.53,507,42.75,,,,,2.69,,,,0,,,,0,0.81,0.75,0.56,,,,,,,1.18,0.0,5.33,0.2,31.36,1.38,0.2,5.92,5.52,0.2,0.0,0.99,0.0,0.2,0.0,0.0,0.79,0.0,0.2,0.0,0.59,5.33,0.39,0.0,40.24
Precinct,06.54,12.06.54,482,39.16,,,,,4.37,,,,0,,,,0,0.73,0.72,0.63,,,,,,,2.9,0.21,4.98,0.21,31.12,2.07,0.0,5.39,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.21,0.0,0.0,0.62,4.77,0.21,0.21,41.49
Precinct,06.55,12.06.55,560,36.34,,,,,3.45,,,,0,,,,0,0.74,0.92,0.69,,,,,,,3.75,0.36,5.18,0.18,26.79,0.89,0.0,5.71,5.36,0.0,0.71,0.71,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.54,9.64,0.0,0.0,39.64
Precinct,06.56,12.06.56,500,35.92,,,,,3.66,,,,0,,,,0,0.79,0.75,0.58,,,,,,,3.2,0.0,4.0,0.0,29.0,1.6,0.0,6.0,5.6,0.2,0.8,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,1.0,6.6,0.2,0.2,39.8
Precinct,06.57,12.06.57,555,38.14,,,,,3.81,,,,5,,,,0,0.81,0.89,0.64,,,,,,,2.7,0.0,4.14,0.18,21.62,2.88,0.18,7.21,4.32,0.0,0.0,0.36,0.0,0.0,0.18,0.36,0.72,0.0,0.0,0.18,0.18,5.59,0.0,0.18,48.11
Precinct,06.58,12.06.58,462,38.79,,,,,5.52,,,,1,,,,0,0.86,0.69,0.42,,,,,,,3.03,0.0,6.06,0.0,25.76,0.87,0.0,6.06,6.49,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.65,6.71,0.0,0.0,43.29
Precinct,06.59,12.06.59,590,41.37,,,,,2.64,,,,0,,,,0,0.96,0.83,0.69,,,,,,,4.58,0.0,7.8,0.0,25.76,1.69,0.34,7.97,6.1,0.0,0.34,0.17,0.0,0.0,0.0,0.17,1.36,0.17,0.0,0.0,0.51,6.27,0.17,0.17,36.44
Precinct,06.82,12.06.82,660,40.02,,,,,4.35,,,,0,,,,0,0.9,1.0,0.97,,,,,,,4.09,0.0,3.18,0.0,30.45,2.12,0.61,7.42,8.94,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.3,0.0,0.0,0.0,0.0,5.15,0.15,0.0,37.27
Precinct,06.83,12.06.83,578,45.3,,,,,5.25,,,,0,,,,3,0.76,0.96,0.77,,,,,,,2.6,0.0,5.54,0.35,42.21,0.52,0.0,4.15,8.13,0.0,0.35,0.17,0.17,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.35,3.98,0.52,0.0,30.28
Precinct,06.84,12.06.84,762,49.26,,,,,2.31,,,,0,,,,0,0.98,0.37,2.41,,,,,,,3.28,0.0,3.54,0.13,37.4,0.66,0.0,3.67,9.97,0.0,0.26,0.26,0.0,0.13,0.0,0.0,0.52,0.0,0.0,0.0,0.0,3.15,0.26,0.0,36.75
Precinct,06.92,12.06.92,443,31.89,,,,,4.94,,,,3,,,,0,0.78,0.69,0.4,,,,,,,2.03,0.0,4.74,0.0,24.61,1.35,0.0,7.45,5.87,0.0,0.23,0.68,0.0,0.0,0.23,0.9,0.68,0.0,0.0,0.0,0.23,4.74,0.0,0.23,45.37
Precinct,06.93,12.06.93,463,46.44,,,,,3.74,,,,0,,,,0,0.75,0.74,0.44,,,,,,,2.81,0.0,5.18,0.43,25.05,2.81,0.22,12.1,4.32,0.0,0.22,0.86,0.0,0.22,0.0,0.0,0.65,0.0,0.0,0.0,0.22,5.4,0.0,0.0,39.52
Precinct,06.95,12.06.95,491,40.08,,,,,4.1,,,,0,,,,0,0.78,0.79,0.49,,,,,,,2.24,0.0,4.48,0.2,29.12,2.24,0.2,8.15,2.85,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,1.02,6.11,0.2,0.41,41.55
Precinct,06.96,12.06.96,657,49.96,,,,,2.67,,,,0,,,,0,1.17,0.9,0.69,,,,,,,4.41,0.0,3.81,0.15,24.96,1.67,0.15,6.54,5.33,0.0,0.0,0.15,0.61,0.15,0.0,0.91,0.3,0.0,0.0,0.0,0.3,6.54,0.0,0.0,43.99
Precinct,06.97,12.06.97,672,44.62,,,,,3.45,,,,2,,,,0,1.15,1.06,0.58,,,,,,,3.13,0.0,6.99,0.15,24.55,1.49,0.15,9.08,3.42,0.15,0.3,0.15,0.0,0.0,0.0,0.3,0.45,0.3,0.3,0.0,0.3,4.02,0.45,0.0,44.05
Precinct,06.98,12.06.98,719,49.97,,,,,3.62,,,,0,,,,0,1.19,1.09,0.74,,,,,,,4.59,0.0,3.34,0.42,28.93,1.25,0.0,7.09,6.4,0.0,0.0,0.28,0.0,0.14,0.0,0.14,0.56,0.14,0.14,0.56,0.7,5.84,0.42,0.0,39.08
Precinct,06.99,12.06.99,700,47.14,,,,,4.76,,,,0,,,,0,0.98,1.31,0.6,,,,,,,2.71,0.0,2.71,0.14,24.57,1.43,0.29,7.43,4.29,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.86,0.0,0.29,0.0,0.29,5.29,0.14,0.0,49.14
Precinct,06.113,13.06.113,608,33.54,,,,,2.72,,,,0,,,,0,1.06,0.85,0.64,,,,,,,1.48,0.0,3.78,0.0,23.03,1.97,0.16,10.86,5.59,0.0,0.33,0.0,0.0,0.0,0.49,0.49,0.16,0.0,0.0,0.0,0.66,6.91,0.0,0.0,44.08
Precinct,06.117,13.06.117,366,54.96,,,,,2.4,,,,0,,,,0,0.49,0.65,0.34,,,,,,,1.09,0.0,4.64,0.27,14.48,3.01,0.0,11.48,3.83,0.0,0.27,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.27,4.37,0.0,0.0,55.74
Precinct,06.48,13.06.48,492,37.9,,,,,2.19,,,,0,,,,0,0.81,0.65,0.64,,,,,,,2.24,0.0,5.69,0.0,29.88,0.81,0.0,7.72,8.13,0.0,0.2,0.41,0.0,0.0,0.41,0.0,0.61,0.0,0.0,0.0,0.2,8.54,0.2,0.0,34.96
Precinct,06.60,13.06.60,676,48.18,,,,,4.11,,,,4,,,,0,1.2,1.04,0.57,,,,,,,3.25,0.0,2.66,0.0,23.37,1.63,0.0,9.91,6.66,0.15,0.15,0.15,0.0,0.0,0.15,0.0,0.44,0.0,0.0,0.15,0.3,7.1,0.0,0.0,43.34
Precinct,06.61,13.06.61,715,44.72,,,,,3.51,,,,8,,,,0,1.2,0.95,0.94,,,,,,,6.15,0.0,2.8,0.0,24.62,0.7,0.14,10.07,4.2,0.0,0.0,0.28,0.0,0.0,0.28,0.42,0.98,0.0,0.0,0.0,0.14,8.11,0.0,0.28,39.72
Precinct,06.62,13.06.62,622,40.47,,,,,3.57,,,,0,,,,0,0.98,0.87,0.82,,,,,,,3.05,0.0,4.5,0.16,31.83,0.96,0.0,14.95,5.31,0.0,0.16,0.32,0.0,0.0,0.16,0.0,0.16,0.0,0.48,0.0,1.61,4.82,0.0,0.16,31.35
Precinct,06.63,13.06.63,462,37.2,,,,,2.74,,,,0,,,,0,0.8,0.65,0.49,,,,,,,2.38,0.0,6.28,0.0,27.06,1.08,0.65,8.44,6.93,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.65,3.25,0.0,0.0,42.42
Precinct,06.64,13.06.64,364,37.8,,,,,3.7,,,,0,,,,0,0.6,0.54,0.39,,,,,,,2.2,0.0,4.67,0.0,26.37,0.55,0.82,8.52,9.62,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,3.57,0.55,0.0,42.03
Precinct,06.65,13.06.65,418,42.92,,,,,3.24,,,,0,,,,0,0.73,0.7,0.27,,,,,,,1.44,0.0,5.5,0.0,22.73,0.0,0.0,6.22,5.5,0.0,0.0,0.0,0.24,0.0,0.0,0.0,2.15,0.0,0.24,0.0,0.48,2.63,0.0,0.0,52.87
Precinct,06.66,13.06.66,494,45.2,,,,,2.18,,,,0,,,,0,0.92,0.66,0.48,,,,,,,3.64,0.0,5.87,0.2,26.52,0.61,0.4,8.91,3.64,0.2,0.0,0.0,0.0,0.2,0.0,0.61,0.4,0.0,0.0,0.0,0.4,2.23,0.0,0.0,46.15
Precinct,06.67,13.06.67,530,42.33,,,,,2.93,,,,0,,,,0,0.98,0.68,0.59,,,,,,,1.89,0.38,3.4,0.0,23.21,1.51,0.19,9.25,5.28,0.0,0.0,0.38,0.0,0.0,0.0,0.94,0.38,0.19,0.0,0.0,0.19,4.53,0.0,0.0,48.3
Precinct,06.68,13.06.68,419,36.0,,,,,3.23,,,,0,,,,0,0.68,0.58,0.52,,,,,,,4.3,0.0,4.3,0.0,29.83,0.95,0.24,8.35,5.25,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.24,3.34,0.0,0.0,42.24
Precinct,06.69,13.06.69,525,36.56,,,,,4.02,,,,5,,,,0,0.85,0.65,0.82,,,,,,,1.71,0.38,4.76,0.0,22.67,0.38,0.0,6.48,6.1,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,52.0
Precinct,06.70,13.06.70,574,36.31,,,,,5.12,,,,0,,,,0,1.02,0.82,0.63,,,,,,,1.05,0.0,2.61,0.0,27.53,0.52,0.0,10.1,5.92,0.0,0.52,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,3.66,0.0,0.0,47.56
Precinct,06.71,13.06.71,354,41.36,,,,,4.32,,,,0,,,,0,0.61,0.53,0.36,,,,,,,1.69,0.0,3.95,0.28,32.2,0.56,0.0,9.04,8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,5.37,0.0,0.28,37.85
Precinct,06.72,13.06.72,474,47.31,,,,,3.85,,,,1,,,,0,0.78,0.74,0.47,,,,,,,2.32,0.0,5.27,0.0,31.22,0.63,0.0,4.01,6.54,0.0,0.0,0.84,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,7.38,0.0,0.0,40.72
Precinct,06.73,13.06.73,509,32.46,,,,,2.3,,,,0,,,,0,1.01,0.67,0.43,,,,,,,3.54,0.0,2.75,0.0,27.5,0.0,0.0,9.82,4.13,0.0,0.2,0.0,0.0,0.0,0.0,0.98,0.2,0.0,0.39,0.0,0.39,4.72,0.0,0.0,45.38
Precinct,06.74,13.06.74,472,41.92,,,,,4.65,,,,0,,,,0,0.74,0.79,0.46,,,,,,,1.48,0.0,5.72,0.0,26.27,1.48,0.0,6.57,2.75,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.64,0.0,0.21,0.0,0.21,6.14,0.0,0.0,48.09
Precinct,06.75,13.06.75,522,41.96,,,,,4.04,,,,0,,,,0,0.83,0.85,0.49,,,,,,,2.3,0.0,6.51,0.0,20.31,0.77,0.19,7.09,4.02,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.77,0.19,0.0,0.0,0.0,7.28,0.19,0.0,50.19
Precinct,06.79,13.06.79,672,56.42,,,,,3.03,,,,1,,,,0,1.15,0.9,0.82,,,,,,,3.13,0.0,2.83,0.0,21.73,1.34,0.0,13.99,4.02,0.0,0.0,0.0,0.0,0.0,0.15,0.15,1.04,0.3,0.0,0.0,0.3,4.61,0.0,0.0,46.28
Precinct,06.80,13.06.80,575,53.69,,,,,2.04,,,,0,,,,0,0.9,0.82,0.69,,,,,,,0.87,0.0,3.83,0.0,29.22,0.52,0.0,4.35,7.65,0.0,0.17,0.87,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.35,2.43,0.0,0.0,49.22
Precinct,06.81,13.06.81,461,46.29,,,,,2.12,,,,0,,,,0,0.75,0.55,0.71,,,,,,,1.74,0.0,2.39,0.0,24.08,0.22,0.22,9.11,11.93,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,47.94
Precinct,06.85,13.06.85,467,37.21,,,,,5.27,,,,0,,,,0,0.92,0.58,0.55,,,,,,,2.57,0.0,7.28,0.0,28.69,0.86,0.43,10.92,6.0,0.0,0.0,0.21,0.0,0.43,0.0,0.43,0.43,0.0,0.0,0.0,0.64,4.93,0.21,0.0,35.97
Precinct,06.86,13.06.86,602,41.43,,,,,2.27,,,,0,,,,0,0.98,0.92,0.58,,,,,,,3.16,0.0,3.49,0.0,28.41,1.0,0.0,8.8,4.32,0.66,0.0,1.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,7.31,0.0,0.0,41.53
Precinct,06.87,13.06.87,506,38.16,,,,,2.69,,,,7,,,,0,0.83,0.75,0.53,,,,,,,3.16,0.0,4.15,0.0,33.6,0.2,0.2,8.5,5.34,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1.38,0.0,0.0,0.0,0.99,3.16,0.0,0.0,37.15
Precinct,06.88,13.06.88,621,42.53,,,,,5.34,,,,0,,,,0,1.23,0.8,0.68,,,,,,,2.58,0.0,4.35,0.0,29.79,0.81,0.16,6.12,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.64,5.8,0.0,0.32,42.19
Precinct,06.89,13.06.89,512,31.2,,,,,4.3,,,,0,,,,0,0.93,0.71,0.56,,,,,,,2.15,0.0,5.66,0.0,29.1,0.59,0.2,7.23,4.3,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.98,0.0,0.78,0.0,1.37,7.03,0.2,0.2,39.45
Precinct,06.90,13.06.90,487,36.87,,,,,4.13,,,,0,,,,0,0.93,0.61,0.57,,,,,,,3.49,0.0,3.9,0.0,28.75,0.82,0.0,6.37,4.72,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.82,6.57,0.0,0.0,43.74
Precinct,06.91,13.06.91,628,45.81,,,,,2.33,,,,2,,,,0,1.1,0.9,0.61,,,,,,,5.25,0.0,3.82,0.0,24.84,1.59,0.48,11.47,7.48,0.0,0.16,0.16,0.0,0.16,0.0,0.48,0.32,0.16,0.0,0.0,1.75,4.78,0.0,0.16,36.62
Precinct,21.33,13.21.33,453,38.98,,,,,2.16,,,,0,,,,1,0.63,0.68,0.61,,,,,,,0.66,0.0,4.86,0.22,12.58,0.44,0.0,11.7,7.28,0.22,0.0,0.0,0.22,0.0,0.0,0.44,1.32,0.0,0.0,0.0,0.0,3.31,0.0,0.0,56.95
Precinct,21.34,13.21.34,322,37.27,,,,,2.72,,,,0,,,,0,0.48,0.51,0.36,,,,,,,1.24,0.0,2.8,0.0,23.6,0.93,0.31,4.66,8.7,0.31,0.62,0.0,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.31,0.0,7.14,0.0,0.31,48.45
Precinct,21.35,13.21.35,575,40.1,,,,,4.64,,,,1,,,,0,0.93,0.88,0.64,,,,,,,2.09,0.0,3.13,0.0,15.3,1.22,0.17,6.96,6.96,0.0,0.0,0.0,0.0,0.17,0.0,0.7,1.22,0.0,0.0,0.17,0.0,5.74,0.0,0.0,56.0
Precinct,21.36,13.21.36,512,37.7,,,,,3.58,,,,0,,,,0,0.86,0.68,0.67,,,,,,,0.39,0.2,5.66,0.0,18.55,0.39,0.0,13.48,5.47,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.59,0.0,0.0,0.0,0.0,4.3,0.0,0.0,50.59
Precinct,21.37,13.21.37,123,54.19,,,,,1.6,,,,0,,,,0,0.28,0.12,0.11,,,,,,,6.5,0.0,7.32,0.81,22.76,1.63,0.0,20.33,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,1.63,1.63,8.94,0.0,0.0,26.83
Precinct,21.38,13.21.38,415,49.58,,,,,2.35,,,,0,,,,0,0.66,0.57,0.53,,,,,,,7.23,0.0,3.13,0.0,34.94,0.24,0.48,4.1,3.61,0.0,0.0,1.45,0.0,0.24,0.24,0.0,5.78,0.0,0.0,0.0,0.0,5.3,0.0,0.0,33.25
