shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
Precinct,17.02,27.17.02,647,50.51,,,,,3.43,,,,1,,,,0,0.85,1.14,0.69,,,,,,,3.55,0.0,2.47,0.0,25.81,0.0,0.0,4.95,2.63,0.15,0.15,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,3.4,5.1,0.0,50.23,0.0
Precinct,17.03,27.17.03,522,57.43,,,,,3.51,,,,1,,,,0,0.8,0.88,0.46,,,,,,,5.75,0.0,2.68,0.0,20.5,0.0,0.0,5.94,3.26,0.0,1.34,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,2.49,3.83,0.0,53.26,0.0
Precinct,17.04,27.17.04,704,49.86,,,,,4.09,,,,0,,,,1,0.95,1.09,1.01,,,,,,,5.4,0.0,2.56,0.0,31.25,0.0,0.0,2.7,1.85,0.43,1.56,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,8.81,5.68,0.0,38.35,0.0
Precinct,17.05,27.17.05,602,51.9,,,,,3.37,,,,0,,,,0,0.78,1.03,0.72,,,,,,,8.14,0.0,5.15,0.0,31.06,0.0,0.0,2.33,1.83,0.0,1.66,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,4.82,3.65,0.0,40.7,0.0
Precinct,17.06,27.17.06,627,52.51,,,,,3.69,,,,0,,,,0,1.01,0.81,0.92,,,,,,,4.94,0.0,3.03,0.0,40.67,0.0,0.0,4.63,1.44,0.16,0.32,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,3.99,2.71,0.0,36.52,0.0
Precinct,17.07,27.17.07,590,49.08,,,,,3.59,,,,0,,,,0,0.8,0.91,0.82,,,,,,,4.58,0.0,3.73,0.0,36.44,0.0,0.0,2.71,2.37,0.17,0.68,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,4.24,6.27,0.0,37.46,0.0
Precinct,17.08,27.17.08,664,44.59,,,,,2.5,,,,0,,,,0,1.06,0.89,0.88,,,,,,,4.52,0.0,2.41,0.0,41.72,0.0,0.0,3.61,2.86,0.3,0.15,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,4.97,2.56,0.0,35.24,0.0
Precinct,17.09,27.17.09,685,47.7,,,,,3.11,,,,2,,,,0,1.1,0.98,0.83,,,,,,,6.28,0.0,1.31,0.0,34.16,0.0,0.0,2.92,2.04,0.58,1.17,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,8.32,5.84,0.0,36.2,0.0
Precinct,17.10,27.17.10,553,54.06,,,,,2.81,,,,3,,,,0,0.85,0.87,0.58,,,,,,,4.34,0.0,1.63,0.0,32.19,0.0,0.0,5.61,3.07,0.0,0.18,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,4.16,3.07,0.0,44.3,0.0
Precinct,17.11,27.17.11,553,48.3,,,,,2.81,,,,0,,,,0,0.75,0.93,0.61,,,,,,,5.06,0.0,1.63,0.0,40.33,0.0,0.0,4.16,4.7,0.18,0.9,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,1.81,5.43,0.0,33.09,0.0
Precinct,17.12,27.17.12,801,52.66,,,,,3.61,,,,23,,,,0,1.1,1.2,1.16,,,,,,,4.49,0.0,3.37,0.0,35.58,0.0,0.0,3.5,1.62,0.0,0.62,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.12,3.5,0.0,41.07,0.0
Precinct,17.13,27.17.13,686,46.16,,,,,2.7,,,,0,,,,0,0.84,0.96,1.19,,,,,,,5.83,0.0,2.33,0.0,45.04,0.0,0.0,3.21,3.35,0.44,0.73,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,3.35,3.5,0.0,26.09,0.0
Precinct,17.14,27.17.14,478,56.7,,,,,3.43,,,,14,,,,0,0.8,0.67,0.57,,,,,,,5.02,0.0,0.0,0.0,30.96,0.0,0.0,7.11,2.09,0.0,0.21,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,2.93,1.26,0.0,45.61,0.0
Precinct,17.15,27.17.15,566,66.59,,,,,2.41,,,,3,,,,0,0.88,0.81,0.7,,,,,,,4.24,0.0,4.77,0.0,22.79,0.0,0.0,5.83,1.24,0.0,0.35,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,1.94,2.3,0.0,52.65,0.0
Precinct,17.21,27.17.21,533,62.85,,,,,4.14,,,,1,,,,0,0.81,0.84,0.61,,,,,,,8.26,0.0,1.31,0.0,37.9,0.0,0.0,3.75,3.75,1.13,0.19,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,5.07,3.0,0.0,35.08,0.0
Precinct,17.22,27.17.22,299,65.71,,,,,1.97,,,,0,,,,0,0.48,0.45,0.31,,,,,,,6.02,0.0,0.33,0.0,35.79,0.0,0.0,4.01,0.33,0.0,1.34,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,5.69,3.34,0.0,41.14,0.0
Precinct,17.23,27.17.23,569,57.01,,,,,3.56,,,,5,,,,0,0.88,0.78,0.8,,,,,,,32.16,0.0,1.93,0.0,21.09,0.0,0.0,2.28,2.11,0.0,0.7,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.23,1.76,0.0,35.5,0.0
Precinct,17.24,27.17.24,432,48.21,,,,,4.0,,,,0,,,,0,0.73,0.66,0.42,,,,,,,2.78,0.0,2.55,0.0,39.58,0.0,0.0,3.94,3.24,0.0,0.23,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,1.62,3.7,0.0,40.05,0.0
Precinct,17.25,27.17.25,549,47.33,,,,,3.17,,,,1,,,,0,0.79,0.74,0.87,,,,,,,3.1,0.0,2.19,0.0,50.64,0.0,0.0,4.01,4.55,0.18,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.19,3.64,0.0,27.32,0.0
Precinct,17.35,27.17.35,687,56.73,,,,,6.02,,,,0,,,,1,1.03,1.02,0.98,,,,,,,3.78,0.0,1.02,0.0,30.42,0.0,0.0,7.28,2.18,0.15,0.44,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,2.91,2.18,0.0,48.76,0.0
Precinct,17.36,27.17.36,664,67.82,,,,,3.63,,,,0,,,,0,0.81,1.1,0.92,,,,,,,2.56,0.0,1.36,0.0,34.79,0.0,0.0,9.94,2.41,0.9,0.6,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.86,2.41,0.0,41.42,0.0
Precinct,17.40,27.17.40,708,56.69,,,,,3.8,,,,2,,,,0,1.11,0.93,1.06,,,,,,,3.81,0.0,2.68,0.0,33.05,0.0,0.0,5.65,3.95,0.28,0.14,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,4.8,3.25,0.0,40.96,0.0
Precinct,17.41,27.17.41,608,57.47,,,,,3.03,,,,0,,,,0,1.06,0.82,0.7,,,,,,,8.22,0.0,2.96,0.0,23.03,0.0,0.0,5.1,2.3,0.33,0.16,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,3.45,2.47,0.0,51.32,0.0
Precinct,17.42,27.17.42,840,55.93,,,,,3.67,,,,0,,,,0,1.02,1.45,1.06,,,,,,,6.07,0.0,1.67,0.0,28.57,0.0,0.0,3.57,2.26,0.24,0.24,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,4.76,1.79,0.0,50.24,0.0
Precinct,17.44,27.17.44,327,59.67,,,,,2.39,,,,0,,,,0,0.48,0.45,0.47,,,,,,,3.36,0.0,3.67,0.0,26.61,0.0,0.0,4.89,1.83,0.0,1.53,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,4.89,3.36,0.0,47.4,0.0
Precinct,17.45,27.17.45,418,42.83,,,,,2.34,,,,0,,,,0,0.78,0.54,0.45,,,,,,,5.5,0.0,1.44,0.0,43.78,0.0,0.0,1.67,3.83,0.0,0.24,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2.87,6.22,0.0,33.97,0.0
Precinct,17.46,27.17.46,506,51.53,,,,,2.32,,,,1,,,,0,0.68,0.76,0.71,,,,,,,5.14,0.0,3.75,0.0,33.99,0.0,0.0,4.74,2.17,0.0,0.2,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,2.37,5.73,0.0,40.32,0.0
Precinct,17.47,27.17.47,415,57.56,,,,,3.26,,,,0,,,,1,0.72,0.54,0.52,,,,,,,1.93,0.0,1.45,0.0,43.13,0.0,0.0,2.65,3.61,0.48,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,10.36,2.17,0.0,32.53,0.0
Precinct,17.48,27.17.48,502,52.35,,,,,4.92,,,,0,,,,0,0.93,0.68,0.56,,,,,,,37.45,0.0,0.8,0.0,25.7,0.0,0.0,2.79,2.19,0.0,0.2,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,1.2,1.0,0.0,27.29,0.0
Precinct,17.49,27.17.49,688,49.96,,,,,4.31,,,,0,,,,1,0.81,1.13,1.02,,,,,,,3.2,0.0,2.18,0.0,47.24,0.0,0.0,5.09,4.22,0.29,0.29,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,3.2,2.33,0.0,31.4,0.0
Precinct,17.52,27.17.52,506,56.98,,,,,2.88,,,,0,,,,0,0.79,0.74,0.6,,,,,,,2.96,0.0,2.57,0.0,22.92,0.0,0.0,7.51,2.57,0.2,0.99,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.98,2.96,0.0,53.95,0.0
Precinct,17.53,27.17.53,568,63.61,,,,,2.41,,,,0,,,,0,0.82,0.93,0.6,,,,,,,5.99,0.0,2.11,0.0,38.56,0.0,0.0,3.52,6.34,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.23,0.0,39.61,0.0
Precinct,17.16,28.17.16,652,65.66,,,,,2.83,,,,2,,,,0,0.73,0.92,1.22,,,,,,,8.13,0.0,0.31,0.0,29.45,4.45,0.61,3.53,2.61,0.0,0.0,0.0,0.0,0.15,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0.0,47.7,0.0
Precinct,17.17,28.17.17,692,50.29,,,,,5.08,,,,6,,,,0,1.01,1.03,0.99,,,,,,,11.42,0.0,3.18,0.0,29.19,1.45,0.29,4.34,8.38,0.0,0.0,0.0,0.0,1.01,0.0,0.14,0.0,0.0,0.0,0.0,2.46,0.0,37.28,0.0
Precinct,17.18,28.17.18,542,50.94,,,,,6.71,,,,4,,,,0,0.79,0.75,0.92,,,,,,,7.56,0.0,1.85,0.0,36.16,1.48,0.37,5.9,7.2,0.0,0.0,0.0,0.0,0.55,0.0,0.74,0.0,0.0,0.0,0.0,3.14,0.0,34.32,0.0
Precinct,17.19,28.17.19,175,58.14,,,,,1.69,,,,0,,,,0,0.33,0.26,0.12,,,,,,,8.57,0.0,1.71,0.0,18.86,0.0,0.0,2.29,3.43,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.57,0.0,62.86,0.0
Precinct,17.20,28.17.20,441,53.85,,,,,2.65,,,,0,,,,0,0.62,0.63,0.64,,,,,,,10.66,0.0,0.91,0.0,25.62,0.68,0.0,4.76,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.36,0.0,53.51,0.0
Precinct,17.26,28.17.26,479,55.7,,,,,4.39,,,,0,,,,0,0.76,0.78,0.47,,,,,,,3.76,0.0,2.71,0.0,25.47,0.63,0.21,3.97,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,54.7,0.0
Precinct,17.27,28.17.27,349,56.02,,,,,4.38,,,,19,,,,0,0.72,0.47,0.29,,,,,,,0.57,0.0,1.43,0.0,4.58,0.0,0.0,5.16,45.27,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,1.15,0.0,35.82,0.0
Precinct,17.28,28.17.28,614,50.29,,,,,3.76,,,,1,,,,0,0.84,0.87,0.97,,,,,,,48.05,0.0,1.14,0.0,16.45,0.65,0.16,2.77,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.3,0.0,26.55,0.0
Precinct,17.29,28.17.29,446,63.26,,,,,3.67,,,,0,,,,0,0.78,0.6,0.53,,,,,,,3.14,0.0,4.48,0.0,23.77,0.45,0.22,4.71,4.26,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,56.73,0.0
Precinct,17.30,28.17.30,511,60.69,,,,,4.13,,,,2,,,,0,0.94,0.81,0.36,,,,,,,1.96,0.0,1.37,0.0,40.9,0.2,0.98,1.57,5.48,0.0,0.0,0.0,0.0,0.39,0.0,1.17,0.0,0.0,0.0,0.0,1.76,0.0,43.84,0.0
Precinct,17.31,28.17.31,65,60.75,,,,,4.41,,,,0,,,,0,0.13,0.09,0.04,,,,,,,1.54,0.0,12.31,0.0,12.31,1.54,0.0,1.54,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,64.62,0.0
Precinct,17.32,28.17.32,875,58.26,,,,,3.74,,,,0,,,,0,1.21,1.39,1.12,,,,,,,4.8,0.0,1.71,0.0,43.54,0.34,0.23,2.4,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.8,0.0,42.51,0.0
Precinct,17.33,28.17.33,287,58.45,,,,,0.69,,,,4,,,,0,0.4,0.38,0.43,,,,,,,6.27,0.0,1.74,0.0,49.83,0.35,0.0,1.39,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,33.45,0.0
Precinct,17.34,28.17.34,62,56.88,,,,,4.62,,,,4,,,,0,0.15,0.09,0.02,,,,,,,0.0,0.0,3.23,0.0,33.87,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,1.61,0.0,1.61,0.0,0.0,0.0,0.0,1.61,0.0,46.77,0.0
Precinct,17.37,28.17.37,476,32.18,,,,,9.16,,,,2,,,,0,0.71,0.79,0.64,,,,,,,1.47,0.0,1.47,0.0,26.68,0.21,0.42,0.63,5.46,0.0,0.0,0.0,0.0,0.21,0.0,18.49,0.0,0.0,0.0,0.0,0.42,0.0,44.12,0.0
Precinct,17.38,28.17.38,456,28.68,,,,,5.59,,,,2,,,,0,0.75,0.71,0.5,,,,,,,2.41,0.0,1.97,0.0,28.95,0.22,0.44,1.97,1.97,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.66,0.0,49.78,0.0
Precinct,17.39,28.17.39,448,27.1,,,,,12.84,,,,0,,,,0,0.72,0.78,0.6,,,,,,,1.79,0.0,2.01,0.0,41.07,0.22,0.22,0.22,0.67,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.67,0.0,47.32,0.0
Precinct,17.43,28.17.43,651,57.11,,,,,3.41,,,,5,,,,0,0.96,0.86,1.03,,,,,,,33.49,0.0,1.69,0.0,17.2,0.31,0.15,2.46,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.61,0.0,41.32,0.0
Precinct,17.50,28.17.50,597,54.47,,,,,3.08,,,,1,,,,0,0.76,0.81,1.06,,,,,,,3.52,0.0,2.85,0.0,35.18,0.34,0.34,4.02,6.2,0.0,0.0,0.0,0.0,0.67,0.0,0.84,0.0,0.0,0.0,0.0,2.35,0.0,43.55,0.0
Precinct,17.51,28.17.51,617,56.45,,,,,2.68,,,,0,,,,0,0.76,1.06,0.74,,,,,,,8.59,0.0,2.59,0.0,32.58,1.62,0.32,1.94,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.81,0.0,47.81,0.0
Precinct,17.54,28.17.54,442,26.92,,,,,8.3,,,,4,,,,0,0.52,0.74,0.76,,,,,,,2.71,0.0,0.68,0.0,36.43,0.45,0.45,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.45,0.0,47.06,0.0
Precinct,18.01,28.18.01,883,58.71,,,,,2.11,,,,4,,,,0,1.37,1.17,1.23,,,,,,,4.42,0.0,1.59,0.0,35.22,1.36,0.23,1.59,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2.27,0.0,49.83,0.0
Precinct,18.02,28.18.02,812,52.97,,,,,1.81,,,,1,,,,0,1.38,1.0,1.1,,,,,,,2.59,0.0,1.23,0.0,31.9,1.35,0.25,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,59.24,0.0
Precinct,18.03,28.18.03,664,52.2,,,,,4.05,,,,0,,,,0,0.91,1.18,0.67,,,,,,,4.07,0.0,1.81,0.0,38.25,0.45,0.3,1.36,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.9,0.0,50.15,0.0
Precinct,18.04,28.18.04,635,52.7,,,,,1.4,,,,1,,,,0,1.07,0.9,0.66,,,,,,,1.73,0.0,3.31,0.0,27.4,1.89,0.47,3.78,2.52,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.42,0.0,56.22,0.0
Precinct,18.05,28.18.05,571,53.92,,,,,3.71,,,,3,,,,0,0.88,0.77,0.84,,,,,,,10.86,0.0,1.75,0.0,6.66,1.4,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,77.41,0.0
Precinct,18.06,28.18.06,553,41.7,,,,,2.47,,,,5,,,,0,0.71,0.95,0.62,,,,,,,1.27,0.0,26.22,0.0,28.39,0.72,0.0,3.44,2.89,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.0,1.63,0.0,33.82,0.0
Precinct,18.07,28.18.07,536,40.58,,,,,1.47,,,,0,,,,0,0.57,0.85,0.84,,,,,,,3.36,0.0,41.79,0.0,22.95,0.37,0.0,2.24,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,28.36,0.0
Precinct,18.08,28.18.08,210,59.32,,,,,0.94,,,,0,,,,0,0.33,0.33,0.18,,,,,,,18.1,0.0,4.76,0.0,13.81,2.86,0.95,0.48,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,57.62,0.0
Precinct,18.09,28.18.09,781,56.55,,,,,0.13,,,,26,,,,0,1.1,0.91,1.35,,,,,,,5.89,0.0,1.41,0.0,31.24,1.28,0.38,1.28,1.02,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,52.5,0.0
Precinct,18.10,28.18.10,119,43.12,,,,,4.03,,,,0,,,,0,0.26,0.18,0.04,,,,,,,2.52,0.0,5.04,0.0,26.89,0.84,0.0,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03,0.0
Precinct,18.11,28.18.11,775,53.56,,,,,5.6,,,,2,,,,0,1.33,1.02,1.09,,,,,,,1.68,0.0,1.94,0.0,64.65,0.26,0.39,0.77,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.77,0.0
Precinct,18.12,28.18.12,625,48.87,,,,,2.34,,,,1,,,,0,0.95,0.85,0.87,,,,,,,2.24,0.0,1.76,0.0,66.08,0.64,0.64,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,25.92,0.0
Precinct,18.13,28.18.13,507,51.52,,,,,2.12,,,,2,,,,0,0.83,0.77,0.49,,,,,,,2.76,0.0,3.35,0.0,35.5,0.2,0.0,1.78,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.99,0.0,53.85,0.0
Precinct,18.14,28.18.14,141,77.05,,,,,0.7,,,,22,,,,0,0.2,0.17,0.24,,,,,,,0.71,0.0,19.86,0.0,12.06,1.42,0.0,1.42,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,44.68,0.0
Precinct,18.15,28.18.15,686,64.11,,,,,2.42,,,,2,,,,0,0.98,1.02,0.9,,,,,,,4.81,0.0,1.9,0.0,43.59,0.44,0.87,1.31,2.92,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,42.57,0.0
Precinct,18.16,28.18.16,242,57.35,,,,,3.97,,,,1,,,,0,0.58,0.25,0.21,,,,,,,8.68,0.0,2.89,0.0,30.17,0.83,0.41,0.41,0.83,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,53.31,0.0
Precinct,18.17,28.18.17,600,58.59,,,,,2.44,,,,2,,,,0,0.77,0.9,0.89,,,,,,,4.17,0.0,1.17,0.0,15.33,1.0,0.0,2.17,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.5,0.0,71.67,0.0
Precinct,18.18,28.18.18,549,39.38,,,,,1.96,,,,1,,,,0,0.72,0.73,0.94,,,,,,,3.28,0.0,13.66,0.0,32.06,1.27,0.18,2.91,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,39.34,0.0
Precinct,18.19,28.18.19,481,39.23,,,,,2.24,,,,2,,,,0,0.69,0.74,0.59,,,,,,,3.95,0.0,11.43,0.0,37.84,0.62,0.21,3.53,2.29,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,2.91,0.0,36.38,0.0
Precinct,18.20,28.18.20,592,46.98,,,,,3.11,,,,0,,,,0,0.86,0.79,0.93,,,,,,,4.05,0.0,2.87,0.0,36.49,1.35,0.51,2.53,3.89,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,47.3,0.0
Precinct,18.21,28.18.21,299,57.39,,,,,3.86,,,,7,,,,0,0.45,0.46,0.37,,,,,,,6.02,0.0,7.36,0.0,34.78,0.67,1.67,1.67,2.68,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,40.8,0.0
Precinct,18.22,28.18.22,176,64.0,,,,,1.68,,,,0,,,,0,0.31,0.26,0.14,,,,,,,1.7,0.0,0.57,0.0,26.14,0.57,0.0,1.14,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.64,0.0
Precinct,18.23,28.18.23,565,43.83,,,,,5.2,,,,4,,,,0,0.81,0.8,0.89,,,,,,,13.27,0.0,1.77,0.0,7.43,1.42,0.0,1.59,1.42,0.0,0.0,0.0,0.0,0.18,0.0,0.89,0.0,0.0,0.0,0.0,0.18,0.0,71.15,0.0
Precinct,18.24,28.18.24,423,55.08,,,,,5.16,,,,1,,,,0,0.86,0.49,0.51,,,,,,,17.49,0.0,2.84,0.0,10.87,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,66.43,0.0
Precinct,18.25,28.18.25,828,54.22,,,,,2.59,,,,0,,,,0,1.45,1.15,0.88,,,,,,,3.86,0.0,0.72,0.0,36.96,0.48,0.36,2.17,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.6,0.0,50.6,0.0
Precinct,18.26,28.18.26,579,48.98,,,,,5.39,,,,1,,,,0,0.86,0.83,0.86,,,,,,,8.64,0.0,3.8,0.0,11.23,0.69,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,73.58,0.0
Precinct,18.27,28.18.27,406,47.88,,,,,2.64,,,,3,,,,0,0.62,0.68,0.35,,,,,,,2.22,0.0,19.95,0.0,30.3,0.74,0.49,5.67,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,35.22,0.0
Precinct,18.28,28.18.28,836,54.53,,,,,1.76,,,,9,,,,0,1.18,1.14,1.27,,,,,,,2.99,0.0,1.44,0.0,60.41,1.44,0.48,1.67,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.6,0.0,27.99,0.0
Precinct,18.29,28.18.29,482,55.98,,,,,2.23,,,,5,,,,0,0.66,0.65,0.78,,,,,,,4.98,0.0,1.66,0.0,39.63,0.83,0.83,2.07,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.41,0.0,43.36,0.0
Precinct,20.01,29.20.01,665,61.92,,,,,3.48,,,,122,,,,0,0.87,0.88,1.21,,,,,,,5.56,0.3,1.2,0.0,19.4,0.0,0.45,5.86,0.0,0.45,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.6,0.0,0.45,3.61,0.45,43.16,0.0
Precinct,20.02,29.20.02,567,56.36,,,,,4.06,,,,2,,,,0,1.0,0.84,0.54,,,,,,,7.41,0.0,1.06,0.0,19.22,0.0,0.0,5.82,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.06,3.0,0.35,55.91,0.0
Precinct,20.03,29.20.03,659,47.24,,,,,4.35,,,,117,,,,0,0.99,0.77,1.23,,,,,,,5.31,0.15,1.82,0.0,26.4,0.0,0.15,4.4,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.21,4.7,0.15,37.18,0.0
Precinct,20.04,29.20.04,650,42.43,,,,,5.11,,,,4,,,,0,1.17,1.05,0.49,,,,,,,11.85,0.0,1.69,0.0,30.62,0.0,0.15,5.38,0.0,1.08,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.77,6.0,0.15,41.38,0.0
Precinct,20.05,29.20.05,641,50.71,,,,,7.5,,,,0,,,,0,1.3,1.01,0.44,,,,,,,5.46,0.16,2.03,0.0,30.11,0.0,0.16,7.49,0.0,0.94,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.31,0.0,0.62,4.99,0.16,47.27,0.0
