region,district_name,district_id,precinct_id,num_possible_voters,num_special_voters,num_ballots,num_unused_ballots,num_spoiled_ballots,num_votes,num_valid_votes,num_invalid_votes,Free Georgia,United National Movement,Justice for Georgia,Christian Democratic Movement,New Rights,Labour Party,Georgian Dream
,,82,5,475,0,500,,,293,278,15,1,172,2,20,11,3,69
,,82,6,382,2,400,,,198,192,6,0,131,0,11,8,1,41
,,82,7,171,2,200,,,104,101,2,0,75,0,8,0,2,16
,,82,8,120,4,150,,,82,79,1,0,56,0,7,2,1,13
,,82,9,342,0,350,,,218,212,6,0,103,4,16,3,3,83
,,82,10,356,0,350,,,247,237,10,1,118,2,21,0,6,89
,,82,11,138,2,150,,,99,96,3,0,26,0,2,0,0,68
,,82,12,214,2,250,,,163,163,0,0,104,0,11,3,3,42
,,82,13,163,2,200,,,118,117,1,0,67,0,8,0,2,40
,,82,14,615,3,550,,,378,368,9,1,279,0,11,6,6,65
,,82,15,708,3,650,,,416,395,20,1,242,5,16,15,5,111
,,82,16,656,2,600,,,413,404,8,4,242,1,15,14,3,125
,,82,17,382,4,400,,,239,234,5,0,177,1,12,3,4,37
,,82,18,201,3,200,,,145,142,2,0,82,0,13,12,2,33
,,82,19,88,1,100,,,77,74,3,0,33,0,27,0,1,13
,,82,20,367,2,350,,,226,218,6,0,124,2,46,1,5,40
,,82,21,243,2,250,,,179,177,1,1,118,1,27,2,3,25
,,82,22,134,3,150,,,105,99,4,0,73,0,10,2,3,11
,,82,23,510,2,500,,,333,315,17,19,145,3,11,2,4,131
,,82,24,216,2,250,,,146,141,4,2,86,2,10,0,2,39
,,82,25,269,3,300,,,200,192,8,55,97,0,17,0,3,20
,,82,26,234,2,250,,,147,140,2,4,89,1,29,1,1,15
,,82,27,278,34,300,,,217,199,13,2,149,1,12,2,1,32
,,82,28,510,3,500,,,330,306,22,5,131,7,25,5,1,132
,,82,29,271,1,300,,,191,186,5,0,122,2,16,1,2,43
,,82,30,221,29,250,,,161,147,5,0,85,3,25,1,0,33
,,82,31,319,2,300,,,219,206,13,0,135,3,16,0,5,47
,,82,32,198,0,200,,,126,124,2,1,85,0,10,0,2,26
,,82,33,147,0,150,,,77,72,5,0,30,0,7,0,3,32
,,82,34,264,1,300,,,165,160,4,1,109,2,13,0,1,34
,,82,35,192,5,200,,,118,113,1,0,70,0,11,6,0,26
,,82,36,323,0,350,,,176,164,11,0,103,1,9,5,2,44
,,82,37,259,2,300,,,166,165,0,1,127,3,3,5,0,26
,,82,38,429,2,450,,,256,242,9,0,150,1,9,8,9,65
,,82,39,463,1,450,,,286,269,16,0,157,4,22,1,2,83
,,82,40,258,2,300,,,154,147,5,2,75,0,4,2,2,62
,,82,41,382,2,400,,,253,247,6,0,194,0,10,3,2,38
,,82,42,365,1,400,,,213,205,8,3,141,4,19,4,4,30
,,82,43,406,5,400,,,276,262,11,1,104,1,22,7,9,118
,,82,44,141,0,150,,,113,110,3,0,52,0,17,0,2,39
,,82,45,223,4,250,,,161,150,11,0,90,0,22,5,2,31
,,82,46,292,4,300,,,172,162,10,1,61,2,7,26,5,60
,,82,47,198,2,200,,,147,142,3,0,105,0,9,1,5,22
,,82,48,220,3,250,,,146,144,2,0,79,3,11,4,2,45
,,82,49,95,1,100,,,68,67,1,0,44,9,9,0,1,4
,,83,1,1448,10,1350,,,861,828,24,4,192,4,8,3,,617
,,83,2,1360,6,1300,,,840,812,25,3,273,6,31,6,,493
,,83,3,1412,9,1300,,,898,866,29,2,210,4,14,5,,631
,,83,4,893,5,800,,,463,449,8,7,88,3,19,2,,330
,,83,5,1557,2,1450,,,898,843,54,8,197,14,14,8,,602
,,83,6,759,10,700,,,501,468,29,3,141,6,11,2,,305
,,83,7,720,7,650,,,457,438,19,1,132,3,7,4,,291
,,83,8,1159,5,1050,,,659,634,21,0,191,2,14,5,,422
,,83,9,1212,6,1100,,,409,396,12,0,142,2,18,0,,234
,,83,10,999,6,900,,,611,597,9,1,171,1,26,1,,397
,,83,11,586,10,550,,,376,354,14,0,98,0,6,0,,250
,,83,12,1395,8,1300,,,760,738,12,6,184,2,15,1,,530
,,83,13,1351,9,1250,,,736,654,80,21,154,0,16,2,,461
,,83,14,1049,2,1000,,,588,566,21,5,182,1,18,4,,356
,,83,15,1427,4,1250,,,815,772,34,4,325,7,33,8,,395
,,83,16,1277,3,1200,,,751,718,30,36,227,5,14,8,,428
,,83,17,1545,6,1450,,,896,847,47,3,278,1,14,3,,548
,,83,18,1608,7,1500,,,936,907,28,5,223,3,31,3,,642
,,83,19,1151,10,1050,,,564,537,24,3,156,1,8,1,,368
,,83,20,1507,8,1400,,,877,830,45,3,274,1,19,4,,529
,,83,21,1450,36,1350,,,836,819,17,3,229,7,22,2,,556
,,83,22,1320,2,1250,,,805,782,21,2,206,3,22,13,,536
,,83,23,856,9,800,,,558,539,16,1,119,2,28,5,,384
,,83,24,1494,3,1350,,,839,806,30,3,180,1,26,6,,590
,,83,25,612,10,550,,,373,362,7,4,68,0,9,2,,279
,,83,26,540,10,500,,,259,250,4,1,72,1,5,3,,168
,,83,27,698,41,700,,,566,552,13,4,308,1,28,1,,210
,,83,28,1124,11,1050,,,708,691,17,2,293,7,34,8,,347
,,83,29,1253,6,1150,,,851,828,22,2,318,2,28,12,,466
,,83,30,1425,8,1350,,,913,884,26,2,212,7,22,12,,629
,,83,31,1111,7,1050,,,732,709,20,1,239,3,13,13,,440
,,83,32,977,9,900,,,564,542,19,2,161,0,28,3,,348
,,83,33,1493,3,1400,,,1018,983,33,3,352,6,31,14,,577
,,83,34,863,5,800,,,567,534,30,1,197,5,34,1,,296
,,83,35,1466,6,1400,,,806,766,40,4,218,4,30,16,,494
,,83,36,683,4,650,,,441,427,0,0,180,0,30,1,,216
,,83,37,1284,3,1200,,,908,887,20,0,256,2,27,3,,599
,,83,38,567,2,500,,,380,364,16,1,133,0,31,2,,197
,,83,39,557,1,500,,,337,318,19,0,121,0,24,2,,171
,,83,40,324,3,350,,,240,234,0,0,104,0,6,0,,124
,,83,41,476,2,500,,,321,317,3,2,126,3,16,4,,166
,,83,42,310,31,350,,,246,243,2,0,120,0,5,0,,118
,,83,43,789,40,800,,,541,503,12,1,268,3,21,9,,201
,,83,44,510,0,500,,,371,358,13,2,113,9,17,11,,206
,,84,1,831,6,750,,,556,528,26,3,371,3,21,3,8,119
,,84,2,545,2,500,,,344,327,17,0,244,1,3,3,2,74
,,84,3,377,1,400,,,210,200,6,1,110,0,6,1,2,80
,,84,4,894,1,850,,,497,479,18,5,235,6,12,14,4,203
