"shape","common_id","common_name","Total Voter Turnout (#)","Total Voter Turnout (%)","Number of Precincts with Invalid Ballots from 0-1%","Number of Precincts with Invalid Ballots from 1-3%","Number of Precincts with Invalid Ballots from 3-5%","Number of Precincts with Invalid Ballots > 5%","Invalid Ballots (%)","Precincts with More Ballots Than Votes (#)","Precincts with More Ballots Than Votes (%)","More Ballots Than Votes (Average)","More Ballots Than Votes (#)","Precincts with More Votes than Ballots (#)","Precincts with More Votes than Ballots (%)","More Votes than Ballots (Average)","More Votes than Ballots (#)","Average votes per minute (08:00-12:00)","Average votes per minute (12:00-17:00)","Average votes per minute (17:00-20:00)","Number of Precincts with votes per minute > 2 (08:00-12:00)","Number of Precincts with votes per minute > 2 (12:00-17:00)","Number of Precincts with votes per minute > 2 (17:00-20:00)","Number of Precincts with votes per minute > 2","Precincts Reported (#)","Precincts Reported (%)","Non-Parliamentary Opposition","Armed Veterans Patriots","United Opposition","United National Movement","Greens Party","Alliance of Patriots","Self-governance to People","Reformers","Future Georgia","Georgian Party","Christian Democrats","Unity Hall","Way of Georgia","Labour Party","Party of People","Merab Kostava Society","Georgian Dream"
"Precinct","17","19-17","362","53.0792",\N,\N,\N,\N,"3.4667",\N,\N,\N,"0",\N,\N,\N,"0","0.7375","0.3267","0.5556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","25.4144","9.6685","17.6796","1.6575","3.5912","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","41.9890"
"Precinct","18","19-18","157","67.0940",\N,\N,\N,\N,"0.6329",\N,\N,\N,"0",\N,\N,\N,"0","0.2083","0.2067","0.2556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","12.7389","0.0000","1.9108","2.5478","0.6369","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","82.1656"
"Precinct","19","19-19","568","72.1728",\N,\N,\N,\N,"2.7397",\N,\N,\N,"7",\N,\N,\N,"0","0.8500","0.6900","0.9611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","38.7324","2.4648","7.9225","0.8803","1.5845","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","47.1831"
"Precinct","20","19-20","459","46.3636",\N,\N,\N,\N,"2.1322",\N,\N,\N,"0",\N,\N,\N,"0","0.7375","0.7500","0.3722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","33.7691","3.7037","7.1895","4.1394","5.6645","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.5338"
"Precinct","1","21-1","230","16.8498",\N,\N,\N,\N,"2.9536",\N,\N,\N,"0",\N,\N,\N,"0","0.3417","0.3933","0.2056",\N,\N,\N,\N,\N,\N,"0.0000","10.8696","13.0435","44.3478","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","31.7391"
"Precinct","2","21-2","210","17.0178",\N,\N,\N,\N,"6.2500",\N,\N,\N,"0",\N,\N,\N,"0","0.2917","0.3433","0.2833",\N,\N,\N,\N,\N,\N,"0.0000","9.5238","5.7143","53.3333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","31.4286"
"Precinct","3","21-3","247","18.5296",\N,\N,\N,\N,"4.2636",\N,\N,\N,"0",\N,\N,\N,"0","0.4500","0.3367","0.2722",\N,\N,\N,\N,\N,\N,"0.0000","2.8340","28.7449","29.1498","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.2713"
"Precinct","4","21-4","202","17.0897",\N,\N,\N,\N,"6.0465",\N,\N,\N,"0",\N,\N,\N,"0","0.3917","0.2700","0.2222",\N,\N,\N,\N,\N,\N,"0.0000","2.4752","18.8119","46.0396","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","32.6733"
"Precinct","5","21-5","295","22.8152",\N,\N,\N,\N,"8.6687",\N,\N,\N,"0",\N,\N,\N,"0","0.5292","0.4067","0.4111",\N,\N,\N,\N,\N,\N,"0.0000","3.0508","21.0169","30.8475","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.0847"
"Precinct","6","21-6","364","27.1845",\N,\N,\N,\N,"4.9608",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.5500","0.5167",\N,\N,\N,\N,\N,\N,"0.0000","5.2198","6.3187","36.8132","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.6484"
"Precinct","7","21-7","369","36.4265",\N,\N,\N,\N,"4.4041",\N,\N,\N,"0",\N,\N,\N,"0","0.4917","0.6633","0.3833",\N,\N,\N,\N,\N,\N,"0.0000","2.9810","8.1301","22.4932","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","66.3957"
"Precinct","8","21-8","373","27.4467",\N,\N,\N,\N,"3.3679",\N,\N,\N,"0",\N,\N,\N,"0","0.6250","0.4467","0.5667",\N,\N,\N,\N,\N,\N,"0.0000","2.4129","19.0349","33.2440","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","45.3083"
"Precinct","9","21-9","251","22.4709",\N,\N,\N,\N,"4.1985",\N,\N,\N,"0",\N,\N,\N,"0","0.4500","0.3200","0.3222",\N,\N,\N,\N,\N,\N,"0.0000","3.1873","10.7570","43.8247","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42.2311"
"Precinct","10","21-10","312","25.2427",\N,\N,\N,\N,"8.2353",\N,\N,\N,"36",\N,\N,\N,"0","0.9083","0.2800","0.2111",\N,\N,\N,\N,\N,\N,"0.0000","26.9231","2.8846","23.7179","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","34.9359"
"Precinct","11","21-11","300","23.0061",\N,\N,\N,\N,"7.4074",\N,\N,\N,"0",\N,\N,\N,"0","0.7917","0.3000","0.2444",\N,\N,\N,\N,\N,\N,"0.0000","17.0000","0.6667","14.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","68.3333"
"Precinct","12","21-12","159","21.1718",\N,\N,\N,\N,"18.0412",\N,\N,\N,"0",\N,\N,\N,"0","0.5542","0.1667","0.0611",\N,\N,\N,\N,\N,\N,"0.0000","42.1384","0.0000","25.7862","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","32.0755"
"Precinct","13","21-13","543","36.0319",\N,\N,\N,\N,"6.7010",\N,\N,\N,"3",\N,\N,\N,"0","0.7625","0.8400","0.8167",\N,\N,\N,\N,\N,\N,"0.0000","2.0258","3.8674","34.2541","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","59.3002"
"Precinct","14","21-14","579","44.4359",\N,\N,\N,\N,"6.3107",\N,\N,\N,"2",\N,\N,\N,"0","0.8208","0.8967","0.8444",\N,\N,\N,\N,\N,\N,"0.0000","3.1088","2.0725","24.1796","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","70.2936"
"Precinct","15","21-15","173","45.1697",\N,\N,\N,\N,"3.3520",\N,\N,\N,"0",\N,\N,\N,"0","0.2625","0.2133","0.2889",\N,\N,\N,\N,\N,\N,"0.0000","0.5780","1.7341","51.4451","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.2428"
"Precinct","16","21-16","110","50.9259",\N,\N,\N,\N,"4.3478",\N,\N,\N,"0",\N,\N,\N,"0","0.2708","0.1167","0.0833",\N,\N,\N,\N,\N,\N,"0.0000","5.4545","10.9091","14.5455","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","69.0909"
"Precinct","17","21-17","103","44.2060",\N,\N,\N,\N,"1.9048",\N,\N,\N,"0",\N,\N,\N,"0","0.1833","0.1467","0.0944",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","5.8252","39.8058","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.3689"
"Precinct","18","21-18","399","32.9208",\N,\N,\N,\N,"5.6738",\N,\N,\N,"0",\N,\N,\N,"0","0.5292","0.6400","0.5778",\N,\N,\N,\N,\N,\N,"0.0000","1.2531","10.0251","24.0602","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","64.6617"
"Precinct","19","21-19","427","32.9221",\N,\N,\N,\N,"8.1720",\N,\N,\N,"0",\N,\N,\N,"0","0.6208","0.6467","0.6778",\N,\N,\N,\N,\N,\N,"0.0000","1.1710","12.6464","31.6159","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.5667"
"Precinct","20","21-20","483","34.3528",\N,\N,\N,\N,"6.2136",\N,\N,\N,"0",\N,\N,\N,"0","0.9250","0.6067","0.6167",\N,\N,\N,\N,\N,\N,"0.0000","4.7619","7.2464","25.2588","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","62.7329"
"Precinct","21","21-21","434","29.9517",\N,\N,\N,\N,"6.8670",\N,\N,\N,"20",\N,\N,\N,"0","0.7042","0.5567","0.7222",\N,\N,\N,\N,\N,\N,"0.0000","3.2258","0.9217","44.7005","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.5438"
"Precinct","22","21-22","267","40.4545",\N,\N,\N,\N,"6.3158",\N,\N,\N,"1",\N,\N,\N,"0","0.4708","0.2800","0.4889",\N,\N,\N,\N,\N,\N,"0.0000","1.8727","2.2472","33.7079","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","61.7978"
"Precinct","23","21-23","808","53.7949",\N,\N,\N,\N,"5.2755",\N,\N,\N,"0",\N,\N,\N,"0","1.1000","1.2300","1.2222",\N,\N,\N,\N,\N,\N,"0.0000","1.8564","21.0396","16.5842","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","60.5198"
"Precinct","24","21-24","266","46.0208",\N,\N,\N,\N,"3.9711",\N,\N,\N,"0",\N,\N,\N,"0","0.4083","0.3433","0.4222",\N,\N,\N,\N,\N,\N,"0.0000","1.8797","19.1729","13.9098","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","65.0376"
"Precinct","25","21-25","282","22.4344",\N,\N,\N,\N,"8.7379",\N,\N,\N,"0",\N,\N,\N,"0","0.5125","0.2700","0.5833",\N,\N,\N,\N,\N,\N,"0.0000","28.3688","14.1844","30.4965","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","26.9504"
"Precinct","26","21-26","341","25.0367",\N,\N,\N,\N,"15.3846",\N,\N,\N,"0",\N,\N,\N,"0","0.6125","0.5500","0.5056",\N,\N,\N,\N,\N,\N,"0.0000","22.2874","20.2346","21.4076","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","36.0704"
"Precinct","27","21-27","229","19.8097",\N,\N,\N,\N,"12.2605",\N,\N,\N,"0",\N,\N,\N,"0","0.3917","0.2933","0.4389",\N,\N,\N,\N,\N,\N,"0.0000","10.0437","9.6070","46.7249","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","33.6245"
"Precinct","28","21-28","465","47.7903",\N,\N,\N,\N,"9.3567",\N,\N,\N,"0",\N,\N,\N,"0","0.9000","0.6700","0.5333",\N,\N,\N,\N,\N,\N,"0.0000","2.7957","5.5914","15.0538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","76.5591"
"Precinct","29","21-29","609","55.7692",\N,\N,\N,\N,"11.8669",\N,\N,\N,"0",\N,\N,\N,"0","1.1792","0.9067","0.7556",\N,\N,\N,\N,\N,\N,"0.0000","2.6273","10.0164","12.6437","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","74.7126"
"Precinct","30","21-30","184","52.2727",\N,\N,\N,\N,"4.6632",\N,\N,\N,"0",\N,\N,\N,"0","0.3458","0.2467","0.2000",\N,\N,\N,\N,\N,\N,"0.0000","1.6304","10.8696","17.3913","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","70.1087"
"Precinct","31","21-31","531","59.5291",\N,\N,\N,\N,"11.9403",\N,\N,\N,"6",\N,\N,\N,"0","1.0875","0.8367","0.5056",\N,\N,\N,\N,\N,\N,"0.0000","0.7533","8.4746","6.2147","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","83.4275"
"Precinct","32","21-32","432","52.1110",\N,\N,\N,\N,"11.4754",\N,\N,\N,"0",\N,\N,\N,"0","0.8375","0.6233","0.5556",\N,\N,\N,\N,\N,\N,"0.0000","0.6944","12.0370","9.2593","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","78.0093"
"Precinct","33","21-33","382","34.2908",\N,\N,\N,\N,"8.6124",\N,\N,\N,"0",\N,\N,\N,"0","0.6208","0.5700","0.5444",\N,\N,\N,\N,\N,\N,"0.0000","3.4031","13.3508","42.1466","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","41.0995"
"Precinct","34","21-34","300","35.3774",\N,\N,\N,\N,"5.0633",\N,\N,\N,"0",\N,\N,\N,"0","0.4750","0.4433","0.3833",\N,\N,\N,\N,\N,\N,"0.0000","1.6667","4.0000","38.3333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","56.0000"
"Precinct","35","21-35","559","38.9005",\N,\N,\N,\N,"6.2081",\N,\N,\N,"1",\N,\N,\N,"0","1.1250","0.7100","0.6278",\N,\N,\N,\N,\N,\N,"0.0000","2.5045","4.8301","48.3005","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","44.1860"
"Precinct","36","21-36","393","28.8971",\N,\N,\N,\N,"10.8844",\N,\N,\N,"0",\N,\N,\N,"0","0.6708","0.6733","0.4333",\N,\N,\N,\N,\N,\N,"0.0000","2.0356","5.5980","32.3155","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","60.0509"
"Precinct","37","21-37","97","40.5858",\N,\N,\N,\N,"8.4906",\N,\N,\N,"0",\N,\N,\N,"0","0.2083","0.1133","0.1222",\N,\N,\N,\N,\N,\N,"0.0000","2.0619","15.4639","47.4227","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","35.0515"
"Precinct","38","21-38","273","45.0495",\N,\N,\N,\N,"4.8780",\N,\N,\N,"0",\N,\N,\N,"0","0.5458","0.3533","0.2778",\N,\N,\N,\N,\N,\N,"0.0000","2.1978","5.8608","25.6410","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","66.3004"
"Precinct","39","21-39","242","32.7913",\N,\N,\N,\N,"5.4688",\N,\N,\N,"0",\N,\N,\N,"0","0.3375","0.3833","0.3333",\N,\N,\N,\N,\N,\N,"0.0000","3.3058","3.3058","53.3058","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","40.0826"
"Precinct","40","21-40","468","29.0864",\N,\N,\N,\N,"7.8740",\N,\N,\N,"1",\N,\N,\N,"0","0.8958","0.6000","0.6278",\N,\N,\N,\N,\N,\N,"0.0000","3.2051","17.7350","29.7009","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","49.1453"
"Precinct","41","21-41","578","40.0277",\N,\N,\N,\N,"4.3046",\N,\N,\N,"0",\N,\N,\N,"0","1.1875","0.6667","0.6611",\N,\N,\N,\N,\N,\N,"0.0000","3.4602","11.2457","34.9481","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","50.3460"
"Precinct","42","21-42","564","39.3855",\N,\N,\N,\N,"5.2101",\N,\N,\N,"0",\N,\N,\N,"0","1.0167","0.6800","0.8167",\N,\N,\N,\N,\N,\N,"0.0000","1.0638","10.8156","35.6383","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","52.4823"
"Precinct","43","21-43","593","41.6725",\N,\N,\N,\N,"6.0222",\N,\N,\N,"2",\N,\N,\N,"0","0.7667","1.0133","0.7944",\N,\N,\N,\N,\N,\N,"0.0000","2.6981","10.2867","32.0405","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.6374"
"Precinct","44","21-44","610","44.7871",\N,\N,\N,\N,"4.3887",\N,\N,\N,"3",\N,\N,\N,"0","0.6833","1.0667","0.8556",\N,\N,\N,\N,\N,\N,"0.0000","1.6393","6.5574","28.8525","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","62.4590"
"Precinct","45","21-45","44","73.3333",\N,\N,\N,\N,"2.2222",\N,\N,\N,"0",\N,\N,\N,"0","0.1250","0.0400","0.0167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","4.5455","22.7273","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","72.7273"
"Precinct","46","21-46","525","43.1743",\N,\N,\N,\N,"11.0169",\N,\N,\N,"0",\N,\N,\N,"0","0.9208","0.7633","0.7778",\N,\N,\N,\N,\N,\N,"0.0000","1.5238","13.9048","18.0952","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","66.4762"
"Precinct","47","21-47","702","46.9880",\N,\N,\N,\N,"13.5468",\N,\N,\N,"0",\N,\N,\N,"0","1.1208","1.0867","1.2056",\N,\N,\N,\N,\N,\N,"0.0000","1.1396","8.4046","19.3732","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","71.0826"
"Precinct","48","21-48","411","40.2153",\N,\N,\N,\N,"16.8016",\N,\N,\N,"1",\N,\N,\N,"0","0.6583","0.6800","0.7333",\N,\N,\N,\N,\N,\N,"0.0000","1.7032","11.4355","33.0900","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.5280"
"Precinct","49","21-49","313","20.3643",\N,\N,\N,\N,"26.3529",\N,\N,\N,"0",\N,\N,\N,"0","0.8583","0.4033","0.5444",\N,\N,\N,\N,\N,\N,"0.0000","5.4313","3.1949","36.4217","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","54.9521"
"Precinct","50","21-50","344","22.2079",\N,\N,\N,\N,"20.1856",\N,\N,\N,"0",\N,\N,\N,"0","0.7792","0.6000","0.3556",\N,\N,\N,\N,\N,\N,"0.0000","4.3605","4.9419","37.5000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.1977"
"Precinct","51","21-51","521","44.2275",\N,\N,\N,\N,"11.9932",\N,\N,\N,"0",\N,\N,\N,"0","0.9792","0.6567","0.8889",\N,\N,\N,\N,\N,\N,"0.0000","3.0710","15.9309","19.7697","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","61.2284"
"Precinct","52","21-52","295","17.7284",\N,\N,\N,\N,"13.9942",\N,\N,\N,"0",\N,\N,\N,"0","0.6583","0.4033","0.3556",\N,\N,\N,\N,\N,\N,"0.0000","17.9661","4.0678","46.4407","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","31.5254"
"Precinct","53","21-53","335","23.8434",\N,\N,\N,\N,"14.7583",\N,\N,\N,"0",\N,\N,\N,"0","0.7250","0.3667","0.6056",\N,\N,\N,\N,\N,\N,"0.0000","12.5373","3.5821","41.4925","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","42.3881"
"Precinct","54","21-54","373","25.8669",\N,\N,\N,\N,"12.2353",\N,\N,\N,"1",\N,\N,\N,"0","0.7000","0.4733","0.6389",\N,\N,\N,\N,\N,\N,"0.0000","26.8097","2.1448","36.4611","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","34.3164"
"Precinct","55","21-55","306","28.7054",\N,\N,\N,\N,"13.3144",\N,\N,\N,"26",\N,\N,\N,"0","0.6917","0.4133","0.3500",\N,\N,\N,\N,\N,\N,"0.0000","1.6340","1.3072","17.6471","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","70.9150"
"Precinct","56","21-56","290","33.3333",\N,\N,\N,\N,"17.6136",\N,\N,\N,"0",\N,\N,\N,"0","0.5458","0.5633","0.2889",\N,\N,\N,\N,\N,\N,"0.0000","4.8276","3.4483","32.7586","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","58.9655"
"Precinct","57","21-57","795","53.1062",\N,\N,\N,\N,"10.0679",\N,\N,\N,"0",\N,\N,\N,"0","1.2542","1.2933","1.0833",\N,\N,\N,\N,\N,\N,"0.0000","12.8302","7.0440","16.4780","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","63.6478"
"Precinct","58","21-58","617","40.0389",\N,\N,\N,\N,"10.0583",\N,\N,\N,"10",\N,\N,\N,"0","1.2250","0.8800","0.7111",\N,\N,\N,\N,\N,\N,"0.0000","27.0665","0.9724","24.1491","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.1912"
"Precinct","59","21-59","717","42.5267",\N,\N,\N,\N,"7.0039",\N,\N,\N,"0",\N,\N,\N,"0","1.3750","0.8667","1.0056",\N,\N,\N,\N,\N,\N,"0.0000","32.9149","0.5579","12.8312","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","53.6960"
"Precinct","60","21-60","323","35.7697",\N,\N,\N,\N,"5.8309",\N,\N,\N,"8",\N,\N,\N,"0","0.7708","0.3233","0.3389",\N,\N,\N,\N,\N,\N,"0.0000","1.2384","0.3096","17.0279","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","78.9474"
"Precinct","61","21-61","402","38.7657",\N,\N,\N,\N,"3.1325",\N,\N,\N,"0",\N,\N,\N,"0","0.9667","0.4867","0.2056",\N,\N,\N,\N,\N,\N,"0.0000","1.4925","0.2488","12.1891","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","86.0697"
"Precinct","62","21-62","162","16.4634",\N,\N,\N,\N,"5.2632",\N,\N,\N,"0",\N,\N,\N,"0","0.3208","0.1933","0.2000",\N,\N,\N,\N,\N,\N,"0.0000","9.2593","14.8148","48.7654","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","27.1605"
"Precinct","63","21-63","328","26.3666",\N,\N,\N,\N,"4.0936",\N,\N,\N,"0",\N,\N,\N,"0","0.6583","0.4333","0.3000",\N,\N,\N,\N,\N,\N,"0.0000","8.8415","7.0122","20.7317","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","63.4146"
"Precinct","1","22-1","226","16.5205",\N,\N,\N,\N,"5.0420",\N,\N,\N,"0",\N,\N,\N,"0","0.4167","0.1533","0.5111",\N,\N,\N,\N,\N,\N,"0.4425","2.6549","6.6372","50.4425","0.0000","0.0000","0.0000","0.0000","0.4425","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","39.3805"
"Precinct","2","22-2","283","20.9474",\N,\N,\N,\N,"3.0822",\N,\N,\N,"0",\N,\N,\N,"0","0.4167","0.4333","0.3444",\N,\N,\N,\N,\N,\N,"0.3534","0.7067","3.5336","42.4028","0.0000","0.0000","0.0000","0.0000","1.0601","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","51.9435"
"Precinct","3","22-3","351","28.2836",\N,\N,\N,\N,"6.4000",\N,\N,\N,"0",\N,\N,\N,"0","0.5542","0.4600","0.5778",\N,\N,\N,\N,\N,\N,"0.0000","3.7037","3.9886","60.1140","0.0000","0.0000","0.0000","0.0000","0.2849","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","31.9088"
"Precinct","4","22-4","212","17.8602",\N,\N,\N,\N,"8.2251",\N,\N,\N,"0",\N,\N,\N,"0","0.3875","0.2867","0.2889",\N,\N,\N,\N,\N,\N,"0.0000","0.9434","8.9623","40.0943","0.0000","0.0000","0.0000","0.0000","3.7736","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","46.2264"
"Precinct","5","22-5","297","22.5000",\N,\N,\N,\N,"8.0495",\N,\N,\N,"1",\N,\N,\N,"0","0.4375","0.3900","0.5611",\N,\N,\N,\N,\N,\N,"1.3468","2.3569","2.0202","68.3502","0.0000","0.0000","0.0000","0.0000","1.3468","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","24.2424"
"Precinct","6","22-6","192","20.2960",\N,\N,\N,\N,"4.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.2792","0.2700","0.2889",\N,\N,\N,\N,\N,\N,"0.5208","0.0000","12.5000","49.4792","0.0000","0.0000","0.0000","0.0000","1.0417","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","36.4583"
"Precinct","7","22-7","347","29.4817",\N,\N,\N,\N,"4.6703",\N,\N,\N,"3",\N,\N,\N,"0","0.5375","0.5167","0.4444",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.5764","76.6571","0.0000","0.0000","0.0000","0.0000","0.2882","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","21.6138"
