region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,3 - United Opposition,5 - United National Movement,6 - Greens Party,8 - Alliance of Patriots,14 - Georgian Party,18 - Way of Georgia,41 - Georgian Dream
,55,,19,,312,0,88,169,223,350,3,,,,,,,,,90,,,,,130
,55,,20,,1112,1,331,508,673,1050,10,,,,,,,,,296,,,,,367
,55,,21,,467,2,140,283,336,450,3,,,,,,,,,154,,,,,179
,55,,22,,401,1,147,254,280,400,2,,,,,,,,,150,,,,,128
,55,,23,,75,10,50,56,58,100,0,,,,,,,,,40,,,,,18
,55,,24,,993,4,243,438,543,950,9,,,,,,,,,219,,,,,315
,55,,25,,107,9,48,69,79,150,0,,,,,,,,,31,,,,,48
,55,,26,,1386,6,425,681,868,1300,19,,,,,,,,,315,,,,,534
,55,,27,,1327,7,350,586,775,1200,19,,,,,,,,,240,,,,,515
,55,,28,,947,3,219,464,605,900,16,,,,,,,,,124,,,,,465
,55,,29,,683,5,197,363,424,650,10,,,,,,,,,182,,,,,232
,57,,1,,446,9,105,154,169,450,2,,,,,,,,51,,,,,,116
,57,,2,,1180,8,304,469,532,1100,6,,,,,,,,147,,,,,,379
,57,,3,,900,7,168,295,345,850,5,,,,,,,,94,,,,,,245
,57,,4,,871,7,152,268,340,800,6,,,,,,,,80,,,,,,253
,57,,5,,852,7,194,307,360,800,10,,,,,,,,134,,,,,,215
,57,,6,,908,4,135,244,295,850,3,,,,,,,,96,,,,,,196
,57,,7,,1100,1,201,336,397,1000,6,,,,,,,,135,,,,,,256
,57,,8,,1239,4,180,277,383,1150,6,,,,,,,,140,,,,,,237
,57,,9,,586,4,151,205,281,550,3,,,,,,,,101,,,,,,177
,57,,10,,323,3,77,106,145,350,2,,,,,,,,49,,,,,,94
,57,,11,,443,5,87,152,217,450,8,,,,,,,,37,,,,,,172
,57,,12,,575,5,141,238,297,550,11,,,,,,,,81,,,,,,205
,57,,13,,739,3,242,332,395,700,8,,,,,,,,110,,,,,,277
,57,,14,,322,6,107,166,189,350,5,,,,,,,,26,,,,,,158
,57,,15,,287,5,90,148,159,300,6,,,,,,,,30,,,,,,123
,57,,16,,493,2,159,255,282,500,12,,,,,,,,63,,,,,,207
,57,,17,,285,3,74,115,140,300,1,,,,,,,,45,,,,,,94
,57,,18,,1113,3,183,348,469,1050,13,,,,,,,,189,,,,,,267
,57,,19,,130,4,50,58,72,150,4,,,,,,,,17,,,,,,51
,57,,20,,638,4,162,280,308,600,2,,,,,,,,77,,,,,,229
