"shape","common_id","common_name","Total Turnout (#)","Total Turnout (%)","Free Georgia","National Democratic Party of Georgia","United National Movement","Movement for Fair Georgia","Freedom Party","Merab Kostava Society","Labour Council of Georgia","Labour","Georgian Dream","Ioseb Manjavidze","Zviad Chitishvili","Roman Robakidze","Zurab Mskhvilidze"
"Tbilisi Precinct","65","9-65","425","33.5174","17.8824","0.0000","13.8824","0.0000","0.0000","0.0000","0.2353","3.0588","41.6471","11.0588","12.2353","0.0000","0.0000"
"Tbilisi Precinct","66","9-66","405","29.6921","26.6667","0.0000","10.6173","0.0000","0.0000","0.7407","0.2469","4.1975","40.0000","10.3704","7.1605","0.0000","0.0000"
"Tbilisi Precinct","67","9-67","344","25.5572","15.4070","0.0000","16.8605","0.0000","0.2907","0.0000","0.8721","1.1628","36.9186","13.3721","15.1163","0.0000","0.0000"
"Tbilisi Precinct","68","9-68","384","25.9459","9.6354","0.0000","11.7188","0.0000","0.0000","0.0000","0.2604","2.3438","47.6563","12.2396","16.1458","0.0000","0.0000"
"Tbilisi Precinct","69","9-69","334","24.6313","16.4671","0.0000","20.9581","0.0000","0.0000","0.8982","0.0000","2.6946","31.4371","14.6707","12.8743","0.0000","0.0000"
"Tbilisi Precinct","70","9-70","432","29.8549","21.9907","0.0000","11.8056","0.2315","0.0000","0.9259","0.0000","3.0093","41.8981","11.3426","8.7963","0.0000","0.0000"
"Tbilisi Precinct","71","9-71","425","29.2498","13.8824","0.0000","13.6471","0.0000","0.0000","0.2353","0.4706","3.7647","36.9412","8.9412","22.1176","0.0000","0.0000"
"Tbilisi Precinct","72","9-72","457","30.2649","19.6937","0.0000","8.7527","0.0000","0.4376","0.0000","0.2188","4.5952","44.2013","10.7221","11.3786","0.0000","0.0000"
"Tbilisi Precinct","73","9-73","388","25.7979","13.6598","0.0000","7.4742","0.0000","0.0000","0.0000","0.0000","1.5464","35.8247","11.8557","29.6392","0.0000","0.0000"
"Tbilisi Precinct","74","9-74","341","23.8128","18.4751","0.0000","13.1965","0.0000","0.0000","0.2933","0.2933","5.2786","34.6041","9.3842","18.4751","0.0000","0.0000"
"Tbilisi Precinct","75","9-75","424","28.9222","18.1604","0.0000","15.8019","0.0000","0.2358","0.4717","0.2358","3.3019","25.2358","12.9717","23.5849","0.0000","0.0000"
"Tbilisi Precinct","76","9-76","398","27.1858","13.0653","0.0000","15.5779","0.0000","0.0000","0.2513","0.0000","3.0151","38.1910","15.3266","14.5729","0.0000","0.0000"
"Tbilisi Precinct","77","9-77","454","31.1385","22.6872","0.0000","21.5859","0.0000","0.0000","0.2203","0.0000","1.1013","27.9736","11.2335","15.1982","0.0000","0.0000"
"Tbilisi Precinct","78","9-78","418","28.6891","11.4833","0.0000","18.4211","0.0000","0.0000","0.0000","0.0000","1.9139","27.5120","11.0048","29.6651","0.0000","0.0000"
"Tbilisi Precinct","79","9-79","437","29.4474","6.8650","0.0000","16.7048","0.2288","0.0000","0.2288","0.0000","6.4073","29.5195","23.5698","16.4760","0.0000","0.0000"
"Tbilisi Precinct","80","9-80","325","25.5704","14.7692","0.0000","9.5385","0.0000","0.0000","0.0000","0.0000","3.0769","40.0000","15.6923","16.9231","0.0000","0.0000"
"Tbilisi Precinct","81","9-81","383","26.9529","11.4883","0.0000","17.7546","0.0000","0.0000","0.0000","0.7833","2.8721","34.4648","14.0992","18.5379","0.0000","0.0000"
"Tbilisi Precinct","82","9-82","385","25.6667","11.4286","0.0000","16.1039","0.2597","0.0000","0.2597","0.0000","2.5974","42.0779","11.1688","16.1039","0.0000","0.0000"
"Tbilisi Precinct","83","9-83","419","28.1397","12.8878","0.0000","19.8091","0.0000","0.0000","0.0000","0.2387","3.5800","41.5274","14.5585","7.3986","0.0000","0.0000"
"Tbilisi Precinct","84","9-84","379","26.0124","16.3588","0.0000","13.9842","0.2639","0.0000","0.2639","0.0000","2.6385","34.5646","22.9551","8.9710","0.0000","0.0000"
"Tbilisi Precinct","85","9-85","384","26.1224","10.4167","0.0000","12.2396","0.0000","0.0000","0.0000","0.0000","2.6042","41.1458","16.4063","17.1875","0.0000","0.0000"
"Tbilisi Precinct","86","9-86","441","31.9565","12.4717","0.0000","10.4308","0.0000","0.0000","0.0000","0.0000","2.4943","26.7574","11.7914","36.0544","0.0000","0.0000"
"Tbilisi Precinct","87","9-87","355","25.4298","17.1831","0.0000","12.9577","0.0000","0.0000","0.0000","0.2817","3.6620","34.6479","18.5915","12.6761","0.0000","0.0000"
"Tbilisi Precinct","88","9-88","350","26.1194","12.0000","0.0000","8.2857","0.0000","0.2857","0.0000","0.2857","2.2857","37.4286","18.5714","20.8571","0.0000","0.0000"
"Tbilisi Precinct","89","9-89","378","26.1592","10.8466","0.0000","17.4603","0.2646","0.2646","0.0000","0.2646","2.3810","37.0370","10.3175","21.1640","0.0000","0.0000"
"Tbilisi Precinct","90","9-90","409","29.0483","8.5575","0.0000","13.9364","0.0000","0.2445","0.0000","0.0000","3.4230","46.9438","11.9804","14.9144","0.0000","0.0000"
"Tbilisi Precinct","91","9-91","318","23.0101","18.8679","0.0000","12.2642","0.3145","0.3145","0.0000","0.6289","4.7170","28.3019","16.6667","17.9245","0.0000","0.0000"
"Tbilisi Precinct","92","9-92","394","27.4373","14.7208","0.0000","9.3909","0.0000","0.0000","0.0000","0.5076","2.7919","40.6091","12.4365","19.5431","0.0000","0.0000"
"Tbilisi Precinct","93","9-93","410","28.6914","8.0488","0.0000","17.5610","0.0000","0.0000","0.0000","0.0000","4.8780","51.7073","7.0732","10.7317","0.0000","0.0000"
"Tbilisi Precinct","94","9-94","112","25.6881","10.7143","0.0000","32.1429","0.0000","0.0000","0.0000","0.0000","8.0357","48.2143","0.0000","0.8929","0.0000","0.0000"
"Tbilisi Precinct","95","9-95","51","3.8231","9.8039","0.0000","7.8431","0.0000","0.0000","0.0000","0.0000","1.9608","47.0588","9.8039","23.5294","0.0000","0.0000"
"Tbilisi Precinct","96","9-96","54","3.7190","5.5556","0.0000","5.5556","0.0000","0.0000","0.0000","0.0000","1.8519","42.5926","9.2593","35.1852","0.0000","0.0000"
"Tbilisi Precinct","97","9-97","56","3.8916","5.3571","0.0000","8.9286","0.0000","0.0000","0.0000","0.0000","3.5714","44.6429","17.8571","19.6429","0.0000","0.0000"
"Tbilisi Precinct","98","9-98","43","2.9232","13.9535","0.0000","6.9767","0.0000","0.0000","0.0000","0.0000","2.3256","51.1628","9.3023","16.2791","0.0000","0.0000"
"Tbilisi Precinct","99","9-99","36","2.8414","16.6667","0.0000","5.5556","0.0000","0.0000","0.0000","0.0000","5.5556","38.8889","13.8889","19.4444","0.0000","0.0000"
