region,district_name,district_id,precinct_id,num_possible_voters,num_special_voters,num_ballots,num_unused_ballots,num_spoiled_ballots,num_votes,num_valid_votes,num_invalid_votes,Free Georgia,United National Movement,Justice for Georgia,Christian Democratic Movement,New Rights,Labour Party,Georgian Dream
,,84,17,646,0,600,,,384,,9,4,197,3,10,7,5,149
,,84,18,1177,0,1100,,,735,,27,3,418,1,43,3,9,229
,,84,19,784,2,750,,,492,,26,12,281,2,22,7,10,132
,,84,20,218,3,250,,,176,,3,1,121,0,5,1,3,42
,,84,21,290,2,300,,,203,,1,3,125,2,10,7,3,52
,,84,22,254,2,250,,,163,,4,1,95,0,7,0,0,55
,,84,23,790,35,750,,,406,,38,5,203,2,12,9,8,126
,,84,24,536,1,500,,,358,,14,4,239,1,8,0,1,90
,,84,25,429,1,450,,,287,,14,6,127,0,9,3,6,122
,,84,26,460,1,450,,,301,,8,2,170,1,13,0,3,104
,,84,27,444,3,450,,,281,,4,1,147,1,9,6,1,112
,,84,28,353,1,400,,,185,,4,0,129,1,7,5,0,39
,,84,29,254,2,250,,,167,,2,1,100,0,11,0,2,50
,,84,30,189,0,200,,,136,,1,1,93,0,6,0,1,34
,,84,31,517,1,500,,,295,,9,0,175,1,7,7,9,87
,,84,32,629,0,600,,,381,,12,2,177,1,21,7,1,160
,,84,33,300,0,0,,,0,,0,0,0,0,0,0,0,0
,,84,34,174,1,200,,,123,,5,3,74,1,9,3,1,27
,,84,35,236,2,250,,,171,,0,2,94,0,12,0,4,57
,,84,36,416,1,450,,,265,,7,0,139,0,16,3,0,99
,,84,37,466,1,500,,,257,,10,0,162,1,9,7,1,67
,,84,38,254,1,250,,,146,,4,1,82,2,5,1,2,49
,,84,39,527,1,500,,,282,,5,0,161,0,12,2,4,98
,,84,40,513,1,500,,,319,,14,1,231,1,4,1,2,65
,,84,41,563,2,550,,,305,,15,2,178,1,9,1,1,98
,,84,42,632,1,600,,,358,,5,2,197,0,13,13,7,121
,,84,43,177,4,200,,,111,,7,2,59,0,6,6,0,31
,,84,44,207,2,200,,,115,,8,2,61,0,9,4,1,30
,,84,45,269,1,300,,,193,,7,1,139,0,5,1,5,35
,,84,46,296,2,300,,,186,,7,3,136,1,6,0,2,31
,,84,47,133,4,150,,,104,,2,0,77,0,9,0,2,14
,,84,48,157,0,200,,,97,,2,0,58,0,6,0,2,29
,,84,49,390,1,400,,,274,,5,0,167,0,17,5,2,78
,,84,50,338,4,350,,,252,,6,1,152,0,9,0,0,83
,,84,51,268,2,300,,,185,,5,3,78,2,5,1,2,89
,,84,52,203,4,200,,,132,,2,0,96,1,3,0,0,30
,,84,53,254,2,250,,,182,,5,0,87,0,4,1,0,85
,,84,54,334,2,350,,,237,,6,1,96,0,9,3,0,122
