region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1 - Non-Parliamentary Opposition,2 - Armed Veterans Patriots,3 - United Opposition,5 - United National Movement,6 - Greens Party,8 - Alliance of Patriots,9 - Self-governance to People,11 - Reformers,13 - Future Georgia,14 - Georgian Party,16 - Christian Democrats,17 - Unity Hall,18 - Way of Georgia,20 - Labour Party,26 - Party of People,30 - Merab Kostava Society,41 - Georgian Dream
,23,,59,,706,6,109,225,288,550,12,,,,,,,,,,10,6,,,,,,,,,,,,,258
,23,,60,,1083,9,164,330,424,900,33,,,,,,,,,,68,24,,,,,,,,,,,,,298
,23,,61,,1053,8,159,306,351,950,23,,,,,,,,,,50,35,,,,,,,,,,,,,243
,23,,62,,1063,8,130,317,432,1000,19,,,,,,,,,,18,66,,,,,,,,,,,,,323
,24,,1,,1073,5,212,441,496,950,29,,,,,,,,,,107,45,,,,,,,,,,,,,315
,24,,2,,1250,5,244,492,569,1100,28,,,,,,,,,,82,77,,,,,,,,,,,,,382
,24,,3,,595,4,103,212,234,500,8,,,,,,,,,,4,51,,,,,,,,,,,,,171
,24,,4,,1342,3,216,514,624,1100,70,,,,,,,,,,31,73,,,,,,,,,,,,,427
,24,,5,,702,6,85,158,193,550,13,,,,,,,,,,10,7,,,,,,,,,,,,,163
,24,,6,,109,10,26,47,52,100,5,,,,,,,,,,3,7,,,,,,,,,,,,,37
,24,,7,,528,5,114,190,208,450,1,,,,,,,,,,0,18,,,,,,,,,,,,,188
,24,,8,,621,2,182,352,408,600,25,,,,,,,,,,183,35,,,,,,,,,,,,,165
,24,,9,,479,2,149,242,299,500,35,,,,,,,,,,82,32,,,,,,,,,,,,,148
,24,,10,,437,8,89,207,224,400,19,,,,,,,,,,11,6,,,,,,,,,,,,,188
,24,,11,,58,4,22,44,50,100,8,,,,,,,,,,0,0,,,,,,,,,,,,,42
,24,,12,,687,2,180,355,436,650,18,,,,,,,,,,6,26,,,,,,,,,,,,,386
,24,,13,,127,19,40,86,91,150,4,,,,,,,,,,3,31,,,,,,,,,,,,,41
,24,,14,,284,6,80,124,137,200,13,,,,,,,,,,35,12,,,,,,,,,,,,,77
,24,,15,,202,15,80,120,127,200,7,,,,,,,,,,6,9,,,,,,,,,,,,,96
,24,,16,,480,2,126,260,321,500,10,,,,,,,,,,91,32,,,,,,,,,,,,,188
,24,,17,,674,3,84,418,472,650,27,,,,,,,,,,251,63,,,,,,,,,,,,,131
,24,,18,,133,4,50,80,90,150,1,,,,,,,,,,6,9,,,,,,,,,,,,,74
,24,,19,,403,6,111,194,211,400,11,,,,,,,,,,2,16,,,,,,,,,,,,,182
,24,,20,,409,7,100,213,238,400,23,,,,,,,,,,4,11,,,,,,,,,,,,,200
,24,,21,,351,9,120,162,189,300,5,,,,,,,,,,6,31,,,,,,,,,,,,,147
,24,,22,,1063,9,198,496,584,950,120,,,,,,,,,,74,94,,,,,,,,,,,,,292
,24,,23,,87,8,14,38,42,100,0,,,,,,,,,,1,11,,,,,,,,,,,,,30
,24,,24,,684,7,146,302,362,550,21,,,,,,,,,,28,82,,,,,,,,,,,,,231
,24,,25,,292,8,52,122,139,250,19,,,,,,,,,,17,16,,,,,,,,,,,,,87
,24,,26,,372,5,116,174,187,350,9,,,,,,,,,,6,17,,,,,,,,,,,,,155
,24,,27,,23,12,22,30,30,50,1,,,,,,,,,,0,5,,,,,,,,,,,,,24
,24,,28,,399,3,100,141,142,350,7,,,,,,,,,,4,24,,,,,,,,,,,,,107
,24,,29,,642,6,155,265,274,500,18,,,,,,,,,,8,32,,,,,,,,,,,,,216
,24,,30,,142,8,49,54,61,150,2,,,,,,,,,,10,18,,,,,,,,,,,,,31
,24,,31,,289,8,34,61,80,200,3,,,,,,,,,,2,21,,,,,,,,,,,,,54
,24,,32,,719,2,191,470,585,650,18,,,,,,,,,,31,267,,,,,,,,,,,,,269
,24,,33,,95,4,26,33,38,100,0,,,,,,,,,,10,11,,,,,,,,,,,,,17
,24,,34,,30,7,20,20,20,50,0,,,,,,,,,,6,0,,,,,,,,,,,,,14
,24,,35,,285,7,58,83,91,300,5,,,,,,,,,,1,33,,,,,,,,,,,,,52
,24,,36,,244,7,56,95,118,200,3,,,,,,,,,,9,16,,,,,,,,,,,,,89
,24,,37,,235,5,46,105,114,250,3,,,,,,,,,,0,26,,,,,,,,,,,,,85
,24,,38,,470,6,150,240,254,400,5,,,,,,,,,,1,27,,,,,,,,,,,,,221
,24,,39,,663,4,120,270,339,550,2,,,,,,,,,,2,42,,,,,,,,,,,,,287
,24,,40,,163,8,53,93,98,150,0,,,,,,,,,,1,10,,,,,,,,,,,,,87
,24,,41,,44,5,21,33,35,50,1,,,,,,,,,,3,0,,,,,,,,,,,,,31
,24,,42,,242,6,82,118,126,250,0,,,,,,,,,,11,14,,,,,,,,,,,,,96
,24,,43,,997,2,182,404,512,850,85,,,,,,,,,,65,65,,,,,,,,,,,,,295
,24,,44,,287,3,56,123,132,250,4,,,,,,,,,,1,11,,,,,,,,,,,,,116
,24,,45,,300,3,105,144,150,300,4,,,,,,,,,,8,24,,,,,,,,,,,,,114
,24,,46,,481,5,113,185,193,350,24,,,,,,,,,,16,8,,,,,,,,,,,,,145
,24,,47,,344,3,128,182,187,300,11,,,,,,,,,,1,23,,,,,,,,,,,,,152
,24,,48,,652,7,104,292,349,600,44,,,,,,,,,,75,20,,,,,,,,,,,,,210
,24,,49,,325,1,74,175,199,350,10,,,,,,,,,,42,20,,,,,,,,,,,,,127
,24,,50,,788,8,163,375,453,650,54,,,,,,,,,,48,67,,,,,,,,,,,,,277
,25,,1,,869,6,139,262,320,800,6,,,,,,,,,,54,66,,13,,,,,,,,,,,179
,25,,2,,1026,6,143,250,293,950,12,,,,,,,,,,55,39,,15,,,,,,,,,,,172
,25,,3,,884,6,108,224,270,800,11,,,,,,,,,,60,76,,18,,,,,,,,,,,101
,25,,4,,641,5,99,154,190,550,12,,,,,,,,,,36,62,,7,,,,,,,,,,,73
,25,,5,,240,0,29,82,101,250,2,,,,,,,,,,34,29,,2,,,,,,,,,,,34
,25,,6,,241,5,73,140,162,250,16,,,,,,,,,,27,63,,1,,,,,,,,,,,55
,25,,7,,114,6,20,44,62,150,0,,,,,,,,,,15,31,,0,,,,,,,,,,,15
,25,,8,,615,4,160,303,355,550,15,,,,,,,,,,20,219,,25,,,,,,,,,,,76
,25,,9,,77,8,18,53,56,100,1,,,,,,,,,,18,14,,19,,,,,,,,,,,4
,25,,10,,256,5,90,163,176,250,15,,,,,,,,,,68,5,,2,,,,,,,,,,,85
,25,,11,,116,5,53,63,63,150,4,,,,,,,,,,3,0,,0,,,,,,,,,,,56
,25,,12,,182,0,47,77,86,200,5,,,,,,,,,,0,6,,0,,,,,,,,,,,75
,25,,13,,807,2,100,133,143,750,3,,,,,,,,,,6,23,,0,,,,,,,,,,,111
,25,,14,,136,3,21,35,39,150,0,,,,,,,,,,4,10,,1,,,,,,,,,,,24
,25,,15,,499,3,63,140,172,500,10,,,,,,,,,,29,58,,3,,,,,,,,,,,72
,25,,16,,307,4,45,139,156,300,4,,,,,,,,,,13,127,,0,,,,,,,,,,,12
,25,,17,,510,5,55,104,121,500,5,,,,,,,,,,18,29,,14,,,,,,,,,,,55
,25,,18,,332,2,49,103,123,350,5,,,,,,,,,,2,103,,3,,,,,,,,,,,10
,25,,19,,139,10,13,27,34,150,1,,,,,,,,,,3,7,,0,,,,,,,,,,,23
,25,,20,,642,3,117,315,379,550,20,,,,,,,,,,104,36,,5,,,,,,,,,,,214
,25,,21,,246,3,60,119,128,250,9,,,,,,,,,,8,10,,1,,,,,,,,,,,100
,25,,22,,314,3,84,124,147,300,4,,,,,,,,,,8,9,,0,,,,,,,,,,,126
,25,,23,,386,3,64,109,119,400,2,,,,,,,,,,35,9,,2,,,,,,,,,,,71
,25,,24,,38,11,7,11,12,50,0,,,,,,,,,,0,1,,0,,,,,,,,,,,11
,25,,25,,509,5,128,276,298,450,16,,,,,,,,,,51,8,,8,,,,,,,,,,,215
,25,,26,,685,0,99,211,247,650,4,,,,,,,,,,62,74,,1,,,,,,,,,,,106
,25,,27,,841,5,200,339,407,700,15,,,,,,,,,,58,8,,4,,,,,,,,,,,322
,25,,28,,362,4,151,196,226,350,2,,,,,,,,,,38,3,,0,,,,,,,,,,,183
,25,,29,,679,0,140,273,328,600,23,,,,,,,,,,106,157,,5,,,,,,,,,,,37
,25,,30,,651,7,104,220,272,600,24,,,,,,,,,,78,84,,5,,,,,,,,,,,81
,25,,31,,497,3,158,294,310,450,12,,,,,,,,,,1,49,,4,,,,,,,,,,,244
,25,,32,,541,3,105,216,264,500,14,,,,,,,,,,61,97,,4,,,,,,,,,,,88
,25,,33,,551,6,34,61,77,500,7,,,,,,,,,,5,16,,10,,,,,,,,,,,39
,25,,34,,1034,0,182,473,531,850,44,,,,,,,,,,93,10,,3,,,,,,,,,,,377
,25,,35,,455,5,126,252,260,400,12,,,,,,,,,,56,14,,17,,,,,,,,,,,161
,25,,36,,297,2,58,156,179,250,8,,,,,,,,,,5,69,,0,,,,,,,,,,,96
,25,,37,,1228,3,200,376,409,1100,30,,,,,,,,,,90,151,,4,,,,,,,,,,,134
,25,,38,,446,3,70,206,270,450,5,,,,,,,,,,90,57,,4,,,,,,,,,,,111
,25,,39,,892,1,180,348,401,750,17,,,,,,,,,,96,8,,5,,,,,,,,,,,275
,25,,40,,381,1,142,259,272,400,5,,,,,,,,,,71,5,,1,,,,,,,,,,,190
,25,,41,,191,3,61,146,160,200,0,,,,,,,,,,75,13,,1,,,,,,,,,,,71
,25,,42,,483,3,121,233,268,400,25,,,,,,,,,,61,7,,3,,,,,,,,,,,172
,25,,43,,298,10,89,168,164,250,3,,,,,,,,,,12,30,,45,,,,,,,,,,,74
,25,,44,,61,8,20,25,28,50,2,,,,,,,,,,1,5,,1,,,,,,,,,,,19
,25,,45,,298,10,50,121,140,250,17,,,,,,,,,,9,16,,3,,,,,,,,,,,95
,26,,1,,1242,5,190,415,512,1100,27,,,,,,,,,7,28,203,,,,,,,,,,,,,247
,26,,2,,773,8,97,245,308,650,16,,,,,,,,,4,26,150,,,,,,,,,,,,,112
,26,,3,,1150,9,110,283,329,950,21,,,,,,,,,4,19,156,,,,,,,,,,,,,129
,26,,4,,487,7,112,207,227,450,11,,,,,,,,,7,11,93,,,,,,,,,,,,,105
,26,,5,,918,0,0,0,0,850,0,,,,,,,,,0,0,0,,,,,,,,,,,,,0
,26,,6,,867,5,145,246,334,800,11,,,,,,,,,13,17,102,,,,,,,,,,,,,191
,26,,7,,137,10,50,67,72,150,7,,,,,,,,,1,6,16,,,,,,,,,,,,,42
,26,,8,,1386,0,250,530,685,1300,31,,,,,,,,,58,35,210,,,,,,,,,,,,,350
,26,,9,,419,3,92,172,242,450,13,,,,,,,,,30,7,55,,,,,,,,,,,,,137
,26,,10,,185,1,55,94,106,200,3,,,,,,,,,4,2,23,,,,,,,,,,,,,74
,26,,11,,563,3,80,272,357,550,16,,,,,,,,,18,19,110,,,,,,,,,,,,,194
,26,,12,,441,1,101,248,288,450,12,,,,,,,,,5,24,75,,,,,,,,,,,,,172
,26,,13,,200,1,43,92,112,200,5,,,,,,,,,2,13,15,,,,,,,,,,,,,77
,26,,14,,885,1,202,382,509,850,27,,,,,,,,,9,42,167,,,,,,,,,,,,,264
,26,,15,,262,1,73,156,184,300,5,,,,,,,,,1,4,87,,,,,,,,,,,,,87
,26,,16,,208,5,45,85,119,250,2,,,,,,,,,3,6,46,,,,,,,,,,,,,62
,26,,17,,844,2,136,315,424,800,12,,,,,,,,,11,59,98,,,,,,,,,,,,,241
,26,,18,,146,3,61,96,103,150,6,,,,,,,,,1,10,12,,,,,,,,,,,,,74
,26,,19,,361,1,52,124,169,350,9,,,,,,,,,8,4,59,,,,,,,,,,,,,89
,26,,20,,553,2,100,201,239,500,13,,,,,,,,,5,12,86,,,,,,,,,,,,,123
,26,,21,,411,1,100,201,248,400,9,,,,,,,,,3,8,45,,,,,,,,,,,,,183
,26,,22,,1085,6,226,392,434,1050,12,,,,,,,,,12,16,183,,,,,,,,,,,,,208
,26,,23,,807,4,140,248,285,600,12,,,,,,,,,0,8,124,,,,,,,,,,,,,141
,26,,24,,372,0,157,255,277,400,12,,,,,,,,,8,25,75,,,,,,,,,,,,,157
,26,,25,,96,7,50,83,86,100,4,,,,,,,,,0,0,50,,,,,,,,,,,,,32
,26,,26,,351,0,79,178,204,350,2,,,,,,,,,7,3,45,,,,,,,,,,,,,147
,26,,27,,360,1,132,216,243,350,13,,,,,,,,,1,3,118,,,,,,,,,,,,,108
,26,,28,,125,5,57,71,75,150,5,,,,,,,,,2,1,32,,,,,,,,,,,,,35
,26,,29,,483,2,128,292,313,500,14,,,,,,,,,0,20,21,,,,,,,,,,,,,257
,26,,30,,345,3,52,185,229,350,13,,,,,,,,,0,15,66,,,,,,,,,,,,,134
,26,,31,,141,10,36,62,71,150,0,,,,,,,,,0,2,33,,,,,,,,,,,,,31
,26,,32,,45,6,37,40,40,50,1,,,,,,,,,0,1,16,,,,,,,,,,,,,22
,26,,33,,630,0,80,169,195,600,4,,,,,,,,,15,28,47,,,,,,,,,,,,,101
,26,,34,,154,0,70,88,89,150,1,,,,,,,,,0,4,18,,,,,,,,,,,,,66
,26,,35,,339,1,81,158,183,350,8,,,,,,,,,0,8,70,,,,,,,,,,,,,96
,26,,36,,223,6,52,76,77,250,0,,,,,,,,,2,1,19,,,,,,,,,,,,,55
,26,,37,,523,0,137,280,289,500,12,,,,,,,,,6,14,57,,,,,,,,,,,,,200
,26,,38,,336,1,115,173,196,350,19,,,,,,,,,3,23,47,,,,,,,,,,,,,104
,26,,39,,176,0,78,109,113,200,6,,,,,,,,,10,5,19,,,,,,,,,,,,,73
,26,,40,,976,2,246,479,624,950,17,,,,,,,,,22,53,211,,,,,,,,,,,,,321
,26,,41,,788,13,72,108,121,750,4,,,,,,,,,2,8,33,,,,,,,,,,,,,74
,27,,7,,1284,2,176,343,529,1200,34,,,,,,,,3,,,30,,17,,,,,,,,,71,38,335
,27,,8,,936,4,134,278,422,900,21,,,,,,,,4,,,32,,4,,,,,,,,,23,32,305
,27,,9,,1358,1,345,680,821,1300,54,,,,,,,,35,,,73,,83,,,,,,,,,59,57,459
,27,,10,,1177,6,197,407,533,1100,31,,,,,,,,11,,,40,,54,,,,,,,,,89,93,214
,27,,11,,940,5,0,0,391,900,20,,,,,,,,7,,,45,,38,,,,,,,,,23,49,209
,27,,12,,1129,167,215,472,738,1100,39,,,,,,,,8,,,47,,22,,,,,,,,,14,163,444
,27,,13,,1258,1,240,517,615,1200,20,,,,,,,,6,,,33,,5,,,,,,,,,25,45,468
,27,,14,,1002,1,182,270,371,900,23,,,,,,,,4,,,72,,24,,,,,,,,,4,3,241
,27,,15,,1282,8,135,350,462,1200,15,,,,,,,,4,,,44,,108,,,,,,,,,44,92,155
,27,,16,,1226,5,125,294,418,1150,31,,,,,,,,6,,,53,,42,,,,,,,,,11,149,126
,27,,17,,1247,9,153,360,492,1200,33,,,,,,,,4,,,54,,46,,,,,,,,,48,76,230
,27,,18,,1348,9,188,365,497,1300,42,,,,,,,,7,,,53,,60,,,,,,,,,32,79,224
,27,,19,,1311,1,235,616,735,1250,43,,,,,,,,7,,,148,,55,,,,,,,,,27,145,310
,27,,20,,476,2,110,229,293,500,10,,,,,,,,2,,,41,,10,,,,,,,,,4,28,195
,27,,21,,943,3,85,234,314,850,15,,,,,,,,2,,,26,,55,,,,,,,,,38,36,142
,27,,22,,906,3,81,200,296,850,19,,,,,,,,4,,,31,,54,,,,,,,,,50,75,63
,27,,23,,1064,4,182,357,517,1000,34,,,,,,,,3,,,23,,172,,,,,,,,,9,145,131
,27,,24,,1280,4,231,510,623,1200,20,,,,,,,,3,,,21,,65,,,,,,,,,18,280,213
,27,,25,,505,0,78,161,210,500,19,,,,,,,,3,,,18,,8,,,,,,,,,24,54,84
,27,,26,,1311,1,232,480,645,1250,44,,,,,,,,24,,,37,,73,,,,,,,,,203,80,184
,27,,27,,988,3,170,375,477,900,36,,,,,,,,10,,,40,,96,,,,,,,,,22,42,231
,27,,28,,741,2,140,294,370,700,21,,,,,,,,4,,,38,,64,,,,,,,,,23,27,193
,27,,29,,729,3,105,283,301,700,20,,,,,,,,2,,,31,,13,,,,,,,,,7,24,204
,27,,30,,822,3,129,243,351,750,24,,,,,,,,9,,,48,,57,,,,,,,,,21,18,174
,27,,31,,1372,0,290,536,738,1300,38,,,,,,,,0,,,62,,60,,,,,,,,,135,65,378
,27,,32,,457,13,77,218,243,500,12,,,,,,,,2,,,32,,17,,,,,,,,,21,9,149
,27,,33,,569,2,84,121,299,550,11,,,,,,,,7,,,5,,6,,,,,,,,,109,16,145
,27,,34,,1419,2,198,447,641,1350,24,,,,,,,,4,,,34,,23,,,,,,,,,97,111,344
,27,,35,,495,1,24,171,239,500,10,,,,,,,,5,,,10,,24,,,,,,,,,33,58,99
,27,,36,,187,144,81,132,144,200,11,,,,,,,,2,,,7,,0,,,,,,,,,12,8,104
,27,,37,,790,1,173,340,403,750,55,,,,,,,,5,,,70,,16,,,,,,,,,23,51,183
,27,,38,,537,2,140,281,326,500,39,,,,,,,,3,,,88,,85,,,,,,,,,2,2,106
,27,,39,,1161,7,101,236,330,1100,24,,,,,,,,0,,,80,,55,,,,,,,,,10,27,134
,27,,40,,1238,10,99,259,399,1200,32,,,,,,,,9,,,77,,75,,,,,,,,,8,27,171
,27,,41,,1215,4,128,308,446,1200,37,,,,,,,,18,,,114,,49,,,,,,,,,18,19,191
,27,,42,,882,1,120,226,286,850,16,,,,,,,,4,,,63,,15,,,,,,,,,32,51,105
,27,,43,,1045,10,103,236,334,1000,20,,,,,,,,10,,,75,,42,,,,,,,,,23,6,158
,27,,44,,345,8,87,151,183,350,10,,,,,,,,2,,,27,,15,,,,,,,,,23,11,95
,27,,45,,290,3,68,115,140,300,8,,,,,,,,5,,,11,,23,,,,,,,,,13,14,66
,27,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,,1,,1325,5,212,452,591,1150,29,,,,,,,,,,100,57,,123,2,,,,,,,,,,279
,28,,2,,1301,5,253,520,655,1150,38,,,,,,,,,,175,41,,114,5,,,,,,,,,,282
,28,,3,,1294,8,236,400,538,1150,22,,,,,,,,,,163,35,,98,1,,,,,,,,,,219
,28,,4,,1118,5,147,310,377,1000,32,,,,,,,,,,78,37,,50,3,,,,,,,,,,177
,28,,5,,187,5,21,56,80,200,2,,,,,,,,,,25,4,,23,3,,,,,,,,,,23
,28,,6,,108,9,35,45,48,150,0,,,,,,,,,,5,2,,1,0,,,,,,,,,,40
,28,,7,,1085,2,216,362,470,1050,42,,,,,,,,,,40,20,,149,0,,,,,,,,,,219
,28,,8,,438,2,61,142,182,450,8,,,,,,,,,,10,7,,37,1,,,,,,,,,,119
,28,,9,,513,2,140,213,263,500,9,,,,,,,,,,67,7,,57,2,,,,,,,,,,121
,28,,10,,660,3,156,250,304,600,27,,,,,,,,,,48,7,,60,1,,,,,,,,,,161
,28,,11,,70,11,21,36,37,100,4,,,,,,,,,,9,5,,6,0,,,,,,,,,,13
,28,,12,,625,1,104,255,321,550,23,,,,,,,,,,83,23,,12,3,,,,,,,,,,173
,28,,13,,560,5,55,148,178,500,8,,,,,,,,,,36,14,,16,15,,,,,,,,,,89
,28,,14,,520,4,55,175,213,500,12,,,,,,,,,,36,14,,24,3,,,,,,,,,,124
,28,,15,,330,0,89,196,226,350,8,,,,,,,,,,29,25,,17,2,,,,,,,,,,145
,28,,16,,275,5,67,147,169,300,8,,,,,,,,,,9,10,,11,0,,,,,,,,,,131
,28,,17,,233,5,62,139,144,250,4,,,,,,,,,,3,5,,11,0,,,,,,,,,,121
,28,,18,,444,0,92,199,238,450,15,,,,,,,,,,26,39,,46,4,,,,,,,,,,108
,28,,19,,354,3,82,156,195,350,11,,,,,,,,,,36,11,,39,2,,,,,,,,,,96
,28,,20,,145,5,24,57,87,150,4,,,,,,,,,,6,0,,13,1,,,,,,,,,,63
,28,,21,,937,0,191,387,451,850,25,,,,,,,,,,42,90,,129,4,,,,,,,,,,160
,28,,22,,214,4,46,96,110,250,2,,,,,,,,,,11,17,,7,0,,,,,,,,,,73
,28,,23,,203,2,39,67,86,200,5,,,,,,,,,,14,11,,15,2,,,,,,,,,,39
,28,,24,,240,4,48,94,123,250,9,,,,,,,,,,20,24,,20,1,,,,,,,,,,49
,28,,25,,563,1,145,340,412,500,58,,,,,,,,,,149,45,,28,1,,,,,,,,,,131
,28,,26,,247,11,50,113,125,250,8,,,,,,,,,,33,19,,29,0,,,,,,,,,,36
,28,,27,,131,5,33,80,99,150,0,,,,,,,,,,17,2,,32,0,,,,,,,,,,48
,28,,28,,303,6,52,145,170,300,7,,,,,,,,,,51,22,,21,1,,,,,,,,,,68
,28,,29,,353,7,48,112,156,350,14,,,,,,,,,,19,4,,46,0,,,,,,,,,,73
,28,,30,,254,3,43,76,82,300,6,,,,,,,,,,11,5,,13,0,,,,,,,,,,46
,28,,31,,353,6,66,125,155,350,10,,,,,,,,,,18,7,,10,0,,,,,,,,,,110
,28,,32,,150,2,17,42,53,150,2,,,,,,,,,,8,1,,13,0,,,,,,,,,,28
,28,,33,,103,5,25,64,70,150,3,,,,,,,,,,3,2,,3,1,,,,,,,,,,58
,28,,34,,155,25,23,65,81,200,5,,,,,,,,,,10,4,,6,0,,,,,,,,,,48
,28,,35,,634,0,189,267,331,600,27,,,,,,,,,,35,9,,36,2,,,,,,,,,,221
,28,,36,,410,4,118,186,213,400,16,,,,,,,,,,39,19,,27,2,,,,,,,,,,110
,28,,37,,958,2,167,352,477,900,23,,,,,,,,,,75,45,,69,3,,,,,,,,,,262
,28,,38,,460,4,38,163,200,450,16,,,,,,,,,,42,5,,54,3,,,,,,,,,,80
,28,,39,,682,1,139,301,379,650,10,,,,,,,,,,67,49,,43,1,,,,,,,,,,200
,28,,40,,607,1,90,229,323,550,11,,,,,,,,,,88,6,,54,1,,,,,,,,,,161
,28,,41,,276,41,72,128,155,300,12,,,,,,,,,,23,9,,12,0,,,,,,,,,,97
,28,,42,,163,7,20,45,61,200,0,,,,,,,,,,23,3,,2,0,,,,,,,,,,33
,28,,43,,159,4,53,101,116,200,6,,,,,,,,,,16,9,,53,0,,,,,,,,,,32
,28,,44,,762,0,139,266,305,700,8,,,,,,,,,,55,52,,31,1,,,,,,,,,,158
,28,,45,,295,4,52,113,152,300,2,,,,,,,,,,18,22,,53,5,,,,,,,,,,52
,28,,46,,105,1,30,60,70,150,4,,,,,,,,,,2,3,,16,0,,,,,,,,,,45
,28,,47,,800,6,140,281,329,700,36,,,,,,,,,,61,20,,49,4,,,,,,,,,,159
,28,,48,,326,0,105,170,203,350,7,,,,,,,,,,25,19,,9,1,,,,,,,,,,141
,28,,49,,1141,9,182,347,455,1000,24,,,,,,,,,,144,36,,58,3,,,,,,,,,,190
,28,,50,,140,2,34,81,105,150,2,,,,,,,,,,38,7,,4,0,,,,,,,,,,54
,28,,51,,84,6,11,32,47,100,3,,,,,,,,,,6,3,,1,0,,,,,,,,,,34
,28,,52,,1165,0,0,0,0,1050,0,,,,,,,,,,0,0,,0,0,,,,,,,,,,0
,28,,53,,1099,6,172,360,431,950,36,,,,,,,,,,83,41,,54,6,,,,,,,,,,211
,29,,1,,1185,4,200,499,645,1150,13,,,,,,,,,,65,,,50,,,,,,,,46,,,471
,29,,2,,416,32,56,173,253,450,18,,,,,,,,,,51,,,36,,,,,,,,52,,,94
,29,,3,,684,0,150,325,407,650,12,,,,,,,,,,70,,,35,,,,,,,,137,,,153
,29,,4,,304,11,74,134,146,300,7,,,,,,,,,,32,,,23,,,,,,,,30,,,54
,29,,5,,576,5,89,208,267,500,5,,,,,,,,,,32,,,104,,,,,,,,41,,,75
,29,,6,,918,2,160,380,474,850,21,,,,,,,,,,176,,,66,,,,,,,,34,,,177
,29,,7,,681,2,100,238,262,650,7,,,,,,,,,,23,,,29,,,,,,,,51,,,152
,29,,8,,227,2,32,97,108,250,0,,,,,,,,,,21,,,11,,,,,,,,5,,,71
,29,,9,,102,14,54,78,79,150,4,,,,,,,,,,14,,,15,,,,,,,,5,,,39
,29,,10,,149,11,50,94,115,150,6,,,,,,,,,,20,,,29,,,,,,,,8,,,52
,30,,1,,1326,7,200,455,572,1250,16,,,,,,,,,,33,152,80,21,,,,,,,,,,,270
,30,,2,,1426,8,120,336,407,1350,13,,,,,,,,,,11,92,18,26,,,,,,,,,,,247
,30,,3,,1387,9,140,373,457,1300,11,,,,,,,,,,20,65,40,24,,,,,,,,,,,292
,30,,4,,1182,8,178,435,519,1100,20,,,,,,,,,,29,78,47,18,,,,,,,,,,,327
,30,,5,,1390,9,136,346,444,1300,15,,,,,,,,,,24,95,26,11,,,,,,,,,,,273
,30,,6,,781,11,92,195,277,700,9,,,,,,,,,,15,61,11,4,,,,,,,,,,,176
,30,,7,,1281,0,165,355,422,1200,11,,,,,,,,,,41,122,5,10,,,,,,,,,,,232
,30,,8,,1471,4,143,330,432,1350,12,,,,,,,,,,8,18,0,2,,,,,,,,,,,392
,30,,9,,1396,4,206,320,533,1350,6,,,,,,,,,,29,68,5,7,,,,,,,,,,,418
,30,,10,,789,7,123,280,319,750,8,,,,,,,,,,6,24,0,6,,,,,,,,,,,275
,30,,11,,712,5,156,380,452,700,31,,,,,,,,,,11,99,8,44,,,,,,,,,,,259
,30,,12,,1052,4,226,514,644,1000,52,,,,,,,,,,49,115,22,22,,,,,,,,,,,384
,30,,13,,1168,6,194,480,643,1100,48,,,,,,,,,,21,144,10,33,,,,,,,,,,,386
,30,,14,,146,5,32,62,84,150,1,,,,,,,,,,4,12,0,2,,,,,,,,,,,65
,30,,15,,1517,4,214,531,735,1450,31,,,,,,,,,,136,76,11,9,,,,,,,,,,,471
,30,,16,,1286,0,208,662,781,1250,75,,,,,,,,,,123,127,24,18,,,,,,,,,,,414
,30,,17,,1388,6,270,492,541,1350,59,,,,,,,,,,38,83,10,21,,,,,,,,,,,330
,30,,18,,789,7,141,261,321,750,24,,,,,,,,,,48,53,7,11,,,,,,,,,,,176
,30,,19,,401,6,89,195,230,400,21,,,,,,,,,,14,21,45,4,,,,,,,,,,,125
,30,,20,,779,1,148,356,418,750,19,,,,,,,,,,20,55,28,6,,,,,,,,,,,290
,30,,21,,1340,2,246,436,545,1250,39,,,,,,,,,,33,55,28,12,,,,,,,,,,,378
,30,,22,,1240,6,268,569,687,1200,15,,,,,,,,,,296,21,0,7,,,,,,,,,,,348
,30,,23,,537,6,93,206,255,500,4,,,,,,,,,,68,33,4,1,,,,,,,,,,,145
,30,,24,,1275,2,174,351,442,1200,39,,,,,,,,,,47,57,33,10,,,,,,,,,,,256
,30,,25,,727,5,100,221,271,700,11,,,,,,,,,,49,42,14,6,,,,,,,,,,,120
,30,,26,,1075,5,117,208,263,1000,6,,,,,,,,,,67,41,3,3,,,,,,,,,,,143
,30,,27,,636,3,110,230,279,600,15,,,,,,,,,,11,35,9,11,,,,,,,,,,,198
,30,,28,,731,4,196,367,445,700,32,,,,,,,,,,33,87,8,54,,,,,,,,,,,222
,30,,29,,725,5,161,293,337,700,20,,,,,,,,,,12,37,33,25,,,,,,,,,,,210
,30,,30,,624,0,180,260,307,600,19,,,,,,,,,,17,52,10,11,,,,,,,,,,,197
,30,,31,,1472,3,357,720,891,1400,37,,,,,,,,,,36,30,7,338,,,,,,,,,,,441
,30,,32,,1425,8,205,451,552,1350,21,,,,,,,,,,12,208,58,22,,,,,,,,,,,231
