region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1 - Non-Parliamentary Opposition,2 - Armed Veterans Patriots,3 - United Opposition,5 - United National Movement,6 - Greens Party,8 - Alliance of Patriots,9 - Self-governance to People,11 - Reformers,13 - Future Georgia,14 - Georgian Party,16 - Christian Democrats,17 - Unity Hall,18 - Way of Georgia,20 - Labour Party,26 - Party of People,30 - Merab Kostava Society,41 - Georgian Dream
,17,,38,,1382,4,124,273,356,1200,18,,,,,,,,0,,46,35,,,,,,,,,,,,,255
,17,,39,,1489,7,93,204,305,1300,33,,,,,,,,2,,29,108,,,,,,,,,,,,,133
,17,,40,,1226,1,182,480,688,1150,65,,,,,,,,30,,145,174,,,,,,,,,,,,,272
,17,,41,,1073,4,155,349,450,1000,13,,,,,,,,7,,47,138,,,,,,,,,,,,,245
,17,,42,,1529,6,185,449,634,1450,26,,,,,,,,7,,79,174,,,,,,,,,,,,,344
,17,,43,,1206,1,144,351,543,1100,36,,,,,,,,23,,47,176,,,,,,,,,,,,,260
,17,,47,,704,5,189,281,383,650,22,,,,,,,,14,,26,123,,,,,,,,,,,,,198
,17,,48,,973,3,143,346,529,900,28,,,,,,,,7,,270,60,,,,,,,,,,,,,163
,17,,49,,1387,3,121,234,348,1250,13,,,,,,,,8,,60,106,,,,,,,,,,,,,160
,17,,50,,1124,4,130,327,473,1000,22,,,,,,,,10,,111,115,,,,,,,,,,,,,213
,17,,51,,1102,2,162,390,566,1000,28,,,,,,,,13,,44,164,,,,,,,,,,,,,317
,17,,52,,931,9,118,274,430,850,15,,,,,,,,10,,107,88,,,,,,,,,,,,,210
,17,,53,,901,6,99,290,449,850,22,,,,,,,,3,,129,158,,,,,,,,,,,,,137
,17,,54,,1434,8,104,227,315,1300,13,,,,,,,,1,,24,140,,,,,,,,,,,,,134
,18,,1,,1542,3,290,623,845,1400,30,,,,,,,,17,,454,147,,,,,,,,,,,,,196
,18,,2,,1523,7,266,573,771,1350,18,,,,,,,,12,,224,193,,,,,,,,,,,,,320
,18,,3,,1289,5,256,483,615,1150,20,,,,,,,,14,,241,126,,,,,,,,,,,,,212
,18,,4,,1233,11,216,517,572,1100,14,,,,,,,,8,,253,130,,,,,,,,,,,,,165
,18,,5,,1045,6,157,358,482,900,15,,,,,,,,11,,118,13,,,,,,,,,,,,,325
,18,,6,,1199,6,123,289,441,1000,13,,,,,,,,103,,76,82,,,,,,,,,,,,,167
,18,,7,,1396,8,165,337,495,1200,25,,,,,,,,60,,168,111,,,,,,,,,,,,,129
,18,,8,,317,5,65,168,182,300,7,,,,,,,,5,,43,20,,,,,,,,,,,,,107
,18,,9,,1387,3,227,538,720,1300,33,,,,,,,,44,,122,159,,,,,,,,,,,,,362
,18,,10,,272,2,71,122,138,250,0,,,,,,,,1,,26,32,,,,,,,,,,,,,79
,18,,11,,1457,5,197,489,686,1350,19,,,,,,,,13,,98,362,,,,,,,,,,,,,194
,18,,12,,1307,6,157,393,573,1200,9,,,,,,,,2,,90,299,,,,,,,,,,,,,173
,18,,13,,1070,0,344,687,747,1000,25,,,,,,,,9,,78,218,,,,,,,,,,,,,416
,18,,14,,133,57,44,67,116,200,2,,,,,,,,18,,44,10,,,,,,,,,,,,,27
,18,,15,,1090,1,174,448,617,1000,25,,,,,,,,10,,213,147,,,,,,,,,,,,,222
,18,,16,,438,3,111,211,248,450,12,,,,,,,,8,,44,31,,,,,,,,,,,,,153
,18,,17,,986,0,229,443,569,900,17,,,,,,,,1,,36,15,,,,,,,,,,,,,500
,18,,18,,1407,6,147,300,432,1200,7,,,,,,,,144,,94,60,,,,,,,,,,,,,127
,18,,19,,1254,5,128,303,407,1050,17,,,,,,,,107,,93,73,,,,,,,,,,,,,114
,18,,20,,1281,5,221,433,613,1200,38,,,,,,,,35,,202,122,,,,,,,,,,,,,216
,18,,21,,525,1,106,199,255,500,6,,,,,,,,3,,124,31,,,,,,,,,,,,,91
,18,,22,,232,6,68,142,175,250,4,,,,,,,,4,,50,29,,,,,,,,,,,,,88
,18,,23,,1257,0,207,491,686,1100,83,,,,,,,,75,,200,54,,,,,,,,,,,,,271
,18,,24,,742,4,182,350,446,650,16,,,,,,,,21,,58,85,,,,,,,,,,,,,266
,18,,25,,1551,4,286,618,807,1400,20,,,,,,,,11,,178,224,,,,,,,,,,,,,374
,18,,26,,1166,6,197,382,558,1000,24,,,,,,,,10,,210,21,,,,,,,,,,,,,293
,18,,27,,901,2,115,250,365,750,9,,,,,,,,89,,71,74,,,,,,,,,,,,,122
,18,,28,,1543,6,270,550,762,1450,14,,,,,,,,8,,123,378,,,,,,,,,,,,,239
,18,,29,,886,6,143,339,492,800,17,,,,,,,,26,,240,67,,,,,,,,,,,,,139
,19,,1,,1158,5,260,469,605,950,11,,,,,,,,,,250,23,44,15,23,,,,,,,,,,239
,19,,2,,1126,6,232,499,604,950,12,,,,,,,,,,195,13,52,54,18,,,,,,,,,,260
,19,,3,,401,0,140,256,293,400,10,,,,,,,,,,139,10,10,13,7,,,,,,,,,,104
,19,,4,,251,2,71,168,183,250,5,,,,,,,,,,42,7,8,11,6,,,,,,,,,,104
,19,,5,,295,2,64,140,164,300,8,,,,,,,,,,45,10,5,5,3,,,,,,,,,,88
,19,,6,,197,3,60,113,127,200,3,,,,,,,,,,60,1,2,1,0,,,,,,,,,,60
,19,,7,,106,7,11,60,72,100,2,,,,,,,,,,8,5,3,21,0,,,,,,,,,,33
,19,,8,,576,1,128,284,369,500,13,,,,,,,,,,97,12,64,42,19,,,,,,,,,,122
,19,,9,,653,4,145,319,369,550,10,,,,,,,,,,89,1,13,14,50,,,,,,,,,,192
,19,,10,,220,3,42,104,125,250,3,,,,,,,,,,23,2,40,8,0,,,,,,,,,,49
,19,,11,,739,1,146,324,449,700,23,,,,,,,,,,134,25,49,11,22,,,,,,,,,,184
,19,,12,,918,3,174,395,547,800,32,,,,,,,,,,150,29,74,24,13,,,,,,,,,,225
,19,,13,,260,0,75,156,190,250,0,,,,,,,,,,12,5,28,0,3,,,,,,,,,,139
,19,,14,,320,2,53,150,180,350,3,,,,,,,,,,19,8,26,17,1,,,,,,,,,,106
,19,,15,,387,2,90,171,240,400,6,,,,,,,,,,33,2,74,3,13,,,,,,,,,,109
,19,,16,,593,3,164,325,415,500,18,,,,,,,,,,104,5,40,13,17,,,,,,,,,,214
,19,,17,,682,1,177,275,375,650,13,,,,,,,,,,92,35,64,6,13,,,,,,,,,,152
,19,,18,,234,1,50,112,158,250,1,,,,,,,,,,20,0,3,4,1,,,,,,,,,,129
,19,,19,,787,3,204,411,584,750,16,,,,,,,,,,220,14,45,5,9,,,,,,,,,,268
,19,,20,,990,7,177,402,469,850,10,,,,,,,,,,155,17,33,19,26,,,,,,,,,,209
,21,,1,,1365,8,82,200,237,1150,7,,,,,,,,,25,30,102,,,,,,,,,,,,,73
,21,,2,,1234,7,70,173,224,1050,14,,,,,,,,,20,12,112,,,,,,,,,,,,,66
,21,,3,,1333,10,108,209,258,1150,11,,,,,,,,,7,71,72,,,,,,,,,,,,,97
,21,,4,,1182,8,94,175,215,1000,13,,,,,,,,,5,38,93,,,,,,,,,,,,,66
,21,,5,,1293,2,127,249,323,1150,28,,,,,,,,,9,62,91,,,,,,,,,,,,,133
,21,,6,,1339,8,125,290,383,1200,19,,,,,,,,,19,23,134,,,,,,,,,,,,,188
,21,,7,,1013,4,118,317,386,900,17,,,,,,,,,11,30,83,,,,,,,,,,,,,245
,21,,8,,1359,8,150,284,386,1200,13,,,,,,,,,9,71,124,,,,,,,,,,,,,169
,21,,9,,1117,10,108,204,262,950,11,,,,,,,,,8,27,110,,,,,,,,,,,,,106
,21,,10,,1236,53,218,302,340,950,28,,,,,,,,,84,9,74,,,,,,,,,,,,,109
,21,,11,,1304,10,190,280,324,900,24,,,,,,,,,51,2,42,,,,,,,,,,,,,205
,21,,12,,751,10,133,183,194,550,35,,,,,,,,,67,0,41,,,,,,,,,,,,,51
,21,,13,,1507,0,183,435,582,1400,39,,,,,,,,,11,21,186,,,,,,,,,,,,,322
,21,,14,,1303,2,197,466,618,1250,39,,,,,,,,,18,12,140,,,,,,,,,,,,,407
,21,,15,,383,3,63,127,179,400,6,,,,,,,,,1,3,89,,,,,,,,,,,,,80
,21,,16,,216,2,65,100,115,250,5,,,,,,,,,6,12,16,,,,,,,,,,,,,76
,21,,17,,233,7,44,88,105,250,2,,,,,,,,,0,6,41,,,,,,,,,,,,,56
,21,,18,,1212,6,127,319,423,1100,24,,,,,,,,,5,40,96,,,,,,,,,,,,,258
,21,,19,,1297,8,149,343,465,1200,38,,,,,,,,,5,54,135,,,,,,,,,,,,,233
,21,,20,,1406,5,222,404,515,1300,32,,,,,,,,,23,35,122,,,,,,,,,,,,,303
,21,,21,,1449,16,169,336,466,1300,32,,,,,,,,,14,4,194,,,,,,,,,,,,,202
,21,,22,,660,5,113,197,285,550,18,,,,,,,,,5,6,90,,,,,,,,,,,,,165
,21,,23,,1502,0,264,633,853,1450,45,,,,,,,,,15,170,134,,,,,,,,,,,,,489
,21,,24,,578,5,98,201,277,550,11,,,,,,,,,5,51,37,,,,,,,,,,,,,173
,21,,25,,1257,5,123,204,309,1000,27,,,,,,,,,80,40,86,,,,,,,,,,,,,76
,21,,26,,1362,9,147,312,403,1100,62,,,,,,,,,76,69,73,,,,,,,,,,,,,123
,21,,27,,1156,8,94,182,261,900,32,,,,,,,,,23,22,107,,,,,,,,,,,,,77
,21,,28,,973,7,216,417,513,900,48,,,,,,,,,13,26,70,,,,,,,,,,,,,356
,21,,29,,1092,1,283,555,691,1000,82,,,,,,,,,16,61,77,,,,,,,,,,,,,455
,21,,30,,352,2,83,157,193,350,9,,,,,,,,,3,20,32,,,,,,,,,,,,,129
,21,,31,,892,18,261,512,603,850,72,,,,,,,,,4,45,33,,,,,,,,,,,,,443
,21,,32,,829,4,201,388,488,750,56,,,,,,,,,3,52,40,,,,,,,,,,,,,337
,21,,33,,1114,9,149,320,418,1050,36,,,,,,,,,13,51,161,,,,,,,,,,,,,157
,21,,34,,848,9,114,247,316,800,16,,,,,,,,,5,12,115,,,,,,,,,,,,,168
,21,,35,,1437,5,270,483,596,1400,37,,,,,,,,,14,27,270,,,,,,,,,,,,,247
,21,,36,,1360,5,161,363,441,1300,48,,,,,,,,,8,22,127,,,,,,,,,,,,,236
,21,,37,,239,4,50,84,106,250,9,,,,,,,,,2,15,46,,,,,,,,,,,,,34
,21,,38,,606,13,131,237,287,550,14,,,,,,,,,6,16,70,,,,,,,,,,,,,181
,21,,39,,738,6,81,196,256,700,14,,,,,,,,,8,8,129,,,,,,,,,,,,,97
,21,,40,,1609,6,215,395,508,1350,40,,,,,,,,,15,83,139,,,,,,,,,,,,,230
,21,,41,,1444,8,285,485,604,1300,26,,,,,,,,,20,65,202,,,,,,,,,,,,,291
,21,,42,,1432,6,244,448,595,1200,31,,,,,,,,,6,61,201,,,,,,,,,,,,,296
,21,,43,,1423,6,184,488,631,1350,38,,,,,,,,,16,61,190,,,,,,,,,,,,,324
,21,,44,,1362,3,164,484,638,1300,28,,,,,,,,,10,40,176,,,,,,,,,,,,,381
,21,,45,,60,12,30,42,45,100,1,,,,,,,,,0,2,10,,,,,,,,,,,,,32
,21,,46,,1216,8,221,450,590,1150,65,,,,,,,,,8,73,95,,,,,,,,,,,,,349
,21,,47,,1494,7,269,595,812,1400,110,,,,,,,,,8,59,136,,,,,,,,,,,,,499
,21,,48,,1022,4,158,362,494,900,83,,,,,,,,,7,47,136,,,,,,,,,,,,,220
,21,,49,,1537,9,206,327,425,1400,112,,,,,,,,,17,10,114,,,,,,,,,,,,,172
,21,,50,,1549,4,187,367,431,1400,87,,,,,,,,,15,17,129,,,,,,,,,,,,,183
,21,,51,,1178,7,235,432,592,1100,71,,,,,,,,,16,83,103,,,,,,,,,,,,,319
,21,,52,,1664,10,158,279,343,1400,48,,,,,,,,,53,12,137,,,,,,,,,,,,,93
,21,,53,,1405,7,174,284,393,1200,58,,,,,,,,,42,12,139,,,,,,,,,,,,,142
,21,,54,,1442,6,168,310,425,1250,52,,,,,,,,,100,8,136,,,,,,,,,,,,,128
,21,,55,,1066,21,166,290,353,750,47,,,,,,,,,5,4,54,,,,,,,,,,,,,217
,21,,56,,870,9,131,300,352,650,62,,,,,,,,,14,10,95,,,,,,,,,,,,,171
,21,,57,,1497,0,301,689,884,1450,89,,,,,,,,,102,56,131,,,,,,,,,,,,,506
,21,,58,,1541,7,294,558,686,1350,69,,,,,,,,,167,6,149,,,,,,,,,,,,,285
,21,,59,,1686,4,330,590,771,1450,54,,,,,,,,,236,4,92,,,,,,,,,,,,,385
,21,,60,,903,6,185,282,343,650,20,,,,,,,,,4,1,55,,,,,,,,,,,,,255
,21,,61,,1037,7,232,378,415,800,13,,,,,,,,,6,1,49,,,,,,,,,,,,,346
,21,,62,,984,7,77,135,171,800,9,,,,,,,,,15,24,79,,,,,,,,,,,,,44
,21,,63,,1244,6,158,288,342,1150,14,,,,,,,,,29,23,68,,,,,,,,,,,,,208
,22,,1,,1368,12,100,146,238,1200,12,,,,,,,,1,6,15,114,,,,,1,,,,,,,,89
,22,,2,,1351,13,100,230,292,1200,9,,,,,,,,1,2,10,120,,,,,3,,,,,,,,147
,22,,3,,1241,11,133,271,375,1150,24,,,,,,,,0,13,14,211,,,,,1,,,,,,,,112
,22,,4,,1187,10,93,179,231,1050,19,,,,,,,,0,2,19,85,,,,,8,,,,,,,,98
,22,,5,,1320,9,105,222,323,1200,26,,,,,,,,4,7,6,203,,,,,4,,,,,,,,72
,22,,6,,946,8,67,148,200,850,8,,,,,,,,1,0,24,95,,,,,2,,,,,,,,70
,22,,7,,1177,11,129,284,364,1000,17,,,,,,,,0,0,2,266,,,,,1,,,,,,,,75
,22,,8,,843,11,122,258,343,750,0,,,,,,,,0,6,11,11,,,,,0,,,,,,,,312
,22,,9,,1156,7,152,327,386,1000,10,,,,,,,,0,0,2,28,,,,,3,,,,,,,,343
,22,,10,,1405,7,240,395,462,1300,34,,,,,,,,0,4,215,159,,,,,0,,,,,,,,50
,22,,11,,1504,25,195,384,471,1400,33,,,,,,,,2,2,105,237,,,,,0,,,,,,,,89
,22,,12,,1190,10,147,311,366,1050,46,,,,,,,,1,1,123,115,,,,,0,,,,,,,,80
,22,,13,,1672,3,263,476,588,1500,106,,,,,,,,0,4,269,112,,,,,7,,,,,,,,90
,22,,14,,1371,6,166,300,351,1200,27,,,,,,,,1,1,212,61,,,,,3,,,,,,,,46
,22,,15,,1386,8,210,306,353,1250,65,,,,,,,,0,1,171,67,,,,,0,,,,,,,,49
,22,,16,,517,8,157,259,300,500,31,,,,,,,,1,87,1,1,,,,,0,,,,,,,,179
,22,,17,,202,10,80,104,111,200,5,,,,,,,,0,15,0,1,,,,,0,,,,,,,,90
,22,,18,,1536,4,383,685,791,1400,15,,,,,,,,1,1,9,277,,,,,1,,,,,,,,482
,22,,19,,704,6,105,276,314,600,13,,,,,,,,1,1,27,109,,,,,1,,,,,,,,162
,22,,20,,256,8,62,118,131,250,9,,,,,,,,1,1,20,39,,,,,2,,,,,,,,59
,22,,21,,1325,3,228,476,690,1250,37,,,,,,,,0,16,73,43,,,,,0,,,,,,,,521
,22,,22,,1123,9,170,250,317,950,19,,,,,,,,0,0,23,126,,,,,2,,,,,,,,145
,22,,23,,1225,7,110,250,336,1100,22,,,,,,,,1,0,30,101,,,,,1,,,,,,,,181
,22,,24,,729,29,190,302,376,650,7,,,,,,,,0,2,0,165,,,,,0,,,,,,,,202
,22,,25,,1149,0,0,0,0,1000,0,,,,,,,,0,0,0,0,,,,,0,,,,,,,,0
,22,,26,,1534,6,210,428,570,1450,23,,,,,,,,1,47,7,46,,,,,21,,,,,,,,423
,22,,27,,1117,8,0,337,481,1050,12,,,,,,,,0,73,50,18,,,,,4,,,,,,,,323
,22,,28,,353,23,68,101,122,350,6,,,,,,,,0,29,0,0,,,,,0,,,,,,,,80
,22,,29,,1755,8,258,430,565,1500,12,,,,,,,,9,0,4,254,,,,,2,,,,,,,,284
,22,,30,,1656,10,190,350,482,1500,23,,,,,,,,2,0,8,250,,,,,2,,,,,,,,197
,22,,31,,1735,0,0,0,0,1500,0,,,,,,,,0,0,0,0,,,,,0,,,,,,,,0
,22,,32,,1672,4,300,477,593,1500,26,,,,,,,,1,1,1,399,,,,,1,,,,,,,,164
,22,,33,,493,23,59,117,181,500,4,,,,,,,,4,1,3,23,,,,,0,,,,,,,,133
,22,,34,,1019,5,105,220,241,850,0,,,,,,,,0,11,12,64,,,,,3,,,,,,,,140
,22,,35,,1192,8,101,189,221,950,26,,,,,,,,4,16,14,43,,,,,0,,,,,,,,117
,22,,36,,1221,6,165,415,500,1050,56,,,,,,,,7,43,3,103,,,,,2,,,,,,,,286
,22,,37,,1459,7,140,267,299,1250,22,,,,,,,,2,18,40,123,,,,,1,,,,,,,,93
,22,,38,,1089,5,120,350,460,950,13,,,,,,,,1,0,36,88,,,,,1,,,,,,,,310
,22,,39,,907,0,0,0,0,800,0,,,,,,,,0,0,0,0,,,,,0,,,,,,,,0
,22,,40,,1304,6,255,420,530,1150,39,,,,,,,,3,1,35,125,,,,,0,,,,,,,,327
,22,,41,,1490,4,308,511,542,1150,22,,,,,,,,1,1,91,69,,,,,0,,,,,,,,353
,22,,42,,1259,3,165,390,424,1000,17,,,,,,,,0,0,89,111,,,,,0,,,,,,,,207
,22,,43,,1220,9,153,254,347,1050,58,,,,,,,,3,46,9,108,,,,,1,,,,,,,,122
,22,,44,,1398,7,181,298,326,1250,15,,,,,,,,0,22,35,62,,,,,0,,,,,,,,192
,22,,45,,344,7,91,125,145,350,7,,,,,,,,1,3,11,51,,,,,0,,,,,,,,72
,22,,46,,938,31,130,201,267,850,24,,,,,,,,1,6,40,61,,,,,2,,,,,,,,133
,22,,47,,1032,9,169,261,329,850,42,,,,,,,,3,27,6,124,,,,,2,,,,,,,,125
,22,,48,,1680,6,310,614,747,1500,81,,,,,,,,3,3,199,142,,,,,6,,,,,,,,313
,22,,49,,1610,8,251,525,639,1500,98,,,,,,,,0,0,108,134,,,,,0,,,,,,,,299
,22,,50,,1406,9,253,495,624,1300,79,,,,,,,,13,1,157,94,,,,,6,,,,,,,,267
,22,,51,,995,9,197,279,332,800,24,,,,,,,,1,0,5,65,,,,,1,,,,,,,,236
,22,,52,,1214,9,200,300,372,950,24,,,,,,,,4,2,141,76,,,,,0,,,,,,,,119
,22,,53,,1808,6,196,436,554,1500,33,,,,,,,,0,0,21,89,,,,,1,,,,,,,,390
,22,,54,,851,6,136,290,352,750,13,,,,,,,,1,2,58,30,,,,,0,,,,,,,,248
,22,,55,,1543,10,139,314,399,1300,24,,,,,,,,2,18,20,73,,,,,1,,,,,,,,261
,22,,56,,1300,10,140,275,294,1150,12,,,,,,,,4,1,14,164,,,,,1,,,,,,,,98
,22,,57,,919,0,0,0,0,800,0,,,,,,,,0,0,0,0,,,,,0,,,,,,,,0
,22,,58,,1375,6,150,307,388,1150,12,,,,,,,,1,1,32,94,,,,,0,,,,,,,,248
,22,,59,,1162,6,164,360,447,1050,14,,,,,,,,0,6,88,117,,,,,2,,,,,,,,217
,22,,60,,424,1,120,270,292,400,2,,,,,,,,0,5,0,6,,,,,6,,,,,,,,273
,22,,61,,634,7,158,313,378,550,17,,,,,,,,1,0,5,170,,,,,3,,,,,,,,182
,22,,62,,531,4,125,225,254,500,15,,,,,,,,1,0,2,134,,,,,0,,,,,,,,102
,22,,63,,186,22,55,135,153,200,7,,,,,,,,0,0,2,17,,,,,1,,,,,,,,126
,22,,64,,845,9,64,118,176,750,5,,,,,,,,5,0,12,29,,,,,7,,,,,,,,118
,22,,65,,1584,7,202,447,584,1400,29,,,,,,,,0,0,8,365,,,,,2,,,,,,,,180
,22,,66,,1363,9,33,220,261,1200,13,,,,,,,,10,7,15,97,,,,,1,,,,,,,,118
,22,,67,,1219,14,79,192,263,1050,21,,,,,,,,1,8,8,156,,,,,2,,,,,,,,67
,22,,68,,965,12,140,248,320,850,17,,,,,,,,1,5,5,262,,,,,0,,,,,,,,27
,22,,69,,1356,13,104,243,371,1250,15,,,,,,,,1,1,5,278,,,,,0,,,,,,,,69
,22,,71,,1101,12,132,301,362,1000,17,,,,,,,,0,3,14,14,,,,,0,,,,,,,,314
,22,,72,,1227,8,171,294,388,1100,36,,,,,,,,0,1,260,34,,,,,0,,,,,,,,57
,22,,73,,845,8,140,214,253,750,14,,,,,,,,0,2,95,86,,,,,2,,,,,,,,54
,22,,74,,562,5,94,215,254,500,0,,,,,,,,1,3,58,97,,,,,0,,,,,,,,85
,22,,75,,508,9,141,243,293,500,7,,,,,,,,0,3,5,75,,,,,0,,,,,,,,199
,22,,76,,1171,4,174,321,381,1000,18,,,,,,,,3,2,118,150,,,,,0,,,,,,,,90
,22,,77,,1040,7,99,207,260,900,2,,,,,,,,0,0,27,89,,,,,1,,,,,,,,141
,22,,78,,1259,9,228,510,539,1150,35,,,,,,,,2,21,13,227,,,,,33,,,,,,,,204
,22,,79,,1663,6,200,429,570,1500,32,,,,,,,,4,1,4,306,,,,,2,,,,,,,,215
,22,,80,,776,7,78,431,492,650,13,,,,,,,,0,3,147,38,,,,,0,,,,,,,,291
,22,,81,,1035,3,170,360,528,850,4,,,,,,,,0,1,60,80,,,,,0,,,,,,,,383
,22,,82,,1203,6,155,234,336,1000,48,,,,,,,,3,13,21,104,,,,,3,,,,,,,,140
,22,,83,,1599,10,361,0,741,1450,81,,,,,,,,21,2,158,136,,,,,0,,,,,,,,323
,22,,84,,943,6,100,253,295,800,16,,,,,,,,21,4,17,87,,,,,0,,,,,,,,150
,22,,85,,1010,11,79,157,246,900,16,,,,,,,,0,3,10,140,,,,,3,,,,,,,,74
,22,,86,,711,12,63,121,156,600,10,,,,,,,,1,0,17,47,,,,,4,,,,,,,,77
,22,,87,,307,8,81,156,162,350,0,,,,,,,,0,0,5,78,,,,,3,,,,,,,,76
,23,,1,,1004,10,128,318,376,900,20,,,,,,,,,,70,42,,,,,,,,,,,,,245
,23,,2,,1295,9,188,349,426,1200,19,,,,,,,,,,49,49,,,,,,,,,,,,,308
,23,,3,,1313,10,175,376,450,1200,14,,,,,,,,,,66,37,,,,,,,,,,,,,333
,23,,4,,1134,8,133,273,349,1050,14,,,,,,,,,,38,21,,,,,,,,,,,,,276
,23,,5,,1352,7,165,351,439,1250,29,,,,,,,,,,71,36,,,,,,,,,,,,,303
,23,,6,,1249,5,180,355,426,1150,26,,,,,,,,,,103,39,,,,,,,,,,,,,258
,23,,7,,275,19,56,195,218,300,6,,,,,,,,,,31,28,,,,,,,,,,,,,153
,23,,8,,492,8,75,185,290,500,11,,,,,,,,,,16,40,,,,,,,,,,,,,222
,23,,9,,706,10,49,186,261,650,21,,,,,,,,,,12,33,,,,,,,,,,,,,195
,23,,10,,853,8,122,238,306,750,14,,,,,,,,,,19,96,,,,,,,,,,,,,176
,23,,11,,1514,11,165,383,501,1350,70,,,,,,,,,,126,74,,,,,,,,,,,,,231
,23,,12,,1492,9,241,525,612,1400,91,,,,,,,,,,125,92,,,,,,,,,,,,,301
,23,,13,,1559,8,203,408,502,1400,74,,,,,,,,,,80,82,,,,,,,,,,,,,266
,23,,14,,756,10,106,246,323,700,47,,,,,,,,,,72,61,,,,,,,,,,,,,143
,23,,15,,821,8,107,223,282,700,15,,,,,,,,,,12,64,,,,,,,,,,,,,190
,23,,16,,198,6,42,77,84,200,6,,,,,,,,,,3,15,,,,,,,,,,,,,60
,23,,17,,553,8,157,236,246,500,29,,,,,,,,,,51,54,,,,,,,,,,,,,112
,23,,18,,700,8,105,197,235,600,24,,,,,,,,,,56,27,,,,,,,,,,,,,128
,23,,19,,116,8,43,64,69,100,6,,,,,,,,,,6,15,,,,,,,,,,,,,42
,23,,20,,1334,6,117,370,537,1150,85,,,,,,,,,,32,77,,,,,,,,,,,,,343
,23,,21,,573,8,137,200,232,500,15,,,,,,,,,,17,48,,,,,,,,,,,,,152
,23,,22,,1433,11,211,524,662,1250,4,,,,,,,,,,271,29,,,,,,,,,,,,,356
,23,,23,,427,9,118,176,179,400,11,,,,,,,,,,21,6,,,,,,,,,,,,,141
,23,,24,,301,9,68,150,162,300,14,,,,,,,,,,27,16,,,,,,,,,,,,,105
,23,,25,,248,10,80,144,157,250,16,,,,,,,,,,51,5,,,,,,,,,,,,,85
,23,,26,,1328,11,257,333,363,950,45,,,,,,,,,,39,23,,,,,,,,,,,,,254
,23,,27,,1303,7,156,248,300,1000,38,,,,,,,,,,38,14,,,,,,,,,,,,,210
,23,,28,,259,9,44,87,101,250,5,,,,,,,,,,8,5,,,,,,,,,,,,,82
,23,,29,,331,7,99,142,151,300,6,,,,,,,,,,13,10,,,,,,,,,,,,,122
,23,,30,,1044,8,251,429,442,800,34,,,,,,,,,,19,38,,,,,,,,,,,,,351
,23,,31,,932,8,218,380,431,700,47,,,,,,,,,,16,54,,,,,,,,,,,,,314
,23,,32,,598,6,115,278,306,500,10,,,,,,,,,,7,10,,,,,,,,,,,,,279
,23,,33,,773,7,187,400,419,600,0,,,,,,,,,,11,12,,,,,,,,,,,,,394
,23,,34,,1428,8,195,382,457,1200,10,,,,,,,,,,10,11,,,,,,,,,,,,,426
,23,,35,,1238,8,260,450,536,1050,13,,,,,,,,,,5,15,,,,,,,,,,,,,496
,23,,36,,1153,6,120,267,351,1000,10,,,,,,,,,,3,3,,,,,,,,,,,,,335
,23,,37,,637,9,144,252,326,550,13,,,,,,,,,,25,13,,,,,,,,,,,,,275
,23,,38,,1056,8,180,342,394,900,24,,,,,,,,,,171,20,,,,,,,,,,,,,179
,23,,39,,177,10,61,80,96,200,6,,,,,,,,,,6,22,,,,,,,,,,,,,63
,23,,40,,1181,9,110,270,361,1000,20,,,,,,,,,,29,29,,,,,,,,,,,,,271
,23,,41,,1304,3,242,589,778,1250,45,,,,,,,,,,362,62,,,,,,,,,,,,,309
,23,,42,,462,10,69,146,172,400,28,,,,,,,,,,27,33,,,,,,,,,,,,,84
,23,,43,,644,5,147,301,363,600,15,,,,,,,,,,82,11,,,,,,,,,,,,,254
,23,,44,,324,9,66,140,171,350,14,,,,,,,,,,17,34,,,,,,,,,,,,,106
,23,,45,,456,7,103,195,229,450,2,,,,,,,,,,54,48,,,,,,,,,,,,,125
,23,,46,,490,9,110,175,207,450,12,,,,,,,,,,32,77,,,,,,,,,,,,,85
,23,,47,,1397,9,190,404,486,1150,55,,,,,,,,,,58,188,,,,,,,,,,,,,184
,23,,48,,1317,9,203,390,464,1050,72,,,,,,,,,,92,159,,,,,,,,,,,,,141
,23,,49,,1332,12,184,365,466,1100,53,,,,,,,,,,105,103,,,,,,,,,,,,,200
,23,,50,,1321,13,214,350,426,1100,71,,,,,,,,,,70,72,,,,,,,,,,,,,213
,23,,51,,1334,8,254,500,606,1150,123,,,,,,,,,,153,125,,,,,,,,,,,,,205
,23,,52,,472,6,111,227,278,500,23,,,,,,,,,,33,30,,,,,,,,,,,,,186
,23,,53,,1821,10,232,439,519,1400,9,,,,,,,,,,38,70,,,,,,,,,,,,,402
,23,,54,,1062,10,139,296,345,800,6,,,,,,,,,,6,10,,,,,,,,,,,,,323
,23,,55,,1300,9,204,272,380,1000,19,,,,,,,,,,6,17,,,,,,,,,,,,,335
,23,,56,,1436,11,150,290,412,1100,14,,,,,,,,,,13,15,,,,,,,,,,,,,370
,23,,57,,354,5,74,162,225,350,7,,,,,,,,,,28,22,,,,,,,,,,,,,168
,23,,58,,296,4,47,92,111,300,4,,,,,,,,,,6,8,,,,,,,,,,,,,93
