"shape","common_id","common_name","Total Voter Turnout (#)","Total Voter Turnout (%)","Number of Precincts with Invalid Ballots from 0-1%","Number of Precincts with Invalid Ballots from 1-3%","Number of Precincts with Invalid Ballots from 3-5%","Number of Precincts with Invalid Ballots > 5%","Invalid Ballots (%)","Precincts with More Ballots Than Votes (#)","Precincts with More Ballots Than Votes (%)","More Ballots Than Votes (Average)","More Ballots Than Votes (#)","Precincts with More Votes than Ballots (#)","Precincts with More Votes than Ballots (%)","More Votes than Ballots (Average)","More Votes than Ballots (#)","Average votes per minute (08:00-12:00)","Average votes per minute (12:00-17:00)","Average votes per minute (17:00-20:00)","Number of Precincts with votes per minute > 2 (08:00-12:00)","Number of Precincts with votes per minute > 2 (12:00-17:00)","Number of Precincts with votes per minute > 2 (17:00-20:00)","Number of Precincts with votes per minute > 2","Precincts Reported (#)","Precincts Reported (%)","United Opposition","United National Movement","Greens Party","Alliance of Patriots","Georgian Party","Way of Georgia","Georgian Dream"
"Precinct","73","32-73","292","37.8238",\N,\N,\N,\N,"2.9900",\N,\N,\N,"0",\N,\N,\N,"0","0.2792","0.5067","0.4556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","49.3151","0.0000","50.6849"
"Precinct","74","32-74","437","48.4479",\N,\N,\N,\N,"5.2061",\N,\N,\N,"0",\N,\N,\N,"0","0.5792","0.7667","0.5111",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","49.4279","0.0000","50.5721"
"Precinct","75","32-75","604","43.1737",\N,\N,\N,\N,"2.7375",\N,\N,\N,"0",\N,\N,\N,"0","0.7875","0.7833","1.0944",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","14.7351","0.0000","85.2649"
"Precinct","76","32-76","196","41.2632",\N,\N,\N,\N,"2.9703",\N,\N,\N,"0",\N,\N,\N,"0","0.2333","0.2933","0.3222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","21.4286","0.0000","78.5714"
"Precinct","77","32-77","465","32.8622",\N,\N,\N,\N,"2.5157",\N,\N,\N,"0",\N,\N,\N,"0","0.7125","0.6600","0.6000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","25.5914","0.0000","74.4086"
"Precinct","78","32-78","510","33.3333",\N,\N,\N,\N,"3.2258",\N,\N,\N,"4",\N,\N,\N,"0","0.8708","0.6167","0.7389",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","36.6667","0.0000","62.5490"
"Precinct","79","32-79","619","39.9097",\N,\N,\N,\N,"3.4321",\N,\N,\N,"0",\N,\N,\N,"0","1.0208","0.7433","0.9611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","46.5267","0.0000","53.4733"
"Precinct","87","32-87","306","44.8023",\N,\N,\N,\N,"2.5478",\N,\N,\N,"0",\N,\N,\N,"0","0.4000","0.4467","0.4667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","24.5098","0.0000","75.4902"
"Precinct","88","32-88","403","35.6953",\N,\N,\N,\N,"2.8916",\N,\N,\N,"0",\N,\N,\N,"0","0.4667","0.6133","0.6611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","22.0844","0.0000","77.9156"
"Precinct","89","32-89","237","28.5542",\N,\N,\N,\N,"2.8689",\N,\N,\N,"1",\N,\N,\N,"0","0.3083","0.4467","0.2000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","16.0338","0.0000","83.5443"
"Precinct","90","32-90","419","47.8311",\N,\N,\N,\N,"1.1792",\N,\N,\N,"5",\N,\N,\N,"0","0.5250","0.5100","0.8056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","16.2291","0.0000","82.5776"
"Precinct","91","32-91","402","39.6841",\N,\N,\N,\N,"2.4272",\N,\N,\N,"1",\N,\N,\N,"0","0.5167","0.7267","0.3889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","48.0100","0.0000","51.7413"
"Precinct","92","32-92","466","40.6632",\N,\N,\N,\N,"1.8947",\N,\N,\N,"0",\N,\N,\N,"0","0.4167","0.6400","1.0167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","47.6395","0.0000","52.3605"
"Precinct","93","32-93","412","33.9654",\N,\N,\N,\N,"4.1860",\N,\N,\N,"0",\N,\N,\N,"0","0.5042","0.5967","0.7222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","17.7184","0.0000","82.2816"
"Precinct","94","32-94","365","36.3546",\N,\N,\N,\N,"3.1830",\N,\N,\N,"1",\N,\N,\N,"0","0.5417","0.6267","0.3278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","37.2603","0.0000","62.4658"
"Precinct","97","32-97","299","26.2281",\N,\N,\N,\N,"1.6447",\N,\N,\N,"0",\N,\N,\N,"0","0.4292","0.4367","0.3889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","42.4749","0.0000","57.5251"
"Precinct","98","32-98","293","19.5464",\N,\N,\N,\N,"0.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.4375","0.3100","0.5278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","29.3515","0.0000","70.6485"
"Precinct","99","32-99","580","50.6993",\N,\N,\N,\N,"5.6911",\N,\N,\N,"0",\N,\N,\N,"0","0.9042","1.0067","0.5333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","32.7586","0.0000","67.2414"
"Precinct","100","32-100","605","52.6087",\N,\N,\N,\N,"2.8892",\N,\N,\N,"0",\N,\N,\N,"0","1.0417","0.6667","0.9611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","46.9421","0.0000","53.0579"
"Precinct","102","32-102","235","71.6463",\N,\N,\N,\N,"4.0816",\N,\N,\N,"0",\N,\N,\N,"0","0.4417","0.2600","0.3389",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","45.5319","0.0000","54.4681"
"Precinct","103","32-103","98","50.5155",\N,\N,\N,\N,"6.6667",\N,\N,\N,"0",\N,\N,\N,"0","0.2500","0.1267","0.0389",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","44.8980","0.0000","55.1020"
"Precinct","104","32-104","153","79.2746",\N,\N,\N,\N,"4.3750",\N,\N,\N,"0",\N,\N,\N,"0","0.2458","0.1833","0.2556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","33.9869","0.0000","66.0131"
"Precinct","105","32-105","260","66.6667",\N,\N,\N,\N,"2.2556",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.3233","0.2444",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","58.8462","0.0000","41.1538"
"Precinct","106","32-106","215","71.6667",\N,\N,\N,\N,"4.0179",\N,\N,\N,"0",\N,\N,\N,"0","0.5792","0.2267","0.0944",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","33.4884","0.0000","66.5116"
"Precinct","1","49-1","513","43.4746",\N,\N,\N,\N,"1.5355",\N,\N,\N,"0",\N,\N,\N,"0","0.9958","0.5267","0.6889",\N,\N,\N,\N,\N,\N,"0.0000","39.5712","0.0000","0.0000","0.0000","0.0000","60.4288"
"Precinct","2","49-2","668","48.5465",\N,\N,\N,\N,"2.9070",\N,\N,\N,"0",\N,\N,\N,"0","0.9792","1.0733","0.7278",\N,\N,\N,\N,\N,\N,"0.0000","40.8683","0.0000","0.0000","0.0000","0.0000","59.1317"
"Precinct","3","49-3","666","49.2604",\N,\N,\N,\N,"2.7737",\N,\N,\N,"0",\N,\N,\N,"0","0.9333","0.8733","1.1056",\N,\N,\N,\N,\N,\N,"0.0000","38.4384","0.0000","0.0000","0.0000","0.0000","61.5616"
"Precinct","4","49-4","658","60.9259",\N,\N,\N,\N,"1.4970",\N,\N,\N,"0",\N,\N,\N,"0","0.9042","0.8800","1.0389",\N,\N,\N,\N,\N,\N,"0.0000","53.4954","0.0000","0.0000","0.0000","0.0000","46.5046"
"Precinct","5","49-5","648","59.3951",\N,\N,\N,\N,"1.8182",\N,\N,\N,"0",\N,\N,\N,"0","0.9542","0.8533","0.9722",\N,\N,\N,\N,\N,\N,"0.0000","51.5432","0.0000","0.0000","0.0000","0.0000","48.4568"
"Precinct","6","49-6","762","52.7701",\N,\N,\N,\N,"1.1673",\N,\N,\N,"1",\N,\N,\N,"0","1.1125","1.0633","1.0278",\N,\N,\N,\N,\N,\N,"0.0000","40.4199","0.0000","0.0000","0.0000","0.0000","59.4488"
"Precinct","7","49-7","363","51.4894",\N,\N,\N,\N,"0.8197",\N,\N,\N,"0",\N,\N,\N,"0","0.6958","0.5200","0.2389",\N,\N,\N,\N,\N,\N,"0.0000","28.6501","0.0000","0.0000","0.0000","0.0000","71.3499"
"Precinct","8","49-8","341","74.4541",\N,\N,\N,\N,"1.7291",\N,\N,\N,"0",\N,\N,\N,"0","0.6250","0.4267","0.3833",\N,\N,\N,\N,\N,\N,"0.0000","43.4018","0.0000","0.0000","0.0000","0.0000","56.5982"
"Precinct","9","49-9","617","57.0240",\N,\N,\N,\N,"1.2800",\N,\N,\N,"0",\N,\N,\N,"0","1.2625","0.6333","0.7333",\N,\N,\N,\N,\N,\N,"0.0000","34.5219","0.0000","0.0000","0.0000","0.0000","65.4781"
"Precinct","10","49-10","294","48.8372",\N,\N,\N,\N,"1.3423",\N,\N,\N,"0",\N,\N,\N,"0","0.5917","0.2333","0.4778",\N,\N,\N,\N,\N,\N,"0.0000","31.2925","0.0000","0.0000","0.0000","0.0000","68.7075"
"Precinct","11","49-11","782","55.6584",\N,\N,\N,\N,"1.7588",\N,\N,\N,"0",\N,\N,\N,"0","1.2750","0.8900","1.2389",\N,\N,\N,\N,\N,\N,"0.0000","37.5959","0.0000","0.0000","0.0000","0.0000","62.4041"
"Precinct","12","49-12","603","45.9954",\N,\N,\N,\N,"1.1475",\N,\N,\N,"0",\N,\N,\N,"0","0.9333","0.7733","0.8556",\N,\N,\N,\N,\N,\N,"0.0000","28.8557","0.0000","0.0000","0.0000","0.0000","71.1443"
"Precinct","13","49-13","403","56.9209",\N,\N,\N,\N,"1.9465",\N,\N,\N,"0",\N,\N,\N,"0","0.7625","0.4600","0.5000",\N,\N,\N,\N,\N,\N,"0.0000","15.6328","0.0000","0.0000","0.0000","0.0000","84.3672"
"Precinct","14","49-14","720","53.7715",\N,\N,\N,\N,"2.7027",\N,\N,\N,"0",\N,\N,\N,"0","1.2167","0.8067","1.1444",\N,\N,\N,\N,\N,\N,"0.0000","44.4444","0.0000","0.0000","0.0000","0.0000","55.5556"
"Precinct","15","49-15","509","37.5092",\N,\N,\N,\N,"0.5859",\N,\N,\N,"0",\N,\N,\N,"0","0.9333","0.6433","0.5278",\N,\N,\N,\N,\N,\N,"0.0000","28.8802","0.0000","0.0000","0.0000","0.0000","71.1198"
"Precinct","16","49-16","339","50.2967",\N,\N,\N,\N,"2.0231",\N,\N,\N,"0",\N,\N,\N,"0","0.4458","0.5800","0.3611",\N,\N,\N,\N,\N,\N,"0.0000","50.1475","0.0000","0.0000","0.0000","0.0000","49.8525"
"Precinct","17","49-17","651","53.0995",\N,\N,\N,\N,"1.5129",\N,\N,\N,"0",\N,\N,\N,"0","1.0583","0.9133","0.7389",\N,\N,\N,\N,\N,\N,"0.0000","45.4685","0.0000","0.0000","0.0000","0.0000","54.5315"
"Precinct","18","49-18","804","51.4395",\N,\N,\N,\N,"0.8631",\N,\N,\N,"0",\N,\N,\N,"0","1.3500","0.9800","1.0722",\N,\N,\N,\N,\N,\N,"0.0000","39.8010","0.0000","0.0000","0.0000","0.0000","60.1990"
"Precinct","19","49-19","743","59.9677",\N,\N,\N,\N,"1.8494",\N,\N,\N,"0",\N,\N,\N,"0","1.0250","1.0633","1.0667",\N,\N,\N,\N,\N,\N,"0.0000","32.0323","0.0000","0.0000","0.0000","0.0000","67.9677"
"Precinct","20","49-20","636","58.1885",\N,\N,\N,\N,"1.8519",\N,\N,\N,"0",\N,\N,\N,"0","0.9000","0.7033","1.2278",\N,\N,\N,\N,\N,\N,"0.0000","47.6415","0.0000","0.0000","0.0000","0.0000","52.3585"
"Precinct","21","49-21","628","52.1162",\N,\N,\N,\N,"1.4129",\N,\N,\N,"0",\N,\N,\N,"0","0.9375","0.6933","1.1333",\N,\N,\N,\N,\N,\N,"0.0000","42.6752","0.0000","0.0000","0.0000","0.0000","57.3248"
"Precinct","22","49-22","594","52.7531",\N,\N,\N,\N,"1.9802",\N,\N,\N,"0",\N,\N,\N,"0","0.9625","0.7533","0.8278",\N,\N,\N,\N,\N,\N,"0.0000","34.6801","0.0000","0.0000","0.0000","0.0000","65.3199"
"Precinct","23","49-23","712","55.3655",\N,\N,\N,\N,"3.2609",\N,\N,\N,"0",\N,\N,\N,"0","1.2333","1.0167","0.7500",\N,\N,\N,\N,\N,\N,"0.0000","35.6742","0.0000","0.0000","0.0000","0.0000","64.3258"
"Precinct","24","49-24","784","55.0175",\N,\N,\N,\N,"1.2594",\N,\N,\N,"0",\N,\N,\N,"0","1.1375","1.1700","0.9444",\N,\N,\N,\N,\N,\N,"0.0000","30.6122","0.0000","0.0000","0.0000","0.0000","69.3878"
"Precinct","25","49-25","723","53.0837",\N,\N,\N,\N,"1.3643",\N,\N,\N,"0",\N,\N,\N,"0","1.5833","0.7000","0.7944",\N,\N,\N,\N,\N,\N,"0.0000","42.7386","0.0000","0.0000","0.0000","0.0000","57.2614"
"Precinct","26","49-26","628","53.5836",\N,\N,\N,\N,"0.6329",\N,\N,\N,"0",\N,\N,\N,"0","1.0958","0.7033","0.8778",\N,\N,\N,\N,\N,\N,"0.0000","42.8344","0.0000","0.0000","0.0000","0.0000","57.1656"
"Precinct","27","49-27","519","61.9332",\N,\N,\N,\N,"1.1429",\N,\N,\N,"0",\N,\N,\N,"0","0.7375","0.7200","0.7333",\N,\N,\N,\N,\N,\N,"0.0000","27.1676","0.0000","0.0000","0.0000","0.0000","72.8324"
"Precinct","28","49-28","333","61.3260",\N,\N,\N,\N,"1.4793",\N,\N,\N,"0",\N,\N,\N,"0","0.5792","0.3733","0.4833",\N,\N,\N,\N,\N,\N,"0.0000","45.9459","0.0000","0.0000","0.0000","0.0000","54.0541"
"Precinct","29","49-29","427","55.2393",\N,\N,\N,\N,"1.6129",\N,\N,\N,"0",\N,\N,\N,"0","0.7083","0.5567","0.5389",\N,\N,\N,\N,\N,\N,"0.0000","31.6159","0.0000","0.0000","0.0000","0.0000","68.3841"
"Precinct","30","49-30","439","59.4851",\N,\N,\N,\N,"1.5695",\N,\N,\N,"0",\N,\N,\N,"0","0.5833","0.6933","0.5444",\N,\N,\N,\N,\N,\N,"0.0000","34.1686","0.0000","0.0000","0.0000","0.0000","65.8314"
"Precinct","31","49-31","363","51.0549",\N,\N,\N,\N,"1.3587",\N,\N,\N,"0",\N,\N,\N,"0","0.6750","0.4400","0.4111",\N,\N,\N,\N,\N,\N,"0.0000","32.2314","0.0000","0.0000","0.0000","0.0000","67.7686"
"Precinct","32","49-32","450","55.0122",\N,\N,\N,\N,"1.9608",\N,\N,\N,"0",\N,\N,\N,"0","0.8333","0.4500","0.6889",\N,\N,\N,\N,\N,\N,"0.0000","42.4444","0.0000","0.0000","0.0000","0.0000","57.5556"
"Precinct","33","49-33","192","63.1579",\N,\N,\N,\N,"1.5385",\N,\N,\N,"0",\N,\N,\N,"0","0.4208","0.2200","0.1556",\N,\N,\N,\N,\N,\N,"0.0000","50.0000","0.0000","0.0000","0.0000","0.0000","50.0000"
"Precinct","1","52-1","402","34.8354",\N,\N,\N,\N,"1.2285",\N,\N,\N,"0",\N,\N,\N,"0","0.8667","0.3500","0.5222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","49.7512","50.2488"
"Precinct","2","52-2","453","44.6746",\N,\N,\N,\N,"2.1598",\N,\N,\N,"3",\N,\N,\N,"0","0.8792","0.5367","0.5056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","47.2406","52.0971"
"Precinct","3","52-3","436","43.6000",\N,\N,\N,\N,"2.6786",\N,\N,\N,"0",\N,\N,\N,"0","0.6292","0.6133","0.6278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","44.7248","55.2752"
"Precinct","4","52-4","448","40.7273",\N,\N,\N,\N,"2.8200",\N,\N,\N,"0",\N,\N,\N,"0","0.8625","0.5467","0.5000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","32.3661","67.6339"
"Precinct","5","52-5","446","42.6794",\N,\N,\N,\N,"2.1930",\N,\N,\N,"0",\N,\N,\N,"0","0.9375","0.4267","0.5722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","39.0135","60.9865"
"Precinct","6","52-6","334","35.4942",\N,\N,\N,\N,"2.0528",\N,\N,\N,"3",\N,\N,\N,"0","0.4708","0.6000","0.2667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","64.9701","34.1317"
"Precinct","7","52-7","219","37.1817",\N,\N,\N,\N,"1.3514",\N,\N,\N,"0",\N,\N,\N,"0","0.3750","0.2667","0.2889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","65.2968","34.7032"
"Precinct","8","52-8","440","45.5959",\N,\N,\N,\N,"1.7857",\N,\N,\N,"0",\N,\N,\N,"0","0.7917","0.4733","0.6444",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","49.0909","50.9091"
"Precinct","9","52-9","508","47.7893",\N,\N,\N,\N,"0.9747",\N,\N,\N,"0",\N,\N,\N,"0","0.8000","0.5300","0.9000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","50.9843","49.0157"
"Precinct","10","52-10","131","44.7099",\N,\N,\N,\N,"1.5038",\N,\N,\N,"0",\N,\N,\N,"0","0.3542","0.1000","0.1000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","52.6718","47.3282"
"Precinct","11","52-11","236","47.5806",\N,\N,\N,\N,"1.6667",\N,\N,\N,"0",\N,\N,\N,"0","0.5042","0.2433","0.2556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","34.3220","65.6780"
"Precinct","12","52-12","588","42.4242",\N,\N,\N,\N,"1.8364",\N,\N,\N,"0",\N,\N,\N,"0","0.8542","0.7600","0.9222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","39.6259","60.3741"
"Precinct","13","52-13","334","39.0187",\N,\N,\N,\N,"2.6239",\N,\N,\N,"0",\N,\N,\N,"0","0.6083","0.4367","0.3667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","37.4251","62.5749"
"Precinct","14","52-14","451","45.8800",\N,\N,\N,\N,"0.6608",\N,\N,\N,"0",\N,\N,\N,"0","0.7250","0.5233","0.6833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","23.0599","76.9401"
"Precinct","15","52-15","596","56.6002",\N,\N,\N,\N,"1.1609",\N,\N,\N,"0",\N,\N,\N,"0","1.0417","0.9000","0.4611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","42.2819","57.7181"
"Precinct","16","52-16","440","44.5344",\N,\N,\N,\N,"3.9301",\N,\N,\N,"0",\N,\N,\N,"0","1.0458","0.3700","0.5333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","46.5909","53.4091"
"Precinct","17","52-17","229","48.5169",\N,\N,\N,\N,"1.7167",\N,\N,\N,"0",\N,\N,\N,"0","0.5250","0.2067","0.2500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","48.4716","51.5284"
"Precinct","18","52-18","157","50.3205",\N,\N,\N,\N,"1.8750",\N,\N,\N,"0",\N,\N,\N,"0","0.3583","0.1833","0.1056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","45.2229","54.7771"
"Precinct","19","52-19","148","43.9169",\N,\N,\N,\N,"3.8961",\N,\N,\N,"0",\N,\N,\N,"0","0.2625","0.2000","0.1722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","52.0270","47.9730"
"Precinct","20","52-20","161","58.7591",\N,\N,\N,\N,"4.1667",\N,\N,\N,"0",\N,\N,\N,"0","0.3958","0.1833","0.1000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","28.5714","71.4286"
"Precinct","21","52-21","159","52.4752",\N,\N,\N,\N,"1.8519",\N,\N,\N,"0",\N,\N,\N,"0","0.2917","0.1667","0.2333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","72.3270","27.6730"
"Precinct","22","52-22","235","40.1024",\N,\N,\N,\N,"1.6736",\N,\N,\N,"0",\N,\N,\N,"0","0.2500","0.2667","0.5500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","19.5745","80.4255"
"Precinct","23","52-23","333","35.3879",\N,\N,\N,\N,"4.3103",\N,\N,\N,"0",\N,\N,\N,"0","0.6833","0.2733","0.5667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","46.5465","53.4535"
"Precinct","24","52-24","318","39.0184",\N,\N,\N,\N,"2.4540",\N,\N,\N,"0",\N,\N,\N,"0","0.5292","0.4167","0.4111",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","42.4528","57.5472"
"Precinct","25","52-25","321","42.3483",\N,\N,\N,\N,"1.8349",\N,\N,\N,"1",\N,\N,\N,"0","0.5875","0.3233","0.4944",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","44.8598","54.8287"
"Precinct","26","52-26","407","50.6849",\N,\N,\N,\N,"1.9277",\N,\N,\N,"0",\N,\N,\N,"0","0.5292","0.6867","0.4556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","48.6486","51.3514"
"Precinct","27","52-27","318","49.6875",\N,\N,\N,\N,"2.1538",\N,\N,\N,"0",\N,\N,\N,"0","0.4792","0.4100","0.4833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","54.4025","45.5975"
"Precinct","28","52-28","228","44.1860",\N,\N,\N,\N,"2.1459",\N,\N,\N,"0",\N,\N,\N,"0","0.3833","0.3633","0.1778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","42.5439","57.4561"
"Precinct","29","52-29","350","56.5428",\N,\N,\N,\N,"1.1299",\N,\N,\N,"0",\N,\N,\N,"0","0.5000","0.5667","0.3556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","32.5714","67.4286"
"Precinct","30","52-30","299","47.1609",\N,\N,\N,\N,"1.9672",\N,\N,\N,"0",\N,\N,\N,"0","0.5625","0.4167","0.2500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","0.0000","31.1037","68.8963"
"Precinct","1","55-1","834","60.2166",\N,\N,\N,\N,"2.2274",\N,\N,\N,"3",\N,\N,\N,"0","1.6542","0.9867","0.8889",\N,\N,\N,\N,\N,\N,"0.0000","40.2878","0.0000","0.0000","0.0000","0.0000","59.3525"
"Precinct","2","55-2","869","63.4770",\N,\N,\N,\N,"1.2500",\N,\N,\N,"0",\N,\N,\N,"0","1.7292","0.8867","1.1056",\N,\N,\N,\N,\N,\N,"0.0000","35.6732","0.0000","0.0000","0.0000","0.0000","64.3268"
"Precinct","3","55-3","885","62.5442",\N,\N,\N,\N,"1.9934",\N,\N,\N,"2",\N,\N,\N,"0","1.8500","0.7967","1.2222",\N,\N,\N,\N,\N,\N,"0.0000","38.3051","0.0000","0.0000","0.0000","0.0000","61.4689"
"Precinct","4","55-4","844","61.7410",\N,\N,\N,\N,"1.6317",\N,\N,\N,"3",\N,\N,\N,"0","1.0833","1.2333","1.2667",\N,\N,\N,\N,\N,\N,"0.0000","43.1280","0.0000","0.0000","0.0000","0.0000","56.5166"
"Precinct","5","55-5","579","62.3251",\N,\N,\N,\N,"1.6978",\N,\N,\N,"0",\N,\N,\N,"0","1.2542","0.6100","0.5833",\N,\N,\N,\N,\N,\N,"0.0000","67.0121","0.0000","0.0000","0.0000","0.0000","32.9879"
"Precinct","6","55-6","443","66.5165",\N,\N,\N,\N,"1.3363",\N,\N,\N,"0",\N,\N,\N,"0","0.8750","0.5267","0.4500",\N,\N,\N,\N,\N,\N,"0.0000","32.2799","0.0000","0.0000","0.0000","0.0000","67.7201"
"Precinct","7","55-7","616","63.7022",\N,\N,\N,\N,"1.9108",\N,\N,\N,"0",\N,\N,\N,"0","1.1042","0.8400","0.6167",\N,\N,\N,\N,\N,\N,"0.0000","45.7792","0.0000","0.0000","0.0000","0.0000","54.2208"
"Precinct","8","55-8","519","63.1387",\N,\N,\N,\N,"1.3308",\N,\N,\N,"0",\N,\N,\N,"0","1.0917","0.5033","0.6278",\N,\N,\N,\N,\N,\N,"0.0000","51.0597","0.0000","0.0000","0.0000","0.0000","48.9403"
"Precinct","9","55-9","196","56.0000",\N,\N,\N,\N,"2.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.3458","0.3333","0.0944",\N,\N,\N,\N,\N,\N,"0.0000","56.1224","0.0000","0.0000","0.0000","0.0000","43.8776"
"Precinct","10","55-10","510","62.1194",\N,\N,\N,\N,"2.4857",\N,\N,\N,"0",\N,\N,\N,"0","1.0375","0.5767","0.5611",\N,\N,\N,\N,\N,\N,"0.0000","36.8627","0.0000","0.0000","0.0000","0.0000","63.1373"
"Precinct","11","55-11","205","71.9298",\N,\N,\N,\N,"4.2056",\N,\N,\N,"0",\N,\N,\N,"0","0.3458","0.3533","0.1389",\N,\N,\N,\N,\N,\N,"0.0000","48.7805","0.0000","0.0000","0.0000","0.0000","51.2195"
"Precinct","12","55-12","555","62.0112",\N,\N,\N,\N,"1.4210",\N,\N,\N,"0",\N,\N,\N,"0","1.1958","0.4767","0.7389",\N,\N,\N,\N,\N,\N,"0.0000","38.5586","0.0000","0.0000","0.0000","0.0000","61.4414"
"Precinct","13","55-13","228","47.2050",\N,\N,\N,\N,"2.9787",\N,\N,\N,"0",\N,\N,\N,"0","0.5500","0.2200","0.2056",\N,\N,\N,\N,\N,\N,"0.0000","29.8246","0.0000","0.0000","0.0000","0.0000","70.1754"
"Precinct","14","55-14","730","54.2751",\N,\N,\N,\N,"2.1448",\N,\N,\N,"0",\N,\N,\N,"0","1.2208","0.7800","1.2167",\N,\N,\N,\N,\N,\N,"0.0000","40.2740","0.0000","0.0000","0.0000","0.0000","59.7260"
"Precinct","15","55-15","159","70.9821",\N,\N,\N,\N,"2.4540",\N,\N,\N,"0",\N,\N,\N,"0","0.4167","0.1300","0.1333",\N,\N,\N,\N,\N,\N,"0.0000","31.4465","0.0000","0.0000","0.0000","0.0000","68.5535"
"Precinct","16","55-16","473","70.8084",\N,\N,\N,\N,"1.2526",\N,\N,\N,"0",\N,\N,\N,"0","0.9375","0.4967","0.5833",\N,\N,\N,\N,\N,\N,"0.0000","35.7294","0.0000","0.0000","0.0000","0.0000","64.2706"
