"shape","common_id","common_name","Total Voter Turnout (#)","Total Voter Turnout (%)","Number of Precincts with Invalid Ballots from 0-1%","Number of Precincts with Invalid Ballots from 1-3%","Number of Precincts with Invalid Ballots from 3-5%","Number of Precincts with Invalid Ballots > 5%","Invalid Ballots (%)","Precincts with More Ballots Than Votes (#)","Precincts with More Ballots Than Votes (%)","More Ballots Than Votes (Average)","More Ballots Than Votes (#)","Precincts with More Votes than Ballots (#)","Precincts with More Votes than Ballots (%)","More Votes than Ballots (Average)","More Votes than Ballots (#)","Average votes per minute (08:00-12:00)","Average votes per minute (12:00-17:00)","Average votes per minute (17:00-20:00)","Number of Precincts with votes per minute > 2 (08:00-12:00)","Number of Precincts with votes per minute > 2 (12:00-17:00)","Number of Precincts with votes per minute > 2 (17:00-20:00)","Number of Precincts with votes per minute > 2","Precincts Reported (#)","Precincts Reported (%)","United Opposition","United National Movement","Greens Party","Alliance of Patriots","Georgian Party","Way of Georgia","Georgian Dream"
"Precinct","49","17-49","303","21.8300",\N,\N,\N,\N,"2.8846",\N,\N,\N,"0",\N,\N,\N,"0","0.2875","0.3633","0.7444",\N,\N,\N,\N,\N,\N,"0.0000","44.8845","0.0000","0.0000","0.0000","0.0000","55.1155"
"Precinct","50","17-50","334","29.7418",\N,\N,\N,\N,"1.7647",\N,\N,\N,"0",\N,\N,\N,"0","0.4208","0.4567","0.5667",\N,\N,\N,\N,\N,\N,"0.0000","35.3293","0.0000","0.0000","0.0000","0.0000","64.6707"
"Precinct","51","17-51","571","51.8149",\N,\N,\N,\N,"1.5517",\N,\N,\N,"0",\N,\N,\N,"0","0.7250","0.7000","1.0889",\N,\N,\N,\N,\N,\N,"0.0000","33.2750","0.0000","0.0000","0.0000","0.0000","66.7250"
"Precinct","52","17-52","369","39.6348",\N,\N,\N,\N,"2.1220",\N,\N,\N,"0",\N,\N,\N,"0","0.3833","0.4767","0.7889",\N,\N,\N,\N,\N,\N,"0.0000","26.5583","0.0000","0.0000","0.0000","0.0000","73.4417"
"Precinct","53","17-53","454","50.2769",\N,\N,\N,\N,"0.8734",\N,\N,\N,"0",\N,\N,\N,"0","0.5292","0.5633","0.9000",\N,\N,\N,\N,\N,\N,"0.0000","27.5330","0.0000","0.0000","0.0000","0.0000","72.4670"
"Precinct","54","17-54","316","21.9597",\N,\N,\N,\N,"3.9514",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.3733","0.5111",\N,\N,\N,\N,\N,\N,"0.0000","35.7595","0.0000","0.0000","0.0000","0.0000","64.2405"
"Precinct","1","18-1","892","57.8845",\N,\N,\N,\N,"2.7263",\N,\N,\N,"0",\N,\N,\N,"0","1.5167","1.1000","1.2389",\N,\N,\N,\N,\N,\N,"57.0628","0.0000","0.0000","0.0000","0.0000","0.0000","42.9372"
"Precinct","2","18-2","752","49.2147",\N,\N,\N,\N,"2.7167",\N,\N,\N,"0",\N,\N,\N,"0","1.2000","0.8633","1.2556",\N,\N,\N,\N,\N,\N,"44.8138","0.0000","0.0000","0.0000","0.0000","0.0000","55.1862"
"Precinct","3","18-3","681","52.7090",\N,\N,\N,\N,"1.4472",\N,\N,\N,"0",\N,\N,\N,"0","1.2167","0.8167","0.8556",\N,\N,\N,\N,\N,\N,"44.9339","0.0000","0.0000","0.0000","0.0000","0.0000","55.0661"
"Precinct","4","18-4","628","50.9740",\N,\N,\N,\N,"3.0864",\N,\N,\N,"0",\N,\N,\N,"0","0.9708","0.9767","0.6778",\N,\N,\N,\N,\N,\N,"55.0955","0.0000","0.0000","0.0000","0.0000","0.0000","44.9045"
"Precinct","5","18-5","574","54.9282",\N,\N,\N,\N,"2.0478",\N,\N,\N,"3",\N,\N,\N,"0","0.8375","0.8167","0.7778",\N,\N,\N,\N,\N,\N,"22.9965","0.0000","0.0000","0.0000","0.0000","0.0000","76.4808"
"Precinct","6","18-6","435","36.2198",\N,\N,\N,\N,"1.1364",\N,\N,\N,"0",\N,\N,\N,"0","0.5625","0.4967","0.8667",\N,\N,\N,\N,\N,\N,"37.0115","0.0000","0.0000","0.0000","0.0000","0.0000","62.9885"
"Precinct","7","18-7","455","32.6633",\N,\N,\N,\N,"1.7279",\N,\N,\N,"0",\N,\N,\N,"0","0.6000","0.6367","0.7111",\N,\N,\N,\N,\N,\N,"54.5055","0.0000","0.0000","0.0000","0.0000","0.0000","45.4945"
"Precinct","8","18-8","192","59.0769",\N,\N,\N,\N,"1.5385",\N,\N,\N,"0",\N,\N,\N,"0","0.3125","0.3300","0.1167",\N,\N,\N,\N,\N,\N,"32.8125","0.0000","0.0000","0.0000","0.0000","0.0000","67.1875"
"Precinct","9","18-9","650","46.8300",\N,\N,\N,\N,"7.2753",\N,\N,\N,"0",\N,\N,\N,"0","1.0542","0.8833","1.0167",\N,\N,\N,\N,\N,\N,"34.9231","0.0000","0.0000","0.0000","0.0000","0.0000","65.0769"
"Precinct","10","18-10","111","40.9594",\N,\N,\N,\N,"1.7699",\N,\N,\N,"0",\N,\N,\N,"0","0.2417","0.1133","0.1167",\N,\N,\N,\N,\N,\N,"41.4414","0.0000","0.0000","0.0000","0.0000","0.0000","58.5586"
"Precinct","11","18-11","668","45.6908",\N,\N,\N,\N,"2.1962",\N,\N,\N,"4",\N,\N,\N,"0","1.1333","0.6933","1.1278",\N,\N,\N,\N,\N,\N,"42.8144","0.0000","0.0000","0.0000","0.0000","0.0000","56.5868"
"Precinct","12","18-12","530","40.5199",\N,\N,\N,\N,"1.6698",\N,\N,\N,"0",\N,\N,\N,"0","0.8125","0.5333","1.0222",\N,\N,\N,\N,\N,\N,"39.8113","0.0000","0.0000","0.0000","0.0000","0.0000","60.1887"
"Precinct","13","18-13","638","59.5149",\N,\N,\N,\N,"0.3125",\N,\N,\N,"0",\N,\N,\N,"0","1.0000","0.8067","0.8778",\N,\N,\N,\N,\N,\N,"41.2226","0.0000","0.0000","0.0000","0.0000","0.0000","58.7774"
"Precinct","14","18-14","85","63.4328",\N,\N,\N,\N,"2.2989",\N,\N,\N,"0",\N,\N,\N,"0","0.1500","0.0600","0.1833",\N,\N,\N,\N,\N,\N,"45.8824","0.0000","0.0000","0.0000","0.0000","0.0000","54.1176"
"Precinct","15","18-15","609","55.7182",\N,\N,\N,\N,"1.7742",\N,\N,\N,"0",\N,\N,\N,"0","0.8250","0.7267","1.1333",\N,\N,\N,\N,\N,\N,"52.7094","0.0000","0.0000","0.0000","0.0000","0.0000","47.2906"
"Precinct","16","18-16","217","49.6568",\N,\N,\N,\N,"1.3636",\N,\N,\N,"0",\N,\N,\N,"0","0.4417","-0.3533","1.2222",\N,\N,\N,\N,\N,\N,"32.7189","0.0000","0.0000","0.0000","0.0000","0.0000","67.2811"
"Precinct","17","18-17","580","58.6451",\N,\N,\N,\N,"1.5280",\N,\N,\N,"1",\N,\N,\N,"0","0.9333","0.6300","0.9778",\N,\N,\N,\N,\N,\N,"5.0000","0.0000","0.0000","0.0000","0.0000","0.0000","94.8276"
"Precinct","18","18-18","486","34.5416",\N,\N,\N,\N,"1.4199",\N,\N,\N,"0",\N,\N,\N,"0","0.9417","0.6133","0.4611",\N,\N,\N,\N,\N,\N,"38.8889","0.0000","0.0000","0.0000","0.0000","0.0000","61.1111"
"Precinct","19","18-19","408","32.4841",\N,\N,\N,\N,"2.1583",\N,\N,\N,"1",\N,\N,\N,"0","0.7417","0.4267","0.6167",\N,\N,\N,\N,\N,\N,"43.6275","0.0000","0.0000","0.0000","0.0000","0.0000","56.1275"
"Precinct","20","18-20","526","40.9020",\N,\N,\N,\N,"2.4119",\N,\N,\N,"0",\N,\N,\N,"0","0.8458","0.6800","0.7333",\N,\N,\N,\N,\N,\N,"41.4449","0.0000","0.0000","0.0000","0.0000","0.0000","58.5551"
"Precinct","21","18-21","279","53.1429",\N,\N,\N,\N,"1.7606",\N,\N,\N,"0",\N,\N,\N,"0","0.6625","0.2800","0.2278",\N,\N,\N,\N,\N,\N,"44.0860","0.0000","0.0000","0.0000","0.0000","0.0000","55.9140"
"Precinct","22","18-22","151","64.8069",\N,\N,\N,\N,"0.6579",\N,\N,\N,"0",\N,\N,\N,"0","0.2958","0.1900","0.1333",\N,\N,\N,\N,\N,\N,"30.4636","0.0000","0.0000","0.0000","0.0000","0.0000","69.5364"
"Precinct","23","18-23","629","49.8021",\N,\N,\N,\N,"2.9321",\N,\N,\N,"0",\N,\N,\N,"0","0.8333","1.0233","0.7833",\N,\N,\N,\N,\N,\N,"31.1606","0.0000","0.0000","0.0000","0.0000","0.0000","68.8394"
"Precinct","24","18-24","466","62.5503",\N,\N,\N,\N,"1.8947",\N,\N,\N,"0",\N,\N,\N,"0","0.7833","0.6467","0.5167",\N,\N,\N,\N,\N,\N,"31.9742","0.0000","0.0000","0.0000","0.0000","0.0000","68.0258"
"Precinct","25","18-25","786","50.5141",\N,\N,\N,\N,"1.3802",\N,\N,\N,"0",\N,\N,\N,"0","1.1500","1.1067","1.0500",\N,\N,\N,\N,\N,\N,"40.2036","0.0000","0.0000","0.0000","0.0000","0.0000","59.7964"
"Precinct","26","18-26","658","55.9524",\N,\N,\N,\N,"2.8065",\N,\N,\N,"0",\N,\N,\N,"0","1.1833","1.0333","0.4611",\N,\N,\N,\N,\N,\N,"43.1611","0.0000","0.0000","0.0000","0.0000","0.0000","56.8389"
"Precinct","27","18-27","353","39.1787",\N,\N,\N,\N,"1.3966",\N,\N,\N,"0",\N,\N,\N,"0","0.4792","0.3867","0.7056",\N,\N,\N,\N,\N,\N,"39.9433","0.0000","0.0000","0.0000","0.0000","0.0000","60.0567"
"Precinct","28","18-28","708","45.9740",\N,\N,\N,\N,"1.3928",\N,\N,\N,"0",\N,\N,\N,"0","1.1417","0.7300","1.2500",\N,\N,\N,\N,\N,\N,"38.9831","0.0000","0.0000","0.0000","0.0000","0.0000","61.0169"
"Precinct","29","18-29","474","53.3183",\N,\N,\N,\N,"0.8368",\N,\N,\N,"0",\N,\N,\N,"0","0.7000","0.7400","0.4889",\N,\N,\N,\N,\N,\N,"53.1646","0.0000","0.0000","0.0000","0.0000","0.0000","46.8354"
"Precinct","1","19-1","607","52.4633",\N,\N,\N,\N,"1.6207",\N,\N,\N,"1",\N,\N,\N,"0","1.0792","0.6300","0.9389",\N,\N,\N,\N,\N,\N,"49.4234","0.0000","0.0000","0.0000","0.0000","0.0000","50.4119"
"Precinct","2","19-2","580","51.3729",\N,\N,\N,\N,"2.0270",\N,\N,\N,"0",\N,\N,\N,"0","0.7792","0.9733","0.6278",\N,\N,\N,\N,\N,\N,"41.3793","0.0000","0.0000","0.0000","0.0000","0.0000","58.6207"
"Precinct","3","19-3","259","64.5885",\N,\N,\N,\N,"1.8939",\N,\N,\N,"0",\N,\N,\N,"0","0.4958","0.2800","0.3389",\N,\N,\N,\N,\N,\N,"45.1737","0.0000","0.0000","0.0000","0.0000","0.0000","54.8263"
"Precinct","4","19-4","162","64.2857",\N,\N,\N,\N,"2.4096",\N,\N,\N,"0",\N,\N,\N,"0","0.2458","0.3067","0.0833",\N,\N,\N,\N,\N,\N,"18.5185","0.0000","0.0000","0.0000","0.0000","0.0000","81.4815"
"Precinct","5","19-5","145","48.9865",\N,\N,\N,\N,"1.3605",\N,\N,\N,"0",\N,\N,\N,"0","0.2250","0.2133","0.1611",\N,\N,\N,\N,\N,\N,"20.0000","0.0000","0.0000","0.0000","0.0000","0.0000","80.0000"
"Precinct","6","19-6","133","67.5127",\N,\N,\N,\N,"0.7463",\N,\N,\N,"0",\N,\N,\N,"0","0.2958","0.1667","0.0722",\N,\N,\N,\N,\N,\N,"44.3609","0.0000","0.0000","0.0000","0.0000","0.0000","55.6391"
"Precinct","7","19-7","68","64.1509",\N,\N,\N,\N,"2.8571",\N,\N,\N,"0",\N,\N,\N,"0","0.1958","0.0633","0.0222",\N,\N,\N,\N,\N,\N,"19.1176","0.0000","0.0000","0.0000","0.0000","0.0000","80.8824"
"Precinct","8","19-8","314","54.4194",\N,\N,\N,\N,"1.8750",\N,\N,\N,"0",\N,\N,\N,"0","0.4917","0.3700","0.5056",\N,\N,\N,\N,\N,\N,"23.5669","0.0000","0.0000","0.0000","0.0000","0.0000","76.4331"
"Precinct","9","19-9","322","49.3109",\N,\N,\N,\N,"3.3033",\N,\N,\N,"0",\N,\N,\N,"0","0.4458","0.6233","0.2167",\N,\N,\N,\N,\N,\N,"36.6460","0.0000","0.0000","0.0000","0.0000","0.0000","63.3540"
"Precinct","10","19-10","120","54.2986",\N,\N,\N,\N,"1.6393",\N,\N,\N,"0",\N,\N,\N,"0","0.2000","0.1733","0.1222",\N,\N,\N,\N,\N,\N,"28.3333","0.0000","0.0000","0.0000","0.0000","0.0000","71.6667"
"Precinct","11","19-11","375","50.6757",\N,\N,\N,\N,"0.5305",\N,\N,\N,"0",\N,\N,\N,"0","0.5000","0.6467","0.3500",\N,\N,\N,\N,\N,\N,"44.5333","0.0000","0.0000","0.0000","0.0000","0.0000","55.4667"
"Precinct","12","19-12","503","54.6145",\N,\N,\N,\N,"2.1401",\N,\N,\N,"0",\N,\N,\N,"0","0.6708","0.7100","0.7778",\N,\N,\N,\N,\N,\N,"31.6103","0.0000","0.0000","0.0000","0.0000","0.0000","68.3897"
"Precinct","13","19-13","185","70.8812",\N,\N,\N,\N,"1.5957",\N,\N,\N,"0",\N,\N,\N,"0","0.2708","0.3133","0.1611",\N,\N,\N,\N,\N,\N,"21.0811","0.0000","0.0000","0.0000","0.0000","0.0000","78.9189"
"Precinct","14","19-14","207","64.6875",\N,\N,\N,\N,"0.4808",\N,\N,\N,"0",\N,\N,\N,"0","0.2417","0.3933","0.1778",\N,\N,\N,\N,\N,\N,"38.6473","0.0000","0.0000","0.0000","0.0000","0.0000","61.3527"
"Precinct","15","19-15","229","59.1731",\N,\N,\N,\N,"3.3755",\N,\N,\N,"0",\N,\N,\N,"0","0.3333","0.2700","0.4222",\N,\N,\N,\N,\N,\N,"28.3843","0.0000","0.0000","0.0000","0.0000","0.0000","71.6157"
"Precinct","16","19-16","362","61.2521",\N,\N,\N,\N,"1.6304",\N,\N,\N,"0",\N,\N,\N,"0","0.6083","0.3567","0.6389",\N,\N,\N,\N,\N,\N,"28.7293","0.0000","0.0000","0.0000","0.0000","0.0000","71.2707"
"Precinct","17","19-17","332","48.4672",\N,\N,\N,\N,"1.7751",\N,\N,\N,"0",\N,\N,\N,"0","0.5958","0.3567","0.4889",\N,\N,\N,\N,\N,\N,"34.3373","0.0000","0.0000","0.0000","0.0000","0.0000","65.6627"
"Precinct","18","19-18","148","63.7931",\N,\N,\N,\N,"0.6711",\N,\N,\N,"0",\N,\N,\N,"0","0.1958","0.1533","0.3111",\N,\N,\N,\N,\N,\N,"9.4595","0.0000","0.0000","0.0000","0.0000","0.0000","90.5405"
"Precinct","19","19-19","473","59.8734",\N,\N,\N,\N,"1.6632",\N,\N,\N,"0",\N,\N,\N,"0","0.5167","0.6633","0.8778",\N,\N,\N,\N,\N,\N,"35.0951","0.0000","0.0000","0.0000","0.0000","0.0000","64.9049"
"Precinct","20","19-20","494","49.8990",\N,\N,\N,\N,"1.2000",\N,\N,\N,"0",\N,\N,\N,"0","0.7042","0.7867","0.5278",\N,\N,\N,\N,\N,\N,"43.3198","0.0000","0.0000","0.0000","0.0000","0.0000","56.6802"
"Precinct","25","32-25","531","42.3445",\N,\N,\N,\N,"2.5688",\N,\N,\N,"2",\N,\N,\N,"0","0.7000","0.7133","0.9056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","36.7232","0.0000","62.9002"
"Precinct","26","32-26","156","38.9027",\N,\N,\N,\N,"0.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.2625","0.1033","0.3444",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","9.6154","0.0000","90.3846"
"Precinct","27","32-27","224","44.4444",\N,\N,\N,\N,"4.6809",\N,\N,\N,"0",\N,\N,\N,"0","0.4917","0.3100","0.1333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","28.1250","0.0000","71.8750"
"Precinct","28","32-28","444","41.9660",\N,\N,\N,\N,"3.0568",\N,\N,\N,"1",\N,\N,\N,"0","0.4875","0.7700","0.6111",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","18.2432","0.0000","81.5315"
"Precinct","29","32-29","382","44.3155",\N,\N,\N,\N,"3.5354",\N,\N,\N,"0",\N,\N,\N,"0","0.6125","0.5500","0.4667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","62.8272","0.0000","37.1728"
"Precinct","30","32-30","340","35.7895",\N,\N,\N,\N,"3.4091",\N,\N,\N,"4",\N,\N,\N,"0","0.3458","0.5800","0.5278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","20.5882","0.0000","78.2353"
"Precinct","31","32-31","239","40.8547",\N,\N,\N,\N,"3.6290",\N,\N,\N,"0",\N,\N,\N,"0","0.3333","0.3333","0.3778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","46.8619","0.0000","53.1381"
"Precinct","32","32-32","247","31.5051",\N,\N,\N,\N,"2.7559",\N,\N,\N,"0",\N,\N,\N,"0","0.4417","0.3000","0.3222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","34.0081","0.0000","65.9919"
"Precinct","33","32-33","387","49.6791",\N,\N,\N,\N,"2.0253",\N,\N,\N,"0",\N,\N,\N,"0","0.5208","0.5633","0.5611",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","18.6047","0.0000","81.3953"
"Precinct","34","32-34","379","28.6687",\N,\N,\N,\N,"1.5584",\N,\N,\N,"2",\N,\N,\N,"0","0.4500","0.4600","0.7722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","36.6755","0.0000","62.7968"
"Precinct","35","32-35","281","38.1793",\N,\N,\N,\N,"1.4035",\N,\N,\N,"1",\N,\N,\N,"0","0.3792","0.3567","0.4833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","50.1779","0.0000","49.4662"
"Precinct","36","32-36","101","22.7991",\N,\N,\N,\N,"2.8846",\N,\N,\N,"0",\N,\N,\N,"0","0.2167","0.1400","0.0556",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","29.7030","0.0000","70.2970"
"Precinct","37","32-37","81","33.0612",\N,\N,\N,\N,"0.0000",\N,\N,\N,"0",\N,\N,\N,"0","0.0917","0.1533","0.0722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","4.9383","0.0000","95.0617"
"Precinct","38","32-38","510","50.2959",\N,\N,\N,\N,"2.4857",\N,\N,\N,"0",\N,\N,\N,"0","0.8500","0.6900","0.6222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","40.7843","0.0000","59.2157"
"Precinct","39","32-39","297","32.5301",\N,\N,\N,\N,"2.9412",\N,\N,\N,"0",\N,\N,\N,"0","0.3333","0.4933","0.4333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","27.2727","0.0000","72.7273"
"Precinct","40","32-40","557","34.9435",\N,\N,\N,\N,"2.6224",\N,\N,\N,"0",\N,\N,\N,"0","0.5375","0.7733","1.1722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","19.7487","0.0000","80.2513"
"Precinct","41","32-41","503","37.3422",\N,\N,\N,\N,"1.7578",\N,\N,\N,"3",\N,\N,\N,"0","0.6667","0.7333","0.7333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","33.0020","0.0000","66.4016"
"Precinct","42","32-42","214","44.9580",\N,\N,\N,\N,"2.2831",\N,\N,\N,"0",\N,\N,\N,"0","0.3292","0.3367","0.2167",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","43.4579","0.0000","56.5421"
"Precinct","43","32-43","319","39.2857",\N,\N,\N,\N,"2.1472",\N,\N,\N,"1",\N,\N,\N,"0","0.4750","0.4033","0.5056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","34.7962","0.0000","64.8903"
"Precinct","44","32-44","498","32.0876",\N,\N,\N,\N,"1.3861",\N,\N,\N,"0",\N,\N,\N,"0","0.3875","0.7533","1.0333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","35.7430","0.0000","64.2570"
"Precinct","45","32-45","247","26.7316",\N,\N,\N,\N,"3.8911",\N,\N,\N,"0",\N,\N,\N,"0","0.2958","0.2733","0.5778",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","34.0081","0.0000","65.9919"
"Precinct","46","32-46","221","28.3697",\N,\N,\N,\N,"3.4934",\N,\N,\N,"0",\N,\N,\N,"0","0.4417","0.2367","0.2889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","17.1946","0.0000","82.8054"
"Precinct","47","32-47","301","62.1901",\N,\N,\N,\N,"1.3115",\N,\N,\N,"0",\N,\N,\N,"0","0.5583","0.3500","0.3667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","24.9169","0.0000","75.0831"
"Precinct","48","32-48","378","28.3997",\N,\N,\N,\N,"2.5773",\N,\N,\N,"0",\N,\N,\N,"0","0.6375","0.4533","0.5500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","33.0688","0.0000","66.9312"
"Precinct","49","32-49","371","24.7995",\N,\N,\N,\N,"1.3298",\N,\N,\N,"0",\N,\N,\N,"0","0.5000","0.4900","0.6056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","39.8922","0.0000","60.1078"
"Precinct","50","32-50","532","41.1128",\N,\N,\N,\N,"3.7975",\N,\N,\N,"0",\N,\N,\N,"0","0.7000","0.8433","0.7333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","15.6015","0.0000","84.3985"
"Precinct","51","32-51","694","45.7784",\N,\N,\N,\N,"3.3426",\N,\N,\N,"0",\N,\N,\N,"0","1.0417","1.0200","0.9000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","51.5850","0.0000","48.4150"
"Precinct","52","32-52","267","40.6393",\N,\N,\N,\N,"1.8382",\N,\N,\N,"0",\N,\N,\N,"0","0.2375","0.4933","0.3722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","41.9476","0.0000","58.0524"
"Precinct","53","32-53","284","44.7950",\N,\N,\N,\N,"3.4014",\N,\N,\N,"2",\N,\N,\N,"0","0.4167","0.4367","0.3500",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","30.6338","0.0000","68.6620"
"Precinct","54","32-54","490","30.7789",\N,\N,\N,\N,"3.3531",\N,\N,\N,"0",\N,\N,\N,"0","0.6625","0.7567","0.6722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","38.7755","0.0000","61.2245"
"Precinct","55","32-55","462","28.9655",\N,\N,\N,\N,"1.7021",\N,\N,\N,"0",\N,\N,\N,"0","0.4333","0.7500","0.7833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","34.6320","0.0000","65.3680"
"Precinct","56","32-56","357","29.0954",\N,\N,\N,\N,"2.9891",\N,\N,\N,"0",\N,\N,\N,"0","0.4917","0.5933","0.4000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","29.6919","0.0000","70.3081"
"Precinct","57","32-57","136","42.1053",\N,\N,\N,\N,"2.1583",\N,\N,\N,"0",\N,\N,\N,"0","0.1208","0.1233","0.4056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","8.0882","0.0000","91.9118"
"Precinct","58","32-58","356","49.3075",\N,\N,\N,\N,"3.2609",\N,\N,\N,"0",\N,\N,\N,"0","0.5375","0.5167","0.4667",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","32.8652","0.0000","67.1348"
"Precinct","59","32-59","369","34.4216",\N,\N,\N,\N,"1.6000",\N,\N,\N,"0",\N,\N,\N,"0","0.5250","0.4167","0.6889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","17.0732","0.0000","82.9268"
"Precinct","60","32-60","235","31.2500",\N,\N,\N,\N,"2.8926",\N,\N,\N,"0",\N,\N,\N,"0","0.3417","0.2500","0.4722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","20.8511","0.0000","79.1489"
"Precinct","61","32-61","614","38.8362",\N,\N,\N,\N,"2.8481",\N,\N,\N,"0",\N,\N,\N,"0","0.6458","0.8200","1.2833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","29.8046","0.0000","70.1954"
"Precinct","62","32-62","771","50.0324",\N,\N,\N,\N,"2.0330",\N,\N,\N,"0",\N,\N,\N,"0","1.1458","1.1533","0.9222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","45.6550","0.0000","54.3450"
"Precinct","63","32-63","485","40.0165",\N,\N,\N,\N,"2.8056",\N,\N,\N,"0",\N,\N,\N,"0","0.6250","0.6700","0.8222",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","26.1856","0.0000","73.8144"
"Precinct","64","32-64","472","41.9556",\N,\N,\N,\N,"0.6316",\N,\N,\N,"0",\N,\N,\N,"0","0.6000","0.6900","0.6889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","44.4915","0.0000","55.5085"
"Precinct","65","32-65","164","34.5992",\N,\N,\N,\N,"4.0936",\N,\N,\N,"0",\N,\N,\N,"0","0.3042","0.2133","0.1889",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","28.6585","0.0000","71.3415"
"Precinct","66","32-66","507","55.8370",\N,\N,\N,\N,"1.3619",\N,\N,\N,"6",\N,\N,\N,"0","0.8125","0.6833","0.6333",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","11.0454","0.0000","87.7712"
"Precinct","67","32-67","630","40.1018",\N,\N,\N,\N,"3.3742",\N,\N,\N,"3",\N,\N,\N,"0","0.8208","0.8533","1.1056",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","33.9683","0.0000","65.5556"
"Precinct","68","32-68","246","33.0201",\N,\N,\N,\N,"4.2802",\N,\N,\N,"0",\N,\N,\N,"0","0.4167","0.3000","0.3722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","35.7724","0.0000","64.2276"
"Precinct","69","32-69","553","45.0693",\N,\N,\N,\N,"2.2968",\N,\N,\N,"0",\N,\N,\N,"0","1.0083","0.6167","0.7722",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","38.6980","0.0000","61.3020"
"Precinct","70","32-70","302","43.8953",\N,\N,\N,\N,"1.9481",\N,\N,\N,"0",\N,\N,\N,"0","0.6500","0.3267","0.3000",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","31.1258","0.0000","68.8742"
"Precinct","71","32-71","518","41.7742",\N,\N,\N,\N,"1.5209",\N,\N,\N,"0",\N,\N,\N,"0","0.8458","0.7000","0.6278",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","24.1313","0.0000","75.8687"
"Precinct","72","32-72","262","43.9597",\N,\N,\N,\N,"3.3210",\N,\N,\N,"0",\N,\N,\N,"0","0.4042","0.2900","0.4833",\N,\N,\N,\N,\N,\N,"0.0000","0.0000","0.0000","0.0000","14.1221","0.0000","85.8779"
