region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,3 - United Opposition,5 - United National Movement,6 - Greens Party,8 - Alliance of Patriots,14 - Georgian Party,18 - Way of Georgia,41 - Georgian Dream
,6,,40,,951,8,150,270,331,850,17,,,,,,,,,96,,,,,218
,6,,41,,1321,9,119,216,271,1250,8,,,,,,,,,104,,,,,159
,6,,42,,1382,6,201,320,424,1250,9,,,,,,,,,107,,,,,308
,6,,43,,1068,7,174,299,353,1000,12,,,,,,,,,120,,,,,221
,6,,44,,1160,5,177,270,339,1050,10,,,,,,,,,95,,,,,234
,6,,45,,906,8,179,270,335,850,8,,,,,,,,,102,,,,,225
,6,,46,,1237,7,153,273,333,1150,8,,,,,,,,,87,,,,,238
,6,,47,,1285,9,172,298,367,1150,12,,,,,,,,,138,,,,,217
,6,,48,,1029,9,113,190,260,950,4,,,,,,,,,48,,,,,208
,6,,49,,1262,9,155,300,374,1150,12,,,,,,,,,104,,,,,258
,6,,50,,1309,8,140,243,312,1200,6,,,,,,,,,83,,,,,223
,6,,51,,1238,10,145,259,336,1150,13,,,,,,,,,81,,,,,242
,6,,52,,1449,4,167,287,352,1350,11,,,,,,,,,121,,,,,220
,6,,53,,1103,4,140,257,319,1050,13,,,,,,,,,114,,,,,192
,6,,54,,1137,8,139,242,306,1050,6,,,,,,,,,117,,,,,183
,6,,55,,1119,7,140,230,272,1050,10,,,,,,,,,80,,,,,182
,6,,56,,1233,4,135,230,298,1150,7,,,,,,,,,88,,,,,203
,6,,57,,1387,3,170,297,388,1300,15,,,,,,,,,103,,,,,270
,6,,58,,1115,8,147,243,295,1000,18,,,,,,,,,72,,,,,205
,6,,59,,1349,3,201,333,418,1250,11,,,,,,,,,128,,,,,279
,6,,60,,1334,49,201,372,454,1300,21,,,,,,,,,118,,,,,315
,6,,61,,1485,8,248,400,526,1400,20,,,,,,,,,120,,,,,386
,6,,62,,1386,8,168,287,382,1300,11,,,,,,,,,111,,,,,259
,6,,63,,1012,9,137,205,284,900,4,,,,,,,,,61,,,,,219
,6,,64,,1011,4,117,226,270,900,5,,,,,,,,,68,,,,,197
,6,,65,,929,7,116,202,255,850,10,,,,,,,,,62,,,,,183
,6,,66,,1065,6,162,261,327,1000,7,,,,,,,,,76,,,,,244
,6,,67,,1190,10,200,300,383,1100,13,,,,,,,,,76,,,,,294
,6,,68,,1098,11,143,244,315,1000,14,,,,,,,,,67,,,,,234
,6,,69,,1306,8,183,287,358,1200,6,,,,,,,,,72,,,,,280
,6,,70,,1466,10,179,311,380,1350,13,,,,,,,,,83,,,,,284
,6,,71,,783,9,126,212,265,700,6,,,,,,,,,79,,,,,180
,6,,72,,1098,6,153,230,287,1000,6,,,,,,,,,76,,,,,205
,6,,73,,1371,9,117,230,314,1300,4,,,,,,,,,82,,,,,228
,6,,74,,1068,16,163,275,362,1000,5,,,,,,,,,81,,,,,276
,6,,75,,1188,9,150,276,356,1100,8,,,,,,,,,81,,,,,267
,6,,76,,491,4,77,149,190,500,2,,,,,,,,,31,,,,,157
,6,,77,,1136,9,245,377,458,1050,9,,,,,,,,,72,,,,,377
,6,,78,,1230,60,252,393,474,1200,14,,,,,,,,,100,,,,,360
,6,,79,,1114,5,203,386,510,1050,12,,,,,,,,,98,,,,,400
,6,,80,,1021,5,154,313,373,950,5,,,,,,,,,95,,,,,273
,6,,81,,929,1,151,252,337,800,8,,,,,,,,,70,,,,,260
,6,,82,,1454,9,209,346,436,1400,13,,,,,,,,,121,,,,,302
,6,,83,,1186,4,147,235,305,1100,10,,,,,,,,,65,,,,,230
,6,,84,,1390,28,165,296,352,1300,9,,,,,,,,,79,,,,,264
,6,,85,,1173,8,192,293,355,1100,20,,,,,,,,,86,,,,,249
,6,,86,,1366,8,163,306,383,1300,8,,,,,,,,,100,,,,,275
,6,,87,,1155,7,160,256,303,1050,15,,,,,,,,,86,,,,,202
,6,,88,,1386,5,282,428,502,1300,23,,,,,,,,,132,,,,,347
,6,,89,,1285,5,140,254,326,1150,7,,,,,,,,,82,,,,,237
,6,,90,,1233,5,196,302,365,1150,13,,,,,,,,,92,,,,,260
,6,,91,,1309,4,163,324,408,1200,11,,,,,,,,,94,,,,,302
,6,,92,,1162,7,162,246,293,1100,18,,,,,,,,,54,,,,,221
,6,,93,,949,7,140,226,271,900,11,,,,,,,,,58,,,,,202
,6,,94,,800,11,128,231,268,750,6,,,,,,,,,57,,,,,205
,6,,95,,1140,8,129,259,314,1050,8,,,,,,,,,96,,,,,210
,6,,96,,1272,4,198,349,434,1150,11,,,,,,,,,105,,,,,318
,6,,97,,1259,9,195,332,421,1150,21,,,,,,,,,104,,,,,296
,6,,98,,1414,8,269,429,512,1300,14,,,,,,,,,170,,,,,328
,6,,99,,1417,6,211,367,466,1300,17,,,,,,,,,104,,,,,345
,6,,100,,1490,7,220,377,474,1350,16,,,,,,,,,90,,,,,367
,6,,101,,1499,6,201,332,405,1400,9,,,,,,,,,90,,,,,306
,6,,102,,950,6,167,267,326,900,12,,,,,,,,,106,,,,,208
,6,,103,,991,8,117,204,286,900,8,,,,,,,,,65,,,,,213
,6,,104,,849,10,140,233,292,800,11,,,,,,,,,70,,,,,211
,6,,105,,1081,8,115,230,308,1000,10,,,,,,,,,83,,,,,215
,6,,106,,1115,8,146,274,339,1050,17,,,,,,,,,86,,,,,236
,6,,107,,1178,9,162,362,439,1100,21,,,,,,,,,107,,,,,310
,6,,108,,1036,50,189,319,400,1000,16,,,,,,,,,145,,,,,239
,6,,109,,903,9,135,235,316,850,11,,,,,,,,,98,,,,,207
,6,,110,,894,12,137,280,330,800,18,,,,,,,,,87,,,,,225
,6,,111,,1369,7,182,315,385,1250,6,,,,,,,,,139,,,,,240
,6,,112,,1401,10,175,330,412,1300,7,,,,,,,,,106,,,,,299
,6,,113,,1384,6,195,319,397,1250,14,,,,,,,,,73,,,,,310
,6,,117,,646,10,119,218,296,600,3,,,,,,,,,48,,,,,245
,7,,1,,1467,9,210,515,606,1350,22,,,,,,,,,144,,,,,440
,7,,2,,1431,5,174,380,475,1300,16,,,,,,,,,141,,,,,318
,7,,3,,1333,7,188,402,486,1250,14,,,,,,,,,117,,,,,355
,7,,4,,1452,8,267,455,535,1350,18,,,,,,,,,165,,,,,352
,7,,5,,1354,4,134,244,320,1250,8,,,,,,,,,97,,,,,215
,7,,6,,1397,3,230,407,505,1300,13,,,,,,,,,108,,,,,384
,7,,7,,1467,7,210,436,536,1350,17,,,,,,,,,166,,,,,353
,7,,8,,1387,6,185,385,481,1250,25,,,,,,,,,132,,,,,324
,7,,9,,1494,1494,218,443,576,1400,18,,,,,,,,,156,,,,,402
,7,,10,,1447,9,258,467,587,1350,21,,,,,,,,,120,,,,,446
,7,,11,,1373,9,213,398,498,1300,16,,,,,,,,,103,,,,,379
,7,,12,,1347,5,234,385,456,1250,21,,,,,,,,,120,,,,,315
,7,,13,,1318,8,214,402,488,1250,17,,,,,,,,,126,,,,,345
,7,,14,,1435,8,218,479,579,1350,21,,,,,,,,,185,,,,,373
,7,,15,,1239,4,210,377,459,1150,11,,,,,,,,,110,,,,,338
,7,,16,,1344,4,256,428,547,1250,26,,,,,,,,,149,,,,,372
,7,,17,,1386,10,264,444,552,1250,20,,,,,,,,,166,,,,,366
,7,,18,,1276,7,250,474,578,1200,17,,,,,,,,,236,,,,,325
,7,,19,,1445,7,206,423,508,1350,21,,,,,,,,,118,,,,,369
,7,,20,,1458,6,215,343,410,1350,16,,,,,,,,,88,,,,,306
,7,,21,,1222,8,165,340,444,1150,23,,,,,,,,,107,,,,,314
,7,,22,,1429,7,236,430,517,1350,14,,,,,,,,,137,,,,,366
,7,,23,,1155,8,204,325,399,1100,11,,,,,,,,,103,,,,,285
,7,,24,,1207,9,157,330,395,1100,8,,,,,,,,,138,,,,,249
,7,,25,,1142,8,180,337,404,1050,9,,,,,,,,,101,,,,,294
,7,,26,,1332,4,207,370,476,1250,24,,,,,,,,,157,,,,,295
,7,,27,,1313,6,181,335,392,1200,19,,,,,,,,,101,,,,,272
,7,,28,,1427,3,247,436,542,1300,14,,,,,,,,,134,,,,,394
,7,,29,,1102,9,222,356,404,1000,16,,,,,,,,,70,,,,,318
,7,,30,,1080,9,154,263,327,1000,18,,,,,,,,,92,,,,,217
,7,,31,,1171,6,165,308,410,1100,24,,,,,,,,,121,,,,,265
,7,,32,,1381,7,301,531,681,1250,14,,,,,,,,,244,,,,,423
,7,,33,,1429,8,240,350,454,1300,18,,,,,,,,,88,,,,,348
,7,,34,,1423,7,182,348,443,1350,22,,,,,,,,,112,,,,,310
,7,,35,,1294,7,166,369,480,1200,25,,,,,,,,,147,,,,,308
,7,,36,,1306,8,191,371,459,1200,10,,,,,,,,,100,,,,,349
,7,,37,,1344,11,230,422,504,1250,17,,,,,,,,,123,,,,,364
,7,,38,,1438,12,231,380,455,1350,11,,,,,,,,,125,,,,,319
,7,,39,,932,3,197,351,395,850,13,,,,,,,,,67,,,,,315
,7,,40,,1397,7,230,410,517,1300,12,,,,,,,,,100,,,,,405
,7,,41,,834,7,147,267,325,750,16,,,,,,,,,78,,,,,231
,7,,42,,1426,6,228,429,559,1300,24,,,,,,,,,172,,,,,362
,7,,43,,549,11,82,161,201,500,9,,,,,,,,,53,,,,,139
,8,,1,,1500,9,224,463,573,1400,22,,,,,,,,,177,,,,,374
,8,,2,,831,37,151,314,380,800,15,,,,,,,,,73,,,,,292
,8,,3,,1227,4,220,414,508,1150,24,,,,,,,,,139,,,,,345
,8,,4,,1211,7,178,360,444,1100,17,,,,,,,,,109,,,,,318
,8,,5,,1341,8,189,400,474,1250,20,,,,,,,,,127,,,,,327
,8,,6,,824,10,143,213,262,750,4,,,,,,,,,78,,,,,180
,8,,7,,1208,5,215,215,451,1100,21,,,,,,,,,129,,,,,301
,8,,8,,1459,7,200,417,513,1350,26,,,,,,,,,125,,,,,362
,8,,9,,1307,7,237,433,567,1250,20,,,,,,,,,121,,,,,423
,8,,10,,1413,9,199,400,495,1350,12,,,,,,,,,117,,,,,366
,8,,11,,1225,29,208,405,500,1150,22,,,,,,,,,142,,,,,336
,8,,12,,1207,11,219,402,478,1100,13,,,,,,,,,118,,,,,347
,8,,13,,1266,10,157,316,393,1200,9,,,,,,,,,95,,,,,289
,8,,14,,1107,7,203,349,399,1000,18,,,,,,,,,89,,,,,292
,8,,15,,1271,7,181,356,458,1150,20,,,,,,,,,120,,,,,318
,8,,16,,1221,9,189,372,481,1150,21,,,,,,,,,130,,,,,329
,8,,17,,1146,8,171,329,399,1100,11,,,,,,,,,118,,,,,270
,8,,18,,1232,12,162,354,441,1150,18,,,,,,,,,126,,,,,297
,8,,19,,1081,10,192,397,479,1000,10,,,,,,,,,130,,,,,339
,8,,20,,954,9,155,330,392,900,18,,,,,,,,,103,,,,,271
,8,,21,,1020,4,180,357,426,950,13,,,,,,,,,148,,,,,265
,8,,22,,1180,7,239,453,540,1100,23,,,,,,,,,123,,,,,394
,8,,23,,1046,7,217,377,453,950,18,,,,,,,,,77,,,,,358
,8,,24,,1447,7,209,401,484,1350,14,,,,,,,,,122,,,,,348
,8,,25,,1475,6,163,359,432,1350,8,,,,,,,,,125,,,,,299
,8,,26,,1434,9,206,397,493,1350,17,,,,,,,,,112,,,,,364
,8,,27,,1487,9,206,401,474,1400,16,,,,,,,,,128,,,,,329
,8,,28,,1410,8,245,439,555,1350,11,,,,,,,,,158,,,,,386
,8,,29,,1451,5,240,470,563,1350,15,,,,,,,,,151,,,,,397
,8,,30,,1322,5,240,440,538,1250,15,,,,,,,,,145,,,,,378
,8,,31,,1080,7,177,378,437,1000,11,,,,,,,,,102,,,,,323
,8,,32,,1194,8,162,365,443,1100,16,,,,,,,,,123,,,,,304
,8,,33,,1171,7,153,309,411,1100,17,,,,,,,,,100,,,,,294
,8,,34,,1191,5,209,381,472,1100,21,,,,,,,,,105,,,,,346
,8,,35,,1161,10,169,357,428,1100,22,,,,,,,,,102,,,,,304
,8,,36,,1183,5,230,435,533,1150,19,,,,,,,,,114,,,,,400
,8,,37,,1399,8,229,422,530,1300,21,,,,,,,,,114,,,,,395
,8,,38,,773,6,164,277,323,700,17,,,,,,,,,72,,,,,234
,8,,39,,1202,10,246,432,514,1150,23,,,,,,,,,120,,,,,371
,8,,40,,1169,5,185,370,456,1100,14,,,,,,,,,141,,,,,301
,8,,41,,1215,6,189,362,442,1150,6,,,,,,,,,112,,,,,324
,8,,42,,1292,10,231,451,554,1200,17,,,,,,,,,137,,,,,400
,8,,43,,1306,7,192,460,567,1250,23,,,,,,,,,133,,,,,411
,8,,44,,1056,8,152,360,460,1000,21,,,,,,,,,107,,,,,332
,8,,45,,751,9,115,244,299,700,9,,,,,,,,,76,,,,,214
,8,,46,,1164,9,201,366,461,1100,6,,,,,,,,,98,,,,,356
,8,,47,,1105,10,220,367,462,1050,15,,,,,,,,,107,,,,,337
,8,,48,,1076,9,163,336,447,1000,12,,,,,,,,,123,,,,,311
,8,,49,,1280,8,260,461,574,1200,27,,,,,,,,,121,,,,,426
,8,,50,,1205,8,215,417,474,1150,20,,,,,,,,,102,,,,,352
,8,,51,,1129,6,166,326,435,1050,22,,,,,,,,,98,,,,,315
,8,,52,,1208,8,215,426,518,1150,22,,,,,,,,,96,,,,,400
,8,,53,,1322,8,201,391,468,1250,22,,,,,,,,,115,,,,,331
,8,,54,,1412,63,200,366,506,1350,6,,,,,,,,,110,,,,,389
,9,,1,,1306,6,182,321,388,1200,4,,,,,,,,,97,,,,,287
,9,,2,,1265,6,165,266,352,1150,7,,,,,,,,,82,,,,,263
,9,,3,,1471,8,206,395,494,1350,26,,,,,,,,,86,,,,,382
,9,,4,,1535,3,246,493,605,1450,13,,,,,,,,,110,,,,,479
,9,,5,,1250,7,226,400,526,1150,18,,,,,,,,,109,,,,,398
,9,,6,,1340,3,218,384,484,1250,15,,,,,,,,,107,,,,,362
,9,,7,,1417,6,153,309,394,1300,7,,,,,,,,,80,,,,,307
,9,,8,,1324,10,181,335,417,1200,10,,,,,,,,,86,,,,,321
,9,,9,,1127,8,202,325,385,1000,11,,,,,,,,,98,,,,,275
,9,,10,,1153,7,225,358,450,1050,8,,,,,,,,,70,,,,,372
,9,,11,,1510,6,212,425,509,1450,16,,,,,,,,,114,,,,,379
,9,,12,,1346,9,185,309,433,1300,11,,,,,,,,,77,,,,,343
,9,,13,,1456,5,224,380,485,1400,15,,,,,,,,,125,,,,,345
,9,,14,,1474,6,250,460,598,1400,15,,,,,,,,,224,,,,,359
,9,,15,,1431,6,222,400,518,1350,35,,,,,,,,,160,,,,,323
,9,,16,,1269,9,189,337,423,1200,13,,,,,,,,,116,,,,,294
,9,,17,,1316,6,193,380,454,1250,17,,,,,,,,,100,,,,,337
,9,,18,,1394,7,237,427,516,1350,26,,,,,,,,,116,,,,,374
,9,,19,,1343,7,210,464,559,1250,20,,,,,,,,,138,,,,,401
,9,,20,,1458,2,268,462,582,1400,24,,,,,,,,,120,,,,,438
,9,,21,,1149,6,225,448,526,1100,18,,,,,,,,,154,,,,,354
,9,,22,,1412,8,203,366,487,1350,23,,,,,,,,,115,,,,,349
,9,,23,,1535,7,200,407,500,1450,11,,,,,,,,,110,,,,,379
,9,,24,,1394,9,191,381,476,1300,15,,,,,,,,,118,,,,,343
,9,,25,,1530,5,175,413,508,1450,32,,,,,,,,,129,,,,,347
,9,,26,,1495,9,269,418,488,1400,17,,,,,,,,,90,,,,,381
,9,,27,,1502,5,210,380,505,1400,17,,,,,,,,,117,,,,,370
,9,,28,,1316,9,181,286,331,1250,6,,,,,,,,,61,,,,,264
,9,,29,,1334,7,251,394,475,1250,9,,,,,,,,,89,,,,,376
,9,,30,,1255,7,181,315,370,1150,11,,,,,,,,,100,,,,,259
,9,,31,,1538,12,202,343,417,1450,12,,,,,,,,,142,,,,,263
,9,,32,,1456,7,219,340,420,1350,20,,,,,,,,,86,,,,,314
,9,,33,,1549,4,286,459,562,1450,23,,,,,,,,,132,,,,,407
,9,,34,,1482,5,245,446,541,1400,19,,,,,,,,,118,,,,,404
,9,,35,,1261,5,217,356,435,1200,19,,,,,,,,,73,,,,,343
,9,,36,,1459,8,218,400,502,1350,27,,,,,,,,,87,,,,,388
,9,,37,,1602,6,227,444,520,1500,12,,,,,,,,,131,,,,,377
,9,,38,,1455,6,211,380,477,1350,11,,,,,,,,,84,,,,,382
,9,,39,,1494,4,231,402,509,1400,16,,,,,,,,,86,,,,,407
,9,,40,,1469,5,200,349,433,1350,24,,,,,,,,,106,,,,,303
,9,,41,,1337,4,227,404,510,1250,16,,,,,,,,,87,,,,,407
,9,,42,,1453,8,200,390,496,1350,17,,,,,,,,,140,,,,,338
,9,,43,,1393,6,172,361,446,1300,15,,,,,,,,,102,,,,,329
,9,,44,,1546,8,225,361,484,1450,9,,,,,,,,,157,,,,,318
,9,,45,,1418,8,248,456,533,1350,15,,,,,,,,,128,,,,,390
,9,,46,,1347,4,207,411,496,1250,17,,,,,,,,,159,,,,,320
,9,,47,,1305,3,168,349,464,1250,16,,,,,,,,,138,,,,,310
,9,,48,,1334,9,95,351,453,1250,12,,,,,,,,,85,,,,,356
,9,,49,,1233,8,169,356,446,1150,18,,,,,,,,,100,,,,,328
,9,,50,,1377,5,178,381,469,1300,12,,,,,,,,,124,,,,,333
,9,,51,,1363,5,202,391,483,1300,14,,,,,,,,,136,,,,,333
,9,,52,,1468,8,212,390,469,1350,12,,,,,,,,,128,,,,,329
,9,,53,,1262,7,187,332,427,1150,17,,,,,,,,,87,,,,,323
,9,,54,,1125,8,174,351,426,1050,9,,,,,,,,,133,,,,,284
,9,,55,,1456,7,250,420,562,1350,23,,,,,,,,,137,,,,,402
,9,,56,,1346,7,268,446,567,1250,22,,,,,,,,,145,,,,,399
,9,,57,,1482,10,182,323,438,1400,14,,,,,,,,,127,,,,,297
,9,,58,,1319,4,235,387,524,1250,17,,,,,,,,,106,,,,,401
,9,,59,,1424,10,187,340,437,1350,11,,,,,,,,,101,,,,,324
,9,,60,,1470,6,240,420,528,1400,23,,,,,,,,,112,,,,,393
,9,,61,,1473,8,182,344,442,1400,13,,,,,,,,,102,,,,,327
,9,,62,,1411,3,229,380,478,1350,12,,,,,,,,,111,,,,,355
,9,,63,,1322,9,154,303,403,1250,9,,,,,,,,,77,,,,,317
,9,,64,,1108,2,203,361,428,1050,11,,,,,,,,,93,,,,,324
,9,,65,,1161,6,232,365,456,1100,15,,,,,,,,,132,,,,,309
,9,,66,,1329,5,198,384,466,1250,29,,,,,,,,,103,,,,,333
,9,,67,,1177,6,170,355,425,1100,11,,,,,,,,,116,,,,,298
,9,,68,,1399,7,217,348,428,1300,11,,,,,,,,,84,,,,,333
,9,,69,,1147,6,175,335,397,1050,11,,,,,,,,,90,,,,,296
,9,,70,,1276,3,157,325,403,1200,17,,,,,,,,,102,,,,,284
,9,,71,,1289,8,159,335,403,1200,17,,,,,,,,,117,,,,,269
,9,,72,,1407,8,187,357,455,1300,20,,,,,,,,,90,,,,,345
,9,,73,,1506,9,199,339,426,1400,11,,,,,,,,,96,,,,,319
,9,,74,,1299,87,185,325,459,1250,11,,,,,,,,,122,,,,,326
,9,,75,,1266,6,200,377,435,1200,17,,,,,,,,,118,,,,,299
,9,,76,,1286,7,196,364,466,1200,21,,,,,,,,,124,,,,,321
,9,,77,,1242,7,200,400,486,1150,13,,,,,,,,,189,,,,,284
,9,,78,,1214,7,227,370,439,1100,15,,,,,,,,,134,,,,,289
,9,,79,,1310,5,161,311,427,1200,11,,,,,,,,,128,,,,,288
,9,,80,,1086,10,176,290,343,1000,12,,,,,,,,,78,,,,,253
,9,,81,,1148,9,163,290,377,1050,6,,,,,,,,,115,,,,,256
,9,,82,,1472,4,210,377,465,1400,11,,,,,,,,,138,,,,,316
,9,,83,,1264,7,193,383,479,1200,8,,,,,,,,,129,,,,,342
,9,,84,,1206,9,156,275,366,1150,9,,,,,,,,,108,,,,,249
,9,,85,,1182,8,200,335,397,1100,11,,,,,,,,,114,,,,,272
,9,,86,,1155,10,215,339,410,1100,7,,,,,,,,,89,,,,,314
,9,,87,,1216,10,153,299,373,1150,12,,,,,,,,,119,,,,,242
,9,,88,,1138,10,161,299,353,1050,9,,,,,,,,,86,,,,,258
,9,,89,,1273,8,163,352,447,1200,18,,,,,,,,,135,,,,,294
,9,,90,,1277,8,205,350,431,1200,11,,,,,,,,,102,,,,,318
,9,,91,,1223,5,190,328,367,1100,9,,,,,,,,,86,,,,,272
,9,,92,,1278,9,205,338,389,1200,17,,,,,,,,,92,,,,,280
,9,,93,,1386,7,230,385,461,1300,9,,,,,,,,,105,,,,,347
,9,,94,,405,6,55,97,129,400,1,,,,,,,,,37,,,,,91
,9,,95,,452,12,75,130,150,450,3,,,,,,,,,20,,,,,127
,9,,96,,0,,,,,,,,,,,,,,,,,,,,
,10,,1,,1594,5,284,453,595,1450,15,,,,,,,,,112,,,,,468
,10,,2,,1553,5,268,405,534,1400,24,,,,,,,,,122,,,,,388
,10,,3,,1388,9,185,332,419,1300,11,,,,,,,,,146,,,,,262
,10,,4,,1451,7,167,301,406,1350,6,,,,,,,,,85,,,,,315
,10,,5,,1560,3,253,465,588,1450,19,,,,,,,,,129,,,,,440
,10,,6,,1290,9,211,330,398,1200,12,,,,,,,,,116,,,,,270
,10,,7,,1327,5,203,329,408,1200,17,,,,,,,,,132,,,,,259
,10,,8,,1221,8,176,293,396,1100,14,,,,,,,,,147,,,,,235
,10,,9,,1440,7,227,409,510,1300,10,,,,,,,,,206,,,,,294
,10,,10,,1314,5,172,308,372,1200,9,,,,,,,,,94,,,,,269
,10,,11,,1421,5,162,294,385,1300,7,,,,,,,,,129,,,,,249
,10,,12,,1199,7,159,283,362,1100,6,,,,,,,,,71,,,,,285
,10,,13,,1233,9,139,298,398,1150,11,,,,,,,,,87,,,,,300
,10,,14,,1327,6,200,343,424,1250,15,,,,,,,,,108,,,,,301
,10,,15,,1040,6,160,273,335,950,10,,,,,,,,,79,,,,,246
,10,,16,,1146,8,122,238,286,1050,8,,,,,,,,,100,,,,,178
,10,,17,,1073,5,186,285,351,1000,14,,,,,,,,,119,,,,,218
,10,,18,,1017,8,193,283,339,950,8,,,,,,,,,100,,,,,231
,10,,19,,1343,6,218,373,450,1250,15,,,,,,,,,89,,,,,346
,10,,20,,1121,8,177,308,400,1050,7,,,,,,,,,77,,,,,316
,10,,21,,1251,6,147,260,361,1150,19,,,,,,,,,106,,,,,236
,10,,22,,1165,4,205,316,394,1100,15,,,,,,,,,103,,,,,276
,10,,23,,1247,5,196,333,391,1150,9,,,,,,,,,137,,,,,245
,10,,24,,1274,9,181,333,405,1200,12,,,,,,,,,84,,,,,309
,10,,25,,1249,4,168,299,370,1150,12,,,,,,,,,119,,,,,239
,10,,26,,987,8,117,209,266,900,13,,,,,,,,,79,,,,,174
,10,,27,,928,9,139,259,302,850,9,,,,,,,,,81,,,,,211
,10,,28,,1474,24,242,371,431,1400,15,,,,,,,,,117,,,,,299
,10,,29,,1258,8,172,339,426,1200,18,,,,,,,,,110,,,,,295
,10,,30,,1230,4,138,283,358,1150,12,,,,,,,,,121,,,,,225
,10,,31,,1348,6,200,349,432,1250,13,,,,,,,,,124,,,,,294
,10,,32,,1253,10,142,259,324,1150,10,,,,,,,,,80,,,,,234
,10,,33,,1250,5,163,317,402,1150,9,,,,,,,,,132,,,,,261
,10,,34,,1425,0,180,300,401,1350,9,,,,,,,,,110,,,,,282
,10,,35,,1107,9,107,208,292,1050,9,,,,,,,,,82,,,,,201
,10,,36,,1037,9,123,218,277,950,7,,,,,,,,,88,,,,,182
,10,,37,,1237,4,190,336,402,1150,11,,,,,,,,,128,,,,,263
,10,,38,,1139,10,118,250,344,1050,6,,,,,,,,,77,,,,,261
,10,,39,,1531,5,240,455,551,1450,17,,,,,,,,,83,,,,,451
,10,,40,,1410,9,198,308,410,1350,8,,,,,,,,,115,,,,,287
,10,,41,,1082,3,187,331,418,1050,4,,,,,,,,,140,,,,,274
,10,,42,,1123,5,173,322,396,1050,8,,,,,,,,,124,,,,,264
,10,,43,,1142,7,151,260,333,1050,11,,,,,,,,,89,,,,,233
,10,,44,,1050,6,163,287,352,950,6,,,,,,,,,98,,,,,248
,10,,45,,1200,9,150,276,345,1100,14,,,,,,,,,111,,,,,220
,10,,46,,1195,8,159,280,334,1100,15,,,,,,,,,88,,,,,231
,10,,47,,1185,4,176,304,355,1100,9,,,,,,,,,128,,,,,218
,10,,48,,1293,9,181,304,374,1200,11,,,,,,,,,97,,,,,266
,10,,49,,1299,7,150,297,382,1200,13,,,,,,,,,129,,,,,240
,10,,50,,1265,4,197,335,448,1150,18,,,,,,,,,131,,,,,299
,10,,51,,1080,9,189,304,374,1000,7,,,,,,,,,119,,,,,248
,10,,52,,1101,5,150,267,356,1000,9,,,,,,,,,105,,,,,242
,10,,53,,1503,8,262,418,501,1450,11,,,,,,,,,96,,,,,394
,10,,54,,1412,16,331,527,598,1350,14,,,,,,,,,191,,,,,393
,10,,55,,1228,9,181,311,375,1150,21,,,,,,,,,108,,,,,246
,10,,56,,1227,5,176,282,368,1150,7,,,,,,,,,126,,,,,235
,10,,57,,1122,10,155,286,346,1000,8,,,,,,,,,122,,,,,216
,10,,58,,1283,558,256,450,514,1750,28,,,,,,,,,126,,,,,360
,10,,59,,1159,6,162,292,367,1100,3,,,,,,,,,90,,,,,273
,10,,60,,1243,8,173,300,382,1150,21,,,,,,,,,123,,,,,238
,10,,61,,1265,6,180,296,382,1150,9,,,,,,,,,106,,,,,267
,10,,62,,1190,10,202,324,408,1100,9,,,,,,,,,95,,,,,304
,10,,63,,1152,5,182,302,374,1100,10,,,,,,,,,99,,,,,264
,10,,64,,1157,5,165,320,381,1050,6,,,,,,,,,118,,,,,257
,10,,65,,1125,9,191,312,388,1050,11,,,,,,,,,110,,,,,267
,10,,66,,1171,8,164,320,400,1100,13,,,,,,,,,125,,,,,262
,10,,67,,1260,5,225,400,485,1150,17,,,,,,,,,123,,,,,345
,10,,68,,1105,10,175,285,343,1000,6,,,,,,,,,106,,,,,231
,10,,69,,1224,6,178,338,410,1150,13,,,,,,,,,126,,,,,271
,10,,70,,1029,8,144,285,360,950,9,,,,,,,,,119,,,,,232
,10,,71,,1182,10,0,0,375,1100,15,,,,,,,,,98,,,,,262
,10,,72,,1419,6,167,292,388,1300,21,,,,,,,,,130,,,,,237
,10,,73,,1292,8,181,296,382,1200,7,,,,,,,,,93,,,,,282
,10,,74,,1194,10,188,343,423,1100,9,,,,,,,,,121,,,,,293
,10,,75,,1109,6,207,346,425,1050,11,,,,,,,,,119,,,,,294
,10,,76,,1086,8,164,322,406,1000,11,,,,,,,,,127,,,,,268
,10,,77,,966,9,187,305,356,900,17,,,,,,,,,130,,,,,209
,10,,78,,818,3,137,249,313,750,14,,,,,,,,,122,,,,,176
,10,,79,,1196,10,130,244,341,1100,13,,,,,,,,,99,,,,,229
,10,,80,,1144,4,175,294,341,1050,13,,,,,,,,,111,,,,,217
,10,,81,,1231,6,155,277,358,1150,13,,,,,,,,,135,,,,,210
,10,,82,,1207,6,142,267,323,1100,14,,,,,,,,,114,,,,,195
,10,,83,,1301,9,129,225,265,1200,8,,,,,,,,,66,,,,,191
,10,,84,,1192,7,189,311,408,1100,17,,,,,,,,,143,,,,,248
,10,,85,,1185,9,166,302,384,1100,13,,,,,,,,,118,,,,,253
,10,,86,,1253,3,196,344,430,1150,16,,,,,,,,,119,,,,,295
,10,,87,,1262,6,195,366,448,1150,14,,,,,,,,,74,,,,,360
,10,,88,,1390,4,230,390,481,1300,16,,,,,,,,,133,,,,,332
