region,district,distr,prec,prec name,nothing,avg age,# > 99,85-99,# < 85,# no wdabceli,total voters,# of duplicates
,,61,7,61-7,,49.5285359801,0,15,388,0,403,0
,,61,8,61-8,,50.4575725027,0,29,902,0,931,3
,,61,9,61-9,,49.1793103448,0,23,992,0,1015,2
,,61,10,61-10,,47.6156832298,1,33,1254,0,1288,0
,,61,11,61-11,,49.9251101322,0,21,887,0,908,1
,,61,12,61-12,,46.8536231884,0,9,681,0,690,0
,,61,13,61-13,,56.4310344828,0,3,55,0,58,0
,,61,14,61-14,,43.4280373832,0,18,517,0,535,1
,,61,15,61-15,,46.8091009989,0,29,872,0,901,3
,,61,16,61-16,,46.2643979058,0,14,750,0,764,4
,,61,17,61-17,,48.6462809917,0,18,587,0,605,0
,,61,18,61-18,,47.39569161,0,17,865,0,882,1
,,61,19,61-19,,51.0101522843,0,9,385,0,394,0
,,61,20,61-20,,50.0483870968,0,13,421,0,434,0
,,61,21,61-21,,48.5350194553,0,17,497,0,514,1
,,61,22,61-22,,45.751651255,0,20,737,0,757,4
,,61,23,61-23,,48.5175141243,0,19,866,0,885,3
,,61,24,61-24,,49.0735171261,0,30,1167,0,1197,0
,,61,25,61-25,,47.5610955056,0,24,1400,0,1424,1
,,61,26,61-26,,47.7243133266,2,16,965,0,983,2
,,61,27,61-27,,48.3647186147,1,23,900,0,924,1
,,61,28,61-28,,46.7108433735,0,19,645,0,664,1
,,61,29,61-29,,49.8133802817,0,23,829,0,852,5
,,61,30,61-30,,44.9331941545,0,10,469,0,479,0
,,61,31,61-31,,49.4951768489,0,10,301,0,311,0
,,61,32,61-32,,49.3637770898,0,20,626,0,646,2
,,61,33,61-33,,47.8356435644,2,11,492,0,505,1
,,61,34,61-34,,50.5506849315,0,12,353,0,365,0
,,61,35,61-35,,46.6586021505,0,18,726,0,744,1
,,61,36,61-36,,49.188449848,1,20,637,0,658,0
,,61,37,61-37,,48.3808255659,0,34,1468,0,1502,2
,,61,38,61-38,,48.0065616798,0,20,742,0,762,0
,,62,1,62-1,,46.6226993865,0,23,955,0,978,0
,,62,2,62-2,,50.6193181818,0,10,342,0,352,1
,,62,3,62-3,,49.857881137,0,13,374,0,387,1
,,62,4,62-4,,49.8770053476,0,16,545,0,561,0
,,62,5,62-5,,49.4593908629,0,6,388,0,394,0
,,62,6,62-6,,47.7544303797,0,10,780,0,790,2
,,62,7,62-7,,48.0726950355,0,11,553,0,564,1
,,62,8,62-8,,47.8443298969,0,13,957,0,970,0
,,62,9,62-9,,49.5139664804,0,13,703,0,716,3
,,62,10,62-10,,57.4454545455,0,11,99,0,110,0
,,62,11,62-11,,50.2284482759,0,19,445,0,464,0
,,62,12,62-12,,50.985380117,0,6,336,0,342,0
,,62,13,62-13,,52.7420634921,0,14,238,0,252,0
,,62,14,62-14,,53.550660793,0,12,215,0,227,0
,,62,15,62-15,,48.4857142857,0,7,273,0,280,0
,,62,16,62-16,,50.8433333333,0,10,290,0,300,0
,,62,17,62-17,,44.3439716312,1,10,835,0,846,1
,,62,18,62-18,,48.9254658385,1,26,778,0,805,1
,,62,19,62-19,,49.8086642599,0,5,272,0,277,0
,,62,20,62-20,,50.422310757,0,11,240,0,251,1
,,62,21,62-21,,48.2608695652,1,11,356,0,368,4
,,62,22,62-22,,46.9496402878,0,8,270,0,278,0
,,62,23,62-23,,44.3920704846,0,1,226,0,227,1
,,62,24,62-24,,51.043062201,0,17,401,0,418,0
,,62,25,62-25,,54.6472392638,0,14,312,0,326,0
,,62,26,62-26,,47.2355263158,0,22,738,0,760,1
,,62,27,62-27,,47.0590339893,1,7,551,0,559,0
,,62,28,62-28,,46.952681388,0,14,620,0,634,1
,,62,29,62-29,,49.8933823529,0,6,266,0,272,0
,,62,30,62-30,,46.404886562,0,10,563,0,573,3
,,62,31,62-31,,50.3349814586,1,28,780,0,809,1
,,62,32,62-32,,52.521978022,0,12,170,0,182,1
,,62,33,62-33,,49.495951417,0,19,969,0,988,0
,,62,34,62-34,,51.1418918919,0,18,426,0,444,0
,,62,35,62-35,,48.584,0,24,726,0,750,0
,,62,36,62-36,,51.3848580442,0,14,303,0,317,1
,,62,37,62-37,,49.3878787879,0,3,162,0,165,0
,,62,38,62-38,,48.6147727273,0,16,864,0,880,3
,,63,1,63-1,,47.5217723453,0,26,1283,0,1309,1
,,63,2,63-2,,47.4084682441,0,9,794,0,803,0
,,63,3,63-3,,49.0353097935,1,33,1467,0,1501,2
,,63,4,63-4,,49.5094017094,0,18,567,0,585,1
,,63,5,63-5,,47.6558741906,0,31,1050,0,1081,1
,,63,6,63-6,,47.804964539,0,23,823,0,846,1
,,63,7,63-7,,49.1883910387,0,24,958,0,982,0
,,63,8,63-8,,48.3640040445,2,18,969,0,989,3
,,63,9,63-9,,49.1012145749,1,32,1202,0,1235,2
,,63,10,63-10,,48.4075286416,0,21,590,0,611,1
,,63,11,63-11,,48.6146993318,0,12,886,0,898,0
,,63,12,63-12,,50.0908360129,0,47,1197,0,1244,1
,,63,13,63-13,,47.7326732673,0,21,787,0,808,0
,,63,14,63-14,,47.6449339207,0,35,1100,0,1135,0
,,63,15,63-15,,49.9614791988,0,12,637,0,649,1
,,63,16,63-16,,47.5602836879,0,21,966,0,987,0
,,63,17,63-17,,48.8261287224,0,31,1010,0,1041,0
,,63,18,63-18,,51.7781862745,0,23,793,0,816,1
,,63,19,63-19,,49.1103202847,0,10,552,0,562,0
,,63,20,63-20,,48.2383316783,0,25,982,0,1007,0
,,63,21,63-21,,46.4455555556,0,14,886,0,900,2
,,63,22,63-22,,48.265497076,0,28,827,0,855,1
,,63,23,63-23,,51.4361370717,0,17,625,0,642,0
,,63,24,63-24,,48.678,0,12,488,0,500,0
,,64,1,64-1,,48.6917475728,0,13,1223,0,1236,4
,,64,2,64-2,,49.3760292772,0,23,1070,0,1093,1
,,64,3,64-3,,49.0981963928,0,31,967,0,998,1
,,64,4,64-4,,48.7041972019,1,25,1475,0,1501,2
,,64,5,64-5,,47.6409335727,0,19,1095,0,1114,0
,,64,6,64-6,,46.8537284895,0,15,1031,0,1046,0
,,64,7,64-7,,47.2769230769,0,12,1418,0,1430,1
,,64,8,64-8,,46.4003856041,0,16,1540,0,1556,0
,,64,9,64-9,,45.4278975741,0,19,1465,0,1484,1
,,64,10,64-10,,48.5415135929,0,36,1325,0,1361,3
,,64,11,64-11,,49.1887941535,0,21,800,0,821,0
,,64,12,64-12,,48.1973314607,0,29,1395,0,1424,1
,,64,13,64-13,,48.1725978648,0,27,1097,0,1124,1
,,64,14,64-14,,46.1711156742,0,16,1445,0,1461,2
,,64,15,64-15,,47.684910086,0,19,1260,0,1279,1
,,64,16,64-16,,48.5744400527,0,34,1484,0,1518,2
,,64,17,64-17,,46.9982174688,0,18,1104,0,1122,0
,,64,18,64-18,,46.922883487,0,11,1182,0,1193,0
,,64,19,64-19,,49.061769616,0,14,585,0,599,0
,,64,20,64-20,,46.88072018,0,22,1311,0,1333,0
,,64,21,64-21,,48.0177187154,0,19,884,0,903,0
,,64,22,64-22,,49.7958115183,1,16,556,0,573,0
,,64,23,64-23,,48.1168091168,1,18,1034,0,1053,1
,,64,24,64-24,,46.1269146608,0,9,448,0,457,0
,,64,25,64-25,,46.6462728551,0,19,1403,0,1422,2
,,64,26,64-26,,49.0474006116,1,17,636,0,654,0
,,64,27,64-27,,49.1153846154,0,7,201,0,208,0
,,64,28,64-28,,48.208249497,0,14,980,0,994,0
,,64,29,64-29,,48.0651289009,0,27,1447,0,1474,0
,,64,30,64-30,,47.6436031332,0,16,750,0,766,0
,,64,31,64-31,,47.1811023622,0,16,619,0,635,0
,,64,32,64-32,,48.162109375,0,6,506,0,512,1
,,64,33,64-33,,50.2255639098,0,16,649,0,665,0
,,64,34,64-34,,49.8335949765,3,17,617,0,637,0
,,64,35,64-35,,48.8601997147,1,17,683,0,701,0
,,64,36,64-36,,46.1802604524,0,24,1435,0,1459,2
,,64,37,64-37,,48.5249169435,0,32,871,0,903,1
,,64,38,64-38,,47.843803056,0,11,578,0,589,0
,,64,39,64-39,,49.7923875433,0,15,563,0,578,1
,,64,40,64-40,,48.6498905908,0,12,445,0,457,0
,,64,41,64-41,,48.0363951473,0,14,563,0,577,2
,,64,42,64-42,,47.9536784741,0,7,727,0,734,0
,,64,43,64-43,,46.8249516441,0,12,1022,0,1034,1
,,65,1,65-1,,48.6828153565,0,19,1075,0,1094,0
,,65,2,65-2,,48.8501872659,0,29,1306,0,1335,0
,,65,3,65-3,,50.9234042553,0,18,452,0,470,0
,,65,4,65-4,,47.5846736045,0,19,1038,0,1057,0
,,65,5,65-5,,45.9804560261,1,16,597,0,614,0
,,65,6,65-6,,50.2920168067,0,19,457,0,476,0
,,65,7,65-7,,51.0340425532,0,13,692,0,705,0
,,65,8,65-8,,48.5338842975,0,18,587,0,605,0
,,65,9,65-9,,49.4493554328,0,28,1058,0,1086,3
,,65,10,65-10,,47.5307692308,1,30,879,0,910,1
,,65,11,65-11,,49.9268292683,0,28,710,0,738,0
,,65,12,65-12,,49.0934699104,0,19,762,0,781,1
,,65,13,65-13,,47.6312,0,30,1220,0,1250,1
,,65,14,65-14,,48.249689441,1,15,789,0,805,0
,,65,15,65-15,,48.1107544141,0,17,606,0,623,0
,,65,16,65-16,,49.8686327078,0,9,364,0,373,0
,,65,17,65-17,,48.6602641056,0,23,810,0,833,1
,,65,18,65-18,,48.8033126294,0,25,941,0,966,2
,,65,19,65-19,,47.5102459016,0,28,948,0,976,0
,,65,20,65-20,,49.7129277567,0,14,512,0,526,1
,,65,21,65-21,,49.1287356322,0,39,1266,0,1305,1
,,65,22,65-22,,46.3373655914,0,10,734,0,744,0
,,65,23,65-23,,50.0758293839,0,13,409,0,422,0
,,65,24,65-24,,44.87,0,10,290,0,300,0
,,65,25,65-25,,49.5028301887,2,28,1030,0,1060,2
,,65,26,65-26,,49.5613287905,0,28,1146,0,1174,1
,,65,27,65-27,,48.1651741294,0,36,969,0,1005,1
,,65,28,65-28,,49.3263546798,1,15,796,0,812,0
,,65,29,65-29,,48.5633456335,0,26,787,0,813,2
,,65,30,65-30,,50.2824,0,43,1207,0,1250,1
,,65,31,65-31,,48.9101123596,0,15,786,0,801,1
,,65,32,65-32,,47.2100719424,0,33,1357,0,1390,1
,,65,33,65-33,,47.7824109174,0,25,1294,0,1319,4
,,65,34,65-34,,46.8591817317,0,27,1024,0,1051,0
,,65,35,65-35,,48.5895104895,3,30,1397,0,1430,1
,,65,36,65-36,,47.7698630137,0,38,1422,0,1460,1
,,65,37,65-37,,47.5827538248,2,11,706,0,719,0
,,65,38,65-38,,48.1843711844,0,14,805,0,819,0
,,65,39,65-39,,46.3560606061,0,7,389,0,396,0
,,66,1,66-1,,47.5983662355,0,26,1443,0,1469,2
,,66,2,66-2,,47.0321761219,1,15,1165,0,1181,0
,,66,3,66-3,,47.0506091846,0,14,1053,0,1067,0
,,66,4,66-4,,48.2631233596,0,35,1489,0,1524,0
,,66,5,66-5,,46.3591331269,1,22,1269,0,1292,1
,,66,6,66-6,,47.4655172414,0,14,624,0,638,0
,,66,7,66-7,,47.4631474104,1,19,984,0,1004,1
,,66,8,66-8,,47.6215235792,0,11,816,0,827,1
,,66,9,66-9,,50.364,1,16,483,0,500,0
,,66,10,66-10,,48.3114571746,0,14,885,0,899,0
,,66,11,66-11,,46.1512549538,0,16,1498,0,1514,2
,,66,12,66-12,,48.0637583893,1,10,585,0,596,0
,,66,13,66-13,,49.3277153558,0,11,523,0,534,0
,,66,14,66-14,,45.0050632911,0,7,388,0,395,2
,,66,15,66-15,,48.0990990991,0,25,1307,0,1332,0
,,66,16,66-16,,47.6098981077,0,8,679,0,687,0
,,66,17,66-17,,47.8323863636,0,3,349,0,352,1
,,66,18,66-18,,47.874137931,0,15,565,0,580,1
,,66,19,66-19,,47.6638946639,0,32,1411,0,1443,4
,,66,20,66-20,,49.2391304348,0,23,713,0,736,1
,,66,21,66-21,,44.0381125227,0,16,1086,0,1102,0
,,66,22,66-22,,46.5,0,4,228,0,232,0
,,66,23,66-23,,47.8572938689,0,15,931,0,946,2
,,66,24,66-24,,47.3333333333,0,20,670,0,690,1
,,66,25,66-25,,49.1545816733,1,29,1225,0,1255,2
,,66,26,66-26,,49.5062413315,0,27,1415,0,1442,0
,,66,27,66-27,,48.1036414566,0,29,1399,0,1428,0
,,66,28,66-28,,48.5435294118,1,21,1253,0,1275,3
,,66,29,66-29,,47.8491017964,0,15,820,0,835,0
,,66,30,66-30,,49.632183908,0,10,599,0,609,0
,,66,31,66-31,,39.6373390558,1,5,460,0,466,0
,,66,32,66-32,,49.1238615665,0,6,543,0,549,0
,,67,1,67-1,,50.0750577367,0,18,848,0,866,1
,,67,2,67-2,,47.7884761183,0,22,1297,0,1319,1
,,67,3,67-3,,48.4652206432,1,34,1302,0,1337,1
,,67,4,67-4,,49.2746185853,0,36,1406,0,1442,1
,,67,5,67-5,,48.0283748925,1,25,1137,0,1163,2
,,67,6,67-6,,49.6093023256,0,26,1264,0,1290,2
,,67,7,67-7,,49.875128999,0,27,942,0,969,1
,,67,8,67-8,,49.201027146,0,38,1325,0,1363,4
,,67,9,67-9,,48.79669967,0,48,1467,0,1515,2
,,67,10,67-10,,47.9850649351,0,34,1506,0,1540,1
,,67,100,67-100,,49.0421729807,0,30,1369,0,1399,1
,,67,101,67-101,,49.056626506,0,15,815,0,830,0
,,67,102,67-102,,47.6449115044,0,18,886,0,904,0
,,67,103,67-103,,48.7914171657,0,20,982,0,1002,0
,,67,104,67-104,,47.0861759425,0,15,542,0,557,2
,,67,105,67-105,,49.912037037,1,22,625,0,648,0
,,67,106,67-106,,46.4107648725,0,10,696,0,706,0
,,67,107,67-107,,47.529972752,1,45,1422,0,1468,2
,,67,108,67-108,,47.0284974093,0,11,761,0,772,1
,,67,11,67-11,,49.213811421,0,33,1473,0,1506,1
,,67,12,67-12,,47.8660194175,0,28,1517,0,1545,0
,,67,13,67-13,,49.850678733,1,30,1295,0,1326,2
,,67,14,67-14,,49.0468890893,0,22,1087,0,1109,0
,,67,15,67-15,,49.1943095073,1,29,1411,0,1441,4
,,67,16,67-16,,47.861037234,1,21,1482,0,1504,0
,,67,17,67-17,,48.0202020202,0,24,1263,0,1287,3
,,67,18,67-18,,47.2887931034,0,29,1363,0,1392,3
,,67,19,67-19,,48.7751436782,0,28,1364,0,1392,1
,,67,20,67-20,,48.3673469388,1,39,1430,0,1470,1
,,67,21,67-21,,47.9909828674,0,21,1088,0,1109,1
,,67,22,67-22,,48.6713043478,2,26,1122,0,1150,1
,,67,23,67-23,,47.5532994924,0,33,1346,0,1379,0
,,67,24,67-24,,48.2288081581,0,28,1541,0,1569,2
,,67,25,67-25,,47.1219123506,0,24,1231,0,1255,0
,,67,26,67-26,,49.0130340333,0,30,1351,0,1381,0
,,67,27,67-27,,47.2845588235,0,18,1342,0,1360,3
,,67,28,67-28,,46.7993311037,0,29,1466,0,1495,1
,,67,29,67-29,,50.3055555556,1,26,1161,0,1188,1
,,67,30,67-30,,48.2458899214,0,30,1369,0,1399,0
,,67,31,67-31,,48.420233463,0,32,1253,0,1285,0
,,67,32,67-32,,46.1059322034,0,17,1163,0,1180,0
,,67,33,67-33,,47.7754210855,1,30,1572,0,1603,0
,,67,34,67-34,,47.2330335241,0,19,1204,0,1223,4
,,67,35,67-35,,46.7484232656,0,23,1404,0,1427,1
,,67,36,67-36,,47.1031914894,0,13,927,0,940,0
,,67,37,67-37,,47.2661818182,0,20,1355,0,1375,1
,,67,38,67-38,,48.7165633304,0,22,1107,0,1129,1
,,67,39,67-39,,46.8629737609,0,12,674,0,686,0
,,67,40,67-40,,47.2567114094,0,14,582,0,596,0
,,67,41,67-41,,46.699410609,1,21,1505,0,1527,0
,,67,42,67-42,,45.7616099071,0,9,637,0,646,0
,,67,43,67-43,,47.4752233956,2,20,1209,0,1231,0
,,67,44,67-44,,47.2319223986,0,27,1107,0,1134,2
,,67,45,67-45,,46.3170305677,0,21,1124,0,1145,0
,,67,46,67-46,,47.0176767677,0,33,1551,0,1584,1
,,67,47,67-47,,48.6485956891,0,36,1495,0,1531,0
,,67,48,67-48,,47.8549540347,1,12,966,0,979,0
,,67,49,67-49,,47.5660242684,0,29,1372,0,1401,0
,,67,50,67-50,,47.6045777427,0,20,1247,0,1267,0
,,67,51,67-51,,47.5659670165,1,21,1312,0,1334,3
,,67,52,67-52,,51.9952606635,0,3,208,0,211,0
,,67,53,67-53,,46.1796610169,2,27,1446,0,1475,0
,,67,54,67-54,,48.5804195804,0,7,565,0,572,0
,,67,55,67-55,,47.2614555256,0,22,1462,0,1484,1
,,67,56,67-56,,47.5006587615,0,32,1486,0,1518,2
,,67,57,67-57,,46.902667628,0,22,1365,0,1387,0
,,67,58,67-58,,46.9825528007,0,16,1073,0,1089,2
,,67,59,67-59,,47.0453955901,0,35,1507,0,1542,1
,,67,60,67-60,,48.4111776447,1,32,1470,0,1503,0
,,67,61,67-61,,48.0663865546,1,26,1163,0,1190,0
,,67,62,67-62,,47.3924889543,1,21,1336,0,1358,1
,,67,63,67-63,,45.1920757967,1,17,1143,0,1161,2
,,67,64,67-64,,44.626513703,0,20,1549,0,1569,1
,,67,65,67-65,,48.3183183183,0,20,1312,0,1332,2
,,67,66,67-66,,49.1862348178,1,21,966,0,988,0
,,67,67,67-67,,48.5991189427,0,32,876,0,908,0
,,67,68,67-68,,47.7294520548,1,31,1428,0,1460,1
,,67,69,67-69,,46.2786745964,0,20,1157,0,1177,0
,,67,70,67-70,,47.6475694444,0,21,1131,0,1152,4
,,67,71,67-71,,46.6174358974,0,12,963,0,975,2
,,67,72,67-72,,47.7865168539,0,17,962,0,979,0
,,67,73,67-73,,48.4257777778,0,20,1105,0,1125,0
,,67,74,67-74,,50.0121012101,1,28,880,0,909,0
,,67,75,67-75,,47.9347496206,0,27,1291,0,1318,0
,,67,76,67-76,,45.8347540984,0,19,1506,0,1525,3
,,67,77,67-77,,46.16918429,0,23,1301,0,1324,1
,,67,78,67-78,,46.3540816327,0,15,965,0,980,0
,,67,79,67-79,,47.6206543967,1,19,958,0,978,0
,,67,80,67-80,,47.7381489842,1,26,1302,0,1329,2
,,67,81,67-81,,49.1104928458,0,28,1230,0,1258,0
,,67,82,67-82,,49.4015444015,1,31,1263,0,1295,1
,,67,83,67-83,,49.037751004,0,25,1220,0,1245,1
,,67,84,67-84,,48.5717213115,1,29,1434,0,1464,1
,,67,85,67-85,,47.4278388278,0,30,1335,0,1365,0
,,67,86,67-86,,47.0294117647,0,19,1443,0,1462,2
,,67,87,67-87,,48.1227513228,0,13,932,0,945,1
,,67,88,67-88,,46.7028347996,1,12,1010,0,1023,0
,,67,89,67-89,,48.4514492754,2,28,1350,0,1380,1
,,67,90,67-90,,33.8279386712,0,3,584,0,587,0
,,67,91,67-91,,45.6656534954,0,10,648,0,658,1
,,67,92,67-92,,47.0428422153,0,22,935,0,957,0
,,67,93,67-93,,47.6048317515,0,26,1133,0,1159,0
,,67,94,67-94,,47.0907982937,0,22,1619,0,1641,2
,,67,95,67-95,,47.3610469592,0,17,1282,0,1299,0
,,67,96,67-96,,47.4479553903,1,13,524,0,538,0
,,67,97,67-97,,49.1784841076,0,8,401,0,409,0
,,67,98,67-98,,46.7197986577,0,12,584,0,596,0
,,67,99,67-99,,49.3705486044,1,17,1021,0,1039,0
,,68,1,68-1,,47.6562064156,0,21,1413,0,1434,3
,,68,2,68-2,,46.8414550446,1,32,1424,0,1457,2
,,68,3,68-3,,47.4109985528,1,34,1347,0,1382,3
,,68,4,68-4,,48.9031620553,0,11,495,0,506,2
,,68,5,68-5,,48.9908172635,0,28,1061,0,1089,3
,,68,6,68-6,,47.7869362364,1,16,1269,0,1286,2
,,68,7,68-7,,47.852124183,0,17,1207,0,1224,2
,,68,8,68-8,,46.6206896552,0,11,1149,0,1160,0
,,68,9,68-9,,48.0467762326,1,21,769,0,791,0
,,68,10,68-10,,46.8821165439,0,28,1465,0,1493,0
,,68,11,68-11,,47.5276280323,0,35,1449,0,1484,2
,,68,12,68-12,,48.7344,0,17,608,0,625,1
,,68,13,68-13,,48.6323877069,1,31,814,0,846,1
,,68,14,68-14,,49.3166885677,1,36,724,0,761,3
,,68,15,68-15,,48.717032967,0,27,1429,0,1456,8
,,68,16,68-16,,48.3001474926,0,45,1311,0,1356,3
,,68,17,68-17,,46.483627204,0,16,778,0,794,0
,,68,18,68-18,,47.6994421199,0,29,1405,0,1434,1
,,68,19,68-19,,50.2955927052,0,41,1275,0,1316,0
,,68,20,68-20,,48.1535326087,0,29,707,0,736,0
,,68,21,68-21,,47.9496124031,0,37,1253,0,1290,1
,,68,22,68-22,,47.2678571429,0,9,607,0,616,1
,,68,23,68-23,,47.3032200358,0,20,1098,0,1118,1
,,68,24,68-24,,47.7511994517,0,30,1429,0,1459,1
,,68,25,68-25,,47.997833935,2,24,1359,0,1385,0
,,68,26,68-26,,47.9505376344,1,34,1360,0,1395,2
,,68,27,68-27,,48.2512218964,1,34,988,0,1023,2
,,68,28,68-28,,48.4848484848,0,31,992,0,1023,2
,,69,1,69-1,,47.9193548387,0,20,1096,0,1116,2
,,69,2,69-2,,47.684030743,0,16,1155,0,1171,2
,,69,3,69-3,,47.1659634318,0,8,703,0,711,0
,,69,4,69-4,,48.2723845429,0,21,1040,0,1061,0
,,69,5,69-5,,48.6739495798,0,16,579,0,595,1
,,69,6,69-6,,48.0928909953,1,32,1022,0,1055,1
,,69,7,69-7,,49.0272232305,1,14,536,0,551,0
,,69,8,69-8,,48.1121794872,0,22,914,0,936,0
,,69,9,69-9,,47.0463483146,0,11,701,0,712,1
,,69,10,69-10,,48.0254360465,1,28,1347,0,1376,1
,,69,11,69-11,,48.0884615385,0,13,1027,0,1040,0
,,69,12,69-12,,45.4378378378,0,5,550,0,555,2
,,69,13,69-13,,48.5299684543,0,5,312,0,317,0
,,69,14,69-14,,47.3900589722,0,19,1168,0,1187,0
,,69,15,69-15,,48.8476727786,1,46,1371,0,1418,1
,,69,16,69-16,,49.4643478261,1,11,563,0,575,0
,,69,17,69-17,,48.3792134831,0,9,347,0,356,0
,,69,18,69-18,,50.0155279503,2,16,626,0,644,0
,,69,19,69-19,,46.8761061947,0,8,557,0,565,0
,,69,20,69-20,,46.9158653846,0,8,408,0,416,1
,,69,21,69-21,,46.7741487144,1,22,1416,0,1439,1
,,69,22,69-22,,47.3877300613,1,29,785,0,815,0
,,69,23,69-23,,48.6360902256,1,25,639,0,665,0
,,69,24,69-24,,48.3409425626,1,29,1328,0,1358,1
,,69,25,69-25,,48.5391658189,0,16,967,0,983,1
,,69,26,69-26,,47.9081196581,0,6,462,0,468,0
,,69,27,69-27,,48.6673326673,0,30,971,0,1001,2
,,70,1,70-1,,47.6993103448,0,23,1427,0,1450,2
,,70,2,70-2,,46.4875739645,0,19,826,0,845,0
,,70,3,70-3,,46.287826087,0,17,1133,0,1150,1
,,70,4,70-4,,46.732735426,0,15,1100,0,1115,2
,,70,5,70-5,,46.5800130634,0,16,1515,0,1531,0
,,70,7,70-7,,45.3387215283,0,12,1349,0,1361,0
,,70,8,70-8,,47.5791180285,0,24,1518,0,1542,0
,,70,9,70-9,,46.7276290007,0,22,1509,0,1531,0
,,70,10,70-10,,45.5871501272,0,20,1552,0,1572,2
,,70,11,70-11,,47.6048442907,0,26,1419,0,1445,0
,,70,12,70-12,,47.404,0,24,1476,0,1500,1
,,70,13,70-13,,48.052258636,0,19,1110,0,1129,0
,,70,14,70-14,,46.5028284098,0,14,1577,0,1591,2
,,70,15,70-15,,46.9777947933,0,11,1295,0,1306,1
,,70,16,70-16,,45.0909649662,1,7,1619,0,1627,3
,,70,17,70-17,,45.9641532756,0,11,798,0,809,1
,,70,18,70-18,,45.2775030902,0,18,1600,0,1618,2
,,70,19,70-19,,45.8360025625,0,23,1538,0,1561,1
,,70,20,70-20,,45.4917763158,0,18,1198,0,1216,0
,,70,21,70-21,,43.4884667571,1,10,1463,0,1474,1
,,70,22,70-22,,42.0040650407,0,10,1220,0,1230,2
,,70,23,70-23,,46.8683409437,0,23,1291,0,1314,1
,,70,24,70-24,,46.2994161802,0,7,1192,0,1199,1
,,70,25,70-25,,46.6925675676,0,4,588,0,592,1
,,70,26,70-26,,43.3454715219,0,6,1065,0,1071,0
,,70,27,70-27,,46.9922680412,0,13,1151,0,1164,2
,,70,28,70-28,,46.3123745819,0,20,1475,0,1495,1
,,70,29,70-29,,47.0532724505,0,25,1289,0,1314,0
,,70,30,70-30,,47.4543568465,1,38,1407,0,1446,0
,,70,31,70-31,,46.887966805,0,20,1185,0,1205,0
,,70,33,70-33,,44.9958202717,0,4,953,0,957,0
,,70,34,70-34,,44.5165077036,0,19,1344,0,1363,0
,,79,1,79-1,,46.1420331651,0,27,1360,0,1387,1
,,79,2,79-2,,48.2848664688,0,32,1316,0,1348,1
,,79,3,79-3,,46.0161290323,3,27,1458,0,1488,0
,,79,4,79-4,,45.6088435374,0,23,1447,0,1470,2
,,79,5,79-5,,48.0935779817,0,11,534,0,545,2
,,79,6,79-6,,49.6482993197,1,45,1424,0,1470,4
,,79,7,79-7,,47.3270799347,0,25,1201,0,1226,0
,,79,8,79-8,,47.2687296417,0,23,1205,0,1228,0
,,79,9,79-9,,47.5516981132,1,26,1298,0,1325,3
,,79,10,79-10,,47.3047297297,2,30,1448,0,1480,2
,,79,100,79-100,,43.7539015606,0,8,825,0,833,1
,,79,101,79-101,,41.3483870968,1,2,462,0,465,0
,,79,102,79-102,,44.238643634,1,13,1549,0,1563,1
,,79,103,79-103,,42.971950424,0,20,1513,0,1533,2
,,79,104,79-104,,43.0714791224,1,7,1405,0,1413,2
,,79,11,79-11,,46.8740936058,0,22,1495,0,1517,2
,,79,12,79-12,,47.083819242,0,25,1347,0,1372,3
,,79,13,79-13,,46.6664415935,1,23,1457,0,1481,2
,,79,14,79-14,,47.3671497585,2,31,1416,0,1449,3
,,79,15,79-15,,45.5229419703,0,28,1454,0,1482,2
,,79,16,79-16,,45.0382550336,1,11,1478,0,1490,1
,,79,17,79-17,,47.000698812,1,17,1413,0,1431,4
,,79,18,79-18,,45.0949535193,1,22,1483,0,1506,0
,,79,19,79-19,,44.6943866944,0,9,1434,0,1443,3
,,79,20,79-20,,45.1218074656,0,10,1517,0,1527,4
,,79,21,79-21,,43.2647444299,0,8,1518,0,1526,3
,,79,22,79-22,,43.6180826189,0,7,1276,0,1283,2
,,79,23,79-23,,43.4901185771,0,8,1257,0,1265,2
,,79,24,79-24,,47.0484550562,1,19,1404,0,1424,2
,,79,25,79-25,,44.6728522337,0,15,1440,0,1455,3
,,79,26,79-26,,42.8087837838,0,7,1473,0,1480,2
,,79,27,79-27,,44.6425304878,0,15,1297,0,1312,1
,,79,28,79-28,,46.5560897436,0,26,1222,0,1248,1
,,79,29,79-29,,45.5966216216,0,15,1465,0,1480,2
,,79,30,79-30,,45.8819959541,1,15,1467,0,1483,4
,,79,31,79-31,,44.6653144016,0,12,1467,0,1479,5
,,79,32,79-32,,45.8218966847,0,11,1286,0,1297,2
,,79,33,79-33,,45.9979619565,0,20,1452,0,1472,3
,,79,34,79-34,,45.5993485342,1,26,1508,0,1535,0
,,79,35,79-35,,45.6880920162,0,16,1462,0,1478,4
,,79,36,79-36,,46.2492897727,0,18,1390,0,1408,4
,,79,37,79-37,,46.3302891933,0,26,1288,0,1314,1
,,79,38,79-38,,45.807748538,1,18,1349,0,1368,3
,,79,39,79-39,,45.6223922114,1,20,1417,0,1438,1
,,79,40,79-40,,45.7070707071,0,15,1371,0,1386,2
,,79,41,79-41,,45.528468324,0,14,1233,0,1247,2
,,79,42,79-42,,44.7723279649,0,17,1349,0,1366,2
,,79,43,79-43,,45.0856832972,0,16,906,0,922,0
