shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Free Georgia,National Democratic Party of Georgia,United National Movement,Movement for Fair Georgia,Christian-Democratic Movement,Public Movement,Freedom Party,Georgian Group,New Rights,People's Party,Merab Kostava Society,Future Georgia,Labour Council of Georgia,Labour,Sportsman's Union,Georgian Dream
Precinct,58,23-58,176,54.1538,\N,\N,\N,\N,0,\N,\N,\N,19,\N,\N,\N,0,0.3625,0.2067,0.15,\N,\N,\N,\N,\N,\N,0,0,55.6818,2.2727,1.1364,0,0,0,1.1364,0,0,0,0,1.1364,0,27.8409
Precinct,59,23-59,264,36.214,\N,\N,\N,\N,4,\N,\N,\N,0,\N,\N,\N,0,0.6875,0.2933,0.1222,\N,\N,\N,\N,\N,\N,0,0.3788,92.803,0.3788,1.1364,0,0,0,0.3788,0,0,0,0,0,0,4.9242
Precinct,60,23-60,502,45.5535,\N,\N,\N,\N,7.2089,\N,\N,\N,2,\N,\N,\N,0,0.8167,0.9433,0.3444,\N,\N,\N,\N,\N,\N,0,0.3984,85.259,0.996,0.996,0,0,0,0.3984,0,0,0,0,0,0,11.5538
Precinct,61,23-61,483,46.1318,\N,\N,\N,\N,2.2267,\N,\N,\N,0,\N,\N,\N,0,0.8125,0.82,0.2944,\N,\N,\N,\N,\N,\N,0,2.2774,28.7785,0.4141,2.8986,0,0,0,1.2422,0,0,0,0,0.207,0,64.1822
Precinct,62,23-62,664,62.2306,\N,\N,\N,\N,0.7474,\N,\N,\N,77,\N,\N,\N,0,1.1125,0.95,0.65,\N,\N,\N,\N,\N,\N,0,0,81.7771,0.9036,0.3012,0,0,0,0,0,0,0,0,0.1506,0,5.2711
Precinct,1,24-1,569,43.3359,\N,\N,\N,\N,3.0664,\N,\N,\N,0,\N,\N,\N,0,0.9542,0.91,0.4722,\N,\N,\N,\N,\N,\N,0,0,55.0088,0,0,0,0,0,3.8664,0,0,0,0,0.8787,0,40.246
Precinct,2,24-2,577,45.7211,\N,\N,\N,\N,1.8707,\N,\N,\N,0,\N,\N,\N,0,1.1667,0.76,0.4444,\N,\N,\N,\N,\N,\N,0.1733,0,57.539,0,0,0,0,0,1.0399,0,0,0,0.1733,1.3865,0,39.688
Precinct,3,24-3,349,57.7815,\N,\N,\N,\N,0.2857,\N,\N,\N,1,\N,\N,\N,0,0.55,0.48,0.4111,\N,\N,\N,\N,\N,\N,0.5731,0,92.8367,0,0,0,0,0,0.2865,0,0,0,0,0.2865,0,5.7307
Precinct,4,24-4,664,47.8386,\N,\N,\N,\N,5.6818,\N,\N,\N,0,\N,\N,\N,0,1.1542,1.3267,0.1611,\N,\N,\N,\N,\N,\N,0,0,90.512,0,0,0,0,0,0.9036,0,0,0,0.4518,0.753,0,7.3795
Precinct,5,24-5,251,36.1151,\N,\N,\N,\N,7.3801,\N,\N,\N,0,\N,\N,\N,0,0.6667,0.2967,0.1222,\N,\N,\N,\N,\N,\N,0,0,93.6255,0,0,0,0,0,0,0,0,0,0,0.7968,0,5.5777
Precinct,6,24-6,40,37.3832,\N,\N,\N,\N,14.8936,\N,\N,\N,0,\N,\N,\N,0,0.1083,0.07,0,\N,\N,\N,\N,\N,\N,0,0,90,0,0,0,0,0,0,0,0,0,0,2.5,0,7.5
Precinct,7,24-7,224,40.8759,\N,\N,\N,\N,7.8189,\N,\N,\N,0,\N,\N,\N,0,0.3333,0.4667,0.1278,\N,\N,\N,\N,\N,\N,0,0,72.7679,0,0,0,0,0,0.8929,0,0,0,0.4464,0,0,25.8929
Precinct,8,24-8,376,60.8414,\N,\N,\N,\N,1.3123,\N,\N,\N,0,\N,\N,\N,0,0.6792,0.5,0.3778,\N,\N,\N,\N,\N,\N,0,0,56.9149,0,0,0,0,0,0,0,0,0,0,0.5319,0,42.5532
Precinct,9,24-9,277,57.7083,\N,\N,\N,\N,5.4608,\N,\N,\N,0,\N,\N,\N,0,0.5542,0.3467,0.3111,\N,\N,\N,\N,\N,\N,1.444,0,47.2924,0,0,0,0,0,0.722,0,0,0,0,2.1661,0,48.3755
Precinct,10,24-10,263,60.4598,\N,\N,\N,\N,2.2305,\N,\N,\N,1,\N,\N,\N,0,0.5542,0.3333,0.2,\N,\N,\N,\N,\N,\N,0,0,95.8175,0,0,0,0,0,0.3802,0,0,0,0,0.3802,0,3.0418
Precinct,11,24-11,49,80.3279,\N,\N,\N,\N,2,\N,\N,\N,1,\N,\N,\N,0,0.1,0.0533,0.0556,\N,\N,\N,\N,\N,\N,0,0,30.6122,0,0,0,0,0,0,0,0,0,0,2.0408,0,65.3061
Precinct,12,24-12,437,63.2417,\N,\N,\N,\N,3.532,\N,\N,\N,0,\N,\N,\N,0,0.6667,0.66,0.5278,\N,\N,\N,\N,\N,\N,1.8307,0,36.8421,0,0,0,0,0,0.2288,0,0,0,0,0.6865,0,60.4119
Precinct,13,24-13,62,55.8559,\N,\N,\N,\N,1.5873,\N,\N,\N,0,\N,\N,\N,0,0.175,-0.07,0.2333,\N,\N,\N,\N,\N,\N,0,0,59.6774,0,0,0,0,0,0,0,0,0,0,4.8387,0,35.4839
Precinct,14,24-14,155,52.1886,\N,\N,\N,\N,2.5157,\N,\N,\N,0,\N,\N,\N,0,0.3333,0.24,0.0389,\N,\N,\N,\N,\N,\N,0.6452,0,85.1613,0,0,0,0,0,0.6452,0,0,0,0,0.6452,0,12.9032
Precinct,15,24-15,122,59.5122,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.3458,0.1633,-0.0556,\N,\N,\N,\N,\N,\N,0.8197,0,90.1639,0,0,0,0,0,0.8197,0,0,0,0,0.8197,0,7.377
Precinct,16,24-16,311,65.0628,\N,\N,\N,\N,1.8927,\N,\N,\N,0,\N,\N,\N,0,0.5417,0.52,0.1722,\N,\N,\N,\N,\N,\N,0,0,66.5595,0,0,0,0,0,0.6431,0,0,0,0.3215,7.074,0,25.4019
Precinct,17,24-17,438,64.9852,\N,\N,\N,\N,1.7937,\N,\N,\N,0,\N,\N,\N,0,0.7583,0.6167,0.4389,\N,\N,\N,\N,\N,\N,0.2283,0,67.1233,0,0,0,0,0,0.2283,0,0,0,0.4566,1.3699,0,30.5936
Precinct,18,24-18,105,80.7692,\N,\N,\N,\N,1.8692,\N,\N,\N,0,\N,\N,\N,0,0.2667,0.12,0.0389,\N,\N,\N,\N,\N,\N,0.9524,0,61.9048,0,0,0,0,0,0,0,0,0,0,0.9524,0,36.1905
Precinct,19,24-19,214,53.5,\N,\N,\N,\N,3.1674,\N,\N,\N,1,\N,\N,\N,0,0.5792,0.2367,0.0611,\N,\N,\N,\N,\N,\N,0.4673,0,83.1776,0,0,0,0,0,0.9346,0,0,0,0,0,0,14.9533
Precinct,20,24-20,238,56.2648,\N,\N,\N,\N,4.0323,\N,\N,\N,0,\N,\N,\N,0,0.4917,0.3833,0.0833,\N,\N,\N,\N,\N,\N,0,0,97.8992,0,0,0,0,0,0,0,0,0,0,0.4202,0,1.6807
Precinct,21,24-21,163,46.0452,\N,\N,\N,\N,9.9448,\N,\N,\N,0,\N,\N,\N,0,0.525,0.15,0.0556,\N,\N,\N,\N,\N,\N,0.6135,0,95.7055,0,0,0,0,0,0,0,0,0,0,0,0,3.681
Precinct,22,24-22,537,51.5355,\N,\N,\N,\N,4.2781,\N,\N,\N,2,\N,\N,\N,0,1.0333,0.7233,0.5333,\N,\N,\N,\N,\N,\N,0,0,78.2123,0,0,0,0,0,1.676,0,0,0,0,0,0,19.7393
Precinct,23,24-23,41,48.8095,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.1167,-0.0633,0.1778,\N,\N,\N,\N,\N,\N,0,0,78.0488,0,0,0,0,0,0,0,0,0,0,4.878,0,17.0732
Precinct,24,24-24,356,51.3709,\N,\N,\N,\N,4.8128,\N,\N,\N,0,\N,\N,\N,0,0.7,0.5433,0.2389,\N,\N,\N,\N,\N,\N,0,0,88.4831,0,0,0,0,0,0.8427,0,0,0,0,0.2809,0,10.3933
Precinct,25,24-25,149,49.5017,\N,\N,\N,\N,6.875,\N,\N,\N,0,\N,\N,\N,0,0.2625,0.2667,0.0944,\N,\N,\N,\N,\N,\N,1.3423,0,85.2349,0,0,0,0,0,0.6711,0,0,0,0,2.0134,0,10.7383
Precinct,26,24-26,165,41.7722,\N,\N,\N,\N,5.7143,\N,\N,\N,0,\N,\N,\N,0,0.4667,0.19,0.0333,\N,\N,\N,\N,\N,\N,0,0,91.5152,0,0,0,0,0,0,0,0,0,0.6061,0.6061,0,7.2727
Precinct,27,24-27,31,119.2308,\N,\N,\N,\N,3.125,\N,\N,\N,6,\N,\N,\N,0,0.0375,0.0233,0.0889,\N,\N,\N,\N,\N,\N,3.2258,0,19.3548,0,0,0,0,0,0,0,0,0,3.2258,0,0,54.8387
Precinct,28,24-28,156,39.6947,\N,\N,\N,\N,4.2945,\N,\N,\N,0,\N,\N,\N,0,0.475,0.1533,0.0167,\N,\N,\N,\N,\N,\N,0,0,84.6154,0,0,0,0,0,1.2821,0,0,0,0,1.9231,0,12.1795
Precinct,29,24-29,283,43.3384,\N,\N,\N,\N,4.0678,\N,\N,\N,0,\N,\N,\N,0,0.8625,0.21,0.1389,\N,\N,\N,\N,\N,\N,0,0,86.9258,0,0,0,0,0,0,0,0,0,0,0,0,13.0742
Precinct,30,24-30,55,38.4615,\N,\N,\N,\N,5.1724,\N,\N,\N,0,\N,\N,\N,0,0.2417,-0.1933,0.3222,\N,\N,\N,\N,\N,\N,0,0,89.0909,0,0,0,0,0,0,0,0,0,0,3.6364,0,7.2727
Precinct,31,24-31,71,25.7246,\N,\N,\N,\N,0,\N,\N,\N,7,\N,\N,\N,0,0.225,0.0567,0,\N,\N,\N,\N,\N,\N,1.4085,0,78.8732,0,0,0,0,0,0,0,0,0,0,4.2254,0,5.6338
Precinct,32,24-32,527,71.5061,\N,\N,\N,\N,1.4953,\N,\N,\N,0,\N,\N,\N,0,0.775,0.98,0.3056,\N,\N,\N,\N,\N,\N,3.6053,0,67.9317,0,0,0,0,0,0,0,0,0,0,1.1385,0,27.3245
Precinct,33,24-33,25,20.8333,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.1042,0,0,\N,\N,\N,\N,\N,\N,0,0,40,0,0,0,0,0,4,0,0,0,0,0,0,56
Precinct,34,24-34,20,47.619,\N,\N,\N,\N,4.7619,\N,\N,\N,0,\N,\N,\N,0,0.05,0.03,0,\N,\N,\N,\N,\N,\N,0,0,75,0,0,0,0,0,0,0,0,0,0,5,0,20
Precinct,35,24-35,72,19.0981,\N,\N,\N,\N,6.4935,\N,\N,\N,1,\N,\N,\N,0,0.1875,0.0767,0.05,\N,\N,\N,\N,\N,\N,0,0,75,0,0,0,0,0,4.1667,0,0,0,0,0,0,19.4444
Precinct,36,24-36,134,52.3438,\N,\N,\N,\N,2.8986,\N,\N,\N,0,\N,\N,\N,0,0.3042,0.15,0.1111,\N,\N,\N,\N,\N,\N,0.7463,0,92.5373,0,0,0,0,0,0.7463,0,0,0,0,0.7463,0,5.2239
Precinct,37,24-37,142,59.9156,\N,\N,\N,\N,5.3333,\N,\N,\N,1,\N,\N,\N,0,0.3333,0.1967,0.0611,\N,\N,\N,\N,\N,\N,0.7042,0,85.9155,0,0,0,0,0,0.7042,0,0,0,0.7042,1.4085,0,9.8592
Precinct,38,24-38,240,49.5868,\N,\N,\N,\N,8.7452,\N,\N,\N,2,\N,\N,\N,0,0.5875,0.3367,0.1167,\N,\N,\N,\N,\N,\N,0,0,89.1667,0,0,0,0,0,0,0,0,0,0,0.4167,0,9.5833
Precinct,39,24-39,374,55.6548,\N,\N,\N,\N,4.1026,\N,\N,\N,7,\N,\N,\N,0,0.4375,0.75,0.3333,\N,\N,\N,\N,\N,\N,0,0,91.7112,0,0,0,0,0,0,0,0,0,0,0,0,6.4171
Precinct,40,24-40,113,68.0723,\N,\N,\N,\N,0.8772,\N,\N,\N,0,\N,\N,\N,0,0.3167,0.1067,0.0333,\N,\N,\N,\N,\N,\N,0,0,86.7257,0,0,0,0,0,0.885,0,0,0,0,0.885,0,11.5044
Precinct,41,24-41,37,84.0909,\N,\N,\N,\N,5.1282,\N,\N,\N,0,\N,\N,\N,0,0.1167,0.0367,0,\N,\N,\N,\N,\N,\N,0,0,48.6486,0,0,0,0,0,0,0,0,0,0,0,0,51.3514
Precinct,42,24-42,130,52.6316,\N,\N,\N,\N,3.7037,\N,\N,\N,0,\N,\N,\N,0,0.375,0.14,0.0167,\N,\N,\N,\N,\N,\N,0,0,95.3846,0,0,0,0,0,0,0,0,0,0,1.5385,0,3.0769
Precinct,43,24-43,468,47.2727,\N,\N,\N,\N,7.6923,\N,\N,\N,4,\N,\N,\N,0,0.5833,0.96,0.4389,\N,\N,\N,\N,\N,\N,0.2137,0,77.3504,0,0,0,0,0,0.4274,0,0,0,0.2137,1.2821,0,19.6581
Precinct,44,24-44,150,50.8475,\N,\N,\N,\N,3.2258,\N,\N,\N,0,\N,\N,\N,0,0.425,0.1467,0.05,\N,\N,\N,\N,\N,\N,0,0,94.6667,0,0,0,0,0,0.6667,0,0,0,0,0,0,4.6667
Precinct,45,24-45,159,52.1311,\N,\N,\N,\N,1.8519,\N,\N,\N,0,\N,\N,\N,0,0.4208,0.1667,0.0611,\N,\N,\N,\N,\N,\N,0.6289,0,86.7925,0,0,0,0,0,0.6289,0,0,0,0,1.2579,0,10.6918
Precinct,46,24-46,179,35.7285,\N,\N,\N,\N,8.6735,\N,\N,\N,3,\N,\N,\N,0,0.2333,0.2567,0.35,\N,\N,\N,\N,\N,\N,0.5587,0,93.2961,0,0,0,0,0,0,0,0,0,0,0.5587,0,3.9106
Precinct,47,24-47,216,57.1429,\N,\N,\N,\N,2.7027,\N,\N,\N,0,\N,\N,\N,0,0.5167,0.3167,0.0167,\N,\N,\N,\N,\N,\N,0,0,96.2963,0,0,0,0,0,0,0,0,0,0,0.9259,0,2.7778
Precinct,48,24-48,329,48.0994,\N,\N,\N,\N,3.2353,\N,\N,\N,1,\N,\N,\N,0,0,0,1.8889,\N,\N,\N,\N,\N,\N,0.6079,0,25.8359,0,0,0,0,0,12.1581,0,0,0,0,0.9119,0,60.1824
Precinct,49,24-49,216,67.7116,\N,\N,\N,\N,2.7027,\N,\N,\N,0,\N,\N,\N,0,0.4042,0.3067,0.1833,\N,\N,\N,\N,\N,\N,0.463,0,78.2407,0,0,0,0,0,0,0,0,0,0.463,1.3889,0,19.4444
Precinct,50,24-50,447,56.3682,\N,\N,\N,\N,2.4017,\N,\N,\N,2,\N,\N,\N,0,1.0917,0.5167,0.2278,\N,\N,\N,\N,\N,\N,0,0,59.7315,0,0,0,0,0,0.6711,0,0,0,0,0.6711,0,38.4787
Precinct,1,25-1,303,28.7749,\N,\N,\N,\N,2.5723,\N,\N,\N,10,\N,\N,\N,0,0.725,0.33,0.2111,\N,\N,\N,\N,\N,\N,13.8614,0,54.4554,3.6304,0.33,0,0,0,0,0,0,0,0,1.6502,0,22.7723
Precinct,2,25-2,284,17.1291,\N,\N,\N,\N,4.698,\N,\N,\N,3,\N,\N,\N,0,0.6292,0.3567,0.2222,\N,\N,\N,\N,\N,\N,7.7465,0,53.169,4.2254,3.5211,0,0,0,0,0,0,0,0,2.1127,0,28.169
Precinct,3,25-3,226,21.9844,\N,\N,\N,\N,4.2373,\N,\N,\N,1,\N,\N,\N,0,0.425,0.3667,0.1333,\N,\N,\N,\N,\N,\N,18.5841,0,36.2832,10.177,3.0973,0,0,0,0,0,0,0,0,2.6549,0,28.7611
Precinct,4,25-4,135,16.5037,\N,\N,\N,\N,9.396,\N,\N,\N,5,\N,\N,\N,0,0.2917,0.2367,0.0444,\N,\N,\N,\N,\N,\N,20,0,40.7407,2.963,3.7037,0,0,0,0,0,0,0,0,0.7407,0,28.1481
Precinct,5,25-5,83,29.4326,\N,\N,\N,\N,5.6818,\N,\N,\N,0,\N,\N,\N,0,0.2417,0.0833,0.0278,\N,\N,\N,\N,\N,\N,19.2771,0,56.6265,1.2048,2.4096,0,0,0,0,0,0,0,0,0,0,20.4819
Precinct,6,25-6,136,56.4315,\N,\N,\N,\N,2.1583,\N,\N,\N,1,\N,\N,\N,0,0.2833,0.1733,0.1056,\N,\N,\N,\N,\N,\N,5.1471,0,57.3529,16.9118,3.6765,0,0,0,0,0,0,0,0,0.7353,0,15.4412
Precinct,7,25-7,56,45.9016,\N,\N,\N,\N,9.6774,\N,\N,\N,0,\N,\N,\N,0,0.1458,0.0767,0.0222,\N,\N,\N,\N,\N,\N,46.4286,0,42.8571,0,1.7857,0,0,0,0,0,0,0,0,0,0,8.9286
Precinct,8,25-8,259,41.242,\N,\N,\N,\N,2.9963,\N,\N,\N,1,\N,\N,\N,0,0.6417,0.2533,0.2056,\N,\N,\N,\N,\N,\N,15.444,0,69.4981,0.7722,0.3861,0,0,0,0,0,0,0,0,0.3861,0,13.1274
Precinct,9,25-9,35,50,\N,\N,\N,\N,5.4054,\N,\N,\N,0,\N,\N,\N,0,0.0583,0.06,0.0278,\N,\N,\N,\N,\N,\N,17.1429,0,62.8571,0,2.8571,0,0,0,0,0,0,0,0,0,0,17.1429
Precinct,10,25-10,148,55.6391,\N,\N,\N,\N,0,\N,\N,\N,2,\N,\N,\N,0,0.4458,0.13,0.0111,\N,\N,\N,\N,\N,\N,0,0,67.5676,0,0.6757,0,0,0,0,0,0,0,0,0,0,30.4054
Precinct,11,25-11,58,48.3333,\N,\N,\N,\N,4.918,\N,\N,\N,0,\N,\N,\N,0,0.2458,0.0067,0,\N,\N,\N,\N,\N,\N,1.7241,0,94.8276,0,0,0,0,0,0,0,0,0,0,0,0,3.4483
Precinct,12,25-12,134,61.7512,\N,\N,\N,\N,1.4706,\N,\N,\N,33,\N,\N,\N,0,0.4958,0.05,0.0111,\N,\N,\N,\N,\N,\N,3.7313,0,57.4627,0.7463,2.2388,0,0,0,0,0,0,0,0,0,0,11.194
Precinct,13,25-13,124,12.0858,\N,\N,\N,\N,3.876,\N,\N,\N,0,\N,\N,\N,0,0.3625,0.1133,0.0444,\N,\N,\N,\N,\N,\N,0,0,72.5806,8.871,0.8065,0,0,0,0,0,0,0,0,0.8065,0,16.9355
Precinct,14,25-14,30,18.4049,\N,\N,\N,\N,6.25,\N,\N,\N,0,\N,\N,\N,0,0.1,0.02,0.0111,\N,\N,\N,\N,\N,\N,40,0,26.6667,0,3.3333,0,0,0,0,0,0,0,0,6.6667,0,23.3333
Precinct,15,25-15,138,24.5989,\N,\N,\N,\N,2.1277,\N,\N,\N,3,\N,\N,\N,0,0.2083,0.2033,0.1667,\N,\N,\N,\N,\N,\N,5.7971,0,73.913,1.4493,1.4493,0,0,0,0,0,0,0,0,1.4493,0,13.7681
Precinct,16,25-16,121,34.9711,\N,\N,\N,\N,6.2016,\N,\N,\N,3,\N,\N,\N,0,0.1917,0.2067,0.1167,\N,\N,\N,\N,\N,\N,19.0083,0,61.157,0,0.8264,0,0,0,0,0,0,0,0,0.8264,0,15.7025
Precinct,17,25-17,128,21.0526,\N,\N,\N,\N,3.0303,\N,\N,\N,2,\N,\N,\N,0,0.3375,0.14,0.05,\N,\N,\N,\N,\N,\N,7.0313,0,55.4688,0.7813,0,0,0,0,0,0,0,0,0,0.7813,0,34.375
Precinct,18,25-18,99,24.75,\N,\N,\N,\N,5.7143,\N,\N,\N,1,\N,\N,\N,0,0.2458,0.11,0.0722,\N,\N,\N,\N,\N,\N,15.1515,0,67.6768,1.0101,6.0606,0,0,0,0,0,0,0,0,1.0101,0,8.0808
Precinct,19,25-19,34,18.9944,\N,\N,\N,\N,0,\N,\N,\N,1,\N,\N,\N,0,0.0625,0.05,0.0222,\N,\N,\N,\N,\N,\N,0,0,70.5882,0,0,0,0,0,0,0,0,0,0,5.8824,0,20.5882
Precinct,20,25-20,356,53.4535,\N,\N,\N,\N,5.5703,\N,\N,\N,3,\N,\N,\N,0,0.4583,0.56,0.55,\N,\N,\N,\N,\N,\N,0.8427,0,88.4831,0.5618,0,0,0,0,0,0,0,0,0,0.2809,0,8.9888
Precinct,21,25-21,128,48.6692,\N,\N,\N,\N,7.9137,\N,\N,\N,0,\N,\N,\N,0,0.4,0.1233,0.0333,\N,\N,\N,\N,\N,\N,2.3438,0,86.7188,6.25,0.7813,0,0,0,0,0,0,0,0,0,0,3.9063
Precinct,22,25-22,143,44.9686,\N,\N,\N,\N,2.0548,\N,\N,\N,0,\N,\N,\N,0,0.4875,0.06,0.0611,\N,\N,\N,\N,\N,\N,0,0,91.6084,0,1.3986,0,0,0,0,0,0,0,0,0.6993,0,6.2937
Precinct,23,25-23,66,14.4105,\N,\N,\N,\N,0,\N,\N,\N,3,\N,\N,\N,0,0.1917,0.0633,0.0056,\N,\N,\N,\N,\N,\N,4.5455,0,54.5455,0,0,0,0,0,0,0,0,0,0,1.5152,0,34.8485
Precinct,24,25-24,13,18.0556,\N,\N,\N,\N,0,\N,\N,\N,5,\N,\N,\N,0,0.0208,0.0133,0.0222,\N,\N,\N,\N,\N,\N,0,0,53.8462,0,0,0,0,0,0,0,0,0,0,0,0,7.6923
Precinct,25,25-25,285,50.8929,\N,\N,\N,\N,1.7241,\N,\N,\N,3,\N,\N,\N,0,0.4375,0.4667,0.25,\N,\N,\N,\N,\N,\N,0,0,73.6842,0,0.3509,0,0,0,0,0,0,0,0,0,0,24.9123
Precinct,26,25-26,168,21.3198,\N,\N,\N,\N,2.8902,\N,\N,\N,4,\N,\N,\N,0,0.3833,0.1367,0.2222,\N,\N,\N,\N,\N,\N,1.1905,0,85.119,3.5714,2.381,0,0,0,0,0,0,0,0,0,0,5.3571
Precinct,27,25-27,449,48.4358,\N,\N,\N,\N,3.6481,\N,\N,\N,0,\N,\N,\N,0,1.0333,0.5433,0.3056,\N,\N,\N,\N,\N,\N,0,0,63.4744,0,0.6682,0,0,0,0,0,0,0,0,0,0,35.8575
Precinct,28,25-28,230,58.8235,\N,\N,\N,\N,2.5424,\N,\N,\N,4,\N,\N,\N,0,0.7708,0.11,0.1,\N,\N,\N,\N,\N,\N,0,0,87.3913,0,0,0,0,0,0,0,0,0,0,0,0,10.8696
Precinct,29,25-29,186,25.6906,\N,\N,\N,\N,17.6991,\N,\N,\N,0,\N,\N,\N,0,0.4667,0.23,0.25,\N,\N,\N,\N,\N,\N,9.1398,0,67.2043,4.8387,3.2258,0,0,0,0,0,0,0,0,0.5376,0,15.0538
Precinct,30,25-30,211,27.5817,\N,\N,\N,\N,1.4019,\N,\N,\N,4,\N,\N,\N,0,0.5125,0.21,0.1556,\N,\N,\N,\N,\N,\N,7.5829,0,46.9194,7.109,2.8436,0,0,0,0,0,0,0,0,0.4739,0,33.1754
Precinct,31,25-31,297,53.2258,\N,\N,\N,\N,2.9412,\N,\N,\N,2,\N,\N,\N,0,0.8125,0.2833,0.1444,\N,\N,\N,\N,\N,\N,0.6734,0,68.0135,0,0,0,0,0,0,0,0,0,0,0,0,30.6397
Precinct,32,25-32,239,40.1681,\N,\N,\N,\N,5.1587,\N,\N,\N,3,\N,\N,\N,0,0.5375,0.2667,0.2389,\N,\N,\N,\N,\N,\N,10.8787,0,56.9038,5.4393,1.2552,0,0,0,0,0,0,0,0,0,0,24.2678
Precinct,33,25-33,33,4.6875,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.0917,0.02,0.0278,\N,\N,\N,\N,\N,\N,3.0303,0,60.6061,0,3.0303,0,0,0,0,0,0,0,0,0,0,33.3333
Precinct,34,25-34,473,43.2754,\N,\N,\N,\N,4.829,\N,\N,\N,4,\N,\N,\N,0,0.725,0.8667,0.35,\N,\N,\N,\N,\N,\N,0,0,79.704,0.2114,0.2114,0,0,0,0,0,0,0,0,0,0,19.0275
Precinct,35,25-35,231,46.1078,\N,\N,\N,\N,2.1186,\N,\N,\N,1,\N,\N,\N,0,0.5417,0.3167,0.0611,\N,\N,\N,\N,\N,\N,0,0,63.2035,0,0.4329,0,0,0,0,0,0,0,0,0.4329,0,35.4978
Precinct,36,25-36,139,43.9873,\N,\N,\N,\N,7.947,\N,\N,\N,0,\N,\N,\N,0,0.4458,0.11,0.0611,\N,\N,\N,\N,\N,\N,0,0,84.8921,0,0.7194,0,0,0,0,0,0,0,0,0,0,14.3885
Precinct,37,25-37,309,20.0259,\N,\N,\N,\N,5.7927,\N,\N,\N,1,\N,\N,\N,0,0.5792,0.4,0.3833,\N,\N,\N,\N,\N,\N,10.356,0,64.7249,2.589,1.2945,0,0,0,0,0,0,0,0,0,0,20.712
Precinct,38,25-38,240,46.6019,\N,\N,\N,\N,4.7619,\N,\N,\N,1,\N,\N,\N,0,0.4208,0.3267,0.2944,\N,\N,\N,\N,\N,\N,8.3333,0,56.25,9.1667,0.4167,0,0,0,0,0,0,0,0,1.25,0,24.1667
Precinct,39,25-39,428,44.4906,\N,\N,\N,\N,3.386,\N,\N,\N,0,\N,\N,\N,0,0.65,0.7067,0.4167,\N,\N,\N,\N,\N,\N,0,0,81.7757,0,0,0,0,0,0,0,0,0,0,0.2336,0,17.9907
Precinct,40,25-40,270,67.6692,\N,\N,\N,\N,2.1739,\N,\N,\N,2,\N,\N,\N,0,0.2625,0.57,0.2333,\N,\N,\N,\N,\N,\N,0.3704,0,79.2593,0.3704,0.3704,0,0,0,0,0,0,0,0,1.8519,0,17.037
Precinct,41,25-41,125,71.4286,\N,\N,\N,\N,0,\N,\N,\N,0,\N,\N,\N,0,0.3167,0.04,0.2056,\N,\N,\N,\N,\N,\N,15.2,0,68,0,1.6,0,0,0,0,0,0,0,0,0.8,0,14.4
Precinct,42,25-42,284,52.7881,\N,\N,\N,\N,3.4014,\N,\N,\N,6,\N,\N,\N,0,0.2083,0.66,0.2556,\N,\N,\N,\N,\N,\N,1.4085,0,66.5493,0.3521,0.3521,0,0,0,0,0,0,0,0,0,0,29.2254
Precinct,43,25-43,188,55.4572,\N,\N,\N,\N,3.5897,\N,\N,\N,0,\N,\N,\N,0,0.5417,0.1167,0.1667,\N,\N,\N,\N,\N,\N,1.0638,0,85.6383,0,0,0,0,0,0,0,0,0,0,0,0,13.2979
Precinct,44,25-44,35,50,\N,\N,\N,\N,0,\N,\N,\N,1,\N,\N,\N,0,0.1125,0.0133,0.0222,\N,\N,\N,\N,\N,\N,0,0,91.4286,0,2.8571,0,0,0,0,0,0,0,0,0,0,2.8571
Precinct,45,25-45,141,42.5982,\N,\N,\N,\N,0.7042,\N,\N,\N,2,\N,\N,\N,0,0.375,0.12,0.0889,\N,\N,\N,\N,\N,\N,0,0,75.8865,0,0,0,0,0,0,0,0,0,0,0,0,22.695
Precinct,1,26-1,575,43.429,\N,\N,\N,\N,3.5235,\N,\N,\N,3,\N,\N,\N,0,0.9292,1.0233,0.3667,\N,\N,\N,\N,\N,\N,6.4348,0,48.8696,0,1.2174,0,0,0,2.4348,0,0,0,0,0,0,40.5217
