shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Free Georgia,National Democratic Party of Georgia,United National Movement,Movement for Fair Georgia,Christian-Democratic Movement,Public Movement,Freedom Party,Georgian Group,New Rights,People's Party,Merab Kostava Society,Future Georgia,Labour Council of Georgia,Labour,Sportsman's Union,Georgian Dream
Country,Georgia,Georgia,2143379,59.3101,206,1830,1220,391,\N,1977,54.1792,4.6899,\N,11,0.3015,21.4545,\N,\N,\N,\N,35,22,42,99,3649,99.7267,0.4592,0.0644,41.3887,0.1961,2.304,0,0.0099,0.1925,0.6734,0,0.0332,0.0444,0.0191,0.938,0.003,53.2526
Region,Adjara,Adjara,177958,58.3603,18,138,146,44,\N,171,49.2795,3.3509,\N,1,0.2882,1,\N,\N,\N,\N,0,0,4,4,347,100.8721,0.8502,0,37.7494,0.5024,3.4154,0,0,0,0.1444,0,0.2422,0.1804,0,0.6996,0,55.8946
Region,Guria,Guria,76730,67.7205,2,78,43,15,\N,50,36.2319,1.86,\N,0,0,\N,\N,\N,\N,\N,2,0,0,2,138,100,0.3675,0,38.7723,0,1.2955,0,0,0,0.6829,0,0.1447,0,0,0.4822,0,58.1337
Region,Imereti,Imereti,348940,61.8506,44,317,199,42,\N,308,51.1628,3.9221,\N,0,0,\N,\N,\N,\N,\N,2,1,3,6,602,100.1664,0.1957,0.1175,38.7668,0.1699,2.6549,0,0,0,0.9105,0,0,0,0,0.8517,0,55.9867
Region,Kakheti,Kakheti,190388,60.5947,10,173,88,35,\N,166,54.2484,5.0964,\N,1,0.3268,1,\N,\N,\N,\N,1,0,0,1,306,100,0.2978,0,48.2693,0,2.4954,0,0,0,0.8488,0,0,0,0,1.0053,0.0084,46.6311
Region,Kvemo Kartli,Kvemo Kartli,202074,49.1803,29,148,133,123,\N,235,54.1475,4.6809,\N,1,0.2304,2,\N,\N,\N,\N,6,3,5,14,434,100.9302,0.5394,0.1495,58.8611,0.2529,1.5796,0,0,0,0.5404,0,0,0.1544,0.0064,0.7151,0,36.6579
Region,Mtskheta-Mtianeti,Mtskheta-Mtianeti,56238,64.0327,11,65,40,10,\N,45,35.7143,4.8889,\N,0,0,\N,\N,\N,\N,\N,0,0,2,2,126,100,0.0498,0,33.9148,0.4001,1.2892,0,0,0,0.3841,0,0,0.0036,0,2.4841,0.0373,61.0459
Region,Racha-Lechkhumi and Kvemo Svaneti,Racha-Lechkhumi and Kvemo Svaneti,25393,68.73,19,61,30,14,\N,37,29.8387,2.1351,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,124,100,0.2127,0,55.468,0,2.0242,0,0,0,0.7601,0,0,0,0.0354,0.4568,0.1063,40.6254
Region,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti,195780,54.0227,20,157,165,31,\N,182,48.6631,3.8187,\N,1,0.2674,1,\N,\N,\N,\N,2,1,3,6,374,100.2681,0.3872,0.0572,54.69,0.3892,3.4253,0,0,0,1.0481,0,0,0.1221,0,0.9409,0,38.5857
Region,Samtskhe-Javakheti,Samtskhe-Javakheti,93560,61.0769,28,96,63,27,\N,104,49.0566,4.2596,\N,0,0,\N,\N,\N,\N,\N,1,0,0,1,212,100,0.7525,0,70.6285,0,0.6092,0,0,0,0.8027,0,0,0,0.0278,0.1475,0,26.5584
Region,Shida Kartli,Shida Kartli,143307,59.574,14,97,83,40,\N,107,45.5319,5.9252,\N,4,1.7021,56.75,\N,\N,\N,\N,2,2,6,10,235,100.4274,1.1095,0,41.6644,0.4766,3.2162,0,0.1479,0,0.8402,0,0,0,0.0272,1.157,0,51.0771
Region,Tbilisi,Tbilisi,633011,61.7298,11,500,230,10,\N,572,76.1651,5.9108,\N,3,0.3995,1.3333,\N,\N,\N,\N,19,15,19,53,751,103.7293,0.4066,0.0878,28.1283,0.0845,1.8927,0,0,0.652,0.5295,0,0.0267,0.0122,0.0509,1.1071,0,66.4883
District,79,Batumi,77567,57.907,3,32,60,9,\N,67,64.4231,3.6119,\N,0,0,\N,\N,\N,\N,\N,0,0,3,3,104,101.9608,1.168,0,31.1898,0.4912,2.8685,0,0,0,0,0,0.5556,0.3197,0,0,0,63.0951
District,80,Keda,10913,69.2845,4,12,13,2,\N,11,35.4839,2.6364,\N,1,3.2258,1,\N,\N,\N,\N,0,0,0,0,31,100,0.2749,0,48.0161,1.0538,5.0307,0,0,0,0,0,0,0,0,1.0446,0,44.3233
District,83,Khelvachauri,27085,58.1261,2,16,20,6,\N,30,68.1818,3.7333,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,44,100,0.6941,0,30.8363,0.4504,3.057,0,0,0,0,0,0,0.2695,0,1.0522,0,63.2269
District,84,Khulo,14190,58.5517,5,24,16,8,\N,15,27.7778,1.4,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,54,100,0.9584,0,57.8436,0.3312,5.4193,0,0,0,1.8111,0,0,0,0,0.8739,0,32.6145
District,81,Kobuleti,38748,55.9627,3,30,24,8,\N,22,33.8462,2.8636,\N,0,0,\N,\N,\N,\N,\N,0,0,1,1,65,101.5625,0.5316,0,39.5737,0.2994,2.6169,0,0,0,0,0,0,0,0,1.4839,0,55.3319
District,82,Shuakhevi,9455,62.3804,1,24,13,11,\N,26,53.0612,4.0769,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,49,100,0.4971,0,61.8826,1.1951,7.3295,0,0,0,0,0,0,0,0,1.5547,0,26.4199
District,62,Chokhatauri,13054,69.4029,1,11,13,13,\N,10,26.3158,1.7,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,38,100,0.5056,0,46.7137,0,0,0,0,0,1.5244,0,0,0,0,0,0,51.1261
District,61,Lanchkhuti,21507,71.3807,0,22,15,1,\N,11,28.9474,2.2727,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,38,100,0.4231,0,36.5369,0,0,0,0,0,0.7114,0,0,0,0,0,0,62.2123
District,60,Ozurgeti,42169,65.5154,1,45,15,1,\N,29,46.7742,1.7586,\N,0,0,\N,\N,\N,\N,\N,2,0,0,2,62,100,0.2964,0,37.4541,0,2.3572,0,0,0,0.4079,0,0.2632,0,0,0.8774,0,58.2229
District,52,Bagdati,14306,61.2414,0,6,18,4,\N,12,42.8571,1.5833,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,28,100,0,0,48.6719,0,0,0,0,0,0.8598,0,0,0,0,1.0974,0,49.2381
District,56,Chiatura,28994,64.1091,8,35,13,2,\N,39,67.2414,2.3846,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,58,100,0,0,26.9849,0,1.4417,0,0,0,0,0,0,0,0,0.3277,0,70.925
District,48,Kharagauli,14806,72.8355,3,20,12,2,\N,8,21.6216,1.25,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,37,100,1.2833,0,47.1228,0,3.2419,0,0,0,0,0,0,0,0,0.493,0,47.7914
District,55,Khoni,15659,64.6238,1,14,13,1,\N,12,41.3793,2.0833,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,29,100,0.3065,0,48.6685,0.3896,1.6093,0,0,0,1.2644,0,0,0,0,0.7791,0,46.8229
District,59,Kutaisi,87879,54.0023,1,66,52,8,\N,63,49.6063,6.2381,\N,0,0,\N,\N,\N,\N,\N,2,1,1,4,127,100.7937,0,0.289,36.7289,0,5.8296,0,0,0,1.1857,0,0,0,0,1.5339,0,53.9856
District,50,Sachkhere,33723,76.324,23,24,5,0,\N,11,21.1538,1.5455,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,52,100,0,0,6.9745,0.1512,0,0,0,0,0,0,0,0,0,0.1631,0,92.6608
District,54,Samtredia,31162,64.4349,3,33,14,0,\N,20,40,2.45,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,50,100,0.2311,0,43.8451,0,1.5756,0,0,0,0.6418,0,0,0,0,0,0,53.5492
District,49,Terjola,23740,68.3933,0,21,9,3,\N,20,60.6061,2.4,\N,0,0,\N,\N,\N,\N,\N,0,0,1,1,33,100,0.3033,0,48.6858,0.4381,2.9275,0,0,0,1.4069,0,0,0,0,0.6824,0,45.3538
District,57,Tkibuli,14506,60.8448,1,20,11,5,\N,21,56.7568,2.8571,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,37,100,0,0,45.071,0.7583,1.944,0,0,0,0,0,0,0,0,0,0,51.813
District,58,Tskaltubo,30246,56.7222,2,27,29,9,\N,39,58.209,9.1282,\N,0,0,\N,\N,\N,\N,\N,0,0,1,1,67,100,0.3769,0.5158,51.0348,0.3868,3.3955,0,0,0,1.0348,0,0,0,0,1.6994,0,40.3789
District,53,Vani,16767,62.5214,1,11,11,8,\N,13,41.9355,1.8462,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,31,100,1.1153,0,59.9034,0.4712,0,0,0,0,1.6163,0,0,0,0,0.7276,0,36.0231
District,51,Zestaponi,37152,65.1218,1,40,12,0,\N,50,94.3396,2.28,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,53,100,0,0,37.7369,0.1911,1.3351,0,0,0,1.8734,0,0,0,0,0.8721,0,57.6846
District,18,Akhmeta,17980,58.335,2,16,9,2,\N,17,58.6207,8.8824,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,29,100,0,0,44.9388,0,1.574,0,0,0,0.812,0,0,0,0,1.2125,0,50.6229
District,14,Dedoplistskaro,13930,60.2222,2,14,6,1,\N,10,43.4783,4.7,\N,1,4.3478,1,\N,\N,\N,\N,1,0,0,1,23,100,0.3733,0,49.5047,0,1.364,0,0,0,0,0,0,0,0,0.9117,0.1149,47.4013
District,12,Gurjaani,36338,65.6703,3,33,13,2,\N,32,62.7451,2.5,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,51,102,0.1871,0,51.1751,0,2.7932,0,0,0,0.6495,0,0,0,0,1.4668,0,43.5082
District,16,Kvareli,19868,67.0695,0,19,8,3,\N,11,36.6667,6.5455,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,30,100,0,0,49.9648,0,2.5116,0,0,0,1.2482,0,0,0,0,0,0,45.913
District,15,Lagodekhi,23060,57.9281,0,15,12,8,\N,14,40,5.1429,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,35,100,0.2819,0,57.8057,0,2.8881,0,0,0,1.0017,0,0,0,0,0.8803,0,36.83
District,11,Sagarejo,24081,52.6085,1,30,5,13,\N,19,38.7755,5.5263,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,49,100,0.3239,0,41.838,0,1.3164,0,0,0,0.5565,0,0,0,0,0.7807,0,54.7486
District,13,Signagi,20812,65.5145,1,18,14,2,\N,11,31.4286,1.6364,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,35,97.2222,0.4084,0,46.9633,0,1.6481,0,0,0,1.0138,0,0,0,0,0.9081,0,48.9717
District,17,Telavi,34319,59.232,1,28,21,4,\N,52,96.2963,5.7885,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,54,100,0.6381,0,44.3515,0,4.1901,0,0,0,1.1947,0,0,0,0,1.3287,0,47.4198
District,23,Bolnisi,26975,46.5319,3,20,17,22,\N,41,66.129,4.561,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,62,100,0,0.3522,67.5107,0.8526,1.1937,0,0,0,0.3299,0,0,0,0,0.3967,0,28.671
District,24,Dmanisi,11706,51.0577,6,15,14,15,\N,15,30,2.6667,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,50,100,0.4442,0,74.6711,0,0,0,0,0,0.9995,0,0,0,0.1111,1.0166,0,22.4159
District,21,Gardabani,37074,49.9192,1,13,17,32,\N,37,58.7302,5.5676,\N,0,0,\N,\N,\N,\N,\N,1,1,2,4,63,101.6129,0,0,56.9375,0,1.1194,0,0,0,0.3992,0,0,0.2104,0,0.6015,0,40.1764
District,22,Marneuli,41969,42.4951,7,21,27,31,\N,34,39.5349,9.3824,\N,0,0,\N,\N,\N,\N,\N,2,1,0,3,86,100,0.3169,0,79.1894,0,1.8561,0,0,0,0.8006,0,0,0.4885,0,0.2335,0,16.3549
District,20,Rustavi,64608,58.4455,1,52,33,1,\N,60,68.9655,2.9333,\N,0,0,\N,\N,\N,\N,\N,3,1,3,7,87,103.5714,0.3065,0.3204,41.0599,0.1594,2.1158,0,0,0,0.4349,0,0,0,0,1.3187,0,54.0119
District,26,Tetritskaro,11544,52.3419,3,14,14,9,\N,18,43.9024,3.1667,\N,1,2.439,2,\N,\N,\N,\N,0,0,0,0,41,100,2.2089,0,47.7477,0,1.9144,0,0,0,1.0482,0,0,0.2512,0,0,0,46.3531
District,25,Tsalka,8198,33.6577,8,13,11,13,\N,30,66.6667,3.8333,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,45,100,5.5135,0,68.3947,2.1713,1.0734,0,0,0,0,0,0,0,0,0.5611,0,20.8831
District,28,Dusheti,16220,61.3047,0,31,17,5,\N,20,37.7358,2.55,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,53,100,0.1541,0,31.2145,0.3761,0,0,0,0,0.5795,0,0,0,0,5.6782,0,61.6831
District,29,Kazbegi,3467,59.673,7,3,0,0,\N,5,50,2,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,10,100,0.0865,0,28.1511,0,2.4517,0,0,0,0,0,0,0.0577,0,0,0,68.9645
District,27,Mtskheta,29168,65.6907,2,19,18,4,\N,16,37.2093,9.5625,\N,0,0,\N,\N,\N,\N,\N,0,0,2,2,43,100,0,0,34.6373,0.5623,2.1942,0,0,0,0.4183,0,0,0,0,1.3885,0,60.275
District,19,Tianeti,7383,66.1737,2,12,5,1,\N,4,20,1.5,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,20,100,0,0,39.6993,0,0,0,0,0,0,0,0,0,0,0.9617,0.2844,58.9733
District,44,Ambrolauri,8716,71.9676,4,20,10,3,\N,11,29.7297,1.7273,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,37,100,0.413,0,48.0037,0,1.939,0,0,0,1.4341,0,0,0,0,1.262,0.1721,46.5581
District,46,Lentekhi,3974,66.3661,3,16,2,2,\N,1,4.3478,1,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,23,100,0.1258,0,69.9547,0,1.3085,0,0,0,0.9059,0,0,0,0,0,0,27.6799
District,43,Oni,4533,65.8388,2,8,7,6,\N,8,34.7826,3,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,23,100,0,0,46.9667,0,1.1913,0,0,0,0.7059,0,0,0,0,0.1324,0.2647,50.2096
District,45,Tsageri,8170,68.2996,10,17,11,3,\N,17,41.4634,2.0588,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,41,100,0.1591,0,61.1016,0,2.9253,0,0,0,0,0,0,0,0.1102,0,0,35.2754
District,63,Abasha,14224,64.5841,0,19,5,0,\N,10,41.6667,2.1,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,24,100,0.4007,0,58.0357,0.4007,2.5872,0,0,0,1.1249,0,0,0.1687,0,0.8085,0,36.3259
District,69,Chkhorotsku,14386,62.2043,1,8,17,1,\N,6,22.2222,1.6667,\N,0,0,\N,\N,\N,\N,\N,1,0,0,1,27,100,0,0,59.4189,0.6882,2.2313,0,0,0,0,0,0,0,0,0.4518,0,37.1403
District,66,Khobi,18024,61.2603,0,8,23,1,\N,15,46.875,2.4,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,32,100,0.7934,0,55.9698,0.5715,4.0779,0,0,0,1.8586,0,0,0,0,0.9321,0,35.597
District,65,Martvili,19934,57.6827,3,9,18,8,\N,5,12.8205,1.4,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,39,100,0,0,52.9297,0.602,4.1236,0,0,0,2.8243,0,0,0,0,1.219,0,38.2663
District,47,Mestia,5771,68.1426,13,21,5,1,\N,6,15,3.6667,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,40,100,0,0,44.533,0,5.0078,0,0,0,0,0,0,0.1906,0,0.3466,0,49.5408
District,70,Poti,23949,57.6182,1,23,7,1,\N,13,40.625,2.3077,\N,1,3.125,1,\N,\N,\N,\N,0,0,1,1,32,100,0.3967,0,36.7615,0.3591,3.5325,0,0,0,0.8184,0,0,0,0,0.8476,0,57.1631
District,64,Senaki,24729,57.8998,1,17,18,7,\N,22,51.1628,2.5909,\N,0,0,\N,\N,\N,\N,\N,1,1,1,3,43,100,0.4893,0.4529,58.397,0,3.6597,0,0,0,0,0,0,0,0,1.8885,0,34.8821
District,68,Tsalenjikha,16282,50.7892,0,12,13,3,\N,8,28.5714,2,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,28,100,0,0,64.04,0.2948,3.4639,0,0,0,1.2713,0,0,0.6142,0,0.608,0,29.6094
District,67,Zugdidi,58481,45.5211,1,40,59,9,\N,97,88.9908,5.1134,\N,0,0,\N,\N,\N,\N,\N,0,0,1,1,109,100.9259,0.5848,0,57.092,0.4258,3.1737,0,0,0,1.0106,0,0,0.1778,0,0.79,0,35.8971
District,38,Adigeni,10242,67.0376,1,1,9,6,\N,11,64.7059,8.8182,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,17,94.4444,0,0,74.048,0,0,0,0,0,0,0,0,0,0,0,0,25.0049
District,40,Akhalkalaki,21654,53.0553,12,25,26,7,\N,31,44.2857,4.6129,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,70,100,0.3694,0,77.1867,0,0.9559,0,0,0,0.7112,0,0,0,0.1201,0,0,19.9963
District,37,Akhaltsikhe,23467,64.4574,3,25,7,0,\N,14,40,3.1429,\N,0,0,\N,\N,\N,\N,\N,1,0,0,1,35,100,0.6435,0,80.2233,0,0,0,0,0,0.9503,0,0,0,0,0,0,17.9955
District,39,Aspindza,7373,71.5339,3,14,5,4,\N,9,37.5,3.5556,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,24,104.3478,0,0,75.3967,0,0,0,0,0,2.6177,0,0,0,0,0,0,21.5516
District,36,Borjomi,17583,63.7828,2,22,5,1,\N,15,50,1.8667,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,30,100,2.3432,0,36.4784,0,2.0645,0,0,0,0.2559,0,0,0,0,0.7848,0,57.9139
District,41,Ninotsminda,13241,58.0466,7,9,11,9,\N,24,66.6667,4.125,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,36,100,0.4607,0,82.9469,0,0,0,0,0,1.0271,0,0,0,0,0,0,14.8176
District,32,Gori,69497,61.8901,6,48,36,16,\N,50,47.1698,7.48,\N,4,3.7736,56.75,\N,\N,\N,\N,1,1,5,7,106,100.9524,0.3381,0,46.0926,0.413,3.0001,0,0.2058,0,0.872,0,0,0,0,1.5353,0,47.3315
District,33,Kareli,22294,59.3367,3,16,14,6,\N,24,61.5385,2.8333,\N,0,0,\N,\N,\N,\N,\N,0,0,0,0,39,100,0.7222,0,39.5263,0.4396,5.9702,0,0.3095,0,0.453,0,0,0,0.1749,1.5071,0,50.5921
District,30,Kaspi,23864,59.1176,3,16,15,3,\N,14,36.8421,5.5,\N,0,0,\N,\N,\N,\N,\N,1,0,0,1,38,100,0.2179,0,40.2573,0.5028,2.0365,0,0,0,0.6076,0,0,0,0,1.0686,0,54.9866
District,35,Khashuri,27652,54.949,2,17,18,15,\N,19,36.5385,6.0526,\N,0,0,\N,\N,\N,\N,\N,0,1,1,2,52,100,4.1299,0,33.4732,0.6437,2.5568,0,0,0,1.273,0,0,0,0,0,0,57.5076
District,999,Tbilisi,633011,61.7298,11,500,230,10,\N,572,76.1651,5.9108,\N,3,0.3995,1.3333,\N,\N,\N,\N,19,15,19,53,751,103.7293,0.4066,0.0878,28.1283,0.0845,1.8927,0,0,0.652,0.5295,0,0.0267,0.0122,0.0509,1.1071,0,66.4883
Precinct,1,11-1,499,68.7328,\N,\N,\N,\N,2.1569,\N,\N,\N,1,\N,\N,\N,0,0.8042,0.8533,0.3389,\N,\N,\N,\N,\N,\N,1.4028,0,45.491,0,0.4008,0,0,0,0.4008,0,0,0,0,0.8016,0,51.3026
Precinct,2,11-2,817,67.5765,\N,\N,\N,\N,1.2092,\N,\N,\N,0,\N,\N,\N,0,1.5583,1.0133,0.8278,\N,\N,\N,\N,\N,\N,0,0,40.5141,0,1.224,0,0,0,2.3256,0,0,0,0,0.3672,0,55.5692
Precinct,3,11-3,753,66.2269,\N,\N,\N,\N,2.8387,\N,\N,\N,11,\N,\N,\N,0,1.3,1.09,0.7556,\N,\N,\N,\N,\N,\N,0.1328,0,43.5591,0,0.664,0,0,0,0.664,0,0,0,0,0.3984,0,53.1208
Precinct,4,11-4,544,64.1509,\N,\N,\N,\N,2.6834,\N,\N,\N,0,\N,\N,\N,0,0.8208,0.9133,0.4889,\N,\N,\N,\N,\N,\N,0.3676,0,49.0809,0,1.1029,0,0,0,1.2868,0,0,0,0,0.3676,0,47.7941
Precinct,5,11-5,469,67.5793,\N,\N,\N,\N,1.6771,\N,\N,\N,2,\N,\N,\N,0,0.8458,0.6167,0.4944,\N,\N,\N,\N,\N,\N,0.8529,0,45.4158,0,0.4264,0,0,0,0.2132,0,0,0,0,1.0661,0,51.5991
Precinct,6,11-6,831,63.3867,\N,\N,\N,\N,2.9206,\N,\N,\N,2,\N,\N,\N,0,1.1333,1.38,0.9444,\N,\N,\N,\N,\N,\N,0.2407,0,36.2214,0,1.5644,0,0,0,0.722,0,0,0,0,0.8424,0,60.1685
Precinct,7,11-7,508,51.365,\N,\N,\N,\N,2.8681,\N,\N,\N,5,\N,\N,\N,0,0.9042,0.79,0.3833,\N,\N,\N,\N,\N,\N,0.1969,0,38.3858,0,0.7874,0,0,0,0.1969,0,0,0,0,1.1811,0,58.2677
Precinct,8,11-8,778,64.6179,\N,\N,\N,\N,2.8714,\N,\N,\N,0,\N,\N,\N,0,1.1292,1.29,0.7944,\N,\N,\N,\N,\N,\N,0.5141,0,33.6761,0,0.7712,0,0,0,0.3856,0,0,0,0,0.8997,0,63.7532
Precinct,9,11-9,689,66.6989,\N,\N,\N,\N,1.2894,\N,\N,\N,0,\N,\N,\N,0,1.0917,1.02,0.7222,\N,\N,\N,\N,\N,\N,1.1611,0,41.9448,0,0.8708,0,0,0,1.4514,0,0,0,0,0.7257,0,53.8462
Precinct,10,11-10,625,61.0948,\N,\N,\N,\N,2.4961,\N,\N,\N,0,\N,\N,\N,0,1.1708,1.02,0.3,\N,\N,\N,\N,\N,\N,0.32,0,51.2,0,1.6,0,0,0,0.48,0,0,0,0,0.48,0,45.92
Precinct,11,11-11,452,51.0158,\N,\N,\N,\N,3.0043,\N,\N,\N,0,\N,\N,\N,0,0.9167,0.5467,0.4556,\N,\N,\N,\N,\N,\N,0.6637,0,37.3894,0,1.3274,0,0,0,0.2212,0,0,0,0,1.9912,0,58.4071
Precinct,12,11-12,172,63.4686,\N,\N,\N,\N,6.0109,\N,\N,\N,0,\N,\N,\N,0,0.3667,0.2567,0.1,\N,\N,\N,\N,\N,\N,0,0,47.093,0,1.1628,0,0,0,0.5814,0,0,0,0,0.5814,0,50.5814
Precinct,13,11-13,278,77.2222,\N,\N,\N,\N,2.1127,\N,\N,\N,4,\N,\N,\N,0,0.625,0.37,0.1278,\N,\N,\N,\N,\N,\N,0,0,63.6691,0,1.7986,0,0,0,0.3597,0,0,0,0,0.7194,0,32.0144
Precinct,14,11-14,896,69.7276,\N,\N,\N,\N,3.6559,\N,\N,\N,0,\N,\N,\N,0,1.6042,1.3433,0.7889,\N,\N,\N,\N,\N,\N,0.1116,0,27.3438,0,0.8929,0,0,0,0.7813,0,0,0,0,1.2277,0,69.6429
Precinct,15,11-15,642,67.5079,\N,\N,\N,\N,3.8922,\N,\N,\N,0,\N,\N,\N,0,1.05,1.11,0.4611,\N,\N,\N,\N,\N,\N,1.7134,0,26.6355,0,0.4673,0,0,0,1.7134,0,0,0,0,0.6231,0,68.8474
Precinct,16,11-16,928,68.7917,\N,\N,\N,\N,5.7868,\N,\N,\N,19,\N,\N,\N,0,1.3125,1.6633,0.95,\N,\N,\N,\N,\N,\N,0,0,24.6767,0,1.6164,0,0,0,0.2155,0,0,0,0,0.3233,0,71.1207
Precinct,17,11-17,407,73.5986,\N,\N,\N,\N,1.4528,\N,\N,\N,1,\N,\N,\N,0,0.7417,0.5767,0.3444,\N,\N,\N,\N,\N,\N,0.2457,0,28.9926,0,2.2113,0,0,0,1.7199,0,0,0,0,2.2113,0,64.3735
Precinct,18,11-18,568,69.7789,\N,\N,\N,\N,2.5729,\N,\N,\N,0,\N,\N,\N,0,1.0833,0.85,0.3778,\N,\N,\N,\N,\N,\N,0.8803,0,35.5634,0,0.1761,0,0,0,0.8803,0,0,0,0,1.0563,0,61.4437
Precinct,19,11-19,664,73.2892,\N,\N,\N,\N,2.2091,\N,\N,\N,0,\N,\N,\N,0,1.0708,1.2367,0.2833,\N,\N,\N,\N,\N,\N,0,0,35.8434,0,0.4518,0,0,0,0.753,0,0,0,0,0,0,62.9518
Precinct,20,11-20,841,70.025,\N,\N,\N,\N,1.9814,\N,\N,\N,0,\N,\N,\N,0,1.4083,1.1733,0.9333,\N,\N,\N,\N,\N,\N,0.4756,0,40.4281,0,0.7134,0,0,0,0.5945,0,0,0,0,1.1891,0,56.5993
Precinct,21,11-21,577,71.2346,\N,\N,\N,\N,1.7036,\N,\N,\N,0,\N,\N,\N,0,1.1583,0.7067,0.5389,\N,\N,\N,\N,\N,\N,0.3466,0,43.5009,0,0,0,0,0,0.1733,0,0,0,0,2.5997,0,53.3795
Precinct,22,11-22,61,64.2105,\N,\N,\N,\N,1.6129,\N,\N,\N,0,\N,\N,\N,0,0.1458,0.0633,0.0444,\N,\N,\N,\N,\N,\N,0,0,68.8525,0,1.6393,0,0,0,0,0,0,0,0,1.6393,0,27.8689
Precinct,23,11-23,68,80,\N,\N,\N,\N,1.4493,\N,\N,\N,1,\N,\N,\N,0,0.1708,0.09,0.0056,\N,\N,\N,\N,\N,\N,0,0,38.2353,0,7.3529,0,0,0,0,0,0,0,0,1.4706,0,51.4706
Precinct,24,11-24,606,70.8772,\N,\N,\N,\N,2.1002,\N,\N,\N,0,\N,\N,\N,0,1.1917,0.88,0.3833,\N,\N,\N,\N,\N,\N,0,0,38.6139,0,0.8251,0,0,0,0.33,0,0,0,0,0.495,0,59.736
Precinct,25,11-25,526,58.7709,\N,\N,\N,\N,1.8657,\N,\N,\N,4,\N,\N,\N,0,1.2125,0.6733,0.2389,\N,\N,\N,\N,\N,\N,0,0,25.6654,0,2.6616,0,0,0,0.3802,0,0,0,0,1.3308,0,69.2015
Precinct,26,11-26,725,67.0675,\N,\N,\N,\N,2.6846,\N,\N,\N,1,\N,\N,\N,0,1.4042,0.88,0.8,\N,\N,\N,\N,\N,\N,0,0,18.3448,0,1.1034,0,0,0,0.2759,0,0,0,0,1.1034,0,79.0345
