region,district_id,district name,precinct_id,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,2 - European Georgia,3 - Democratic Movement - Free Georgia,5 - United National Movement,8 - Alliance of Patriots,10 - Labour,11 - National Democratic Party of Georgia,14 - Georgian Unity and Development Party,17 - Georgia,18 - Union of Georgian Traditionalists,20 - National Forum,23 - New Christian Democrats,27 - Unity - New Georgia,28 - Lord Our Righteousness,38 - Party of People,39 - Progressive Democratic Movement,41 - Georgian Dream,42 - Initiative Group
,7,,1,,1306,9,192,496,642,1200,14,628,,,,,,,35,5,84,18,1,0,,1,0,2,,11,,,0,362,109
,7,,2,,1320,7,200,495,593,1200,19,573,,,,,,,40,5,90,16,7,0,,3,0,2,,11,,,0,307,92
,7,,3,,1335,46,196,532,649,1250,9,634,,,,,,,56,6,91,11,3,0,,0,0,1,,19,,,1,339,107
,7,,4,,1525,6,235,528,660,1400,18,642,,,,,,,28,4,105,19,5,0,,0,1,2,,10,,,2,360,106
,7,,5,,1339,7,136,338,455,1200,12,442,,,,,,,53,6,58,14,5,5,,0,0,1,,0,,,0,239,61
,7,,6,,1422,5,244,500,647,1300,21,626,,,,,,,39,8,79,17,3,0,,1,0,1,,10,,,0,360,108
,7,,7,,1508,10,215,517,703,1400,22,681,,,,,,,41,6,104,15,14,2,,3,0,1,,22,,,1,356,116
,7,,8,,1482,7,305,504,632,1350,15,617,,,,,,,40,7,95,12,12,2,,0,1,1,,11,,,0,331,105
,7,,9,,1508,10,230,557,682,1350,21,660,,,,,,,42,10,109,12,5,0,,1,0,1,,5,,,3,357,115
,7,,10,,1488,9,223,558,692,1400,26,665,,,,,,,34,11,84,15,2,0,,1,0,2,,15,,,8,377,116
,7,,11,,1373,15,175,504,626,1250,17,609,,,,,,,47,9,64,19,12,0,,0,1,1,,5,,,3,328,120
,7,,12,,1208,7,193,440,547,1100,21,526,,,,,,,35,10,73,7,3,1,,1,1,2,,7,,,0,294,92
,7,,13,,1125,11,207,427,536,1050,21,514,,,,,,,25,4,99,15,4,0,,0,0,3,,9,,,0,266,89
,7,,14,,1498,10,252,545,679,1400,18,661,,,,,,,33,8,119,48,6,1,,1,0,2,,11,,,2,337,93
,7,,15,,1390,5,226,552,661,1300,4,657,,,,,,,62,9,99,43,6,0,,0,0,1,,12,,,0,307,118
,7,,16,,1405,5,259,573,693,1300,22,671,,,,,,,46,7,112,25,3,1,,0,0,2,,11,,,1,326,137
,7,,17,,1483,7,252,565,709,1350,16,692,,,,,,,33,6,125,30,3,1,,0,0,2,,9,,,2,368,113
,7,,18,,1298,9,213,471,574,1200,16,557,,,,,,,28,19,137,22,9,0,,0,0,0,,8,,,0,262,72
,7,,19,,1465,5,222,501,650,1350,26,625,,,,,,,47,6,96,19,3,0,,0,0,0,,5,,,0,344,105
,7,,20,,1468,7,230,470,581,1300,18,563,,,,,,,36,7,81,19,2,0,,0,2,5,,12,,,0,325,74
,7,,21,,1465,7,205,486,677,1350,17,660,,,,,,,48,4,109,33,7,0,,0,0,7,,8,,,0,343,101
,7,,22,,1342,8,280,535,642,1250,18,624,,,,,,,50,4,96,9,7,0,,0,0,3,,6,,,1,386,62
,7,,23,,1236,11,193,388,484,1150,7,476,,,,,,,39,2,106,9,5,0,,0,0,1,,8,,,1,255,50
,7,,24,,1376,7,166,462,583,1250,13,570,,,,,,,38,7,106,15,2,1,,2,0,5,,18,,,1,267,108
,7,,25,,1138,10,136,363,491,1000,17,474,,,,,,,24,10,61,13,2,1,,0,0,5,,13,,,0,273,72
,7,,26,,1338,7,188,447,560,1250,12,548,,,,,,,33,6,89,13,4,1,,2,1,2,,8,,,1,268,120
,7,,27,,1497,10,210,498,655,1350,18,637,,,,,,,33,7,94,17,3,0,,0,2,2,,8,,,2,355,114
,7,,28,,1307,7,231,536,633,1200,11,622,,,,,,,62,5,83,15,6,0,,2,0,0,,7,,,1,325,116
,7,,29,,1142,11,179,464,548,1050,11,537,,,,,,,28,4,53,18,4,0,,0,1,2,,13,,,2,321,91
,7,,30,,1305,7,81,430,547,1200,17,529,,,,,,,34,8,85,9,4,0,,0,0,1,,8,,,0,295,85
,7,,31,,1507,11,221,522,667,1400,18,648,,,,,,,51,13,97,32,1,1,,0,0,1,,8,,,1,343,100
,7,,32,,1397,9,267,547,734,1250,21,713,,,,,,,86,20,57,16,2,0,,1,0,1,,2,,,0,468,60
,7,,33,,794,7,117,270,333,700,7,325,,,,,,,27,6,43,12,3,0,,0,0,0,,3,,,0,187,44
,7,,34,,1417,9,192,425,539,1300,17,522,,,,,,,33,11,92,15,4,0,,0,0,0,,11,,,0,279,77
,7,,35,,1315,7,211,465,595,1200,14,578,,,,,,,42,4,105,12,3,1,,0,0,2,,11,,,0,313,85
,7,,36,,1295,5,179,472,556,1200,13,542,,,,,,,23,0,75,14,3,0,,0,1,1,,7,,,0,330,88
,7,,37,,1280,9,215,492,592,1150,18,574,,,,,,,45,3,77,21,1,0,,0,1,2,,7,,,0,304,113
,7,,38,,1398,14,180,447,548,1300,9,537,,,,,,,25,8,89,19,6,0,,0,1,0,,4,,,0,293,92
,7,,39,,1414,5,222,508,652,1300,18,634,,,,,,,35,7,106,8,7,0,,0,0,1,,7,,,0,367,96
,7,,40,,1389,10,201,482,596,1200,14,582,,,,,,,57,6,90,14,4,0,,0,0,0,,7,,,1,328,75
,7,,41,,851,7,129,324,394,750,7,386,,,,,,,18,5,52,13,4,0,,0,0,2,,9,,,1,227,55
,7,,42,,1461,10,239,607,737,1350,27,710,,,,,,,71,10,122,21,5,0,,0,0,1,,9,,,0,371,100
,7,,43,,1396,10,216,490,651,1300,18,633,,,,,,,43,4,106,28,4,0,,0,0,1,,6,,,2,339,100
,8,,1,,1522,6,195,489,755,1400,22,733,,,,,,,46,6,100,11,7,1,,3,0,1,,18,,,1,394,145
,8,,2,,829,11,117,341,441,750,19,420,,,,,,,27,9,50,11,3,1,,0,1,0,,15,,,1,221,81
,8,,3,,1226,7,175,446,574,1100,19,555,,,,,,,44,4,71,22,3,0,,0,0,2,,13,,,0,285,111
,8,,4,,1183,8,160,429,527,1100,15,512,,,,,,,31,7,69,13,6,0,,0,0,3,,14,,,0,265,104
,8,,5,,1320,10,167,445,573,1200,14,559,,,,,,,38,9,91,15,4,0,,1,1,0,,19,,,3,283,95
,8,,6,,823,11,85,273,336,750,9,327,,,,,,,20,5,52,8,3,0,,0,0,2,,3,,,0,176,58
,8,,7,,1189,6,164,494,591,1100,16,572,,,,,,,19,6,104,20,6,0,,0,0,0,,20,,,0,295,102
,8,,8,,1453,5,168,499,665,1350,18,646,,,,,,,43,4,84,16,8,0,,0,2,2,,16,,,0,356,115
,8,,9,,1285,8,215,558,725,1200,23,702,,,,,,,45,5,97,19,3,0,,0,0,2,,10,,,0,382,139
,8,,10,,1482,10,213,555,678,1400,19,657,,,,,,,28,7,90,13,1,0,,0,0,0,,16,,,1,369,132
,8,,11,,1188,8,205,490,588,1100,15,572,,,,,,,30,7,111,13,2,0,,1,0,3,,17,,,0,279,109
,8,,12,,1221,9,197,445,543,1100,7,536,,,,,,,31,3,90,15,8,1,,0,0,1,,8,,,0,299,80
,8,,13,,1377,12,166,464,612,1300,18,594,,,,,,,33,4,94,15,3,0,,0,0,7,,12,,,0,307,119
,8,,14,,1141,12,170,444,543,1050,17,526,,,,,,,33,11,83,10,3,0,,0,1,4,,13,,,0,276,92
,8,,15,,1314,9,152,438,575,1200,28,546,,,,,,,25,7,104,7,7,0,,0,0,1,,15,,,1,273,106
,8,,16,,1375,8,233,530,690,1300,19,671,,,,,,,28,3,105,17,5,1,,0,0,3,,16,,,0,369,124
,8,,17,,1184,10,196,463,551,1100,14,537,,,,,,,40,4,103,7,3,1,,1,0,1,,7,,,1,300,69
,8,,18,,1196,9,200,466,551,1100,12,539,,,,,,,52,5,91,22,5,0,,0,0,2,,6,,,0,251,105
,8,,19,,1040,7,204,465,565,950,11,554,,,,,,,25,5,95,11,4,0,,0,0,2,,13,,,1,294,104
,8,,20,,970,8,199,450,530,900,12,518,,,,,,,45,8,48,14,4,0,,0,1,2,,10,,,0,286,100
,8,,21,,1086,6,177,390,474,1000,12,462,,,,,,,53,2,64,9,5,0,,0,2,1,,7,,,1,251,67
,8,,22,,1104,7,183,471,587,1050,10,577,,,,,,,41,7,70,16,6,0,,1,1,0,,12,,,0,330,93
,8,,23,,1090,4,221,524,589,1000,15,574,,,,,,,38,2,53,16,3,0,,0,0,1,,8,,,0,342,111
,8,,24,,1405,11,189,513,634,1300,14,620,,,,,,,24,11,78,14,6,1,,1,0,3,,20,,,0,342,120
,8,,25,,1502,7,210,500,597,1350,7,590,,,,,,,41,2,99,10,4,0,,2,0,1,,14,,,1,332,84
,8,,26,,1499,8,200,530,669,1400,13,654,,,,,,,46,8,88,19,4,0,,1,1,2,,10,,,1,376,98
,8,,27,,1517,5,201,495,629,1400,20,608,,,,,,,46,3,76,16,3,1,,0,0,6,,6,,,1,331,119
,8,,28,,1488,4,220,536,678,1400,20,655,,,,,,,33,1,108,11,6,0,,0,0,0,,6,,,0,401,89
,8,,29,,1425,5,247,611,764,1300,13,750,,,,,,,34,15,98,17,7,0,,1,0,1,,12,,,0,436,129
,8,,30,,1349,7,218,495,640,1250,23,614,,,,,,,36,6,104,15,2,0,,1,3,1,,8,,,1,303,134
,8,,31,,1102,8,200,475,596,1050,14,582,,,,,,,32,6,72,18,6,0,,0,0,4,,15,,,0,321,108
,8,,32,,1236,7,230,535,663,1150,21,642,,,,,,,35,3,111,17,4,1,,1,0,0,,11,,,2,351,106
,8,,33,,1179,4,167,467,578,1100,17,560,,,,,,,33,9,71,10,10,1,,1,1,0,,10,,,0,317,97
,8,,34,,1145,9,161,438,556,1050,20,536,,,,,,,23,7,90,17,7,2,,1,0,3,,13,,,1,279,93
,8,,35,,1112,6,185,455,547,1050,14,533,,,,,,,24,6,82,17,6,0,,0,0,0,,14,,,0,269,115
,8,,36,,1207,6,217,530,681,1150,18,664,,,,,,,33,11,84,18,3,0,,3,1,1,,27,,,0,354,129
,8,,37,,1465,7,244,592,743,1350,22,721,,,,,,,42,11,109,26,6,0,,1,0,4,,15,,,0,412,95
,8,,38,,749,5,135,293,354,700,12,342,,,,,,,19,6,58,12,2,0,,0,0,0,,6,,,1,180,58
,8,,39,,1193,7,230,510,627,1100,21,606,,,,,,,30,5,97,39,1,0,,1,1,3,,8,,,1,328,92
,8,,40,,1127,8,208,472,589,1050,15,574,,,,,,,21,5,94,23,10,0,,0,0,3,,9,,,0,301,108
,8,,41,,1198,10,186,469,602,1100,11,590,,,,,,,22,10,75,21,10,1,,1,0,0,,7,,,0,321,122
,8,,42,,1280,6,219,538,685,1200,10,675,,,,,,,33,4,116,25,10,0,,0,0,12,,8,,,4,348,115
,8,,43,,1272,9,173,487,635,1200,21,614,,,,,,,33,3,70,16,2,0,,0,3,1,,13,,,2,344,127
,8,,44,,1070,9,170,445,551,1000,12,539,,,,,,,27,8,78,17,4,0,,0,1,0,,13,,,0,293,98
,8,,45,,1342,8,205,516,651,1250,16,635,,,,,,,26,5,103,15,6,0,,0,1,3,,17,,,0,346,113
,8,,46,,1129,9,184,412,524,1050,13,510,,,,,,,39,3,77,18,4,0,,0,0,0,,7,,,0,276,86
,8,,47,,1095,12,181,464,581,1000,10,571,,,,,,,29,11,81,16,3,0,,0,2,1,,10,,,1,295,122
,8,,48,,1056,10,195,457,551,1000,19,532,,,,,,,29,5,87,25,2,0,,3,0,2,,6,,,0,293,80
,8,,49,,1266,4,217,507,641,1200,17,623,,,,,,,21,8,84,29,5,0,,1,0,2,,5,,,0,365,103
,8,,50,,1184,10,184,453,582,1100,18,564,,,,,,,27,12,83,25,5,0,,0,1,1,,15,,,2,292,101
,8,,51,,1077,9,167,443,553,1000,13,540,,,,,,,36,9,85,13,1,0,,0,0,1,,8,,,0,277,110
,8,,52,,1170,6,215,494,634,1100,15,619,,,,,,,30,3,70,13,11,1,,1,0,1,,15,,,0,365,109
,8,,53,,1345,7,212,507,622,1250,24,599,,,,,,,38,11,74,19,2,0,,0,0,1,,5,,,0,332,117
,8,,54,,1565,78,270,585,748,1450,16,732,,,,,,,50,4,96,7,7,0,,0,0,0,,14,,,2,453,99
,9,,1,,1324,10,228,423,531,1200,21,510,,,,,,,49,2,103,14,2,0,,0,0,0,,1,,,0,282,57
,9,,2,,1308,7,216,385,499,1200,16,482,,,,,,,36,6,65,20,1,1,,0,0,0,,0,,,1,307,45
,9,,3,,999,9,181,349,420,900,15,405,,,,,,,28,6,70,19,5,0,,0,0,5,,4,,,0,197,71
,9,,4,,1123,6,176,393,477,1050,14,463,,,,,,,20,11,86,22,7,0,,1,0,0,,5,,,0,261,50
,9,,5,,1312,6,228,507,607,1200,23,582,,,,,,,40,10,86,24,5,0,,0,0,3,,5,,,1,297,111
,9,,6,,1305,3,270,526,645,1200,24,621,,,,,,,47,3,82,33,6,0,,2,2,0,,8,,,0,360,78
,9,,7,,1439,9,173,392,487,1300,6,481,,,,,,,35,0,76,22,8,0,,0,0,1,,8,,,0,254,77
,9,,8,,1331,11,196,334,455,1200,11,444,,,,,,,36,5,72,21,7,1,,0,0,0,,6,,,2,220,74
,9,,9,,1131,10,159,348,451,1000,18,433,,,,,,,33,5,51,28,8,0,,0,0,0,,8,,,0,239,61
,9,,10,,1235,10,194,430,549,1150,24,522,,,,,,,30,8,63,27,7,1,,0,0,0,,6,,,0,317,63
,9,,11,,1356,5,203,471,592,1250,21,569,,,,,,,29,6,75,26,5,0,,0,1,0,,6,,,0,321,100
,9,,12,,1425,8,220,526,636,1350,12,624,,,,,,,46,14,66,22,5,0,,0,0,1,,11,,,0,331,128
,9,,13,,1465,6,217,495,605,1350,18,586,,,,,,,17,4,105,21,8,0,,0,0,2,,9,,,1,316,103
,9,,14,,1455,6,219,504,656,1350,20,636,,,,,,,39,4,159,18,3,0,,0,0,0,,5,,,1,292,115
,9,,15,,1435,11,200,480,585,1300,9,576,,,,,,,20,7,115,12,15,0,,0,0,2,,7,,,1,301,96
,9,,16,,1423,7,205,531,626,1300,16,610,,,,,,,21,5,105,17,4,0,,1,0,3,,11,,,0,323,120
,9,,17,,1390,7,194,445,567,1250,18,549,,,,,,,30,10,68,15,5,0,,1,1,1,,9,,,1,319,89
,9,,18,,1435,11,230,578,697,1350,24,670,,,,,,,29,9,95,20,5,1,,1,0,1,,9,,,1,364,135
,9,,19,,1408,9,222,516,670,1300,11,659,,,,,,,43,6,104,25,9,0,,0,0,1,,8,,,0,345,118
,9,,20,,1427,4,293,605,743,1350,24,719,,,,,,,49,4,78,14,3,0,,0,0,0,,5,,,0,415,151
,9,,21,,1142,9,209,494,598,1050,11,587,,,,,,,33,8,102,22,8,0,,0,0,1,,9,,,0,271,133
,9,,22,,1425,7,240,512,644,1300,12,632,,,,,,,19,7,103,20,8,0,,0,0,1,,5,,,0,357,112
,9,,23,,1415,7,197,476,557,1300,10,547,,,,,,,27,8,94,20,5,0,,0,0,0,,5,,,1,295,92
,9,,24,,1327,9,194,443,594,1250,8,586,,,,,,,28,12,81,23,4,0,,0,0,4,,11,,,0,321,102
,9,,25,,1393,5,223,450,559,1300,15,542,,,,,,,28,7,75,31,8,0,,0,0,0,,11,,,0,278,104
,9,,26,,1306,7,180,407,543,1200,13,530,,,,,,,27,5,69,25,3,0,,1,0,1,,12,,,2,278,107
,9,,27,,1241,10,175,433,536,1100,14,522,,,,,,,27,9,80,20,4,0,,1,0,0,,9,,,1,278,93
,9,,28,,1324,9,201,355,480,1250,7,473,,,,,,,37,6,56,25,5,0,,0,0,1,,8,,,0,243,92
,9,,29,,1348,10,213,517,642,1250,13,629,,,,,,,31,6,89,22,8,0,,0,0,1,,11,,,0,334,127
,9,,30,,1452,8,147,409,505,1300,16,487,,,,,,,44,9,71,18,2,0,,0,0,0,,9,,,2,252,80
,9,,31,,1409,9,177,389,473,1300,9,463,,,,,,,20,3,135,18,11,0,,0,0,0,,2,,,0,217,57
,9,,32,,1458,10,166,386,506,1350,22,484,,,,,,,26,6,83,20,8,0,,0,0,0,,4,,,0,248,89
,9,,33,,1450,5,257,492,603,1350,19,583,,,,,,,35,3,92,20,14,0,,0,0,0,,8,,,0,310,101
,9,,34,,1356,4,182,484,571,1250,26,545,,,,,,,26,6,92,15,2,0,,1,0,0,,4,,,2,284,113
,9,,35,,1385,6,191,461,607,1300,14,593,,,,,,,36,5,97,20,5,2,,0,0,4,,15,,,1,295,113
,9,,36,,1496,9,175,493,597,1400,24,572,,,,,,,19,7,82,21,14,0,,0,0,2,,23,,,1,298,105
,9,,37,,1453,7,237,487,618,1350,17,599,,,,,,,26,8,99,30,6,0,,0,1,1,,6,,,0,309,113
,9,,38,,1475,6,200,423,551,1350,13,538,,,,,,,35,8,80,8,6,0,,1,0,0,,13,,,0,292,95
,9,,39,,1504,6,214,475,584,1400,23,561,,,,,,,45,5,95,18,8,1,,0,0,1,,10,,,0,293,85
,9,,40,,1495,10,202,417,548,1350,13,535,,,,,,,32,7,97,17,8,1,,0,0,1,,12,,,0,285,75
,9,,41,,1355,4,217,471,599,1250,16,583,,,,,,,29,5,87,9,10,0,,0,0,0,,8,,,0,351,84
,9,,42,,1478,8,244,531,661,1350,27,634,,,,,,,23,13,96,19,8,0,,1,0,1,,4,,,0,384,85
,9,,43,,1463,6,205,490,592,1350,25,567,,,,,,,37,10,105,22,2,0,,0,0,4,,8,,,0,283,96
,9,,44,,1490,11,203,418,543,1350,15,528,,,,,,,43,6,122,17,10,0,,0,0,1,,17,,,0,240,72
,9,,45,,1417,5,308,600,725,1350,16,709,,,,,,,40,3,127,17,6,2,,0,0,2,,11,,,0,374,127
,9,,46,,1446,4,245,564,696,1350,26,670,,,,,,,58,6,99,25,1,0,,0,0,1,,20,,,1,313,146
,9,,47,,1337,5,226,527,658,1250,23,635,,,,,,,59,11,106,17,4,0,,1,1,0,,6,,,2,315,113
,9,,48,,1327,9,246,590,721,1250,15,706,,,,,,,42,6,87,28,4,0,,0,0,1,,9,,,0,410,119
,9,,49,,1449,9,208,479,606,1350,16,589,,,,,,,31,5,72,21,2,0,,0,2,2,,10,,,1,331,112
,9,,50,,1342,7,184,475,622,1250,17,605,,,,,,,34,4,91,15,2,0,,0,0,0,,7,,,0,324,128
,9,,51,,1321,9,191,481,624,1200,21,600,,,,,,,28,15,98,20,10,0,,0,1,1,,13,,,0,303,111
,9,,52,,1306,11,182,445,529,1200,13,516,,,,,,,24,7,89,17,11,0,,0,0,1,,13,,,0,267,87
,9,,53,,1202,5,182,430,536,1100,16,519,,,,,,,23,4,76,17,1,0,,0,1,1,,4,,,0,280,112
,9,,54,,1095,9,169,430,562,1000,21,541,,,,,,,31,9,113,15,1,0,,0,0,2,,6,,,2,255,107
,9,,55,,1360,7,222,512,641,1250,26,615,,,,,,,37,6,109,17,13,0,,0,0,0,,11,,,1,316,105
,9,,56,,1340,6,196,475,610,1250,11,599,,,,,,,45,10,94,15,7,0,,1,1,1,,13,,,2,295,115
,9,,57,,1436,7,192,424,525,1350,12,513,,,,,,,35,4,116,4,3,1,,1,0,0,,5,,,2,260,82
,9,,58,,1293,7,240,543,651,1200,19,631,,,,,,,41,11,73,22,12,0,,0,1,0,,14,,,2,320,135
,9,,59,,1476,10,205,440,544,1350,17,527,,,,,,,32,8,111,17,5,0,,1,0,2,,14,,,0,256,81
,9,,60,,1419,10,207,485,626,1300,20,604,,,,,,,42,5,102,29,7,0,,0,1,1,,20,,,1,274,122
,9,,61,,1521,10,205,452,592,1450,22,570,,,,,,,39,5,109,13,7,0,,1,0,1,,15,,,1,270,109
,9,,62,,1518,8,215,509,629,1400,21,608,,,,,,,27,10,109,15,6,1,,0,0,2,,12,,,0,314,112
,9,,63,,1348,10,172,399,512,1250,24,488,,,,,,,34,3,73,14,8,0,,0,1,0,,8,,,0,238,109
,9,,64,,1015,7,223,411,491,950,14,477,,,,,,,70,3,80,5,3,0,,0,0,0,,5,,,0,279,32
,9,,65,,1128,8,163,391,493,1050,15,477,,,,,,,31,7,103,20,5,0,,1,1,1,,11,,,1,212,84
,9,,66,,1373,4,235,554,650,1250,23,627,,,,,,,41,7,105,43,4,0,,1,0,0,,12,,,1,300,113
,9,,67,,1154,8,163,417,508,1050,18,490,,,,,,,36,4,95,26,3,0,,1,0,1,,11,,,0,226,87
,9,,68,,1594,11,193,460,544,1450,17,527,,,,,,,33,6,98,25,13,1,,0,0,3,,9,,,1,245,93
,9,,69,,1144,6,182,390,509,1050,10,497,,,,,,,43,5,98,18,7,2,,3,0,5,,7,,,1,217,91
,9,,70,,1252,7,263,494,598,1150,19,579,,,,,,,26,8,84,30,10,0,,2,0,6,,5,,,0,278,130
,9,,71,,1454,8,218,481,625,1350,22,603,,,,,,,71,7,123,14,6,0,,1,1,1,,10,,,2,258,109
,9,,72,,1381,8,263,545,623,1300,23,600,,,,,,,43,12,92,21,12,0,,0,0,5,,10,,,0,272,133
,9,,73,,1424,11,173,380,477,1300,13,464,,,,,,,36,9,91,14,10,1,,0,0,1,,12,,,0,227,63
,9,,74,,1383,10,210,487,593,1300,22,571,,,,,,,48,10,100,17,11,0,,1,1,2,,9,,,1,280,91
,9,,75,,1232,8,201,452,533,1150,14,518,,,,,,,54,9,84,17,2,0,,1,0,1,,9,,,1,249,91
,9,,76,,1265,6,216,420,522,1150,20,502,,,,,,,36,19,104,19,8,1,,0,0,0,,5,,,8,181,121
,9,,77,,1237,10,209,438,530,1150,18,509,,,,,,,41,7,129,20,4,0,,1,0,4,,12,,,0,195,96
,9,,78,,1289,10,171,388,491,1150,15,476,,,,,,,37,13,85,26,9,0,,0,0,0,,4,,,0,189,113
,9,,79,,1349,10,199,455,550,1250,17,533,,,,,,,34,9,131,19,19,1,,0,0,0,,6,,,2,217,95
,9,,80,,1157,9,200,415,494,1050,9,485,,,,,,,29,2,81,15,6,0,,0,0,0,,14,,,0,234,104
,9,,81,,1287,11,206,436,549,1150,6,543,,,,,,,39,2,134,19,4,0,,0,0,1,,9,,,0,242,93
,9,,82,,1482,9,211,479,596,1400,15,581,,,,,,,50,9,155,16,9,0,,2,0,1,,9,,,1,233,96
,9,,83,,1259,12,226,461,551,1150,19,530,,,,,,,39,4,96,16,7,0,,0,1,0,,7,,,0,254,106
,9,,84,,1348,7,215,444,521,1250,22,499,,,,,,,24,8,89,22,6,0,,0,2,2,,10,,,0,246,90
,9,,85,,1161,8,170,375,477,1050,7,470,,,,,,,12,6,109,22,12,1,,2,0,2,,4,,,0,212,88
,9,,86,,1175,5,201,410,498,1100,8,489,,,,,,,26,5,88,22,9,0,,0,1,5,,11,,,0,238,84
,9,,87,,1175,5,190,384,485,1100,8,477,,,,,,,31,13,95,16,5,0,,0,0,1,,1,,,0,235,80
,9,,88,,1136,9,167,368,449,1050,12,437,,,,,,,32,4,67,20,5,0,,0,1,2,,6,,,1,216,83
,9,,89,,1291,9,209,424,517,1200,20,497,,,,,,,26,6,115,18,8,0,,0,0,0,,7,,,0,226,91
,9,,90,,1259,8,208,436,519,1150,9,510,,,,,,,54,5,96,21,2,0,,0,1,0,,4,,,0,257,70
,9,,91,,1228,9,171,370,481,1100,11,470,,,,,,,52,7,109,17,5,0,,0,0,0,,4,,,3,189,84
,9,,92,,1278,8,227,448,546,1150,12,534,,,,,,,69,9,87,17,7,0,,2,0,5,,5,,,0,230,103
,9,,93,,1469,4,260,512,637,1350,13,624,,,,,,,46,8,110,25,6,0,,0,0,0,,14,,,3,323,89
,9,,94,,440,10,110,200,221,450,8,213,,,,,,,44,2,37,3,2,0,,2,0,0,,1,,,0,115,7
,9,,95,,920,9,140,276,335,850,7,328,,,,,,,31,3,54,12,1,0,,0,0,0,,6,,,0,170,51
,9,,96,,1140,10,208,406,530,1050,19,511,,,,,,,36,7,64,16,10,0,,0,0,2,,7,,,0,276,93
,9,,97,,1308,9,200,458,587,1200,17,571,,,,,,,22,10,80,19,10,0,,2,1,1,,13,,,0,306,107
,10,,1,,1637,2,251,586,729,1500,28,701,,,,,,,44,9,130,33,12,0,,6,0,3,,9,,,1,367,87
,10,,2,,1454,4,234,477,586,1300,25,561,,,,,,,47,4,118,15,10,1,,2,0,2,,2,,,2,289,69
,10,,3,,1469,8,222,447,570,1350,19,550,,,,,,,43,2,144,25,10,0,,2,0,2,,9,,,0,253,60
,10,,4,,1320,6,208,436,571,1250,14,549,,,,,,,62,6,98,24,4,0,,1,0,0,,6,,,1,269,78
,10,,5,,1452,8,197,453,603,1350,15,588,,,,,,,53,8,94,18,8,1,,2,1,1,,13,,,1,288,100
,10,,6,,1262,6,209,420,529,1150,18,511,,,,,,,62,11,90,19,8,0,,0,0,3,,5,,,0,244,69
,10,,7,,1315,9,222,583,617,1200,17,599,,,,,,,37,7,195,20,14,0,,0,1,2,,8,,,3,232,80
,10,,8,,1396,6,257,486,592,1250,14,573,,,,,,,51,6,147,15,8,1,,1,0,0,,51,,,0,208,85
,10,,9,,1330,11,207,442,538,1200,22,516,,,,,,,40,5,133,18,2,0,,1,0,0,,5,,,0,228,84
,10,,10,,1397,9,180,392,470,1250,11,459,,,,,,,29,15,105,13,2,0,,1,0,2,,5,,,0,232,55
,10,,11,,1268,7,165,390,504,1150,12,490,,,,,,,36,7,73,27,4,0,,1,0,1,,9,,,1,218,113
,10,,12,,1205,8,167,388,478,1100,12,466,,,,,,,50,6,78,19,4,0,,0,0,3,,6,,,0,250,50
,10,,13,,1203,18,170,403,508,1100,14,494,,,,,,,34,5,82,22,1,0,,1,0,1,,16,,,0,239,93
,10,,14,,1308,8,188,471,591,1200,17,574,,,,,,,44,10,99,18,7,1,,1,1,1,,9,,,0,300,83
,10,,15,,859,10,161,324,385,800,19,366,,,,,,,36,3,47,11,2,0,,0,0,2,,6,,,1,216,42
,10,,16,,985,7,123,314,372,900,12,360,,,,,,,27,3,78,14,2,0,,2,0,0,,4,,,0,160,70
,10,,17,,1091,9,172,361,431,1000,13,416,,,,,,,47,0,87,13,7,1,,0,0,0,,9,,,1,186,65
,10,,18,,994,9,162,363,440,900,14,425,,,,,,,38,5,93,16,6,1,,0,0,3,,4,,,0,181,78
,10,,19,,1374,10,208,414,507,1250,14,493,,,,,,,51,8,90,16,1,1,,0,0,2,,4,,,0,225,95
,10,,20,,1325,8,162,321,400,1200,9,391,,,,,,,18,5,73,22,10,0,,0,0,0,,5,,,0,203,55
,10,,21,,1271,5,186,408,527,1200,10,517,,,,,,,40,8,115,16,6,0,,0,0,0,,6,,,0,215,111
,10,,22,,1140,7,224,404,484,1050,9,474,,,,,,,45,5,107,18,5,0,,1,0,0,,6,,,0,205,82
,10,,23,,1296,8,144,308,392,1200,6,385,,,,,,,49,2,82,21,7,0,,0,0,3,,2,,,0,182,37
,10,,24,,1369,6,187,411,478,1300,12,466,,,,,,,18,7,104,12,6,0,,0,1,0,,6,,,2,241,69
,10,,25,,1251,7,146,380,480,1150,9,471,,,,,,,41,3,91,22,6,0,,0,0,0,,10,,,0,205,93
,10,,26,,956,13,111,287,339,850,8,331,,,,,,,23,7,77,14,1,0,,1,1,4,,12,,,1,142,48
,10,,27,,887,9,144,288,359,800,9,350,,,,,,,21,7,76,10,2,0,,0,1,5,,3,,,1,146,78
,10,,28,,1402,6,185,421,538,1300,12,526,,,,,,,41,9,130,21,3,0,,0,0,1,,17,,,0,243,61
,10,,29,,1426,10,236,517,665,1350,25,640,,,,,,,44,7,104,17,9,0,,0,0,2,,14,,,1,307,135
,10,,30,,1322,7,162,419,516,1200,11,504,,,,,,,39,4,101,17,4,0,,1,0,2,,10,,,0,242,84
,10,,31,,1345,8,232,454,563,1250,9,554,,,,,,,19,14,133,24,3,0,,1,0,0,,25,,,1,251,83
