Event, Shape Type, en: Indicator Type, en: Parent Indicator Name, en: Indicator Name, ka: Indicator Name, Visible,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
2017 Local Election - Party List,Tbilisi District,Results,Democratic Movement - Free Georgia,Democratic Movement - Free Georgia,დემოკრატიული მოძრაობა - თავისუფალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,United Democratic Movement,United Democratic Movement,გაერთიანებული დემოკრატიული მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,Georgian Unity and Development Party,Georgian Unity and Development Party,ერთობისა და განვითარების პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,Georgia,Georgia,საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,New Christian Democrats,New Christian Democrats,ახალი ქრისტიან დემოკრატები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,Unity - New Georgia,Unity - New Georgia,ერთობა-ახალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,Lord Our Righteousness,Lord Our Righteousness,უფალია ჩვენი სიმართლე,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi District,Results,Union of Georgian Traditionalists,Union of Georgian Traditionalists,ქართველ ტრადიციონალისტთა კავშირი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Other,Total Voter Turnout (#),Total Voter Turnout (#),ამომრჩეველთა აქტივობა (#),true,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,2000-2500,2000-2500,,>2500,>2500,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Total Voter Turnout (%),Total Voter Turnout (%),ამომრჩეველთა აქტივობა (%),true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (08:00-12:00),წუთში ხმის მიცემის საშუალო რაოდენობა (08:00-12:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (12:00-17:00),წუთში ხმის მიცემის საშუალო რაოდენობა (12:00-17:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Number of Precincts with votes per minute > 2,Average votes per minute (17:00-20:00),წუთში ხმის მიცემის საშუალო რაოდენობა (17:00-20:00),true,0,0,,0-1,0-1,,1-2,1-2,,>2,>2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),ბათილი ბიულეტენები (%),true,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Precincts with More Ballots Than Votes (%),More Ballots Than Votes (#),ხმებზე მეტი ბიულეტენები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Other,Precincts with More Votes Than Ballots (%),More Votes Than Ballots (#),ბიულეტენებზე მეტი ხმები (#),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 Local Election - Party List,Tbilisi Precinct,Results,Freedom Party,Freedom Party,თავისუფლება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Labour,Labour,ლეიბორისტული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,United National Movement,United National Movement,ნაც. მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Merab Kostava Society,Merab Kostava Society,მერაბ კოსტავას საზოგადოება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Georgian Dream,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Party of People,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,State for the People,State for the People,სახელმწიფო ხალხისთვის,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Republican party,Republican party,რესპუბლიკური პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,For United Georgia,For United Georgia,თამაზ მეჭიაური ერთიანი საქართველოსთვის,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Leftist Alliance,Leftist Alliance,მემარცხენე ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,National Democratic Party of Georgia,National Democratic Party of Georgia,საქართველოს ეროვნულ-დემოკრატიული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Socialist Workers Party,Socialist Workers Party,მშრომელთა სოციალისტური პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,National Forum,National Forum,ეროვნული ფორუმი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,New Rights,New Rights,ახალი მემარჯვენეები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Mamulishvili,Mamulishvili,მამულიშვილი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,United Communist Party,United Communist Party,ერთიანი კომუნისტური პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Progressive Democratic Movement,Progressive Democratic Movement,პროგრესულ -დემოკრატიული მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,European Georgia,European Georgia,მოძრაობა თავისუფლებისთვის,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Democratic Movement - Free Georgia,Democratic Movement - Free Georgia,დემოკრატიული მოძრაობა - თავისუფალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,United Democratic Movement,United Democratic Movement,გაერთიანებული დემოკრატიული მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Georgian Unity and Development Party,Georgian Unity and Development Party,ერთობისა და განვითარების პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Georgia,Georgia,საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,New Christian Democrats,New Christian Democrats,ახალი ქრისტიან დემოკრატები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Unity - New Georgia,Unity - New Georgia,ერთობა-ახალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Lord Our Righteousness,Lord Our Righteousness,უფალია ჩვენი სიმართლე,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2017 Local Election - Party List,Tbilisi Precinct,Results,Union of Georgian Traditionalists,Union of Georgian Traditionalists,ქართველ ტრადიციონალისტთა კავშირი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
