region,distr,district id,prec,precinct id,avg age,# > 99,85-99,# < 85,# no wdabceli,total voters,# of duplicates
,,08,15,,47.095890411,0,18,1296,0,1314,4
,,08,16,,46.664,0,13,1362,0,1375,2
,,08,17,,46.8074324324,0,14,1170,0,1184,1
,,08,18,,47.114548495,0,16,1180,0,1196,2
,,08,19,,48.3894230769,0,19,1021,0,1040,1
,,08,20,,47.6206185567,0,13,957,0,970,1
,,08,21,,47.7007366483,0,12,1074,0,1086,0
,,08,22,,49.7989130435,0,26,1078,0,1104,0
,,08,23,,47.7302752294,0,24,1066,0,1090,1
,,08,24,,47.4590747331,0,18,1387,0,1405,0
,,08,25,,47.2130492676,0,18,1484,0,1502,1
,,08,26,,47.8725817211,0,30,1469,0,1499,5
,,08,27,,47.5563612393,0,26,1491,0,1517,3
,,08,28,,47.4885752688,0,16,1472,0,1488,1
,,08,29,,47.3487719298,0,21,1404,0,1425,2
,,08,30,,47.6923647146,0,26,1323,0,1349,0
,,08,31,,48.1279491833,0,21,1081,0,1102,2
,,08,32,,47.9053398058,0,31,1205,0,1236,0
,,08,33,,48.0899067006,0,25,1154,0,1179,0
,,08,34,,48.0558951965,0,30,1115,0,1145,2
,,08,35,,48.0179856115,1,27,1084,0,1112,0
,,08,36,,49.2294946147,0,25,1182,0,1207,0
,,08,37,,46.9877133106,0,16,1449,0,1465,2
,,08,38,,47.5447263017,0,13,736,0,749,0
,,08,39,,48.6395641241,1,32,1160,0,1193,2
,,08,40,,48.2706299911,0,21,1106,0,1127,2
,,08,41,,49.3514190317,0,34,1164,0,1198,2
,,08,42,,50.33203125,0,24,1256,0,1280,3
,,08,43,,48.9072327044,0,29,1243,0,1272,0
,,08,44,,47.8158878505,0,26,1044,0,1070,0
,,08,45,,46.1520119225,0,21,1321,0,1342,2
,,08,46,,48.7289636847,0,28,1101,0,1129,0
,,08,47,,48.4630136986,1,36,1058,0,1095,0
,,08,48,,49.1183712121,0,27,1029,0,1056,3
,,08,49,,48.4865718799,0,37,1229,0,1266,2
,,08,50,,48.5413851351,0,30,1154,0,1184,0
,,08,51,,49.9452181987,0,23,1054,0,1077,1
,,08,52,,47.9692307692,0,27,1143,0,1170,3
,,08,53,,47.5747211896,0,30,1315,0,1345,3
,,08,54,,44.0159744409,0,11,1554,0,1565,2
,,09,01,,43.8451661631,0,12,1312,0,1324,3
,,09,02,,43.6055045872,0,12,1296,0,1308,0
,,09,03,,45.0770770771,1,11,987,0,999,0
,,09,04,,45.4060552093,0,5,1118,0,1123,2
,,09,05,,45.375,0,21,1291,0,1312,1
,,09,06,,45.1471264368,0,16,1289,0,1305,3
,,09,07,,46.0118137596,0,32,1407,0,1439,2
,,09,08,,46.011269722,1,17,1313,0,1331,1
,,09,09,,46.0061892131,0,10,1121,0,1131,0
,,09,10,,46.24048583,0,18,1217,0,1235,1
,,09,11,,46.2411504425,0,20,1336,0,1356,1
,,09,12,,47.4049122807,0,16,1409,0,1425,1
,,09,13,,46.3481228669,0,14,1451,0,1465,0
,,09,14,,46.670790378,0,18,1437,0,1455,1
,,09,15,,47.0891986063,0,22,1413,0,1435,3
,,09,16,,46.7329585383,0,22,1401,0,1423,0
,,09,17,,47.2597122302,0,23,1367,0,1390,0
,,09,18,,47.0724738676,0,26,1409,0,1435,1
,,09,19,,47.7727272727,0,26,1382,0,1408,2
,,09,20,,46.7266993693,0,10,1417,0,1427,1
,,09,21,,49.5166374781,0,40,1102,0,1142,0
,,09,22,,46.8385964912,0,18,1407,0,1425,1
,,09,23,,46.777385159,0,19,1396,0,1415,0
,,09,24,,48.6367746797,0,21,1306,0,1327,0
,,09,25,,46.4917444365,0,18,1375,0,1393,1
,,09,26,,46.5421133231,0,19,1287,0,1306,4
,,09,27,,47.8420628525,0,28,1213,0,1241,1
,,09,28,,45.917673716,0,15,1309,0,1324,1
,,09,29,,47.0170623145,0,22,1326,0,1348,1
,,09,30,,46.9690082645,0,21,1431,0,1452,1
,,09,31,,44.4925479063,0,10,1399,0,1409,0
,,09,32,,45.7695473251,0,24,1434,0,1458,1
,,09,33,,45.775862069,0,20,1430,0,1450,0
,,09,34,,47.302359882,0,26,1330,0,1356,3
,,09,35,,47.1386281588,0,14,1371,0,1385,3
,,09,36,,46.6377005348,0,21,1475,0,1496,1
,,09,37,,46.5560908465,0,25,1428,0,1453,1
,,09,38,,45.5606779661,0,21,1454,0,1475,2
,,09,39,,44.4640957447,0,9,1495,0,1504,2
,,09,40,,45.379264214,0,14,1481,0,1495,0
,,09,41,,47.5586715867,0,22,1333,0,1355,2
,,09,42,,45.247631935,1,12,1465,0,1478,1
,,09,43,,46.1182501709,0,10,1453,0,1463,0
,,09,44,,45.0268456376,0,18,1472,0,1490,1
,,09,45,,46.9908256881,0,18,1399,0,1417,1
,,09,46,,47.2607192254,0,18,1428,0,1446,0
,,09,47,,47.1997008227,0,18,1319,0,1337,0
,,09,48,,47.706103994,0,17,1310,0,1327,1
,,09,49,,45.099378882,0,16,1433,0,1449,0
,,09,50,,48.1877794337,0,24,1318,0,1342,3
,,09,51,,47.9939439818,0,28,1293,0,1321,1
,,09,52,,46.5022970904,0,13,1293,0,1306,1
,,09,53,,48.5116472546,0,18,1184,0,1202,4
,,09,54,,48.1287671233,0,20,1075,0,1095,2
,,09,55,,47.4154411765,0,24,1336,0,1360,0
,,09,56,,47.6895522388,0,28,1312,0,1340,0
,,09,57,,44.0967966574,0,17,1419,0,1436,2
,,09,58,,48.1902552204,0,16,1277,0,1293,1
,,09,59,,47.093495935,0,22,1454,0,1476,0
,,09,60,,46.4023960536,0,27,1392,0,1419,1
,,09,61,,45.1558185404,0,18,1503,0,1521,3
,,09,62,,45.8274044796,0,20,1498,0,1518,2
,,09,63,,46.5259643917,0,27,1321,0,1348,1
,,09,64,,47.1990147783,0,15,1000,0,1015,2
,,09,65,,48.0460992908,0,27,1101,0,1128,1
,,09,66,,46.3685360524,0,18,1355,0,1373,3
,,09,67,,46.8873483536,0,18,1136,0,1154,0
,,09,68,,45.8638644918,0,15,1579,0,1594,1
,,09,69,,46.4965034965,0,13,1131,0,1144,1
,,09,70,,48.1285942492,0,21,1231,0,1252,1
,,09,71,,48.6712517194,0,32,1422,0,1454,1
,,09,72,,48.0282404055,0,24,1357,0,1381,1
,,09,73,,46.2338483146,0,12,1412,0,1424,1
,,09,74,,47.7389732466,0,34,1349,0,1383,2
,,09,75,,47.2102272727,0,18,1214,0,1232,2
,,09,76,,48.1162055336,0,22,1243,0,1265,3
,,09,77,,47.58043654,0,20,1217,0,1237,0
,,09,78,,46.4305663305,0,24,1265,0,1289,1
,,09,79,,47.1497405486,0,10,1339,0,1349,2
,,09,80,,46.7381158168,0,9,1148,0,1157,0
,,09,81,,46.1452991453,0,16,1271,0,1287,2
,,09,82,,45.0809716599,0,6,1476,0,1482,1
,,09,83,,46.5424940429,0,19,1240,0,1259,4
,,09,84,,47.3976261128,0,27,1321,0,1348,1
,,09,85,,46.548664944,0,18,1143,0,1161,0
,,09,86,,47.325106383,0,17,1158,0,1175,1
,,09,87,,47.0791489362,0,16,1159,0,1175,2
,,09,88,,47.1170774648,0,21,1115,0,1136,2
,,09,89,,46.8373353989,0,16,1275,0,1291,0
,,09,90,,46.914217633,0,14,1245,0,1259,1
,,09,91,,46.5447882736,1,11,1216,0,1228,2
,,09,92,,46.5281690141,0,13,1265,0,1278,1
,,09,93,,46.8761061947,0,13,1456,0,1469,3
,,09,94,,45.3295454545,0,3,437,0,440,0
,,09,95,,47.4684782609,0,19,901,0,920,0
,,09,96,,45.3289473684,0,16,1124,0,1140,4
,,09,97,,46.6475535168,1,12,1295,0,1308,3
,,10,01,,45.8747709224,0,18,1619,0,1637,1
,,10,02,,44.7152682256,0,9,1445,0,1454,1
,,10,03,,45.7399591559,0,11,1458,0,1469,3
,,10,04,,45.2621212121,0,14,1306,0,1320,2
,,10,05,,46.053030303,0,20,1432,0,1452,0
,,10,06,,45.6576862124,0,19,1243,0,1262,1
,,10,07,,46.5247148289,0,16,1299,0,1315,0
,,10,08,,45.409025788,0,10,1386,0,1396,3
,,10,09,,45.7496240602,0,18,1312,0,1330,0
,,10,10,,45.4423765211,0,16,1381,0,1397,1
,,10,100,,46.3528528529,0,13,1319,0,1332,1
,,10,101,,45.9296137339,0,4,1161,0,1165,1
,,10,102,,45.089198036,0,4,1218,0,1222,4
,,10,103,,45.4218608853,0,6,1101,0,1107,1
,,10,104,,45.7449392713,0,8,980,0,988,1
,,10,105,,46.2510897995,0,10,1137,0,1147,0
,,10,106,,45.1122536418,0,9,1158,0,1167,0
,,10,107,,47.8819628647,0,15,739,0,754,0
,,10,108,,45.8430583501,0,5,989,0,994,0
,,10,109,,46.4961571307,1,15,1155,0,1171,0
,,10,11,,45.8840694006,0,18,1250,0,1268,1
,,10,110,,45.7798066595,0,5,926,0,931,0
,,10,111,,45.471293916,0,11,1156,0,1167,1
,,10,12,,46.4705394191,0,21,1184,0,1205,4
,,10,13,,47.2618453865,0,19,1184,0,1203,2
,,10,14,,47.1085626911,0,23,1285,0,1308,0
,,10,15,,45.7520372526,0,10,849,0,859,1
,,10,16,,45.5868020305,0,8,977,0,985,1
,,10,17,,45.3409715857,0,9,1082,0,1091,2
,,10,18,,45.8581488934,0,6,988,0,994,2
,,10,19,,44.6943231441,0,8,1366,0,1374,5
,,10,20,,44.2377358491,0,12,1313,0,1325,0
,,10,21,,45.7930763179,0,14,1257,0,1271,1
,,10,22,,45.0464912281,0,3,1137,0,1140,1
,,10,23,,45.6913580247,0,20,1276,0,1296,2
,,10,24,,43.7443389335,0,9,1360,0,1369,1
,,10,25,,46.5307753797,0,18,1233,0,1251,3
,,10,26,,47.9466527197,0,10,946,0,956,1
,,10,27,,47.3607666291,0,9,878,0,887,1
,,10,28,,46.239657632,0,13,1389,0,1402,2
,,10,29,,47.2265077139,0,19,1407,0,1426,2
,,10,30,,46.7307110439,0,17,1305,0,1322,0
,,10,31,,47.1643122677,0,19,1326,0,1345,0
,,10,32,,47.3773584906,0,19,1253,0,1272,0
,,10,33,,47.7297297297,0,15,1095,0,1110,0
,,10,34,,47.2812006319,0,15,1251,0,1266,3
,,10,35,,46.9415384615,1,12,1287,0,1300,0
,,10,36,,47.4039247751,0,23,1200,0,1223,2
,,10,37,,47.3794498382,0,21,1215,0,1236,0
,,10,38,,47.5501307759,0,12,1135,0,1147,2
,,10,39,,45.0727272727,0,13,1417,0,1430,2
,,10,40,,45.0558139535,0,11,1494,0,1505,3
,,10,41,,43.1531065089,0,7,1345,0,1352,2
,,10,42,,47.1522333637,0,17,1080,0,1097,2
,,10,43,,46.2826274849,0,13,1144,0,1157,1
,,10,44,,46.9620853081,0,8,1047,0,1055,0
,,10,45,,45.9162595953,0,13,1420,0,1433,0
,,10,46,,45.6239447429,0,12,1291,0,1303,1
,,10,47,,45.9489465154,0,18,1216,0,1234,0
,,10,48,,46.1292307692,0,14,1286,0,1300,4
,,10,49,,46.5190069822,0,19,1270,0,1289,3
,,10,50,,45.892936803,0,19,1326,0,1345,1
,,10,51,,46.8902439024,0,8,1058,0,1066,1
,,10,52,,47.2020774315,0,10,1049,0,1059,1
,,10,53,,45.4059680777,0,13,1428,0,1441,0
,,10,54,,44.5861788618,0,13,1217,0,1230,1
,,10,55,,45.7231955151,1,15,1411,0,1427,0
,,10,56,,45.7078965758,0,17,1414,0,1431,1
,,10,57,,45.6677880572,0,13,1176,0,1189,2
,,10,58,,46.5696012039,0,10,1319,0,1329,0
,,10,59,,46.3341815098,0,15,1164,0,1179,1
,,10,60,,46.3778148457,0,8,1191,0,1199,3
,,10,61,,47.0240963855,0,12,1233,0,1245,0
,,10,62,,46.6410912191,0,7,1166,0,1173,0
,,10,63,,45.6469344609,0,12,1407,0,1419,3
,,10,64,,47.2916666667,1,12,1331,0,1344,1
,,10,65,,46.5013908206,0,16,1422,0,1438,0
,,10,66,,46.505981703,0,10,1411,0,1421,2
,,10,67,,47.2925495557,0,10,1453,0,1463,2
,,10,68,,47.3248914616,1,14,1367,0,1382,0
,,10,69,,45.6559139785,0,12,1104,0,1116,0
,,10,70,,46.728783902,0,10,1133,0,1143,4
,,10,72,,45.1339846476,0,11,1422,0,1433,3
,,10,73,,44.9157814871,0,10,1308,0,1318,0
,,10,74,,46.6677937447,0,14,1169,0,1183,0
,,10,75,,47.9013157895,0,5,755,0,760,1
,,10,76,,48.3411764706,0,11,1094,0,1105,1
,,10,77,,47.6879581152,0,8,947,0,955,1
,,10,78,,46.872659176,0,11,790,0,801,2
,,10,79,,46.723421263,0,16,1235,0,1251,5
,,10,80,,46.2311151079,0,18,1094,0,1112,3
,,10,81,,46.7576985413,0,17,1217,0,1234,0
,,10,82,,47.6815227484,0,11,1066,0,1077,0
,,10,83,,44.5711743772,0,8,1116,0,1124,1
,,10,84,,46.2298232129,0,11,1290,0,1301,0
,,10,85,,45.8214559387,0,14,1291,0,1305,2
,,10,86,,45.4639498433,0,10,1266,0,1276,0
,,10,87,,46.9318364074,0,11,1236,0,1247,2
,,10,88,,46.3243816254,0,13,1402,0,1415,1
,,10,89,,46.3852917666,0,12,1239,0,1251,1
,,10,90,,47.4117073171,0,10,1015,0,1025,0
,,10,91,,46.25869038,0,9,1228,0,1237,3
,,10,92,,46.2438220758,0,8,1206,0,1214,0
,,10,93,,45.3256606991,0,10,1163,0,1173,1
,,10,94,,46.1388152078,0,6,1125,0,1131,0
,,10,95,,46.5599356396,0,10,1233,0,1243,3
,,10,96,,47.1812749004,0,4,1000,0,1004,1
,,10,97,,44.5881492319,0,10,1357,0,1367,0
,,10,98,,45.2592592593,0,13,1364,0,1377,0
,,10,99,,46.3454018827,0,6,1375,0,1381,1
,,11,01,,47.6709585122,0,12,687,0,699,2
,,11,02,,48.4958333333,1,32,1167,0,1200,0
,,11,03,,48.3228492137,0,24,1057,0,1081,0
,,11,04,,48.1058965102,0,15,816,0,831,0
,,11,05,,46.9638205499,0,16,675,0,691,0
,,11,06,,47.6471019809,0,24,1339,0,1363,0
,,11,07,,45.0154867257,0,5,899,0,904,1
,,11,08,,46.4026958719,0,16,1171,0,1187,0
,,11,09,,47.2302839117,0,20,931,0,951,0
,,11,10,,46.0283479961,0,15,1008,0,1023,0
,,11,11,,48.7494089835,0,29,817,0,846,0
,,11,12,,52.6608391608,0,10,276,0,286,1
,,11,13,,51.3404761905,0,16,404,0,420,0
,,11,14,,48.6252945797,1,36,1236,0,1273,1
,,11,15,,47.5833333333,0,21,903,0,924,0
,,11,16,,47.5165077036,0,41,1322,0,1363,0
,,11,17,,45.6936026936,0,9,585,0,594,0
,,11,18,,48.2323097463,0,20,729,0,749,0
,,11,19,,45.5711111111,0,22,878,0,900,2
,,11,20,,48.5709430756,0,29,1148,0,1177,0
,,11,21,,46.6658506732,0,15,802,0,817,0
,,11,22,,48.1944444444,0,2,70,0,72,0
,,11,23,,48.3644859813,0,1,106,0,107,0
,,11,24,,47.4104389087,1,19,823,0,843,0
,,11,25,,48.3543505675,0,18,775,0,793,0
,,11,26,,47.7951356408,1,24,1044,0,1069,1
,,11,27,,47.3769230769,0,12,508,0,520,0
,,11,28,,48.5072083879,0,29,734,0,763,0
,,11,29,,49.5485564304,0,32,730,0,762,1
,,11,30,,47.0119904077,0,15,1236,0,1251,1
,,11,31,,47.1213517665,0,27,1275,0,1302,4
,,11,32,,48.9454545455,0,9,321,0,330,0
,,11,33,,49.0086486486,1,25,899,0,925,1
,,11,34,,46.8551207327,0,24,1177,0,1201,1
,,11,35,,47.7757575758,0,14,481,0,495,0
,,11,36,,46.1766169154,0,6,396,0,402,2
,,11,37,,44.3090277778,0,7,569,0,576,0
,,11,38,,45.427734375,0,16,1008,0,1024,0
,,11,39,,41.2752851711,0,8,1307,0,1315,0
,,11,40,,41.8617710583,0,7,919,0,926,0
,,11,41,,41.1301301301,1,8,990,0,999,0
,,11,42,,43.4087649402,0,12,1243,0,1255,0
,,11,43,,43.6177536232,0,16,1088,0,1104,0
,,11,44,,40.7351837959,0,10,1323,0,1333,0
,,11,45,,40.5910837817,0,9,1292,0,1301,0
,,11,46,,40.4468401487,0,11,1334,0,1345,0
,,11,47,,41.407122905,0,19,1413,0,1432,2
,,11,48,,40.0944484499,0,12,1375,0,1387,1
,,11,49,,38.1680672269,0,3,830,0,833,0
,,11,50,,40.0668036999,0,7,966,0,973,0
,,12,01,,48.008097166,0,24,1211,0,1235,2
,,12,02,,46.8892481811,0,19,1218,0,1237,0
,,12,03,,48.2250233427,0,26,1045,0,1071,0
,,12,04,,47.8699070765,0,17,1382,0,1399,2
,,12,05,,48.861299709,0,26,1005,0,1031,0
,,12,06,,48.2842105263,0,29,1301,0,1330,2
,,12,07,,47.2964426877,0,17,995,0,1012,1
,,12,08,,48.961654894,0,17,974,0,991,0
,,12,09,,48.7600969305,0,17,1221,0,1238,1
,,12,10,,49.5363321799,0,28,1417,0,1445,0
,,12,11,,49.5399061033,0,46,1445,0,1491,3
,,12,12,,49.1907968575,0,16,875,0,891,1
,,12,13,,47.2388888889,0,4,356,0,360,0
,,12,14,,48.3399862354,1,29,1423,0,1453,1
,,12,15,,48.4602150538,0,27,1368,0,1395,0
,,12,16,,48.2639077341,0,28,1446,0,1474,0
,,12,17,,47.8867635807,0,30,1277,0,1307,2
,,12,18,,47.5968045113,0,18,1046,0,1064,1
,,12,19,,47.7631352283,0,27,1134,0,1161,3
,,12,20,,47.5611866502,0,14,795,0,809,0
,,12,21,,51.2064777328,0,9,238,0,247,0
,,12,22,,49.0335463259,0,23,1229,0,1252,0
,,12,23,,49.2291105121,0,27,1086,0,1113,0
,,12,24,,48.2548764629,0,17,752,0,769,1
,,12,25,,47.4887295082,0,14,962,0,976,2
,,12,26,,48.6509831461,0,27,1397,0,1424,2
,,12,27,,47.8978897209,0,32,1437,0,1469,0
,,12,28,,47.5412115194,0,21,986,0,1007,1
,,12,29,,48.8097667638,0,29,1343,0,1372,0
,,12,30,,48.2818791946,0,21,1022,0,1043,0
,,12,31,,50.047660312,0,25,1129,0,1154,1
,,12,32,,49.0494672755,0,28,1286,0,1314,2
,,12,33,,48.5325615051,0,33,1349,0,1382,0
,,12,34,,49.3325092707,0,24,785,0,809,0
,,12,35,,48.3482824427,0,21,1027,0,1048,1
,,12,36,,49.5938261576,0,34,1197,0,1231,1
,,12,37,,50.4844155844,0,29,741,0,770,0
,,12,38,,48.5439642325,0,15,656,0,671,0
,,12,39,,49.2199832074,0,38,1153,0,1191,1
,,12,40,,49.3709327549,0,10,451,0,461,0
,,12,41,,50.1981212639,0,34,1137,0,1171,0
,,12,42,,52.9521640091,0,14,425,0,439,0
,,12,43,,46.9471365639,0,21,1341,0,1362,2
,,12,44,,47.862244898,0,13,379,0,392,0
,,12,45,,49.5961098398,0,23,851,0,874,0
,,12,46,,48.1270833333,0,18,942,0,960,0
,,12,47,,47.631840796,0,15,990,0,1005,1
,,12,48,,49.0277185501,0,16,922,0,938,1
,,12,49,,48.9404444444,0,24,1101,0,1125,0
,,12,50,,49.024137931,0,4,286,0,290,0
,,12,51,,55.859375,0,5,59,0,64,0
,,13,01,,50.2107186358,0,14,807,0,821,2
,,13,02,,44.1176470588,0,2,32,0,34,0
,,13,03,,50.111691023,0,25,933,0,958,0
,,13,04,,50.3985032741,0,34,1035,0,1069,0
,,13,05,,50.1791411043,0,22,793,0,815,0
,,13,06,,42.3152317881,0,10,745,0,755,0
,,13,07,,50.4468260511,0,26,1187,0,1213,0
,,13,08,,50.273531778,0,25,1218,0,1243,1
,,13,09,,47.3500379651,0,15,1302,0,1317,0
,,13,10,,48.3439688716,0,33,1252,0,1285,0
,,13,11,,48.1954198473,0,33,1277,0,1310,1
,,13,12,,49.2132841328,0,41,1314,0,1355,1
,,13,13,,48.1089324619,0,35,1342,0,1377,1
,,13,14,,49.4650317893,0,18,1083,0,1101,2
,,13,15,,50.0894141829,0,29,944,0,973,1
,,13,16,,39.2288135593,0,0,236,0,236,0
,,13,17,,48.7262813522,0,18,899,0,917,0
,,13,18,,48.2588401697,0,20,687,0,707,1
,,13,19,,50.7215568862,0,8,326,0,334,1
,,13,20,,49.6619047619,0,2,208,0,210,0
,,13,21,,50.3597206054,0,16,843,0,859,2
,,13,22,,50.0542635659,0,44,1375,0,1419,0
,,13,23,,51.1869158879,0,18,624,0,642,0
,,13,24,,48.4615384615,0,8,486,0,494,1
,,13,25,,48.5871559633,0,8,210,0,218,0
,,13,26,,50.4292508918,0,23,818,0,841,0
,,13,27,,51.4004914005,0,10,397,0,407,1
,,13,28,,51.8045851528,2,43,871,0,916,2
,,13,29,,51.8327109783,0,42,1297,0,1339,2
,,13,30,,50.7007786429,0,26,873,0,899,0
,,13,31,,49.6458333333,0,36,1116,0,1152,1
,,13,32,,49.337995338,0,15,843,0,858,3
,,13,33,,49.8736,0,17,608,0,625,1
,,13,34,,52.0871369295,1,31,691,0,723,0
,,13,35,,48.2816901408,0,16,623,0,639,0
,,14,01,,48.505032022,0,24,1069,0,1093,0
,,14,02,,47.6443691787,0,24,1157,0,1181,1
,,14,03,,49.0325259516,0,35,1410,0,1445,1
,,14,04,,51.958643507,0,52,1157,0,1209,5
,,14,05,,49.4911894273,0,27,881,0,908,2
,,14,06,,47.7556561086,0,36,1069,0,1105,0
,,14,07,,47.4163533835,0,27,1037,0,1064,1
,,14,08,,50.6165099269,0,34,923,0,957,2
,,14,09,,50.8856858847,0,30,976,0,1006,1
,,14,10,,49.4368530021,0,14,469,0,483,2
,,14,11,,47.2347031963,0,20,1075,0,1095,0
,,14,12,,49.7922297297,0,57,1127,0,1184,1
,,14,13,,49.8646232439,1,27,755,0,783,0
,,14,14,,48.8316831683,0,26,984,0,1010,2
,,14,15,,50.7915151515,0,30,795,0,825,0
,,14,16,,41.8413547237,0,3,1119,0,1122,2
,,14,17,,39.8720930233,0,0,516,0,516,3
,,14,18,,44.5718232044,0,8,354,0,362,0
,,14,19,,48.15,0,34,1526,0,1560,0
,,14,20,,49.2153846154,0,26,884,0,910,0
,,14,21,,46.9086757991,0,13,644,0,657,0
,,14,22,,45.2553444181,0,19,823,0,842,1
,,14,23,,49.2749196141,0,15,607,0,622,1
,,15,01,,48.2386519945,0,28,1426,0,1454,2
,,15,02,,46.0360824742,0,24,1528,0,1552,5
,,15,03,,48.1095484826,0,25,1326,0,1351,4
,,15,04,,46.5629522431,0,12,679,0,691,0
,,15,05,,47.3378864127,0,24,1367,0,1391,3
,,15,06,,47.8362790698,0,25,1050,0,1075,4
,,15,07,,47.4972004479,0,23,870,0,893,2
,,15,08,,46.4790909091,0,19,1081,0,1100,0
,,15,09,,46.9561170213,0,12,740,0,752,4
,,15,10,,47.0804416404,0,27,1241,0,1268,2
,,15,11,,47.0930232558,0,22,838,0,860,0
,,15,12,,46.1867145422,0,12,545,0,557,1
,,15,13,,43.1750503018,0,7,987,0,994,2
,,15,14,,45.7906040268,0,28,1462,0,1490,2
,,15,15,,46.8175787728,0,19,1187,0,1206,0
,,15,16,,45.9306594154,0,30,1441,0,1471,6
,,15,17,,47.4078590786,0,18,720,0,738,1
,,15,18,,36.0643447462,0,11,1683,0,1694,0
,,15,19,,43.5888157895,0,10,1206,0,1216,0
,,15,20,,41.2336217553,0,13,1605,0,1618,0
,,15,21,,43.1648189209,0,17,1336,0,1353,2
,,15,22,,44.7440974867,0,5,1308,0,1313,1
,,15,23,,54.0148883375,0,18,385,0,403,0
,,15,24,,48.8619489559,0,27,835,0,862,2
,,15,25,,45.6540962289,0,21,1517,0,1538,0
,,15,26,,47.5705967977,0,28,1346,0,1374,1
,,15,27,,47.36625,0,14,786,0,800,2
,,15,28,,47.0909090909,0,13,746,0,759,0
,,15,29,,48.3070325901,0,27,1139,0,1166,2
,,15,30,,48.6135517498,0,28,1315,0,1343,4
,,15,31,,46.0930232558,0,8,422,0,430,0
,,15,32,,46.09375,0,11,725,0,736,0
,,15,33,,49.3360160966,0,11,486,0,497,0
,,15,34,,46.1747700394,0,9,752,0,761,0
,,15,35,,45.0904817861,0,4,847,0,851,0
,,15,36,,40.3691813804,0,2,621,0,623,0
,,15,37,,39.8946015424,0,2,387,0,389,1
,,16,01,,47.8637724551,1,24,1311,0,1336,0
,,16,02,,47.1029948868,0,23,1346,0,1369,1
,,16,03,,47.3840460526,0,20,1196,0,1216,0
,,16,04,,48.1198686371,0,27,1191,0,1218,1
,,16,05,,47.8700729927,0,14,1356,0,1370,0
,,16,06,,46.4479889043,0,15,706,0,721,1
,,16,07,,46.5516717325,0,9,649,0,658,1
,,16,08,,46.7780821918,1,25,1434,0,1460,0
,,16,09,,46.7450980392,1,20,1509,0,1530,0
,,16,10,,46.0703764321,0,20,1202,0,1222,2
,,16,11,,44.2222222222,1,6,263,0,270,0
,,16,12,,52.0282485876,0,18,336,0,354,0
,,16,13,,46.6091549296,0,7,277,0,284,1
,,16,14,,47.3236459709,0,13,744,0,757,0
,,16,15,,42.9282178218,1,10,393,0,404,0
,,16,16,,50.3696808511,0,9,367,0,376,0
,,16,17,,47.7340659341,0,3,452,0,455,0
,,16,18,,46.4,0,18,747,0,765,0
,,16,19,,44.0087248322,0,22,1468,0,1490,0
,,16,20,,51.4773358002,0,30,1051,0,1081,0
,,16,21,,43.7934573445,0,26,1533,0,1559,2
,,16,22,,52.9338919926,0,23,1051,0,1074,1
,,16,23,,50.4716342083,0,27,1154,0,1181,0
,,16,24,,47.9838087895,0,32,1265,0,1297,1
,,16,25,,47.9558303887,0,24,1108,0,1132,0
,,16,26,,47.3601609658,0,12,485,0,497,0
,,16,27,,48.0652741514,0,16,750,0,766,0
,,16,28,,46.3322259136,0,3,298,0,301,2
,,16,29,,47.8800940439,0,29,1247,0,1276,1
,,16,30,,46.0229568411,0,18,1071,0,1089,2
,,17,01,,48.611878453,0,30,1418,0,1448,1
,,17,02,,48.4827309237,0,25,1220,0,1245,0
,,17,03,,49.1748329621,0,13,885,0,898,1
,,17,04,,47.9366812227,0,24,1350,0,1374,1
,,17,05,,46.6864628821,1,15,1129,0,1145,0
,,17,06,,46.078111588,0,17,1148,0,1165,1
,,17,07,,47.2825342466,0,22,1146,0,1168,1
,,17,08,,44.5946866485,0,3,1465,0,1468,0
,,17,09,,47.1889985896,0,21,1397,0,1418,0
,,17,10,,47.7781124498,0,10,986,0,996,0
,,17,11,,47.0264084507,0,26,1110,0,1136,2
,,17,12,,46.5450268817,0,21,1467,0,1488,0
,,17,13,,46.4681421865,0,10,1481,0,1491,0
,,17,14,,50.7951515152,0,19,806,0,825,0
,,17,15,,47.878250591,0,13,833,0,846,0
,,17,16,,49.0121212121,0,32,958,0,990,1
,,17,17,,46.8331900258,0,12,1151,0,1163,1
,,17,18,,47.1526655897,0,20,1218,0,1238,1
,,17,19,,47.7049180328,1,8,296,0,305,0
,,17,20,,47.5164034022,0,13,810,0,823,0
,,17,21,,49.0011918951,0,20,819,0,839,0
,,17,22,,46.8600451467,0,7,436,0,443,0
,,17,23,,47.9989816701,0,21,961,0,982,1
,,17,24,,47.6570438799,0,9,857,0,866,0
,,17,25,,47.1300954033,0,21,1132,0,1153,3
,,17,26,,48.0475059382,0,15,827,0,842,1
,,17,27,,48.1506410256,0,16,608,0,624,1
,,17,28,,46.9607351713,0,18,1179,0,1197,1
,,17,29,,48.8746438746,0,20,682,0,702,0
,,17,30,,48.6602409639,0,14,816,0,830,1
,,17,31,,51.0505050505,0,3,96,0,99,0
,,17,32,,47.874916833,0,37,1466,0,1503,1
,,17,33,,47.1133603239,0,9,485,0,494,0
,,17,34,,51.6476190476,0,3,102,0,105,0
,,17,35,,48.0042016807,0,21,1169,0,1190,0
,,17,36,,48.7723577236,0,16,968,0,984,3
,,17,37,,42.8494934877,0,6,1376,0,1382,0
,,17,38,,44.0140252454,1,11,1414,0,1426,0
