shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,National Democratic Party of Georgia,United National Movement,Greens Party,Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Majoritarian Precinct,21,82-21,151,64.53,,,,,2.58,,,,0,,,,0,0.45,0.06,0.17,,,,,,,0.66,,,,11.92,,,1.99,,,,,,,,,,,,,,,60.93
Majoritarian Precinct,22,82-22,97,75.19,,,,,1.02,,,,0,,,,0,0.26,0.11,0.02,,,,,,,5.15,,,,5.15,,,0.0,,,,,,,,,,,,,,,65.98
Majoritarian Precinct,44,82-44,103,66.45,,,,,0.0,,,,0,,,,0,0.2,0.18,0.02,,,,,,,0.0,,,,39.81,,,0.0,,,,,,,,,,,,,,,56.31
Majoritarian Precinct,49,82-49,51,57.95,,,,,7.27,,,,0,,,,0,0.11,0.08,0.02,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,11.76
Majoritarian Precinct,23,82-23,265,53.11,,,,,3.28,,,,0,,,,0,0.4,0.43,0.27,,,,,,,12.83,,5.28,,10.57,,,15.09,,,,,,,,,,,0.38,,,,45.66
Majoritarian Precinct,24,82-24,128,61.24,,,,,3.03,,,,0,,,,0,0.19,0.26,0.05,,,,,,,2.34,,4.69,,9.38,,,4.69,,,,,,,,,,,0.0,,,,71.88
Majoritarian Precinct,25,82-25,180,67.42,,,,,0.55,,,,0,,,,0,0.33,0.21,0.21,,,,,,,1.11,,25.0,,12.22,,,10.56,,,,,,,,,,,1.11,,,,26.11
Majoritarian Precinct,26,82-26,113,47.48,,,,,1.74,,,,0,,,,0,0.28,0.09,0.12,,,,,,,0.89,,3.54,,34.51,,,13.27,,,,,,,,,,,0.0,,,,46.02
Majoritarian Precinct,27,82-27,182,65.0,,,,,2.15,,,,0,,,,0,0.43,0.22,0.11,,,,,,,0.55,,3.85,,7.14,,,4.95,,,,,,,,,,,0.0,,,,73.63
Majoritarian Precinct,28,82-28,334,66.01,,,,,0.3,,,,0,,,,0,0.69,0.41,0.26,,,,,,,0.9,,0.9,,1.2,,,77.84,,,,,,,,,,,1.5,,,,17.07
Majoritarian Precinct,29,82-29,177,66.54,,,,,4.32,,,,0,,,,0,0.2,0.38,0.12,,,,,,,,,0.0,,16.38,,,,,,,,,,,53.11,,,0.56,,,,29.94
Majoritarian Precinct,30,82-30,154,74.76,,,,,0.0,,,,0,,,,0,0.29,0.21,0.12,,,,,,,,,1.3,,22.08,,,,,,,,,,,39.61,,,0.0,,,,25.97
Majoritarian Precinct,31,82-31,216,67.08,,,,,6.09,,,,0,,,,0,0.38,0.41,0.08,,,,,,,,,0.93,,46.3,,,,,,,,,,,9.72,,,0.46,,,,42.59
Majoritarian Precinct,32,82-32,124,62.94,,,,,4.62,,,,0,,,,0,0.19,0.22,0.1,,,,,,,,,0.0,,22.58,,,,,,,,,,,20.97,,,3.23,,,,53.23
Majoritarian Precinct,33,82-33,70,50.0,,,,,1.41,,,,0,,,,0,0.05,0.14,0.09,,,,,,,0.0,,1.43,,7.14,,,,,,,,,,,,,,0.0,,,,5.71
Majoritarian Precinct,34,82-34,122,46.92,,,,,2.4,,,,0,,,,0,0.23,0.15,0.13,,,,,,,5.74,,20.49,,15.57,,,,,,,,,,,,,,0.0,,,,54.92
Majoritarian Precinct,35,82-35,76,40.86,,,,,9.52,,,,0,,,,0,0.08,0.17,0.08,,,,,,,10.53,,5.26,,10.53,,,,,,,,,,,,,,0.0,,,,55.26
Majoritarian Precinct,36,82-36,177,54.8,,,,,0.0,,,,0,,,,0,0.17,0.23,0.38,,,,,,,1.13,,5.65,,7.34,,,,,,,,,,,,,,0.56,,,,80.79
Majoritarian Precinct,37,82-37,171,72.46,,,,,0.0,,,,0,,,,0,0.2,0.14,0.44,,,,,,,0.0,,13.45,,15.79,,,,,,,,,,,,,,0.0,,,,64.91
Majoritarian Precinct,38,82-38,250,58.0,,,,,4.21,,,,0,,,,0,0.33,0.44,0.28,,,,,,,4.8,,2.8,,14.0,,,0.4,,,,,,,,2.8,,,44.4,,,,30.8
Majoritarian Precinct,39,82-39,247,54.41,,,,,1.59,,,,0,,,,0,0.38,0.43,0.18,,,,,,,2.83,,10.53,,7.29,,,0.4,,,,,,,,4.86,,,5.26,,,,68.83
Majoritarian Precinct,40,82-40,157,58.36,,,,,0.0,,,,0,,,,0,0.11,0.27,0.27,,,,,,,2.55,,0.64,,6.37,,,1.27,,,,,,,,1.27,,,1.91,,,,85.35
Majoritarian Precinct,41,82-41,170,42.93,,,,,3.41,,,,0,,,,0,0.25,0.3,0.16,,,,,,,1.18,,1.76,,67.65,,,2.94,,,,,,,,0.0,,,0.59,,,,25.88
Majoritarian Precinct,42,82-42,167,44.89,,,,,0.0,,,,0,,,,0,0.23,0.25,0.21,,,,,,,6.59,,0.0,,18.56,,,7.19,,,,,,,,0.0,,,0.0,,,,67.66
Majoritarian Precinct,43,82-43,268,66.34,,,,,1.11,,,,0,,,,0,0.29,0.44,0.39,,,,,,,0.0,,0.37,,7.84,,,0.0,,,,,,,,0.0,,,4.1,,,,87.69
Majoritarian Precinct,45,82-45,120,50.0,,,,,3.23,,,,0,,,,0,0.13,0.2,0.18,,,,,,,0.0,,8.33,,20.0,,,0.0,,,,,,,,0.0,,,5.83,,,,64.17
Majoritarian Precinct,8,83-8,496,36.2,,,,,5.34,,,,0,,,,0,0.88,0.67,0.63,,,,,,,1.01,,8.47,,13.1,,,5.85,1.21,,,,,,,3.83,2.82,,1.01,,,,52.62
Majoritarian Precinct,9,83-9,321,37.81,,,,,2.73,,,,0,,,,0,0.58,0.45,0.31,,,,,,,0.62,,13.71,,17.45,,,2.8,0.0,,,,,,,8.1,1.56,,1.25,,,,46.11
Majoritarian Precinct,10,83-10,419,49.59,,,,,3.68,,,,0,,,,0,0.73,0.63,0.41,,,,,,,4.06,,4.3,,3.34,,,11.69,0.0,,,,,,,0.95,0.0,,0.0,,,,24.11
Majoritarian Precinct,11,83-11,285,48.89,,,,,5.63,,,,0,,,,0,0.65,0.3,0.31,,,,,,,0.0,,5.61,,4.21,,,11.58,2.81,,,,,,,1.75,0.0,,0.0,,,,32.98
Majoritarian Precinct,37,83-37,867,64.22,,,,,2.47,,,,0,,,,0,1.43,1.22,1.01,,,,,,,,,5.31,,27.11,,,2.31,0.46,,,,,,,,,,0.23,,,,36.33
Majoritarian Precinct,18,83-18,354,25.49,,,,,4.07,,,,0,,,,0,0.72,0.42,0.39,,,,,,,1.13,,17.51,,18.08,,,5.08,0.28,,,,,,,,,,0.85,,,,38.14
Majoritarian Precinct,19,83-19,332,27.06,,,,,3.21,,,,0,,,,0,0.64,0.37,0.43,,,,,,,0.3,,11.75,,19.28,,,9.94,0.3,,,,,,,,,,0.6,,,,42.77
Majoritarian Precinct,20,83-20,292,28.08,,,,,7.01,,,,0,,,,0,0.71,0.31,0.28,,,,,,,0.0,,9.25,,17.81,,,6.51,0.68,,,,,,,,,,1.03,,,,46.23
Majoritarian Precinct,21,83-21,460,35.71,,,,,1.08,,,,0,,,,0,0.97,0.6,0.29,,,,,,,2.39,,10.0,,18.7,,,5.87,0.0,,,,,,,,,,1.52,,,,50.65
Majoritarian Precinct,22,83-22,365,29.53,,,,,4.45,,,,0,,,,0,0.6,0.31,0.81,,,,,,,0.27,,9.32,,11.51,,,5.21,0.55,,,,,,,,,,3.01,,,,54.25
Majoritarian Precinct,23,83-23,334,35.38,,,,,6.7,,,,0,,,,0,0.67,0.46,0.33,,,,,,,0.3,,13.47,,12.28,,,3.29,0.9,,,,,,,,,,2.99,,,,58.98
Majoritarian Precinct,45,83-45,277,30.34,,,,,3.82,,,,0,,,,0,0.45,0.43,0.28,,,,,,,0.36,,11.91,,17.33,,,11.19,0.0,,,,,,,,,,1.44,,,,33.94
Majoritarian Precinct,30,83-30,748,51.34,,,,,1.97,,,,0,,,,0,1.36,0.96,0.83,,,,,,,0.67,,23.53,,17.65,,,0.53,0.0,,,,,,,0.53,0.4,,0.8,,,,55.88
Majoritarian Precinct,31,83-31,574,50.35,,,,,1.88,,,,0,,,,0,1.27,0.55,0.64,,,,,,,0.87,,21.78,,31.53,,,1.74,0.17,,,,,,,4.53,1.05,,1.22,,,,37.11
Majoritarian Precinct,28,83-28,456,37.41,,,,,4.2,,,,0,,,,0,0.96,0.6,0.36,,,,,,,7.24,,8.77,,21.71,,,1.75,0.22,,,,,,,16.67,2.41,,2.85,,,,30.04
Majoritarian Precinct,29,83-29,508,39.44,,,,,3.42,,,,0,,,,0,0.94,0.65,0.59,,,,,,,18.11,,9.25,,12.6,,,1.18,0.0,,,,,,,21.46,1.18,,1.18,,,,25.0
Majoritarian Precinct,32,83-32,331,32.77,,,,,2.07,,,,0,,,,0,0.57,0.46,0.36,,,,,,,0.6,,15.41,,19.94,,,3.32,0.3,,,,,,,0.3,0.0,,1.21,,,,43.81
Majoritarian Precinct,33,83-33,718,45.59,,,,,3.36,,,,0,,,,0,1.25,1.03,0.74,,,,,,,1.11,,7.94,,8.91,,,7.1,0.42,,,,,,,1.11,0.0,,2.37,,,,35.52
Majoritarian Precinct,34,83-34,442,50.11,,,,,3.91,,,,0,,,,0,0.78,0.58,0.55,,,,,,,0.23,,18.1,,9.95,,,3.62,0.0,,,,,,,0.0,0.0,,4.52,,,,40.95
Majoritarian Precinct,35,83-35,534,35.84,,,,,4.13,,,,0,,,,0,1.18,0.69,0.37,,,,,,,0.56,,10.86,,27.72,,,1.5,0.37,,,,,,,1.87,0.0,,1.5,,,,40.07
Majoritarian Precinct,36,83-36,330,52.46,,,,,3.79,,,,0,,,,0,0.53,0.45,0.44,,,,,,,0.91,,4.55,,26.36,,,1.82,0.91,,,,,,,13.94,5.45,,1.21,,,,33.94
Majoritarian Precinct,43,83-43,475,60.05,,,,,1.66,,,,0,,,,0,0.95,0.65,0.34,,,,,,,5.47,,4.42,,48.21,,,3.37,0.0,,,,,,,,,,2.74,,,,35.79
Majoritarian Precinct,44,83-44,311,60.39,,,,,0.96,,,,0,,,,0,0.45,0.44,0.42,,,,,,,0.0,,11.25,,18.65,,,4.18,0.0,,,,,,,,,,0.32,,,,65.27
Majoritarian Precinct,38,83-38,265,45.85,,,,,3.64,,,,0,,,,0,0.68,0.28,0.17,,,,,,,,,12.83,,11.7,,,,0.38,,,,,,,,0.0,,1.13,,,,55.09
Majoritarian Precinct,39,83-39,229,40.89,,,,,4.18,,,,0,,,,0,0.33,0.42,0.19,,,,,,,,,10.48,,13.97,,,,0.87,,,,,,,,0.44,,2.18,,,,54.59
Majoritarian Precinct,40,83-40,210,63.64,,,,,0.0,,,,0,,,,0,0.18,0.42,0.22,,,,,,,,,11.43,,8.1,,,,0.0,,,,,,,,0.0,,0.0,,,,60.95
Majoritarian Precinct,41,83-41,249,51.88,,,,,1.97,,,,0,,,,0,0.24,0.55,0.17,,,,,,,,,9.24,,4.42,,,,0.0,,,,,,,,0.0,,0.4,,,,56.22
Majoritarian Precinct,42,83-42,238,76.28,,,,,0.42,,,,0,,,,0,0.35,0.43,0.13,,,,,,,,,2.94,,10.08,,,,0.0,,,,,,,,0.0,,0.0,,,,8.4
Majoritarian Precinct,12,83-12,423,29.05,,,,,4.3,,,,0,,,,0,0.84,0.49,0.52,,,,,,,0.24,,15.13,,32.39,,,2.36,0.95,,,,,,,,,,1.89,,,,45.39
Majoritarian Precinct,13,83-13,450,37.34,,,,,0.0,,,,0,,,,0,0.86,0.61,0.34,,,,,,,2.0,,36.89,,18.44,,,1.56,0.22,,,,,,,,,,0.89,,,,34.0
Majoritarian Precinct,14,83-14,392,29.04,,,,,3.92,,,,0,,,,0,0.76,0.44,0.52,,,,,,,0.26,,13.78,,28.83,,,2.81,0.26,,,,,,,,,,3.57,,,,47.7
Majoritarian Precinct,15,83-15,375,25.9,,,,,2.34,,,,0,,,,0,0.68,0.47,0.44,,,,,,,0.27,,12.0,,36.27,,,6.93,2.4,,,,,,,,,,2.93,,,,37.07
Majoritarian Precinct,16,83-16,519,41.06,,,,,2.08,,,,0,,,,0,1.21,0.47,0.54,,,,,,,0.77,,32.56,,18.88,,,2.12,3.85,,,,,,,,,,1.35,,,,39.69
Majoritarian Precinct,17,83-17,482,34.63,,,,,4.18,,,,0,,,,0,0.85,0.62,0.62,,,,,,,0.21,,22.61,,22.2,,,5.39,0.83,,,,,,,,,,1.45,,,,44.4
Majoritarian Precinct,27,83-27,487,67.08,,,,,2.6,,,,0,,,,0,0.68,0.75,0.61,,,,,,,,,2.26,,50.92,,,1.23,0.21,,,,,,,,,,1.64,,,,22.59
Majoritarian Precinct,24,83-24,553,37.75,,,,,2.98,,,,0,,,,0,0.89,0.81,0.63,,,,,,,1.81,,16.64,,9.4,,,3.62,0.54,,,,,,,,,,,,,,64.2
Majoritarian Precinct,25,83-25,274,44.84,,,,,3.18,,,,0,,,,0,0.47,0.39,0.3,,,,,,,1.09,,22.26,,5.47,,,6.93,0.37,,,,,,,,,,,,,,38.69
Majoritarian Precinct,26,83-26,168,34.36,,,,,2.33,,,,0,,,,0,0.3,0.21,0.21,,,,,,,0.0,,8.93,,10.71,,,3.57,0.0,,,,,,,,,,,,,,55.36
Majoritarian Precinct,1,83-1,461,34.87,,,,,5.92,,,,0,,,,0,0.85,0.66,0.49,,,,,,,2.17,,9.54,,14.75,,,4.34,1.74,,,,,,,,1.52,,1.95,,,,50.76
Majoritarian Precinct,2,83-2,552,41.26,,,,,1.95,,,,0,,,,0,0.76,0.67,0.99,,,,,,,8.15,,6.88,,26.27,,,1.09,1.27,,,,,,,,0.72,,0.36,,,,38.59
Majoritarian Precinct,3,83-3,523,36.6,,,,,3.33,,,,0,,,,0,0.86,0.67,0.74,,,,,,,0.38,,6.31,,22.18,,,4.02,0.19,,,,,,,,1.72,,1.15,,,,43.79
Majoritarian Precinct,4,83-4,253,29.45,,,,,5.6,,,,0,,,,0,0.36,0.39,0.37,,,,,,,0.79,,7.51,,11.46,,,11.86,1.58,,,,,,,,1.19,,3.56,,,,53.75
Majoritarian Precinct,5,83-5,501,41.78,,,,,4.02,,,,0,,,,0,1.05,0.56,0.58,,,,,,,0.8,,5.79,,7.98,,,2.79,0.4,,,,,,,,1.2,,0.2,,,,54.49
Majoritarian Precinct,6,83-6,588,56.11,,,,,4.7,,,,0,,,,0,1.21,0.71,0.63,,,,,,,0.0,,1.7,,5.95,,,1.19,0.0,,,,,,,,1.53,,0.68,,,,30.95
Majoritarian Precinct,7,83-7,380,45.89,,,,,5.24,,,,0,,,,0,0.7,0.49,0.48,,,,,,,0.0,,7.63,,11.58,,,1.84,0.0,,,,,,,,2.11,,0.26,,,,43.95
Majoritarian Precinct,1,84-1,561,64.93,,,,,2.94,,,,0,,,,0,0.82,0.98,0.49,,,,,,,1.78,,2.32,,46.7,,,2.67,,,,,,,,,,,,,,,19.43
Majoritarian Precinct,2,84-2,332,64.97,,,,,3.49,,,,0,,,,0,0.63,0.47,0.3,,,,,,,1.2,,9.64,,8.13,,,,,,,,,,,,,,,,,,66.87
Majoritarian Precinct,3,84-3,175,45.93,,,,,3.85,,,,0,,,,0,0.21,0.29,0.24,,,,,,,0.0,,0.0,,18.86,,,3.43,,,,,,,,0.0,,,,,,,40.0
Majoritarian Precinct,4,84-4,497,55.1,,,,,4.97,,,,0,,,,0,0.7,0.84,0.58,,,,,,,0.4,,0.2,,5.63,,,0.6,,,,,,,,0.2,,,,,,,5.03
Majoritarian Precinct,5,84-5,298,55.81,,,,,4.18,,,,0,,,,0,0.31,0.63,0.26,,,,,,,1.68,,1.01,,2.01,,,2.68,,,,,,,,0.0,,,,,,,12.08
Majoritarian Precinct,6,84-6,192,50.66,,,,,3.52,,,,0,,,,0,0.33,0.31,0.14,,,,,,,3.65,,2.08,,7.81,,,4.69,,,,,,,,0.52,,,,,,,29.69
Majoritarian Precinct,7,84-7,289,46.02,,,,,4.93,,,,0,,,,0,0.5,0.44,0.29,,,,,,,1.04,,18.69,,15.22,,,1.38,,,,,,,,0.69,,,,,,,16.61
Majoritarian Precinct,8,84-8,271,58.41,,,,,1.81,,,,0,,,,0,0.4,0.5,0.17,,,,,,,4.06,,5.17,,47.23,,,0.74,,,,,,,,0.74,,,,,,,25.46
Majoritarian Precinct,9,84-9,360,53.97,,,,,0.83,,,,0,,,,0,0.55,0.55,0.37,,,,,,,4.72,,3.06,,17.5,,,7.5,,,,,,,,0.56,,,,,,,29.17
Majoritarian Precinct,10,84-10,250,55.19,,,,,5.66,,,,0,,,,0,0.36,0.5,0.16,,,,,,,0.0,,5.2,,6.8,,,2.4,,,,,,,,0.8,,,,,,,29.6
Majoritarian Precinct,47,84-47,86,65.15,,,,,3.37,,,,0,,,,0,0.07,0.19,0.08,,,,,,,0.0,,1.16,,8.14,,,1.16,,,,,,,,0.0,,,,,,,40.7
Majoritarian Precinct,11,84-11,386,59.94,,,,,4.69,,,,0,,,,0,0.48,0.76,0.34,,,,,,,0.26,,1.3,,2.59,,,3.11,,,,,,,,,,,,,,,23.32
Majoritarian Precinct,12,84-12,591,57.6,,,,,3.75,,,,0,,,,0,0.5,1.14,0.84,,,,,,,2.71,,2.54,,7.45,,,9.31,,,,,,,,,,,,,,,43.15
Majoritarian Precinct,13,84-13,242,64.19,,,,,0.0,,,,0,,,,0,0.31,0.46,0.16,,,,,,,0.83,,1.24,,50.41,,,3.31,,,,,,,,5.37,,,,,,,38.84
Majoritarian Precinct,14,84-14,367,66.97,,,,,1.34,,,,0,,,,0,0.29,0.64,0.61,,,,,,,0.0,,4.9,,4.9,,,0.27,,,,,,,,85.01,,,,,,,4.9
Majoritarian Precinct,15,84-15,177,51.3,,,,,2.21,,,,0,,,,0,0.2,0.26,0.31,,,,,,,3.39,,11.86,,18.64,,,6.21,,,,,,,,2.82,,,,,,,57.06
Majoritarian Precinct,16,84-16,184,53.03,,,,,1.08,,,,0,,,,0,0.24,0.31,0.19,,,,,,,0.0,,1.09,,21.74,,,18.48,,,,,,,,7.07,,,,,,,50.0
Majoritarian Precinct,17,84-17,357,55.43,,,,,4.03,,,,0,,,,0,0.42,0.72,0.31,,,,,,,4.76,,4.76,,22.41,,,2.24,,,,,,,,8.12,,,,,,,57.7
Majoritarian Precinct,46,84-46,147,52.13,,,,,1.34,,,,0,,,,0,0.15,0.29,0.14,,,,,,,2.72,,41.5,,7.48,,,2.72,,,,,,,,0.68,,,,,,,44.9
Majoritarian Precinct,52,84-52,125,61.58,,,,,3.1,,,,0,,,,0,0.18,0.09,0.33,,,,,,,42.4,,4.8,,10.4,,,1.6,,,,,,,,0.0,,,,,,,40.8
Majoritarian Precinct,53,84-53,151,58.53,,,,,0.0,,,,0,,,,0,0.19,0.26,0.16,,,,,,,5.96,,0.0,,26.49,,,5.96,,,,,,,,1.99,,,,,,,59.6
Majoritarian Precinct,18,84-18,694,59.42,,,,,3.74,,,,0,,,,0,1.18,1.2,0.43,,,,,,,3.89,,55.91,,3.89,,,4.03,,,,,,,,,,,,,,,27.81
Majoritarian Precinct,19,84-19,481,61.12,,,,,4.18,,,,0,,,,0,0.55,0.97,0.43,,,,,,,0.42,,37.01,,17.46,,,0.21,,,,,,,,,,,,,,,28.69
Majoritarian Precinct,20,84-20,140,62.5,,,,,0.71,,,,0,,,,0,0.28,0.16,0.14,,,,,,,0.0,,26.43,,19.29,,,0.71,,,,,,,,,,,,,,,47.14
Majoritarian Precinct,21,84-21,166,56.08,,,,,5.14,,,,0,,,,0,0.3,0.24,0.17,,,,,,,6.02,,17.47,,8.43,,,3.01,,,,,,,,,,,,,,,57.23
Majoritarian Precinct,22,84-22,158,61.96,,,,,1.25,,,,0,,,,0,0.19,0.28,0.17,,,,,,,5.06,,,,23.42,,,4.43,,,,,,,,0.0,,,,,,,51.9
Majoritarian Precinct,23,84-23,398,51.62,,,,,5.69,,,,0,,,,0,0.52,0.74,0.42,,,,,,,0.25,,,,22.11,,,2.01,,,,,,,,0.5,,,,,,,38.94
Majoritarian Precinct,48,84-48,95,64.63,,,,,0.0,,,,0,,,,0,0.18,0.15,0.05,,,,,,,0.0,,,,22.11,,,1.05,,,,,,,,3.16,,,,,,,62.11
Majoritarian Precinct,24,84-24,354,65.19,,,,,7.09,,,,0,,,,0,0.63,0.58,0.31,,,,,,,0.85,,,,6.5,,,1.69,,,,,,,,,,,,,,,46.05
Majoritarian Precinct,25,84-25,278,68.98,,,,,2.46,,,,0,,,,0,0.23,0.62,0.24,,,,,,,2.16,,,,29.5,,,1.08,,,,,,,,,,,,,,,48.92
Majoritarian Precinct,26,84-26,265,57.86,,,,,4.68,,,,0,,,,0,0.4,0.47,0.23,,,,,,,26.04,,,,12.83,,,2.26,,,,,,,,,,,,,,,43.4
Majoritarian Precinct,51,84-51,164,54.67,,,,,2.38,,,,0,,,,0,0.2,0.33,0.12,,,,,,,2.44,,,,9.76,,,3.05,,,,,,,,,,,,,,,64.63
Majoritarian Precinct,27,84-27,294,69.67,,,,,4.23,,,,0,,,,0,0.41,0.55,0.25,,,,,,,0.0,,0.34,,1.7,,,1.02,,,,,,,,0.34,,,,,,,56.8
Majoritarian Precinct,28,84-28,173,53.89,,,,,5.98,,,,0,,,,0,0.29,0.29,0.14,,,,,,,0.0,,1.16,,1.16,,,2.31,,,,,,,,0.0,,,,,,,66.47
Majoritarian Precinct,29,84-29,152,61.54,,,,,0.0,,,,0,,,,0,0.25,0.25,0.09,,,,,,,2.63,,1.32,,58.55,,,7.24,,,,,,,,2.63,,,,,,,24.34
Majoritarian Precinct,30,84-30,105,54.69,,,,,0.0,,,,0,,,,0,0.1,0.19,0.14,,,,,,,0.95,,0.95,,51.43,,,5.71,,,,,,,,0.0,,,,,,,40.95
Majoritarian Precinct,31,84-31,271,50.56,,,,,3.56,,,,0,,,,0,0.38,0.46,0.3,,,,,,,2.95,,0.74,,18.45,,,60.52,,,,,,,,0.0,,,,,,,17.34
Majoritarian Precinct,32,84-32,311,49.84,,,,,1.27,,,,0,,,,0,0.46,0.41,0.44,,,,,,,6.75,,6.43,,9.0,,,4.18,,,,,,,,0.32,,,,,,,73.31
Majoritarian Precinct,33,84-33,166,52.2,,,,,2.92,,,,0,,,,0,0.4,0.16,0.15,,,,,,,0.6,,1.81,,9.04,,,0.6,,,,,,,,18.67,,,,,,,69.28
Majoritarian Precinct,45,84-45,156,57.78,,,,,3.7,,,,0,,,,0,0.28,0.2,0.21,,,,,,,16.03,,2.56,,24.36,,,0.64,,,,,,,,1.28,,,,,,,55.13
Majoritarian Precinct,54,84-54,183,55.29,,,,,2.66,,,,0,,,,0,0.32,0.3,0.12,,,,,,,1.09,,0.0,,64.48,,,8.2,,,,,,,,0.55,,,,,,,25.68
Majoritarian Precinct,34,84-34,96,54.24,,,,,3.03,,,,0,,,,0,0.2,0.1,0.11,,,,,,,,,,,9.38,,,1.04,,,,,,,,36.46,,,,,,,50.0
Majoritarian Precinct,35,84-35,206,87.29,,,,,0.96,,,,0,,,,0,0.38,0.3,0.14,,,,,,,,,,,7.77,,,1.94,,,,,,,,7.77,,,,,,,80.1
Majoritarian Precinct,36,84-36,261,64.29,,,,,4.04,,,,0,,,,0,0.48,0.45,0.13,,,,,,,,,,,33.33,,,9.96,,,,,,,,24.9,,,,,,,19.16
Majoritarian Precinct,37,84-37,281,65.5,,,,,1.06,,,,0,,,,0,0.45,0.44,0.24,,,,,,,0.0,,8.9,,6.41,,,,,,,,,,,3.91,,,,,,,80.78
Majoritarian Precinct,38,84-38,131,55.04,,,,,1.5,,,,0,,,,0,0.27,0.12,0.17,,,,,,,0.0,,3.05,,9.92,,,,,,,,,,,1.53,,,,,,,85.5
Majoritarian Precinct,39,84-39,217,46.87,,,,,6.47,,,,0,,,,0,0.28,0.4,0.24,,,,,,,0.0,,19.82,,14.29,,,,,,,,,,,4.15,,,,,,,61.75
Majoritarian Precinct,40,84-40,208,42.11,,,,,5.88,,,,0,,,,0,0.38,0.31,0.2,,,,,,,0.48,,0.0,,8.65,,,,,,,,,,,42.31,,,,,,,48.56
Majoritarian Precinct,41,84-41,225,41.74,,,,,3.43,,,,0,,,,0,0.23,0.44,0.25,,,,,,,0.44,,12.89,,10.22,,,,,,,,,,,10.22,,,,,,,66.22
Majoritarian Precinct,49,84-49,238,60.71,,,,,0.42,,,,0,,,,0,0.25,0.53,0.12,,,,,,,0.42,,3.78,,31.93,,,,,,,,,,,1.26,,,,,,,62.61
Majoritarian Precinct,50,84-50,179,51.44,,,,,2.19,,,,0,,,,0,0.19,0.4,0.09,,,,,,,0.56,,2.23,,13.97,,,,,,,,,,,8.94,,,,,,,74.3
Majoritarian Precinct,42,84-42,377,60.61,,,,,0.53,,,,0,,,,0,0.52,0.67,0.3,,,,,,,0.0,,5.04,,44.3,,,,,,,,,,,6.63,,,,,,,21.22
Majoritarian Precinct,43,84-43,113,69.75,,,,,0.88,,,,0,,,,0,0.18,0.2,0.07,,,,,,,0.0,,0.0,,45.13,,,,,,,,,,,1.77,,,,,,,15.93
Majoritarian Precinct,44,84-44,109,52.66,,,,,1.8,,,,0,,,,0,0.1,0.23,0.11,,,,,,,0.0,,4.59,,29.36,,,,,,,,,,,2.75,,,,,,,19.27
Tbilisi District,7,Chugureti,20201,36.0,0,2,18,23,,0,0.0,,,0,0.0,,,,,,0,0,0,0,43,100.0,2.03,,8.2,,29.58,1.42,0.68,5.66,0.49,,0.89,,,,0.18,0.42,,,2.84,0.3,,0.15,46.55
Tbilisi District,8,Didube,25954,39.79,0,7,26,21,,0,0.0,,,0,0.0,,,,,,0,0,0,0,54,100.0,3.04,0.78,10.66,,26.96,1.48,,6.1,0.59,,0.31,,,,,,1.63,,2.08,,,0.2,45.07
Tbilisi District,10,Gldani,43135,32.59,0,13,61,35,,0,0.0,,,0,0.0,,,,,,0,0,0,0,111,100.0,3.29,,11.19,,28.99,0.49,0.38,5.54,0.85,,0.07,0.77,,,0.51,,0.44,,3.02,0.06,,0.17,42.71
Tbilisi District,5,Isani,32420,31.01,0,7,48,21,,0,0.0,,,0,0.0,,,,,,0,0,0,0,76,100.0,2.14,0.25,8.61,,31.42,0.55,0.19,3.27,0.57,,0.63,0.1,,,0.32,1.16,0.32,,2.6,,0.12,0.2,47.09
Tbilisi District,4,Krtsanisi,14633,35.59,1,3,22,6,,0,0.0,,,0,0.0,,,,,,0,0,0,0,33,100.0,1.12,0.65,7.31,,34.11,0.68,,4.85,0.25,,,,,,,,0.39,,1.97,,,0.1,47.76
Tbilisi District,1,Mtatsminda,20772,41.46,0,3,19,16,,0,0.0,,,0,0.0,,,,,,0,0,0,0,38,100.0,2.31,,9.01,,34.38,1.08,,6.37,0.86,,,,,,,0.11,1.61,,1.69,1.73,,0.22,40.49
