shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,In the Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,People's Movement,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Precinct,14,17-14,403,46.38,,,,,4.28,,,,0,,,,0,0.47,0.62,0.68,,,,,,,0.74,,23.57,32.01,0.5,,1.49,,,,,,,,,,0.5,,2.73,,,,38.46
Precinct,15,17-15,403,49.39,,,,,2.42,,,,0,,,,0,0.44,0.61,0.69,,,,,,,1.74,,16.38,14.64,0.0,,3.97,,,,,,,,,,0.0,,1.49,,,,61.79
Precinct,16,17-16,645,62.08,,,,,3.87,,,,0,,,,0,0.75,0.82,1.37,,,,,,,0.78,,17.36,30.08,0.31,,3.26,,,,,,,,,,0.16,,4.03,,,,43.88
Precinct,17,17-17,574,41.62,,,,,3.37,,,,0,,,,0,0.61,0.82,1.13,,,,,,,1.05,,25.61,23.52,1.22,,2.09,,,,,,,,,,0.35,,6.62,,,,39.37
Precinct,18,17-18,394,37.52,,,,,3.67,,,,0,,,,0,0.41,0.51,0.87,,,,,,,0.25,,12.18,28.93,0.25,,3.3,,,,,,,,,,0.76,,6.09,,,,48.48
Precinct,19,17-19,205,70.45,,,,,2.84,,,,0,,,,0,0.4,0.28,0.18,,,,,,,0.49,,21.46,6.83,0.0,,0.98,,,,,,,,,,0.0,,0.49,,,,69.76
Precinct,20,17-20,382,47.04,,,,,3.78,,,,0,,,,0,0.53,0.47,0.71,,,,,,,2.36,,18.32,21.99,1.31,,1.31,,,,,,,,,,1.05,,2.09,,,,51.57
Precinct,21,17-21,388,46.25,,,,,5.13,,,,0,,,,0,0.4,0.56,0.81,,,,,,,0.52,,28.09,35.82,1.29,,1.29,,,,,,,,,,2.84,,2.32,,,,27.84
Precinct,22,17-22,194,43.21,,,,,2.02,,,,0,,,,0,0.33,0.15,0.41,,,,,,,1.03,,52.06,21.65,0.0,,0.0,,,,,,,,,,0.0,,2.58,,,,22.16
Precinct,23,17-23,528,52.75,,,,,6.38,,,,0,,,,0,0.65,0.71,1.08,,,,,,,0.57,,34.09,12.12,0.19,,1.52,,,,,,,,,,0.57,,4.92,,,,46.02
Precinct,24,17-24,305,33.66,,,,,2.24,,,,0,,,,0,0.38,0.42,0.53,,,,,,,2.3,,18.69,19.67,0.33,,1.64,,,,,,,,,,0.0,,3.28,,,,54.1
Precinct,25,17-25,294,24.73,,,,,2.97,,,,0,,,,0,0.33,0.41,0.56,,,,,,,3.06,,13.95,26.87,0.34,,3.06,,,,,,,,,,0.34,,4.42,,,,47.28
Precinct,26,17-26,355,41.23,,,,,4.31,,,,0,,,,0,0.52,0.55,0.45,,,,,,,0.28,,30.14,13.24,0.56,,6.2,,,,,,,,,,0.56,,6.76,,,,42.25
Precinct,27,17-27,318,51.37,,,,,3.64,,,,0,,,,0,0.65,0.32,0.44,,,,,,,0.0,,10.06,3.77,0.0,,4.4,,,,,,,,,,0.31,,48.11,,,,33.02
Precinct,28,17-28,509,43.84,,,,,4.32,,,,0,,,,0,0.63,0.7,0.94,,,,,,,0.79,,16.9,31.04,0.79,,2.95,,,,,,,,,,3.34,,6.09,,,,37.92
Precinct,29,17-29,427,58.49,,,,,3.17,,,,0,,,,0,0.65,0.61,0.56,,,,,,,0.23,,31.15,16.39,0.0,,2.81,,,,,,,,,,0.0,,3.51,,,,45.9
Precinct,30,17-30,513,59.72,,,,,3.02,,,,0,,,,0,0.73,0.76,0.71,,,,,,,0.78,,33.14,17.54,0.39,,1.36,,,,,,,,,,0.19,,3.51,,,,43.08
