shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,Alliance of Patriots,Self-governance to People,Reformers,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Labour Party,Party of People,Merab Kostava Society,Georgian Dream
Precinct,10,58-10,219,37.63,,,,,3.1,,,,0,,,,0,0.44,0.28,0.2,,,,,,,,9.13,3.2,33.33,,,,,,,,,,,,,53.88
Precinct,11,58-11,476,42.42,,,,,13.92,,,,0,,,,0,0.93,0.66,0.73,,,,,,,,2.73,9.87,37.82,,,,,,,,,,,,,49.58
Precinct,12,58-12,227,48.09,,,,,9.56,,,,0,,,,0,0.57,0.27,0.18,,,,,,,,2.64,9.69,40.53,,,,,,,,,,,,,47.14
Precinct,13,58-13,349,45.32,,,,,5.68,,,,0,,,,0,0.78,0.44,0.28,,,,,,,,8.6,8.6,21.2,,,,,,,,,,,,,61.6
Precinct,14,58-14,424,31.83,,,,,8.03,,,,0,,,,0,0.86,0.48,0.62,,,,,,,,4.95,10.85,30.42,,,,,,,,,,,,,53.54
Precinct,15,58-15,468,32.75,,,,,5.65,,,,0,,,,0,0.93,0.52,0.65,,,,,,,,3.21,4.49,33.76,,,,,,,,,,,,,57.05
Precinct,16,58-16,334,49.26,,,,,5.92,,,,0,,,,0,0.6,0.47,0.38,,,,,,,,1.8,5.69,44.01,,,,,,,,,,,,,48.2
Precinct,17,58-17,127,64.14,,,,,2.31,,,,0,,,,0,0.31,0.1,0.15,,,,,,,,0.0,1.57,40.16,,,,,,,,,,,,,58.27
Precinct,18,58-18,248,57.27,,,,,1.98,,,,0,,,,0,0.48,0.28,0.29,,,,,,,,0.4,2.02,26.61,,,,,,,,,,,,,70.97
Precinct,19,58-19,343,43.25,,,,,4.46,,,,0,,,,0,0.48,0.62,0.31,,,,,,,,2.33,4.37,45.77,,,,,,,,,,,,,47.52
Precinct,20,58-20,356,39.78,,,,,5.57,,,,0,,,,0,0.53,0.43,0.66,,,,,,,,3.65,2.81,32.87,,,,,,,,,,,,,60.67
Precinct,21,58-21,453,34.09,,,,,6.41,,,,0,,,,0,0.83,0.63,0.53,,,,,,,,5.74,4.64,38.41,,,,,,,,,,,,,51.21
Precinct,22,58-22,448,45.81,,,,,5.49,,,,0,,,,0,0.79,0.61,0.57,,,,,,,,0.89,6.03,48.88,,,,,,,,,,,,,44.2
Precinct,23,58-23,131,70.05,,,,,5.07,,,,0,,,,0,0.29,0.21,0.04,,,,,,,,0.0,3.82,36.64,,,,,,,,,,,,,59.54
Precinct,24,58-24,168,66.14,,,,,5.08,,,,0,,,,0,0.42,0.22,0.06,,,,,,,,0.0,2.38,26.79,,,,,,,,,,,,,70.83
Precinct,25,58-25,538,48.95,,,,,6.92,,,,0,,,,0,0.7,0.79,0.95,,,,,,,,5.76,4.65,35.13,,,,,,,,,,,,,54.46
Precinct,26,58-26,238,45.16,,,,,5.18,,,,0,,,,0,0.46,0.32,0.24,,,,,,,,3.36,10.5,26.89,,,,,,,,,,,,,59.24
Precinct,27,58-27,117,52.94,,,,,3.31,,,,0,,,,0,0.25,0.13,0.12,,,,,,,,2.56,18.8,13.68,,,,,,,,,,,,,64.96
Precinct,28,58-28,81,54.36,,,,,1.22,,,,0,,,,0,0.12,0.11,0.12,,,,,,,,0.0,13.58,34.57,,,,,,,,,,,,,51.85
Precinct,29,58-29,122,43.11,,,,,4.69,,,,0,,,,0,0.36,0.08,0.11,,,,,,,,0.82,14.75,35.25,,,,,,,,,,,,,49.18
Precinct,30,58-30,360,50.99,,,,,4.76,,,,0,,,,0,0.76,0.35,0.51,,,,,,,,1.67,8.33,22.22,,,,,,,,,,,,,67.5
Precinct,31,58-31,180,45.23,,,,,2.7,,,,0,,,,0,0.38,0.23,0.14,,,,,,,,2.78,24.44,31.11,,,,,,,,,,,,,41.67
Precinct,32,58-32,127,56.95,,,,,1.55,,,,0,,,,0,0.19,0.15,0.21,,,,,,,,1.57,13.39,29.92,,,,,,,,,,,,,55.12
Precinct,33,58-33,395,49.13,,,,,4.36,,,,0,,,,0,0.55,0.77,0.29,,,,,,,,5.06,5.82,14.18,,,,,,,,,,,,,74.94
Precinct,34,58-34,376,31.46,,,,,4.81,,,,0,,,,0,0.39,0.66,0.58,,,,,,,,77.66,2.13,8.78,,,,,,,,,,,,,11.44
Precinct,35,58-35,487,48.46,,,,,3.56,,,,0,,,,0,0.48,0.89,0.69,,,,,,,,6.57,6.78,19.51,,,,,,,,,,,,,67.15
Precinct,36,58-36,548,50.05,,,,,5.35,,,,0,,,,0,0.96,0.73,0.72,,,,,,,,2.37,28.28,22.45,,,,,,,,,,,,,46.9
Precinct,37,58-37,240,60.0,,,,,5.14,,,,0,,,,0,0.57,0.21,0.3,,,,,,,,1.67,13.33,46.25,,,,,,,,,,,,,38.33
Precinct,38,58-38,135,43.13,,,,,1.46,,,,0,,,,0,0.23,0.21,0.11,,,,,,,,2.96,6.67,37.04,,,,,,,,,,,,,53.33
Precinct,39,58-39,79,68.1,,,,,0.0,,,,0,,,,0,0.14,0.11,0.07,,,,,,,,2.53,35.44,6.33,,,,,,,,,,,,,55.7
Precinct,40,58-40,562,72.24,,,,,5.23,,,,0,,,,0,0.93,0.85,0.63,,,,,,,,1.96,2.14,16.01,,,,,,,,,,,,,79.54
Precinct,41,58-41,417,61.6,,,,,11.28,,,,0,,,,0,0.95,0.58,0.37,,,,,,,,21.34,2.88,7.43,,,,,,,,,,,,,68.35
Precinct,42,58-42,442,33.08,,,,,4.12,,,,0,,,,0,0.71,0.64,0.55,,,,,,,,13.12,6.56,28.51,,,,,,,,,,,,,51.81
Precinct,43,58-43,419,36.09,,,,,4.56,,,,0,,,,0,0.6,0.71,0.46,,,,,,,,2.39,4.77,28.64,,,,,,,,,,,,,64.2
Precinct,44,58-44,382,39.1,,,,,7.06,,,,0,,,,0,0.47,0.72,0.47,,,,,,,,3.14,5.5,31.15,,,,,,,,,,,,,60.21
Precinct,45,58-45,573,46.17,,,,,9.05,,,,0,,,,0,0.93,0.87,0.81,,,,,,,,3.32,27.75,14.49,,,,,,,,,,,,,54.28
Precinct,46,58-46,424,53.88,,,,,11.3,,,,0,,,,0,0.84,0.58,0.57,,,,,,,,8.49,5.66,26.18,,,,,,,,,,,,,59.67
Precinct,47,58-47,365,45.17,,,,,9.2,,,,0,,,,0,0.84,0.4,0.44,,,,,,,,9.59,15.62,41.37,,,,,,,,,,,,,33.42
Precinct,48,58-48,446,53.93,,,,,8.61,,,,0,,,,0,0.84,0.63,0.54,,,,,,,,3.36,10.99,38.34,,,,,,,,,,,,,47.09
Precinct,49,58-49,411,35.9,,,,,5.08,,,,0,,,,0,0.68,0.63,0.45,,,,,,,,2.68,14.36,29.44,,,,,,,,,,,,,53.53
Precinct,50,58-50,376,36.29,,,,,5.53,,,,0,,,,0,0.88,0.4,0.37,,,,,,,,2.93,17.29,40.16,,,,,,,,,,,,,39.63
Precinct,51,58-51,321,39.48,,,,,11.33,,,,0,,,,0,0.63,0.4,0.5,,,,,,,,1.87,23.99,40.81,,,,,,,,,,,,,32.4
Precinct,52,58-52,220,44.09,,,,,5.98,,,,0,,,,0,0.44,0.33,0.17,,,,,,,,0.45,22.73,25.91,,,,,,,,,,,,,50.91
Precinct,53,58-53,187,32.52,,,,,6.5,,,,0,,,,0,0.39,0.18,0.29,,,,,,,,2.14,3.21,58.82,,,,,,,,,,,,,35.83
Precinct,54,58-54,123,31.38,,,,,4.65,,,,0,,,,0,0.3,0.13,0.09,,,,,,,,10.57,13.01,44.72,,,,,,,,,,,,,31.71
Precinct,55,58-55,234,34.77,,,,,3.31,,,,0,,,,0,0.48,0.28,0.24,,,,,,,,2.14,5.56,47.01,,,,,,,,,,,,,45.3
Precinct,56,58-56,277,37.38,,,,,7.36,,,,0,,,,0,0.61,0.32,0.32,,,,,,,,3.61,5.78,51.62,,,,,,,,,,,,,38.99
Precinct,57,58-57,141,34.73,,,,,5.37,,,,0,,,,0,0.35,0.15,0.12,,,,,,,,1.42,6.38,46.81,,,,,,,,,,,,,45.39
Precinct,58,58-58,85,41.26,,,,,5.56,,,,0,,,,0,0.2,0.08,0.09,,,,,,,,0.0,1.18,58.82,,,,,,,,,,,,,38.82
Precinct,59,58-59,288,34.95,,,,,3.03,,,,0,,,,0,0.46,0.39,0.39,,,,,,,,2.78,9.38,40.97,,,,,,,,,,,,,43.75
Precinct,60,58-60,349,31.7,,,,,4.12,,,,0,,,,0,0.56,0.41,0.58,,,,,,,,3.15,6.3,42.69,,,,,,,,,,,,,47.85
Precinct,61,58-61,386,31.26,,,,,6.54,,,,0,,,,0,0.69,0.47,0.59,,,,,,,,7.25,8.29,38.86,,,,,,,,,,,,,45.08
Precinct,62,58-62,397,42.92,,,,,14.07,,,,0,,,,0,0.9,0.49,0.54,,,,,,,,6.05,16.37,32.24,,,,,,,,,,,,,45.34
Precinct,63,58-63,323,47.08,,,,,3.87,,,,0,,,,0,0.45,0.5,0.42,,,,,,,,4.95,4.95,29.1,,,,,,,,,,,,,50.46
Precinct,64,58-64,200,57.14,,,,,9.91,,,,0,,,,0,0.5,0.19,0.26,,,,,,,,6.0,7.0,33.0,,,,,,,,,,,,,54.0
Precinct,65,58-65,327,36.29,,,,,8.4,,,,0,,,,0,0.59,0.45,0.44,,,,,,,,6.12,10.4,43.73,,,,,,,,,,,,,39.76
Precinct,66,58-66,395,45.72,,,,,8.56,,,,0,,,,0,0.78,0.61,0.34,,,,,,,,6.08,6.84,29.37,,,,,,,,,,,,,57.22
Precinct,67,58-67,262,33.55,,,,,4.73,,,,0,,,,0,0.53,0.27,0.38,,,,,,,,13.74,2.29,35.88,,,,,,,,,,,,,42.75
Precinct,11,60-11,705,43.95,,,,,12.53,,,,0,,,,0,1.52,1.12,0.59,,,,,,,7.66,,,24.11,,,,,,,,,,,,,68.09
Precinct,12,60-12,579,52.07,,,,,7.8,,,,0,,,,0,1.19,0.75,0.66,,,,,,,4.32,,,10.54,,,,,,,,,,,,,85.15
Precinct,13,60-13,460,52.63,,,,,9.09,,,,0,,,,0,0.81,0.78,0.43,,,,,,,10.0,,,32.39,,,,,,,,,,,,,57.61
Precinct,14,60-14,451,63.7,,,,,4.65,,,,0,,,,0,1.03,0.57,0.31,,,,,,,3.99,,,9.76,,,,,,,,,,,,,86.25
Precinct,15,60-15,254,72.57,,,,,2.68,,,,0,,,,0,0.49,0.36,0.2,,,,,,,2.36,,,14.96,,,,,,,,,,,,,82.68
Precinct,16,60-16,410,48.93,,,,,1.44,,,,0,,,,0,0.73,0.49,0.53,,,,,,,7.07,,,36.83,,,,,,,,,,,,,56.1
Precinct,17,60-17,453,56.0,,,,,7.17,,,,0,,,,0,1.05,0.57,0.35,,,,,,,7.06,,,21.41,,,,,,,,,,,,,71.52
Precinct,18,60-18,140,56.0,,,,,10.26,,,,0,,,,0,0.42,0.16,0.03,,,,,,,4.29,,,24.29,,,,,,,,,,,,,71.43
Precinct,19,60-19,628,63.37,,,,,9.9,,,,0,,,,0,1.7,0.67,0.48,,,,,,,15.76,,,20.54,,,,,,,,,,,,,63.69
Precinct,20,60-20,445,49.83,,,,,12.75,,,,0,,,,0,0.97,0.67,0.42,,,,,,,13.26,,,12.36,,,,,,,,,,,,,74.38
Precinct,21,60-21,424,48.57,,,,,9.98,,,,0,,,,0,0.84,0.62,0.46,,,,,,,7.55,,,30.9,,,,,,,,,,,,,61.56
Precinct,22,60-22,269,53.06,,,,,4.95,,,,0,,,,0,0.55,0.35,0.25,,,,,,,9.67,,,23.42,,,,,,,,,,,,,66.54
Precinct,23,60-23,906,57.71,,,,,8.21,,,,0,,,,0,1.5,1.31,1.29,,,,,,,8.5,,,22.3,,,,,,,,,,,,,69.09
Precinct,24,60-24,721,58.71,,,,,7.21,,,,0,,,,0,1.34,1.03,0.81,,,,,,,6.66,,,18.31,,,,,,,,,,,,,75.03
Precinct,25,60-25,563,48.83,,,,,5.22,,,,0,,,,0,1.08,0.8,0.52,,,,,,,5.68,,,28.95,,,,,,,,,,,,,65.36
Precinct,26,60-26,423,46.64,,,,,5.16,,,,0,,,,0,0.74,0.53,0.61,,,,,,,7.57,,,26.95,,,,,,,,,,,,,65.48
Precinct,27,60-27,344,44.27,,,,,10.42,,,,0,,,,0,0.72,0.45,0.42,,,,,,,6.69,,,9.88,,,,,,,,,,,,,83.43
Precinct,28,60-28,180,50.7,,,,,12.2,,,,0,,,,0,0.5,0.22,0.12,,,,,,,10.0,,,14.44,,,,,,,,,,,,,75.56
Precinct,29,60-29,455,59.32,,,,,5.01,,,,0,,,,0,0.85,0.71,0.34,,,,,,,13.41,,,15.6,,,,,,,,,,,,,70.99
Precinct,30,60-30,623,49.06,,,,,5.32,,,,0,,,,0,1.37,0.78,0.54,,,,,,,7.7,,,19.9,,,,,,,,,,,,,72.39
Precinct,31,60-31,645,55.32,,,,,9.54,,,,0,,,,0,1.25,0.98,0.66,,,,,,,12.4,,,17.83,,,,,,,,,,,,,69.46
Precinct,32,60-32,554,54.96,,,,,10.06,,,,0,,,,0,1.1,0.81,0.61,,,,,,,6.14,,,12.82,,,,,,,,,,,,,81.05
Precinct,33,60-33,800,51.22,,,,,7.51,,,,0,,,,0,1.67,1.02,0.88,,,,,,,8.75,,,22.25,,,,,,,,,,,,,68.75
Precinct,34,60-34,712,56.37,,,,,8.01,,,,0,,,,0,1.22,1.09,0.86,,,,,,,8.57,,,17.98,,,,,,,,,,,,,73.46
Precinct,35,60-35,672,48.35,,,,,5.22,,,,0,,,,0,1.02,0.98,0.94,,,,,,,51.93,,,9.67,,,,,,,,,,,,,38.39
Precinct,36,60-36,350,46.6,,,,,9.33,,,,0,,,,0,0.71,0.48,0.41,,,,,,,40.86,,,6.86,,,,,,,,,,,,,52.29
Precinct,37,60-37,335,44.31,,,,,5.37,,,,0,,,,0,0.75,0.46,0.21,,,,,,,28.36,,,17.01,,,,,,,,,,,,,54.63
Precinct,38,60-38,412,61.13,,,,,9.25,,,,0,,,,0,0.86,0.65,0.29,,,,,,,13.11,,,25.73,,,,,,,,,,,,,61.17
Precinct,39,60-39,538,59.51,,,,,12.95,,,,0,,,,0,1.04,0.9,0.54,,,,,,,7.81,,,32.71,,,,,,,,,,,,,59.48
Precinct,40,60-40,632,49.49,,,,,5.53,,,,0,,,,0,1.27,0.73,0.81,,,,,,,5.22,,,18.2,,,,,,,,,,,,,76.58
Precinct,41,60-41,568,56.69,,,,,4.38,,,,0,,,,0,1.02,0.92,0.42,,,,,,,8.1,,,8.8,,,,,,,,,,,,,82.92
Precinct,42,60-42,582,47.39,,,,,7.32,,,,0,,,,0,1.08,0.82,0.68,,,,,,,9.79,,,9.97,,,,,,,,,,,,,80.24
Precinct,43,60-43,731,49.09,,,,,8.51,,,,0,,,,0,1.28,1.08,0.93,,,,,,,11.49,,,15.46,,,,,,,,,,,,,73.05
Precinct,44,60-44,394,47.36,,,,,6.19,,,,0,,,,0,0.93,0.45,0.33,,,,,,,4.31,,,18.53,,,,,,,,,,,,,77.16
Precinct,45,60-45,715,48.71,,,,,4.67,,,,0,,,,0,1.33,0.97,0.78,,,,,,,4.48,,,11.33,,,,,,,,,,,,,84.2
Precinct,46,60-46,253,53.72,,,,,4.53,,,,0,,,,0,0.64,0.28,0.16,,,,,,,5.14,,,15.02,,,,,,,,,,,,,79.84
Precinct,47,60-47,281,41.57,,,,,9.06,,,,0,,,,0,0.58,0.31,0.43,,,,,,,5.69,,,17.08,,,,,,,,,,,,,77.22
Precinct,48,60-48,487,34.13,,,,,7.59,,,,0,,,,0,0.92,0.6,0.7,,,,,,,11.91,,,24.85,,,,,,,,,,,,,63.24
Precinct,49,60-49,658,42.07,,,,,6.27,,,,0,,,,0,1.25,0.8,0.9,,,,,,,5.47,,,15.35,,,,,,,,,,,,,79.18
Precinct,50,60-50,437,56.83,,,,,5.82,,,,0,,,,0,0.88,0.58,0.43,,,,,,,8.01,,,18.99,,,,,,,,,,,,,73.0
Precinct,51,60-51,365,46.09,,,,,9.88,,,,0,,,,0,0.65,0.6,0.38,,,,,,,9.86,,,27.95,,,,,,,,,,,,,62.19
Precinct,52,60-52,856,58.03,,,,,3.39,,,,0,,,,0,1.8,0.9,1.02,,,,,,,3.39,,,46.85,,,,,,,,,,,,,49.77
Precinct,53,60-53,558,64.58,,,,,7.15,,,,0,,,,0,1.05,0.81,0.58,,,,,,,19.53,,,36.74,,,,,,,,,,,,,43.91
Precinct,54,60-54,692,67.32,,,,,10.48,,,,0,,,,0,1.14,1.1,0.94,,,,,,,9.1,,,16.33,,,,,,,,,,,,,74.57
Precinct,58,60-58,559,54.64,,,,,14.53,,,,0,,,,0,0.91,1.22,0.39,,,,,,,16.82,,,24.15,,,,,,,,,,,,,57.96
Precinct,59,60-59,574,47.36,,,,,4.81,,,,0,,,,0,1.15,0.63,0.77,,,,,,,2.09,,,27.18,,,,,,,,,,,,,70.56
Precinct,60,60-60,364,49.32,,,,,8.08,,,,0,,,,0,0.79,0.57,0.19,,,,,,,9.89,,,27.75,,,,,,,,,,,,,62.09
Precinct,61,60-61,474,46.7,,,,,6.88,,,,0,,,,0,0.83,0.67,0.62,,,,,,,7.38,,,14.35,,,,,,,,,,,,,78.27
Precinct,62,60-62,245,34.12,,,,,5.77,,,,0,,,,0,0.6,0.34,0.08,,,,,,,6.12,,,22.45,,,,,,,,,,,,,71.02
Precinct,1,61-1,704,56.5,,,,,3.43,,,,0,,,,0,1.42,0.94,0.6,,,,,,,,,0.99,27.13,,45.17,,,,,,,,,,,26.7
Precinct,2,61-2,612,47.92,,,,,4.97,,,,0,,,,0,1.18,0.92,0.48,,,,,,,,,3.27,16.67,,42.16,,,,,,,,,,,37.91
Precinct,3,61-3,651,53.85,,,,,4.69,,,,0,,,,0,1.05,0.95,0.82,,,,,,,,,2.77,12.9,,38.25,,,,,,,,,,,46.08
Precinct,4,61-4,627,49.64,,,,,5.29,,,,0,,,,0,1.1,0.86,0.78,,,,,,,,,1.91,14.67,,37.96,,,,,,,,,,,45.45
Precinct,5,61-5,281,65.65,,,,,2.09,,,,0,,,,0,0.55,0.37,0.24,,,,,,,,,2.85,6.41,,59.07,,,,,,,,,,,31.67
Precinct,6,61-6,446,71.13,,,,,3.67,,,,0,,,,0,0.7,0.69,0.49,,,,,,,,,2.47,4.93,,50.22,,,,,,,,,,,42.38
Precinct,7,61-7,252,61.46,,,,,7.69,,,,0,,,,0,0.56,0.23,0.38,,,,,,,,,4.37,9.13,,31.75,,,,,,,,,,,54.76
Precinct,8,61-8,645,70.03,,,,,4.16,,,,0,,,,0,1.26,0.92,0.52,,,,,,,,,2.33,3.88,,54.26,,,,,,,,,,,39.07
Precinct,9,61-9,637,62.39,,,,,3.63,,,,0,,,,0,0.85,0.97,0.92,,,,,,,,,3.92,6.91,,54.47,,,,,,,,,,,34.22
Precinct,10,61-10,842,65.53,,,,,0.82,,,,0,,,,0,1.15,1.09,1.36,,,,,,,,,2.02,5.23,,56.53,,,,,,,,,,,36.22
Precinct,11,61-11,603,67.6,,,,,5.04,,,,0,,,,0,1.09,1.01,0.39,,,,,,,,,3.81,3.48,,30.85,,,,,,,,,,,61.86
Precinct,12,61-12,429,61.82,,,,,4.45,,,,0,,,,0,0.78,0.67,0.35,,,,,,,,,4.66,13.29,,38.93,,,,,,,,,,,43.12
Precinct,13,61-13,45,81.82,,,,,2.17,,,,0,,,,0,0.14,0.03,0.02,,,,,,,,,0.0,8.89,,6.67,,,,,,,,,,,84.44
Precinct,14,61-14,300,57.36,,,,,5.66,,,,0,,,,0,0.76,0.41,0.07,,,,,,,,,2.67,11.33,,19.67,,,,,,,,,,,66.33
Precinct,15,61-15,484,53.66,,,,,7.28,,,,0,,,,0,1.1,0.7,0.26,,,,,,,,,6.41,16.12,,36.16,,,,,,,,,,,41.32
Precinct,16,61-16,430,56.73,,,,,7.33,,,,0,,,,0,1.04,0.53,0.31,,,,,,,,,7.21,15.58,,24.19,,,,,,,,,,,53.02
Precinct,17,61-17,345,58.38,,,,,4.7,,,,0,,,,0,0.69,0.45,0.34,,,,,,,,,0.87,12.17,,52.17,,,,,,,,,,,34.78
Precinct,18,61-18,530,60.85,,,,,5.36,,,,0,,,,0,1.22,0.62,0.46,,,,,,,,,3.77,15.09,,20.57,,,,,,,,,,,59.81
Precinct,19,61-19,250,62.5,,,,,4.94,,,,0,,,,0,0.59,0.31,0.16,,,,,,,,,3.2,7.6,,30.0,,,,,,,,,,,59.2
Precinct,20,61-20,272,63.4,,,,,7.17,,,,0,,,,0,0.55,0.33,0.34,,,,,,,,,4.78,6.62,,37.13,,,,,,,,,,,51.47
Precinct,21,61-21,359,70.67,,,,,1.37,,,,0,,,,0,0.57,0.57,0.32,,,,,,,,,0.56,5.01,,52.37,,,,,,,,,,,42.06
Precinct,22,61-22,402,57.84,,,,,4.96,,,,0,,,,0,0.36,0.81,0.52,,,,,,,,,21.14,11.19,,23.88,,,,,,,,,,,43.78
Precinct,23,61-23,551,58.18,,,,,5.16,,,,0,,,,0,1.05,0.73,0.61,,,,,,,,,24.86,11.8,,22.5,,,,,,,,,,,40.83
Precinct,24,61-24,670,56.3,,,,,4.69,,,,0,,,,0,1.3,0.84,0.78,,,,,,,,,19.85,9.7,,34.03,,,,,,,,,,,36.12
Precinct,25,61-25,690,48.49,,,,,7.26,,,,0,,,,0,1.55,0.78,0.77,,,,,,,,,25.8,13.77,,13.33,,,,,,,,,,,46.81
Precinct,26,61-26,581,58.57,,,,,3.33,,,,0,,,,0,1.12,0.79,0.52,,,,,,,,,2.58,12.22,,12.91,,,,,,,,,,,72.29
Precinct,27,61-27,547,59.59,,,,,4.54,,,,0,,,,0,1.05,0.8,0.44,,,,,,,,,0.55,7.68,,42.41,,,,,,,,,,,49.36
Precinct,28,61-28,356,56.96,,,,,5.32,,,,0,,,,0,0.68,0.53,0.3,,,,,,,,,1.97,25.0,,37.64,,,,,,,,,,,35.11
Precinct,29,61-29,507,58.48,,,,,3.24,,,,0,,,,0,1.08,0.54,0.56,,,,,,,,,1.78,15.38,,34.71,,,,,,,,,,,48.13
Precinct,30,61-30,242,52.84,,,,,3.59,,,,0,,,,0,0.48,0.31,0.23,,,,,,,,,1.24,15.7,,21.07,,,,,,,,,,,61.98
Precinct,31,61-31,205,64.26,,,,,2.38,,,,0,,,,0,0.44,0.27,0.13,,,,,,,,,9.27,21.95,,24.39,,,,,,,,,,,44.39
Precinct,32,61-32,329,51.57,,,,,4.91,,,,0,,,,0,0.69,0.41,0.33,,,,,,,,,13.07,18.54,,28.88,,,,,,,,,,,39.21
Precinct,33,61-33,284,54.3,,,,,6.89,,,,0,,,,0,0.54,0.38,0.35,,,,,,,,,13.73,17.25,,23.24,,,,,,,,,,,45.77
Precinct,34,61-34,231,62.26,,,,,3.35,,,,0,,,,0,0.41,0.34,0.22,,,,,,,,,4.33,20.78,,16.88,,,,,,,,,,,58.01
Precinct,35,61-35,370,54.98,,,,,4.88,,,,0,,,,0,0.9,0.49,0.15,,,,,,,,,2.43,12.7,,47.03,,,,,,,,,,,37.57
Precinct,36,61-36,360,50.42,,,,,2.7,,,,0,,,,0,0.84,0.4,0.27,,,,,,,,,13.61,13.61,,39.72,,,,,,,,,,,33.06
Precinct,37,61-37,767,52.11,,,,,5.07,,,,0,,,,0,1.33,0.99,1.06,,,,,,,,,2.09,17.34,,42.24,,,,,,,,,,,38.33
Precinct,38,61-38,435,57.69,,,,,6.25,,,,0,,,,0,0.88,0.55,0.49,,,,,,,,,1.84,7.13,,55.17,,,,,,,,,,,35.86
Precinct,1,62-1,548,60.35,,,,,2.14,,,,0,,,,0,1.02,0.65,0.67,,,,,,,,,2.55,13.14,,30.29,0.37,,,,,,,,,,53.65
Precinct,2,62-2,247,68.04,,,,,2.76,,,,0,,,,0,0.59,0.29,0.14,,,,,,,,,5.26,11.74,,22.27,0.4,,,,,,,,,,60.32
Precinct,3,62-3,263,69.21,,,,,1.87,,,,0,,,,0,0.56,0.4,0.07,,,,,,,,,4.18,74.9,,3.42,0.0,,,,,,,,,,17.49
Precinct,4,62-4,350,61.4,,,,,7.89,,,,0,,,,0,0.47,0.69,0.34,,,,,,,,,2.0,13.14,,24.57,0.29,,,,,,,,,,60.0
Precinct,5,62-5,273,69.29,,,,,1.8,,,,0,,,,0,0.58,0.38,0.14,,,,,,,,,1.47,14.65,,19.05,0.0,,,,,,,,,,64.84
Precinct,6,62-6,513,63.97,,,,,6.9,,,,0,,,,0,0.93,0.68,0.68,,,,,,,,,4.09,16.37,,30.8,0.39,,,,,,,,,,48.34
Precinct,7,62-7,400,70.05,,,,,4.53,,,,0,,,,0,0.76,0.61,0.29,,,,,,,,,7.5,12.5,,26.5,0.5,,,,,,,,,,53.0
Precinct,8,62-8,565,58.98,,,,,2.42,,,,0,,,,0,1.32,0.58,0.49,,,,,,,,,1.95,17.7,,11.68,0.0,,,,,,,,,,68.67
Precinct,9,62-9,401,56.64,,,,,5.87,,,,0,,,,0,0.75,0.63,0.31,,,,,,,,,2.24,15.96,,39.65,0.25,,,,,,,,,,41.9
Precinct,10,62-10,88,81.48,,,,,2.22,,,,0,,,,0,0.13,0.18,0.03,,,,,,,,,4.55,4.55,,31.82,0.0,,,,,,,,,,59.09
Precinct,11,62-11,271,56.58,,,,,2.52,,,,0,,,,0,0.54,0.33,0.28,,,,,,,,,6.27,24.35,,26.94,0.37,,,,,,,,,,42.07
Precinct,12,62-12,241,72.81,,,,,2.82,,,,0,,,,0,0.62,0.24,0.15,,,,,,,,,14.11,24.48,,16.18,0.0,,,,,,,,,,44.81
Precinct,13,62-13,179,72.18,,,,,3.76,,,,0,,,,0,0.38,0.24,0.14,,,,,,,,,2.79,16.2,,40.22,0.0,,,,,,,,,,40.78
Precinct,14,62-14,184,78.97,,,,,2.13,,,,0,,,,0,0.3,0.27,0.19,,,,,,,,,0.0,27.17,,10.33,0.0,,,,,,,,,,62.5
Precinct,15,62-15,224,76.45,,,,,3.03,,,,0,,,,0,0.42,0.36,0.12,,,,,,,,,4.02,27.23,,35.27,0.0,,,,,,,,,,33.48
Precinct,16,62-16,237,79.53,,,,,1.25,,,,0,,,,0,0.44,0.35,0.17,,,,,,,,,5.49,18.99,,28.69,0.0,,,,,,,,,,46.84
Precinct,17,62-17,475,57.51,,,,,1.04,,,,0,,,,0,0.71,0.63,0.67,,,,,,,,,1.68,14.53,,15.16,0.0,,,,,,,,,,68.63
Precinct,18,62-18,483,58.55,,,,,4.73,,,,0,,,,0,0.8,0.77,0.47,,,,,,,,,3.52,20.5,,24.43,0.21,,,,,,,,,,51.35
Precinct,19,62-19,143,52.38,,,,,6.54,,,,0,,,,0,0.2,0.3,0.08,,,,,,,,,2.8,23.78,,15.38,2.8,,,,,,,,,,55.24
Precinct,20,62-20,154,64.17,,,,,1.28,,,,0,,,,0,0.2,0.25,0.18,,,,,,,,,0.0,6.49,,38.31,0.0,,,,,,,,,,55.19
