shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,Alliance of Patriots,Self-governance to People,Reformers,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Labour Party,Party of People,Merab Kostava Society,Georgian Dream
Precinct,47,21-47,702,46.99,,,,,13.55,,,,0,,,,0,1.12,1.09,1.21,,,,,,,,1.14,8.4,19.37,,,,,,,,,,,,,71.08
Precinct,48,21-48,411,40.22,,,,,16.8,,,,0,,,,0,0.66,0.68,0.73,,,,,,,,1.7,11.44,33.09,,,,,,,,,,,,,53.53
Precinct,49,21-49,313,20.36,,,,,26.35,,,,0,,,,0,0.86,0.4,0.54,,,,,,,,5.43,3.19,36.42,,,,,,,,,,,,,54.95
Precinct,50,21-50,344,22.21,,,,,20.19,,,,0,,,,0,0.78,0.6,0.36,,,,,,,,4.36,4.94,37.5,,,,,,,,,,,,,53.2
Precinct,51,21-51,521,44.23,,,,,11.99,,,,0,,,,0,0.98,0.66,0.89,,,,,,,,3.07,15.93,19.77,,,,,,,,,,,,,61.23
Precinct,52,21-52,295,17.73,,,,,13.99,,,,0,,,,0,0.66,0.4,0.36,,,,,,,,17.97,4.07,46.44,,,,,,,,,,,,,31.53
Precinct,53,21-53,335,23.84,,,,,14.76,,,,0,,,,0,0.73,0.37,0.61,,,,,,,,12.54,3.58,41.49,,,,,,,,,,,,,42.39
Precinct,54,21-54,373,25.87,,,,,12.24,,,,0,,,,0,0.7,0.47,0.64,,,,,,,,26.81,2.14,36.46,,,,,,,,,,,,,34.32
Precinct,55,21-55,306,28.71,,,,,13.31,,,,0,,,,0,0.69,0.41,0.35,,,,,,,,1.63,1.31,17.65,,,,,,,,,,,,,70.92
Precinct,56,21-56,290,33.33,,,,,17.61,,,,0,,,,0,0.55,0.56,0.29,,,,,,,,4.83,3.45,32.76,,,,,,,,,,,,,58.97
Precinct,57,21-57,795,53.11,,,,,10.07,,,,0,,,,0,1.25,1.29,1.08,,,,,,,,12.83,7.04,16.48,,,,,,,,,,,,,63.65
Precinct,58,21-58,617,40.04,,,,,10.06,,,,0,,,,0,1.23,0.88,0.71,,,,,,,,27.07,0.97,24.15,,,,,,,,,,,,,46.19
Precinct,59,21-59,717,42.53,,,,,7.0,,,,0,,,,0,1.38,0.87,1.01,,,,,,,,32.91,0.56,12.83,,,,,,,,,,,,,53.7
Precinct,60,21-60,323,35.77,,,,,5.83,,,,0,,,,0,0.77,0.32,0.34,,,,,,,,1.24,0.31,17.03,,,,,,,,,,,,,78.95
Precinct,61,21-61,402,38.77,,,,,3.13,,,,0,,,,0,0.97,0.49,0.21,,,,,,,,1.49,0.25,12.19,,,,,,,,,,,,,86.07
Precinct,62,21-62,162,16.46,,,,,5.26,,,,0,,,,0,0.32,0.19,0.2,,,,,,,,9.26,14.81,48.77,,,,,,,,,,,,,27.16
Precinct,63,21-63,328,26.37,,,,,4.09,,,,0,,,,0,0.66,0.43,0.3,,,,,,,,8.84,7.01,20.73,,,,,,,,,,,,,63.41
Precinct,1,22-1,226,16.52,,,,,5.04,,,,0,,,,0,0.42,0.15,0.51,,,,,,,0.44,2.65,6.64,50.44,,,,,0.44,,,,,,,,39.38
Precinct,2,22-2,283,20.95,,,,,3.08,,,,0,,,,0,0.42,0.43,0.34,,,,,,,0.35,0.71,3.53,42.4,,,,,1.06,,,,,,,,51.94
Precinct,3,22-3,351,28.28,,,,,6.4,,,,0,,,,0,0.55,0.46,0.58,,,,,,,0.0,3.7,3.99,60.11,,,,,0.28,,,,,,,,31.91
Precinct,4,22-4,212,17.86,,,,,8.23,,,,0,,,,0,0.39,0.29,0.29,,,,,,,0.0,0.94,8.96,40.09,,,,,3.77,,,,,,,,46.23
Precinct,5,22-5,297,22.5,,,,,8.05,,,,0,,,,0,0.44,0.39,0.56,,,,,,,1.35,2.36,2.02,68.35,,,,,1.35,,,,,,,,24.24
Precinct,6,22-6,192,20.3,,,,,4.0,,,,0,,,,0,0.28,0.27,0.29,,,,,,,0.52,0.0,12.5,49.48,,,,,1.04,,,,,,,,36.46
Precinct,7,22-7,347,29.48,,,,,4.67,,,,0,,,,0,0.54,0.52,0.44,,,,,,,0.0,0.0,0.58,76.66,,,,,0.29,,,,,,,,21.61
Precinct,8,22-8,343,40.69,,,,,0.0,,,,0,,,,0,0.51,0.45,0.47,,,,,,,0.0,1.75,3.21,3.21,,,,,0.0,,,,,,,,90.96
Precinct,9,22-9,376,32.53,,,,,2.59,,,,0,,,,0,0.63,0.58,0.33,,,,,,,0.0,0.0,0.53,7.45,,,,,0.8,,,,,,,,91.22
Precinct,10,22-10,428,30.46,,,,,7.36,,,,0,,,,0,1.0,0.52,0.37,,,,,,,0.0,0.93,50.23,37.15,,,,,0.0,,,,,,,,11.68
Precinct,11,22-11,438,29.12,,,,,7.01,,,,0,,,,0,0.81,0.63,0.48,,,,,,,0.46,0.46,23.97,54.11,,,,,0.0,,,,,,,,20.32
Precinct,12,22-12,320,26.89,,,,,12.57,,,,0,,,,0,0.61,0.55,0.31,,,,,,,0.31,0.31,38.44,35.94,,,,,0.0,,,,,,,,25.0
Precinct,13,22-13,482,28.83,,,,,18.03,,,,0,,,,0,1.1,0.71,0.62,,,,,,,0.0,0.83,55.81,23.24,,,,,1.45,,,,,,,,18.67
Precinct,14,22-14,324,23.63,,,,,7.69,,,,0,,,,0,0.69,0.45,0.28,,,,,,,0.31,0.31,65.43,18.83,,,,,0.93,,,,,,,,14.2
Precinct,15,22-15,288,20.78,,,,,18.41,,,,0,,,,0,0.88,0.32,0.26,,,,,,,0.0,0.35,59.38,23.26,,,,,0.0,,,,,,,,17.01
Precinct,16,22-16,269,52.03,,,,,10.33,,,,0,,,,0,0.65,0.34,0.23,,,,,,,0.37,32.34,0.37,0.37,,,,,0.0,,,,,,,,66.54
Precinct,17,22-17,106,52.48,,,,,4.5,,,,0,,,,0,0.33,0.08,0.04,,,,,,,0.0,14.15,0.0,0.94,,,,,0.0,,,,,,,,84.91
Precinct,18,22-18,776,50.52,,,,,1.9,,,,0,,,,0,1.6,1.01,0.59,,,,,,,0.13,0.13,1.16,35.7,,,,,0.13,,,,,,,,62.11
Precinct,19,22-19,301,42.76,,,,,4.14,,,,0,,,,0,0.44,0.57,0.21,,,,,,,0.33,0.33,8.97,36.21,,,,,0.33,,,,,,,,53.82
Precinct,20,22-20,122,47.66,,,,,6.87,,,,0,,,,0,0.26,0.19,0.07,,,,,,,0.82,0.82,16.39,31.97,,,,,1.64,,,,,,,,48.36
Precinct,21,22-21,653,49.28,,,,,5.36,,,,0,,,,0,0.95,0.83,1.19,,,,,,,0.0,2.45,11.18,6.59,,,,,0.0,,,,,,,,79.79
Precinct,22,22-22,298,26.54,,,,,5.99,,,,0,,,,0,0.71,0.27,0.37,,,,,,,0.0,0.0,7.72,42.28,,,,,0.67,,,,,,,,48.66
Precinct,23,22-23,314,25.63,,,,,6.55,,,,0,,,,0,0.46,0.47,0.48,,,,,,,0.32,0.0,9.55,32.17,,,,,0.32,,,,,,,,57.64
Precinct,24,22-24,369,50.62,,,,,1.86,,,,0,,,,0,0.79,0.37,0.41,,,,,,,0.0,0.54,0.0,44.72,,,,,0.0,,,,,,,,54.74
Precinct,25,22-25,0,0.0,,,,,,,,,0,,,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Precinct,26,22-26,547,35.66,,,,,4.04,,,,0,,,,0,0.88,0.73,0.79,,,,,,,0.18,8.59,1.28,8.41,,,,,3.84,,,,,,,,77.33
Precinct,27,22-27,469,41.99,,,,,2.49,,,,0,,,,0,0.0,1.12,0.8,,,,,,,0.0,15.57,10.66,3.84,,,,,0.85,,,,,,,,68.87
Precinct,28,22-28,116,32.86,,,,,4.92,,,,0,,,,0,0.28,0.11,0.12,,,,,,,0.0,25.0,0.0,0.0,,,,,0.0,,,,,,,,68.97
Precinct,29,22-29,553,31.51,,,,,2.12,,,,0,,,,0,1.08,0.57,0.75,,,,,,,1.63,0.0,0.72,45.93,,,,,0.36,,,,,,,,51.36
Precinct,30,22-30,459,27.72,,,,,4.77,,,,0,,,,0,0.79,0.53,0.73,,,,,,,0.44,0.0,1.74,54.47,,,,,0.44,,,,,,,,42.92
Precinct,31,22-31,0,0.0,,,,,,,,,0,,,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Precinct,32,22-32,567,33.91,,,,,4.38,,,,0,,,,0,1.25,0.59,0.64,,,,,,,0.18,0.18,0.18,70.37,,,,,0.18,,,,,,,,28.92
Precinct,33,22-33,177,35.9,,,,,2.21,,,,0,,,,0,0.25,0.19,0.36,,,,,,,2.26,0.56,1.69,12.99,,,,,0.0,,,,,,,,75.14
Precinct,34,22-34,241,23.65,,,,,0.0,,,,0,,,,0,0.44,0.38,0.12,,,,,,,0.0,4.56,4.98,26.56,,,,,1.24,,,,,,,,58.09
Precinct,35,22-35,195,16.36,,,,,11.76,,,,0,,,,0,0.42,0.29,0.18,,,,,,,2.05,8.21,7.18,22.05,,,,,0.0,,,,,,,,60.0
Precinct,36,22-36,444,36.36,,,,,11.2,,,,0,,,,0,0.69,0.83,0.47,,,,,,,1.58,9.68,0.68,23.2,,,,,0.45,,,,,,,,64.41
Precinct,37,22-37,277,18.99,,,,,7.36,,,,0,,,,0,0.58,0.42,0.18,,,,,,,0.72,6.5,14.44,44.4,,,,,0.36,,,,,,,,33.57
Precinct,38,22-38,447,41.05,,,,,2.83,,,,0,,,,0,0.5,0.77,0.61,,,,,,,0.22,0.0,8.05,19.69,,,,,0.22,,,,,,,,69.35
Precinct,39,22-39,0,0.0,,,,,,,,,0,,,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Precinct,40,22-40,491,37.65,,,,,7.36,,,,0,,,,0,1.06,0.55,0.61,,,,,,,0.61,0.2,7.13,25.46,,,,,0.0,,,,,,,,66.6
Precinct,41,22-41,520,34.9,,,,,4.06,,,,0,,,,0,1.28,0.68,0.17,,,,,,,0.19,0.19,17.5,13.27,,,,,0.0,,,,,,,,67.88
Precinct,42,22-42,407,32.33,,,,,4.01,,,,0,,,,0,0.69,0.75,0.19,,,,,,,0.0,0.0,21.87,27.27,,,,,0.0,,,,,,,,50.86
Precinct,43,22-43,289,23.69,,,,,16.71,,,,0,,,,0,0.64,0.34,0.52,,,,,,,1.04,15.92,3.11,37.37,,,,,0.35,,,,,,,,42.21
Precinct,44,22-44,311,22.25,,,,,4.6,,,,0,,,,0,0.75,0.39,0.16,,,,,,,0.0,7.07,11.25,19.94,,,,,0.0,,,,,,,,61.74
Precinct,45,22-45,138,40.12,,,,,4.83,,,,0,,,,0,0.38,0.11,0.11,,,,,,,0.72,2.17,7.97,36.96,,,,,0.0,,,,,,,,52.17
Precinct,46,22-46,243,25.91,,,,,8.99,,,,0,,,,0,0.54,0.24,0.37,,,,,,,0.41,2.47,16.46,25.1,,,,,0.82,,,,,,,,54.73
Precinct,47,22-47,287,27.81,,,,,12.77,,,,0,,,,0,0.7,0.31,0.38,,,,,,,1.05,9.41,2.09,43.21,,,,,0.7,,,,,,,,43.55
Precinct,48,22-48,666,39.64,,,,,10.84,,,,0,,,,0,1.29,1.01,0.74,,,,,,,0.45,0.45,29.88,21.32,,,,,0.9,,,,,,,,47.0
Precinct,49,22-49,541,33.6,,,,,15.34,,,,0,,,,0,1.05,0.91,0.63,,,,,,,0.0,0.0,19.96,24.77,,,,,0.0,,,,,,,,55.27
Precinct,50,22-50,545,38.76,,,,,12.66,,,,0,,,,0,1.05,0.81,0.72,,,,,,,2.39,0.18,28.81,17.25,,,,,1.1,,,,,,,,48.99
Precinct,51,22-51,308,30.95,,,,,7.23,,,,0,,,,0,0.82,0.27,0.29,,,,,,,0.32,0.0,1.62,21.1,,,,,0.32,,,,,,,,76.62
Precinct,52,22-52,348,28.67,,,,,6.45,,,,0,,,,0,0.83,0.33,0.4,,,,,,,1.15,0.57,40.52,21.84,,,,,0.0,,,,,,,,34.2
Precinct,53,22-53,521,28.82,,,,,5.96,,,,0,,,,0,0.82,0.8,0.66,,,,,,,0.0,0.0,4.03,17.08,,,,,0.19,,,,,,,,74.86
Precinct,54,22-54,339,39.84,,,,,3.69,,,,0,,,,0,0.57,0.51,0.34,,,,,,,0.3,0.59,17.11,8.85,,,,,0.0,,,,,,,,73.16
Precinct,55,22-55,375,24.3,,,,,6.02,,,,0,,,,0,0.58,0.58,0.47,,,,,,,0.53,4.8,5.33,19.47,,,,,0.27,,,,,,,,69.6
Precinct,56,22-56,282,21.69,,,,,4.08,,,,0,,,,0,0.58,0.45,0.11,,,,,,,1.42,0.35,4.96,58.16,,,,,0.35,,,,,,,,34.75
Precinct,57,22-57,0,0.0,,,,,,,,,0,,,,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
Precinct,58,22-58,376,27.35,,,,,3.09,,,,0,,,,0,0.63,0.52,0.45,,,,,,,0.27,0.27,8.51,25.0,,,,,0.0,,,,,,,,65.96
Precinct,59,22-59,433,37.26,,,,,3.13,,,,0,,,,0,0.68,0.65,0.48,,,,,,,0.0,1.39,20.32,27.02,,,,,0.46,,,,,,,,50.12
Precinct,60,22-60,290,68.4,,,,,0.68,,,,0,,,,0,0.5,0.5,0.12,,,,,,,0.0,1.72,0.0,2.07,,,,,2.07,,,,,,,,94.14
Precinct,61,22-61,361,56.94,,,,,4.5,,,,0,,,,0,0.66,0.52,0.36,,,,,,,0.28,0.0,1.39,47.09,,,,,0.83,,,,,,,,50.42
Precinct,62,22-62,239,45.01,,,,,5.91,,,,0,,,,0,0.52,0.33,0.16,,,,,,,0.42,0.0,0.84,56.07,,,,,0.0,,,,,,,,42.68
Precinct,63,22-63,146,78.49,,,,,4.58,,,,0,,,,0,0.23,0.27,0.1,,,,,,,0.0,0.0,1.37,11.64,,,,,0.68,,,,,,,,86.3
Precinct,64,22-64,171,20.24,,,,,2.84,,,,0,,,,0,0.27,0.18,0.32,,,,,,,2.92,0.0,7.02,16.96,,,,,4.09,,,,,,,,69.01
Precinct,65,22-65,555,35.04,,,,,4.97,,,,0,,,,0,0.84,0.82,0.76,,,,,,,0.0,0.0,1.44,65.77,,,,,0.36,,,,,,,,32.43
Precinct,66,22-66,248,18.2,,,,,4.98,,,,0,,,,0,0.14,0.62,0.23,,,,,,,4.03,2.82,6.05,39.11,,,,,0.4,,,,,,,,47.58
Precinct,67,22-67,242,19.85,,,,,7.98,,,,0,,,,0,0.33,0.38,0.39,,,,,,,0.41,3.31,3.31,64.46,,,,,0.83,,,,,,,,27.69
Precinct,68,22-68,303,31.4,,,,,5.31,,,,0,,,,0,0.58,0.36,0.4,,,,,,,0.33,1.65,1.65,86.47,,,,,0.0,,,,,,,,8.91
Precinct,69,22-69,356,26.25,,,,,4.04,,,,0,,,,0,0.43,0.46,0.71,,,,,,,0.28,0.28,1.4,78.09,,,,,0.0,,,,,,,,19.38
Precinct,71,22-71,345,31.34,,,,,4.7,,,,0,,,,0,0.55,0.56,0.34,,,,,,,0.0,0.87,4.06,4.06,,,,,0.0,,,,,,,,91.01
Precinct,72,22-72,352,28.69,,,,,9.28,,,,0,,,,0,0.71,0.41,0.52,,,,,,,0.0,0.28,73.86,9.66,,,,,0.0,,,,,,,,16.19
Precinct,73,22-73,239,28.28,,,,,5.53,,,,0,,,,0,0.58,0.25,0.22,,,,,,,0.0,0.84,39.75,35.98,,,,,0.84,,,,,,,,22.59
Precinct,74,22-74,254,45.2,,,,,0.0,,,,0,,,,0,0.39,0.4,0.22,,,,,,,0.39,1.18,22.83,38.19,,,,,0.0,,,,,,,,33.46
Precinct,75,22-75,286,56.3,,,,,2.39,,,,0,,,,0,0.59,0.34,0.28,,,,,,,0.0,1.05,1.75,26.22,,,,,0.0,,,,,,,,69.58
Precinct,76,22-76,363,31.0,,,,,4.72,,,,0,,,,0,0.73,0.49,0.33,,,,,,,0.83,0.55,32.51,41.32,,,,,0.0,,,,,,,,24.79
Precinct,77,22-77,258,24.81,,,,,0.77,,,,0,,,,0,0.41,0.36,0.29,,,,,,,0.0,0.0,10.47,34.5,,,,,0.39,,,,,,,,54.65
Precinct,78,22-78,504,40.03,,,,,6.49,,,,0,,,,0,0.95,0.94,0.16,,,,,,,0.4,4.17,2.58,45.04,,,,,6.55,,,,,,,,40.48
Precinct,79,22-79,538,32.35,,,,,5.61,,,,0,,,,0,0.83,0.76,0.78,,,,,,,0.74,0.19,0.74,56.88,,,,,0.37,,,,,,,,39.96
Precinct,80,22-80,479,61.73,,,,,2.64,,,,0,,,,0,0.33,1.18,0.34,,,,,,,0.0,0.63,30.69,7.93,,,,,0.0,,,,,,,,60.75
Precinct,81,22-81,524,50.63,,,,,0.76,,,,0,,,,0,0.71,0.63,0.93,,,,,,,0.0,0.19,11.45,15.27,,,,,0.0,,,,,,,,73.09
Precinct,82,22-82,288,23.94,,,,,14.29,,,,0,,,,0,0.65,0.26,0.57,,,,,,,1.04,4.51,7.29,36.11,,,,,1.04,,,,,,,,48.61
Precinct,83,22-83,660,41.28,,,,,10.93,,,,0,,,,0,1.5,-1.2,4.12,,,,,,,3.18,0.3,23.94,20.61,,,,,0.0,,,,,,,,48.94
Precinct,84,22-84,279,29.59,,,,,5.42,,,,0,,,,0,0.42,0.51,0.23,,,,,,,7.53,1.43,6.09,31.18,,,,,0.0,,,,,,,,53.76
Precinct,85,22-85,230,22.77,,,,,6.5,,,,0,,,,0,0.33,0.26,0.49,,,,,,,0.0,1.3,4.35,60.87,,,,,1.3,,,,,,,,32.17
Precinct,86,22-86,146,20.53,,,,,6.41,,,,0,,,,0,0.26,0.19,0.19,,,,,,,0.68,0.0,11.64,32.19,,,,,2.74,,,,,,,,52.74
Precinct,87,22-87,162,52.77,,,,,0.0,,,,0,,,,0,0.34,0.25,0.03,,,,,,,0.0,0.0,3.09,48.15,,,,,1.85,,,,,,,,46.91
Precinct,1,23-1,356,35.46,,,,,5.32,,,,0,,,,0,0.53,0.63,0.32,,,,,,,,,19.66,11.8,,,,,,,,,,,,,68.82
Precinct,2,23-2,407,31.43,,,,,4.46,,,,0,,,,0,0.78,0.54,0.43,,,,,,,,,12.04,12.04,,,,,,,,,,,,,75.68
Precinct,3,23-3,436,33.21,,,,,3.11,,,,0,,,,0,0.73,0.67,0.41,,,,,,,,,15.14,8.49,,,,,,,,,,,,,76.38
Precinct,4,23-4,335,29.54,,,,,4.01,,,,0,,,,0,0.55,0.47,0.42,,,,,,,,,11.34,6.27,,,,,,,,,,,,,82.39
Precinct,5,23-5,410,30.33,,,,,6.61,,,,0,,,,0,0.69,0.62,0.49,,,,,,,,,17.32,8.78,,,,,,,,,,,,,73.9
Precinct,6,23-6,400,32.03,,,,,6.1,,,,0,,,,0,0.75,0.58,0.39,,,,,,,,,25.75,9.75,,,,,,,,,,,,,64.5
Precinct,7,23-7,212,77.09,,,,,2.75,,,,0,,,,0,0.23,0.46,0.13,,,,,,,,,14.62,13.21,,,,,,,,,,,,,72.17
Precinct,8,23-8,279,56.71,,,,,3.79,,,,0,,,,0,0.31,0.37,0.58,,,,,,,,,5.73,14.34,,,,,,,,,,,,,79.57
Precinct,9,23-9,240,33.99,,,,,8.05,,,,0,,,,0,0.2,0.46,0.42,,,,,,,,,5.0,13.75,,,,,,,,,,,,,81.25
Precinct,10,23-10,292,34.23,,,,,4.58,,,,0,,,,0,0.51,0.39,0.38,,,,,,,,,6.51,32.88,,,,,,,,,,,,,60.27
Precinct,11,23-11,431,28.47,,,,,13.97,,,,0,,,,0,0.69,0.73,0.66,,,,,,,,,29.23,17.17,,,,,,,,,,,,,53.6
Precinct,12,23-12,521,34.92,,,,,14.87,,,,0,,,,0,1.0,0.95,0.48,,,,,,,,,23.99,17.66,,,,,,,,,,,,,57.77
Precinct,13,23-13,428,27.45,,,,,14.74,,,,0,,,,0,0.85,0.68,0.52,,,,,,,,,18.69,19.16,,,,,,,,,,,,,62.15
Precinct,14,23-14,276,36.51,,,,,14.55,,,,0,,,,0,0.44,0.47,0.43,,,,,,,,,26.09,22.1,,,,,,,,,,,,,51.81
Precinct,15,23-15,267,32.52,,,,,5.32,,,,0,,,,0,0.45,0.39,0.33,,,,,,,,,4.49,23.97,,,,,,,,,,,,,71.16
Precinct,16,23-16,78,39.39,,,,,7.14,,,,0,,,,0,0.18,0.12,0.04,,,,,,,,,3.85,19.23,,,,,,,,,,,,,76.92
Precinct,17,23-17,217,39.24,,,,,11.79,,,,0,,,,0,0.65,0.26,0.06,,,,,,,,,23.5,24.88,,,,,,,,,,,,,51.61
Precinct,18,23-18,211,30.14,,,,,10.21,,,,0,,,,0,0.44,0.31,0.21,,,,,,,,,26.54,12.8,,,,,,,,,,,,,60.66
Precinct,19,23-19,63,54.31,,,,,8.7,,,,0,,,,0,0.18,0.07,0.03,,,,,,,,,9.52,23.81,,,,,,,,,,,,,66.67
Precinct,20,23-20,452,33.88,,,,,15.83,,,,0,,,,0,0.49,0.84,0.93,,,,,,,,,7.08,17.04,,,,,,,,,,,,,75.89
Precinct,21,23-21,217,37.87,,,,,6.47,,,,0,,,,0,0.57,0.21,0.18,,,,,,,,,7.83,22.12,,,,,,,,,,,,,70.05
Precinct,22,23-22,658,45.92,,,,,0.6,,,,0,,,,0,0.88,1.04,0.77,,,,,,,,,41.19,4.41,,,,,,,,,,,,,54.1
Precinct,23,23-23,168,39.34,,,,,6.15,,,,0,,,,0,0.49,0.19,0.02,,,,,,,,,12.5,3.57,,,,,,,,,,,,,83.93
Precinct,24,23-24,148,49.17,,,,,8.64,,,,0,,,,0,0.28,0.27,0.07,,,,,,,,,18.24,10.81,,,,,,,,,,,,,70.95
Precinct,25,23-25,141,56.85,,,,,10.19,,,,0,,,,0,0.33,0.21,0.07,,,,,,,,,36.17,3.55,,,,,,,,,,,,,60.28
Precinct,26,23-26,318,23.95,,,,,12.4,,,,0,,,,0,1.07,0.25,0.17,,,,,,,,,12.26,7.23,,,,,,,,,,,,,79.87
Precinct,27,23-27,262,20.11,,,,,12.67,,,,0,,,,0,0.65,0.31,0.29,,,,,,,,,14.5,5.34,,,,,,,,,,,,,80.15
Precinct,28,23-28,96,37.07,,,,,4.95,,,,0,,,,0,0.18,0.14,0.08,,,,,,,,,8.33,5.21,,,,,,,,,,,,,85.42
Precinct,29,23-29,145,43.81,,,,,3.97,,,,0,,,,0,0.41,0.14,0.05,,,,,,,,,8.97,6.9,,,,,,,,,,,,,84.14
Precinct,30,23-30,408,39.08,,,,,7.69,,,,0,,,,0,1.05,0.59,0.07,,,,,,,,,4.66,9.31,,,,,,,,,,,,,86.03
Precinct,31,23-31,384,41.2,,,,,10.9,,,,0,,,,0,0.91,0.54,0.28,,,,,,,,,4.17,14.06,,,,,,,,,,,,,81.77
Precinct,32,23-32,296,49.5,,,,,3.27,,,,0,,,,0,0.48,0.54,0.16,,,,,,,,,2.36,3.38,,,,,,,,,,,,,94.26
Precinct,33,23-33,419,54.2,,,,,0.0,,,,0,,,,0,0.78,0.71,0.11,,,,,,,,,2.63,2.86,,,,,,,,,,,,,94.03
Precinct,34,23-34,447,31.3,,,,,2.19,,,,0,,,,0,0.81,0.62,0.42,,,,,,,,,2.24,2.46,,,,,,,,,,,,,95.3
Precinct,35,23-35,523,42.25,,,,,2.43,,,,0,,,,0,1.08,0.63,0.48,,,,,,,,,0.96,2.87,,,,,,,,,,,,,94.84
Precinct,36,23-36,341,29.58,,,,,2.85,,,,0,,,,0,0.5,0.49,0.47,,,,,,,,,0.88,0.88,,,,,,,,,,,,,98.24
Precinct,37,23-37,313,49.14,,,,,3.99,,,,0,,,,0,0.6,0.36,0.41,,,,,,,,,7.99,4.15,,,,,,,,,,,,,87.86
Precinct,38,23-38,370,35.04,,,,,6.09,,,,0,,,,0,0.75,0.54,0.29,,,,,,,,,46.22,5.41,,,,,,,,,,,,,48.38
Precinct,39,23-39,90,50.85,,,,,6.25,,,,0,,,,0,0.25,0.06,0.09,,,,,,,,,6.67,24.44,,,,,,,,,,,,,70.0
Precinct,40,23-40,341,28.87,,,,,5.54,,,,0,,,,0,0.46,0.53,0.51,,,,,,,,,8.5,8.5,,,,,,,,,,,,,79.47
Precinct,41,23-41,733,56.21,,,,,5.78,,,,0,,,,0,1.01,1.16,1.05,,,,,,,,,49.39,8.46,,,,,,,,,,,,,42.16
Precinct,42,23-42,144,31.17,,,,,16.28,,,,0,,,,0,0.29,0.26,0.14,,,,,,,,,18.75,22.92,,,,,,,,,,,,,58.33
Precinct,43,23-43,348,54.04,,,,,4.13,,,,0,,,,0,0.61,0.51,0.34,,,,,,,,,23.56,3.16,,,,,,,,,,,,,72.99
Precinct,44,23-44,157,48.46,,,,,8.19,,,,0,,,,0,0.28,0.25,0.17,,,,,,,,,10.83,21.66,,,,,,,,,,,,,67.52
Precinct,45,23-45,227,49.78,,,,,0.87,,,,0,,,,0,0.43,0.31,0.19,,,,,,,,,23.79,21.15,,,,,,,,,,,,,55.07
Precinct,46,23-46,195,39.8,,,,,5.8,,,,0,,,,0,0.46,0.22,0.18,,,,,,,,,16.41,39.49,,,,,,,,,,,,,43.59
Precinct,47,23-47,431,30.85,,,,,11.32,,,,0,,,,0,0.79,0.71,0.46,,,,,,,,,13.46,43.62,,,,,,,,,,,,,42.69
Precinct,48,23-48,392,29.76,,,,,15.52,,,,0,,,,0,0.85,0.62,0.41,,,,,,,,,23.47,40.56,,,,,,,,,,,,,35.97
Precinct,49,23-49,413,31.01,,,,,11.37,,,,0,,,,0,0.77,0.6,0.56,,,,,,,,,25.42,24.94,,,,,,,,,,,,,48.43
Precinct,50,23-50,355,26.87,,,,,16.67,,,,0,,,,0,0.89,0.45,0.42,,,,,,,,,19.72,20.28,,,,,,,,,,,,,60.0
Precinct,51,23-51,483,36.21,,,,,20.3,,,,0,,,,0,1.06,0.82,0.59,,,,,,,,,31.68,25.88,,,,,,,,,,,,,42.44
Precinct,52,23-52,255,54.03,,,,,8.27,,,,0,,,,0,0.46,0.39,0.28,,,,,,,,,12.94,11.76,,,,,,,,,,,,,72.94
Precinct,53,23-53,510,28.01,,,,,1.73,,,,0,,,,0,0.97,0.69,0.44,,,,,,,,,7.45,13.73,,,,,,,,,,,,,78.82
Precinct,54,23-54,339,31.92,,,,,1.74,,,,0,,,,0,0.58,0.52,0.27,,,,,,,,,1.77,2.95,,,,,,,,,,,,,95.28
Precinct,55,23-55,361,27.77,,,,,5.0,,,,0,,,,0,0.85,0.23,0.6,,,,,,,,,1.66,4.71,,,,,,,,,,,,,92.8
Precinct,56,23-56,398,27.72,,,,,3.4,,,,0,,,,0,0.63,0.47,0.68,,,,,,,,,3.27,3.77,,,,,,,,,,,,,92.96
Precinct,57,23-57,218,61.58,,,,,3.11,,,,0,,,,0,0.31,0.29,0.35,,,,,,,,,12.84,10.09,,,,,,,,,,,,,77.06
