region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1 - Non-Parliamentary Opposition,2 - Armed Veterans Patriots,3 - United Opposition,5 - United National Movement,6 - Greens Party,7 - Name of the Lord,8 - Alliance of Patriots,9 - Self-governance to People,10 - Peoples Party,11 - Reformers,12 - Our Georgia,13 - Future Georgia,14 - Georgian Party,17 - Unity Hall,18 - Way of Georgia,20 - Labour Party,26 - Party of People,30 - Merab Kostava Society,36 - Labour Council,41 - Georgian Dream
,3,,69,,1447,12,158,506,644,1350,19,,,,,,,,12,,80,157,14,0,48,1,,0,,0,,,5,11,,2,0,295
,3,,70,,1404,6,167,370,496,1300,9,,,,,,,,11,,75,146,10,1,28,0,,2,,0,,,3,9,,0,0,202
,3,,71,,1124,10,180,447,546,1050,24,,,,,,,,5,,81,123,8,3,26,0,,1,,0,,,8,8,,2,0,257
,3,,72,,1304,7,160,466,607,1250,23,,,,,,,,17,,79,166,4,1,25,1,,2,,1,,,1,6,,1,2,276
,3,,73,,1399,10,214,475,636,1300,23,,,,,,,,14,,95,159,3,2,43,2,,3,,0,,,5,7,,1,1,278
,3,,74,,1417,6,178,444,570,1350,19,,,,,,,,9,,59,117,8,1,31,5,,5,,1,,,7,19,,1,2,285
,3,,75,,1314,7,181,362,505,1250,18,,,,,,,,21,,60,95,7,1,32,6,,2,,0,,,5,14,,0,1,244
,3,,76,,1391,11,170,422,536,1300,29,,,,,,,,10,,72,91,10,2,32,3,,6,,0,,,6,6,,1,2,266
,3,,77,,1582,8,121,391,538,1450,8,,,,,,,,9,,110,102,8,0,35,1,,4,,0,,,7,10,,1,0,241
,3,,78,,1367,11,195,452,567,1300,17,,,,,,,,13,,83,131,6,1,31,2,,2,,1,,,9,8,,1,1,260
,3,,79,,1485,8,170,500,679,1400,29,,,,,,,,17,,70,147,13,3,47,0,,1,,0,,,1,6,,0,1,334
,3,,80,,1541,9,178,357,457,1500,14,,,,,,,,9,,58,79,4,1,22,1,,4,,0,,,11,5,,1,0,248
,3,,81,,1216,6,93,285,352,1150,10,,,,,,,,5,,20,114,2,1,21,0,,3,,1,,,1,6,,0,0,168
,3,,83,,1411,7,188,561,701,1300,31,,,,,,,,35,,69,170,11,4,42,0,,2,,0,,,25,6,,1,2,301
,3,,84,,1293,7,133,312,416,1200,16,,,,,,,,13,,44,99,6,3,26,1,,0,,0,,,2,10,,0,0,194
,3,,85,,1276,11,163,415,530,1200,26,,,,,,,,11,,72,138,11,2,23,1,,1,,0,,,4,5,,0,0,236
,3,,87,,1397,10,190,394,481,1350,13,,,,,,,,15,,46,95,3,0,20,1,,4,,0,,,10,8,,0,0,264
,4,,1,,1534,4,174,497,668,1450,29,,,,,,,,11,,71,167,6,5,37,5,,1,,0,,,6,12,,1,0,316
,4,,2,,1355,9,147,359,462,1250,19,,,,,,,,9,,51,116,1,0,16,0,,0,,2,,,1,11,,1,0,236
,4,,3,,1452,8,151,387,496,1350,21,,,,,,,,16,,66,150,2,1,24,2,,2,,0,,,3,10,,0,1,198
,4,,4,,1327,12,140,328,423,1200,12,,,,,,,,9,,60,111,7,1,10,0,,0,,1,,,1,6,,0,0,205
,4,,5,,1245,9,114,281,360,1150,9,,,,,,,,4,,71,109,7,0,15,1,,2,,0,,,2,5,,0,1,134
,4,,6,,1328,8,123,335,431,1200,23,,,,,,,,9,,52,110,5,4,15,0,,1,,2,,,2,2,,0,0,205
,4,,7,,1276,10,145,308,390,1150,14,,,,,,,,16,,37,114,2,0,12,0,,0,,0,,,1,8,,2,1,183
,4,,8,,1296,6,162,343,429,1150,9,,,,,,,,9,,56,146,4,4,27,0,,2,,2,,,1,10,,0,0,159
,4,,9,,986,10,91,222,315,850,6,,,,,,,,4,,33,72,4,1,10,0,,1,,0,,,0,4,,0,0,180
,4,,10,,1253,5,142,320,422,1150,15,,,,,,,,4,,45,177,4,0,22,2,,2,,0,,,0,7,,0,1,143
,4,,11,,979,8,103,250,319,850,6,,,,,,,,3,,25,143,0,2,11,1,,0,,0,,,0,10,,0,0,118
,4,,12,,1486,7,166,450,590,1350,20,,,,,,,,9,,71,258,4,1,21,1,,1,,2,,,0,10,,0,1,191
,4,,13,,1459,7,202,402,537,1300,6,,,,,,,,13,,71,163,2,1,18,0,,0,,5,,,1,7,,0,0,250
,4,,14,,1593,0,188,466,748,1550,20,,,,,,,,12,,62,170,7,1,25,1,,1,,1,,,3,11,,2,0,431
,4,,15,,1380,6,194,480,654,1300,22,,,,,,,,18,,101,161,3,1,30,0,,1,,0,,,2,11,,1,2,301
,4,,16,,1349,45,227,457,639,1300,22,,,,,,,,5,,77,146,4,1,24,0,,0,,4,,,2,11,,0,0,304
,4,,17,,1373,8,200,423,571,1250,22,,,,,,,,7,,45,191,5,3,43,0,,1,,0,,,0,16,,0,1,237
,4,,18,,1120,7,184,392,476,1000,26,,,,,,,,3,,44,179,2,1,31,1,,1,,0,,,0,13,,0,1,174
,4,,19,,1266,10,169,377,492,1150,8,,,,,,,,9,,47,157,1,0,37,0,,5,,2,,,1,12,,0,0,213
,4,,20,,1199,8,190,350,464,1100,15,,,,,,,,3,,44,158,2,1,15,0,,0,,0,,,0,11,,0,0,215
,4,,21,,1193,8,201,376,482,1050,8,,,,,,,,0,,44,183,4,2,15,1,,0,,0,,,1,14,,0,1,208
,4,,22,,954,11,128,295,352,900,10,,,,,,,,5,,37,113,4,0,20,0,,1,,0,,,0,8,,0,0,154
,4,,23,,1388,6,220,463,545,1300,19,,,,,,,,6,,59,129,4,0,41,1,,3,,0,,,0,17,,0,2,264
,4,,24,,1296,9,90,169,215,1150,2,,,,,,,,1,,16,79,2,1,13,1,,0,,0,,,1,5,,0,0,94
,4,,25,,1292,4,185,390,453,1200,10,,,,,,,,10,,48,160,2,0,21,1,,0,,0,,,1,11,,1,0,188
,4,,26,,1229,10,206,419,511,1100,17,,,,,,,,10,,56,146,5,0,26,0,,2,,0,,,0,17,,0,1,231
,4,,27,,1313,4,198,396,490,1200,13,,,,,,,,6,,45,151,0,2,32,3,,0,,1,,,0,21,,0,0,216
,4,,28,,1321,8,231,468,579,1200,19,,,,,,,,6,,46,133,5,1,25,4,,1,,2,,,1,23,,1,0,311
,4,,29,,1341,9,231,420,489,1150,20,,,,,,,,2,,35,181,2,0,2,0,,1,,0,,,0,0,,0,0,246
,4,,30,,1382,10,180,373,455,1200,20,,,,,,,,4,,9,212,1,3,1,0,,0,,0,,,0,1,,0,0,205
,4,,31,,1235,7,122,287,368,1050,13,,,,,,,,0,,12,174,0,1,7,0,,0,,0,,,0,1,,0,0,159
,4,,32,,918,8,148,332,431,850,14,,,,,,,,7,,55,160,3,1,12,2,,0,,2,,,3,3,,1,0,169
,4,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,1,,1355,11,137,258,341,1250,8,,,,,,,,4,,34,101,4,1,10,1,,2,,0,,,3,7,,0,0,166
,5,,2,,1602,8,164,373,543,1450,19,,,,,,,,8,,51,186,1,3,29,12,,0,,1,,,1,14,,0,0,218
,5,,3,,1443,9,108,253,321,1300,4,,,,,,,,7,,25,133,2,1,8,0,,0,,0,,,0,4,,0,0,137
,5,,4,,1414,8,120,292,381,1250,13,,,,,,,,3,,31,121,4,2,15,2,,1,,0,,,0,8,,0,0,181
,5,,5,,1425,7,150,315,432,1300,9,,,,,,,,12,,39,163,1,2,14,5,,2,,3,,,0,3,,0,0,178
,5,,6,,1488,7,154,304,398,1400,9,,,,,,,,20,,48,106,1,4,21,5,,1,,0,,,0,8,,0,0,175
,5,,7,,1575,7,179,407,551,1450,7,,,,,,,,15,,56,212,3,3,23,0,,3,,0,,,2,13,,0,2,211
,5,,8,,1398,7,171,395,486,1250,17,,,,,,,,2,,56,170,9,2,11,1,,2,,0,,,1,11,,0,0,203
,5,,9,,1344,11,128,314,406,1250,12,,,,,,,,25,,61,106,8,1,15,1,,1,,0,,,2,11,,0,0,163
,5,,10,,1342,9,194,375,486,1250,20,,,,,,,,12,,68,148,4,2,38,3,,3,,0,,,1,18,,0,0,167
,5,,11,,1452,6,196,416,497,1350,14,,,,,,,,6,,50,191,11,1,14,3,,10,,0,,,2,10,,2,1,182
,5,,12,,1545,8,149,386,491,1400,8,,,,,,,,17,,50,139,14,0,12,13,,1,,0,,,0,8,,0,3,226
,5,,13,,1561,8,194,424,545,1450,11,,,,,,,,9,,68,158,8,2,21,2,,1,,1,,,1,13,,0,0,250
,5,,14,,1298,6,155,352,446,1200,11,,,,,,,,9,,49,148,12,2,22,1,,0,,2,,,1,6,,0,0,183
,5,,15,,1331,6,145,330,419,1200,8,,,,,,,,9,,46,154,2,2,19,4,,1,,1,,,1,9,,1,0,162
,5,,16,,1249,3,160,375,504,1150,12,,,,,,,,10,,79,120,13,4,10,3,,2,,1,,,1,3,,0,3,242
,5,,17,,1336,11,140,348,420,1200,16,,,,,,,,6,,48,97,5,0,17,4,,1,,1,,,0,8,,1,0,216
,5,,18,,1359,6,195,410,516,1250,11,,,,,,,,13,,81,161,10,0,17,0,,4,,0,,,3,12,,1,0,198
,5,,19,,1350,4,146,437,549,1250,26,,,,,,,,10,,52,147,6,0,16,0,,7,,0,,,0,8,,2,2,274
,5,,20,,1257,8,145,343,463,1150,19,,,,,,,,14,,46,159,3,4,13,3,,1,,2,,,5,14,,4,1,169
,5,,21,,1496,9,128,367,464,1400,16,,,,,,,,9,,32,141,5,0,12,0,,7,,2,,,2,7,,0,0,231
,5,,22,,1439,9,247,521,664,1350,27,,,,,,,,8,,108,165,5,3,21,4,,1,,0,,,0,21,,1,1,299
,5,,23,,1304,6,132,310,394,1200,12,,,,,,,,10,,48,111,8,0,16,2,,1,,0,,,1,4,,1,0,180
,5,,24,,1358,11,200,505,615,1250,20,,,,,,,,3,,60,209,5,2,21,0,,0,,1,,,1,17,,0,0,276
,5,,25,,1459,7,227,444,569,1350,15,,,,,,,,12,,52,202,3,2,29,1,,0,,1,,,0,12,,2,0,237
,5,,26,,1379,9,150,377,487,1300,15,,,,,,,,12,,66,138,2,2,27,0,,1,,0,,,4,12,,0,1,204
,5,,27,,1508,7,177,386,495,1400,17,,,,,,,,6,,60,127,1,0,20,1,,2,,0,,,1,8,,2,1,249
,5,,28,,1492,8,177,397,507,1400,14,,,,,,,,4,,40,159,5,2,17,1,,28,,0,,,1,15,,2,0,219
,5,,29,,1461,8,145,345,470,1400,16,,,,,,,,9,,85,73,7,0,24,0,,1,,0,,,1,17,,1,1,235
,5,,30,,1310,8,193,372,444,1200,19,,,,,,,,10,,55,138,1,3,15,0,,1,,0,,,0,10,,0,3,188
,5,,31,,1558,9,180,382,511,1450,14,,,,,,,,8,,41,123,4,0,18,1,,6,,1,,,3,12,,2,0,278
,5,,32,,1636,7,141,266,355,1450,9,,,,,,,,1,,24,144,4,0,12,1,,0,,1,,,0,6,,0,0,153
,5,,33,,1380,7,150,307,399,1300,10,,,,,,,,7,,45,107,2,3,20,0,,0,,1,,,1,9,,0,0,194
,5,,34,,1287,9,141,348,466,1200,21,,,,,,,,8,,39,123,3,2,15,2,,1,,0,,,1,12,,0,2,237
,5,,35,,1556,9,188,381,524,1500,12,,,,,,,,4,,36,170,0,2,13,0,,0,,1,,,2,11,,0,2,267
,5,,36,,1374,6,247,476,630,1300,24,,,,,,,,16,,61,205,4,0,28,0,,2,,0,,,0,19,,4,0,267
,5,,37,,1356,6,181,400,515,1250,10,,,,,,,,5,,60,141,2,2,21,2,,2,,1,,,1,15,,0,0,252
,5,,38,,1668,6,242,498,624,1450,23,,,,,,,,5,,48,304,6,4,8,1,,2,,5,,,0,11,,0,1,207
,5,,39,,1383,5,178,345,452,1250,16,,,,,,,,5,,80,95,0,1,22,4,,0,,1,,,0,0,,0,0,204
,5,,40,,1529,8,169,326,428,1400,13,,,,,,,,3,,34,147,1,3,17,0,,0,,2,,,1,6,,0,0,201
,5,,41,,1465,8,132,289,363,1350,14,,,,,,,,7,,27,118,3,0,14,2,,2,,0,,,0,12,,0,0,164
,5,,42,,1551,7,155,301,429,1400,6,,,,,,,,8,,45,172,5,1,11,2,,1,,3,,,0,13,,0,1,158
,5,,43,,1474,7,149,242,320,1350,11,,,,,,,,2,,28,89,2,2,10,2,,4,,2,,,1,3,,0,0,164
,5,,44,,1489,9,129,267,349,1350,10,,,,,,,,15,,43,109,5,3,15,1,,1,,0,,,0,5,,0,0,142
,5,,45,,1443,7,97,247,305,1300,13,,,,,,,,2,,58,100,1,2,7,0,,0,,2,,,0,7,,0,0,113
,5,,46,,1568,7,135,268,382,1450,10,,,,,,,,8,,58,100,2,0,20,0,,0,,0,,,4,12,,0,0,168
,5,,47,,1380,6,168,356,450,1300,15,,,,,,,,10,,64,134,5,0,17,0,,0,,0,,,0,13,,0,0,192
,5,,48,,1192,8,151,320,407,1100,21,,,,,,,,8,,49,109,2,1,11,1,,2,,0,,,0,10,,1,0,192
,5,,49,,1219,6,125,250,312,1100,7,,,,,,,,3,,43,95,2,1,8,0,,2,,2,,,1,7,,0,1,140
,5,,50,,1108,7,123,262,339,1000,18,,,,,,,,4,,45,103,1,0,11,2,,2,,3,,,1,9,,0,0,140
,5,,51,,1519,8,135,273,389,1400,15,,,,,,,,9,,40,94,1,2,10,0,,2,,1,,,1,20,,1,1,192
,5,,52,,1669,9,219,463,593,1500,23,,,,,,,,10,,50,203,3,0,26,1,,3,,0,,,1,16,,0,0,253
,5,,53,,1454,6,163,329,423,1350,17,,,,,,,,9,,47,165,2,6,12,1,,2,,0,,,1,12,,0,1,148
,5,,54,,1244,5,153,330,438,1150,18,,,,,,,,8,,53,118,10,1,14,0,,0,,0,,,0,14,,0,1,201
,5,,55,,1306,8,183,402,477,1200,16,,,,,,,,14,,59,120,8,2,41,0,,0,,2,,,1,20,,0,0,194
,5,,56,,1309,7,155,369,449,1200,18,,,,,,,,41,,58,94,1,2,18,1,,1,,0,,,1,15,,1,1,197
,5,,57,,1186,5,152,301,364,1100,12,,,,,,,,15,,32,136,5,1,15,0,,0,,0,,,0,5,,0,1,142
,5,,58,,1271,7,156,353,442,1150,21,,,,,,,,4,,58,154,3,1,11,0,,0,,0,,,0,17,,0,0,174
,5,,59,,1323,9,160,340,443,1250,12,,,,,,,,10,,48,146,4,3,37,1,,0,,0,,,2,7,,2,0,171
,5,,60,,1243,9,155,358,471,1150,16,,,,,,,,9,,53,123,4,4,15,3,,4,,1,,,3,17,,2,0,217
,5,,61,,1245,10,141,311,389,1150,10,,,,,,,,1,,52,120,4,2,18,0,,1,,0,,,3,9,,0,0,169
,5,,62,,1301,9,124,316,424,1200,14,,,,,,,,4,,43,128,14,3,19,0,,1,,0,,,2,18,,0,1,177
,5,,63,,1325,6,243,446,550,1200,22,,,,,,,,7,,79,171,1,4,20,0,,0,,0,,,1,13,,0,3,229
,5,,64,,1308,8,151,341,444,1200,18,,,,,,,,8,,39,101,1,0,27,9,,2,,0,,,0,4,,0,0,235
,5,,65,,1230,9,135,306,377,1100,10,,,,,,,,10,,49,114,5,4,9,1,,1,,1,,,0,14,,2,0,157
,5,,66,,1228,11,125,252,320,1100,10,,,,,,,,10,,54,90,4,0,14,0,,0,,0,,,0,10,,1,0,127
,5,,67,,1308,7,156,326,423,1200,10,,,,,,,,11,,51,112,2,4,8,0,,1,,1,,,1,13,,0,1,207
,5,,68,,1266,5,178,409,487,1200,15,,,,,,,,6,,50,135,5,2,23,1,,1,,0,,,1,14,,1,1,232
,5,,69,,1197,5,181,337,426,1100,19,,,,,,,,4,,46,143,0,0,16,1,,0,,0,,,3,15,,1,1,177
,5,,70,,1326,10,139,277,379,1200,8,,,,,,,,6,,55,94,4,1,25,0,,2,,2,,,1,10,,0,0,171
,5,,71,,1198,9,112,286,386,1100,13,,,,,,,,10,,37,128,4,0,19,1,,0,,0,,,0,10,,0,0,164
,5,,72,,1191,7,130,280,367,1050,16,,,,,,,,3,,38,115,0,2,11,0,,0,,0,,,1,8,,1,1,171
,5,,73,,1163,10,133,273,357,1050,10,,,,,,,,6,,42,115,7,2,10,1,,2,,1,,,0,11,,0,0,149
,5,,74,,1318,9,148,386,428,1200,14,,,,,,,,6,,50,112,2,3,25,1,,0,,0,,,1,8,,0,0,206
,5,,75,,1231,6,123,282,364,1100,4,,,,,,,,8,,53,76,7,1,15,1,,0,,0,,,0,11,,0,0,188
,5,,76,,1238,8,178,369,472,1150,12,,,,,,,,6,,32,178,1,1,21,1,,2,,2,,,10,7,,1,1,195
,6,,1,,1213,3,168,300,375,1100,16,,,,,,,,5,,48,116,0,1,28,1,,1,,0,,,0,14,,0,0,145
,6,,2,,1088,10,156,392,447,1000,15,,,,,,,,7,,43,133,4,1,21,0,,0,,0,,,0,11,,0,0,212
,6,,3,,1265,10,193,398,510,1150,11,,,,,,,,9,,33,207,4,1,18,2,,2,,0,,,0,11,,0,2,209
,6,,4,,945,8,121,269,330,850,15,,,,,,,,2,,34,103,0,2,14,0,,0,,0,,,0,9,,0,0,151
,6,,5,,1010,9,148,285,363,900,14,,,,,,,,10,,36,87,1,0,28,0,,1,,0,,,1,10,,0,0,175
,6,,6,,1104,8,162,345,413,1000,24,,,,,,,,11,,34,136,0,1,27,2,,0,,0,,,1,8,,0,0,169
,6,,7,,885,10,120,245,308,800,13,,,,,,,,6,,47,64,2,1,12,0,,0,,1,,,3,11,,1,0,147
,6,,8,,1177,9,167,371,474,1100,23,,,,,,,,8,,52,149,7,1,47,0,,0,,1,,,2,13,,1,1,169
,6,,9,,1266,9,142,302,395,1150,10,,,,,,,,7,,40,84,2,4,39,0,,2,,1,,,0,15,,0,0,191
,6,,10,,988,9,116,291,372,900,13,,,,,,,,4,,32,103,5,2,21,0,,0,,2,,,2,9,,0,0,179
,6,,11,,935,8,130,254,334,850,10,,,,,,,,3,,38,80,6,1,21,1,,7,,0,,,1,7,,1,3,155
,6,,12,,1182,9,136,312,387,1100,19,,,,,,,,4,,54,111,3,0,21,2,,0,,0,,,1,15,,0,2,155
,6,,13,,1201,8,128,317,434,1100,12,,,,,,,,5,,54,139,2,2,20,1,,0,,3,,,2,13,,0,0,181
,6,,14,,1112,7,155,327,415,1050,14,,,,,,,,16,,43,110,6,7,22,0,,1,,0,,,5,8,,3,0,179
,6,,15,,1118,6,142,292,363,1050,16,,,,,,,,7,,37,114,0,0,16,2,,0,,0,,,4,11,,1,1,154
,6,,16,,1333,9,170,354,483,1250,11,,,,,,,,9,,51,103,6,3,20,2,,2,,1,,,2,15,,1,2,255
,6,,17,,1296,6,157,327,425,1200,16,,,,,,,,6,,26,139,3,3,22,0,,13,,0,,,1,13,,0,0,183
,6,,18,,1185,6,140,304,382,1050,8,,,,,,,,6,,37,145,0,1,19,1,,1,,0,,,2,5,,0,0,157
,6,,19,,1178,9,125,305,382,1050,9,,,,,,,,2,,49,111,0,4,17,1,,0,,0,,,1,9,,1,0,178
,6,,20,,1259,7,171,384,481,1150,12,,,,,,,,9,,47,118,2,0,18,0,,3,,0,,,0,14,,0,0,256
,6,,21,,1293,9,147,288,393,1200,12,,,,,,,,9,,38,108,1,1,18,0,,13,,1,,,1,10,,0,0,181
,6,,22,,1292,8,152,340,415,1200,12,,,,,,,,14,,45,97,8,0,36,0,,1,,1,,,0,12,,0,1,188
,6,,23,,1077,11,134,308,378,1000,9,,,,,,,,19,,45,126,0,1,16,1,,0,,0,,,0,13,,2,0,147
,6,,24,,1115,2,133,337,427,1050,17,,,,,,,,11,,32,122,2,0,15,1,,0,,0,,,13,10,,1,2,201
,6,,25,,1054,9,127,323,397,950,20,,,,,,,,13,,35,115,4,0,20,1,,3,,2,,,0,6,,0,0,178
,6,,26,,1282,10,161,345,466,1150,15,,,,,,,,21,,50,148,1,2,18,0,,0,,0,,,11,17,,0,0,183
,6,,27,,1286,7,172,344,415,1200,13,,,,,,,,6,,53,128,4,1,19,1,,1,,0,,,4,15,,0,0,170
,6,,28,,1224,12,147,295,374,1100,18,,,,,,,,8,,28,122,7,3,24,1,,0,,0,,,2,8,,0,0,153
,6,,29,,1102,8,177,326,395,1000,11,,,,,,,,3,,32,99,0,1,33,1,,2,,0,,,2,13,,0,0,197
,6,,30,,1335,9,135,327,396,1200,13,,,,,,,,7,,48,98,1,3,22,2,,4,,2,,,1,15,,0,0,180
,6,,31,,1332,5,165,335,415,1250,14,,,,,,,,10,,58,97,5,0,25,4,,0,,1,,,0,22,,1,0,178
,6,,32,,1149,10,143,290,350,1050,8,,,,,,,,8,,20,121,6,0,9,0,,0,,0,,,0,10,,0,0,168
,6,,33,,959,9,118,247,321,900,15,,,,,,,,9,,41,88,2,1,8,32,,0,,1,,,0,3,,1,0,118
,6,,34,,976,3,99,232,272,900,17,,,,,,,,8,,17,65,1,1,12,17,,1,,0,,,2,6,,1,0,124
,6,,35,,1058,6,108,227,269,1000,5,,,,,,,,7,,29,79,1,1,11,2,,1,,0,,,0,14,,1,0,117
,6,,36,,1092,9,146,305,364,1000,9,,,,,,,,10,,36,113,0,2,20,0,,1,,0,,,1,9,,0,1,161
,6,,37,,1026,11,115,230,284,950,8,,,,,,,,4,,34,80,4,0,25,2,,1,,0,,,1,6,,0,1,118
,6,,38,,1467,9,168,334,471,1350,22,,,,,,,,17,,77,112,22,1,28,0,,1,,1,,,3,10,,1,0,174
,6,,39,,1122,9,155,348,434,1050,20,,,,,,,,3,,53,113,4,4,25,0,,0,,0,,,2,7,,1,0,202
,6,,40,,952,9,120,240,288,850,6,,,,,,,,7,,30,95,2,1,16,0,,1,,0,,,0,5,,1,0,124
,6,,41,,1314,10,139,264,343,1200,12,,,,,,,,9,,33,113,2,1,21,3,,0,,0,,,1,10,,0,0,138
,6,,42,,1373,7,148,310,414,1250,15,,,,,,,,8,,40,122,1,2,12,7,,4,,0,,,0,17,,0,0,184
,6,,43,,1074,8,154,322,394,1000,17,,,,,,,,6,,38,106,3,0,17,54,,2,,1,,,0,3,,0,1,146
,6,,44,,1160,6,178,346,423,1050,13,,,,,,,,4,,47,152,2,0,19,1,,1,,2,,,1,7,,0,0,174
,6,,45,,905,9,102,264,332,850,13,,,,,,,,4,,25,134,4,1,8,11,,0,,0,,,0,15,,0,0,116
,6,,46,,1237,0,138,329,408,1150,7,,,,,,,,12,,47,117,3,0,26,9,,0,,0,,,2,13,,1,1,169
,6,,47,,1286,10,142,325,397,1150,19,,,,,,,,5,,35,144,5,2,17,1,,1,,1,,,0,10,,0,1,155
,6,,48,,1021,9,93,217,305,950,5,,,,,,,,3,,32,80,2,1,9,0,,1,,2,,,0,10,,1,0,159
,6,,49,,1262,10,222,300,370,1150,11,,,,,,,,6,,38,108,5,2,16,4,,1,,0,,,0,8,,0,0,171
,6,,50,,1300,9,125,314,407,1200,6,,,,,,,,11,,36,115,3,0,13,6,,2,,0,,,0,6,,1,0,203
,6,,51,,1241,10,132,303,360,1150,4,,,,,,,,7,,35,93,5,3,26,4,,1,,0,,,0,7,,0,2,173
,6,,52,,1447,4,146,365,458,1350,8,,,,,,,,8,,38,120,0,3,26,2,,50,,1,,,0,21,,0,1,180
,6,,53,,1098,5,141,301,376,1000,10,,,,,,,,3,,57,141,3,0,17,4,,0,,0,,,1,10,,0,1,129
,6,,54,,1140,9,110,258,323,1050,10,,,,,,,,6,,28,146,2,1,15,2,,1,,1,,,1,5,,0,0,105
,6,,55,,1116,8,110,248,314,1050,15,,,,,,,,7,,38,92,0,1,17,6,,5,,0,,,0,4,,2,0,124
,6,,56,,1236,5,120,255,318,1150,7,,,,,,,,6,,37,99,4,3,8,6,,0,,1,,,0,9,,0,1,137
,6,,57,,1376,5,171,335,413,1300,13,,,,,,,,6,,38,118,10,2,18,0,,0,,2,,,1,1,,2,0,192
,6,,58,,1113,8,116,242,310,1000,20,,,,,,,,7,,35,75,3,2,14,5,,1,,1,,,0,8,,0,1,135
,6,,59,,1336,5,180,351,453,1250,20,,,,,,,,19,,54,110,3,1,23,12,,1,,0,,,1,16,,1,1,191
,6,,60,,1328,184,264,548,505,1400,23,,,,,,,,2,,28,147,4,1,20,9,,0,,0,,,0,17,,1,0,253
,6,,61,,1474,8,197,430,560,1400,36,,,,,,,,9,,58,134,3,2,19,14,,4,,0,,,1,15,,0,0,266
,6,,62,,1381,8,124,300,396,1300,27,,,,,,,,11,,22,143,4,0,16,3,,1,,0,,,1,10,,0,0,158
,6,,63,,1007,9,89,184,236,900,9,,,,,,,,5,,20,61,1,1,9,5,,1,,0,,,0,12,,0,0,112
,6,,64,,1014,6,125,256,311,900,4,,,,,,,,4,,32,79,4,1,10,0,,0,,0,,,0,13,,0,1,163
,6,,65,,930,6,103,199,260,850,8,,,,,,,,2,,18,58,5,0,2,0,,1,,0,,,0,16,,0,1,149
,6,,66,,1066,5,160,279,337,1000,7,,,,,,,,5,,18,90,1,1,18,0,,1,,1,,,0,15,,0,0,180
,6,,67,,1186,9,145,304,385,1100,13,,,,,,,,3,,47,79,0,0,18,0,,1,,0,,,1,18,,1,3,201
,6,,68,,1109,12,90,232,305,1000,11,,,,,,,,6,,15,84,2,0,10,2,,0,,0,,,1,12,,1,0,159
,6,,69,,1314,8,173,278,362,1200,9,,,,,,,,3,,26,70,3,1,15,5,,1,,0,,,0,28,,0,1,200
,6,,70,,1454,11,128,286,367,1350,9,,,,,,,,3,,37,103,1,0,11,5,,0,,1,,,0,15,,0,0,182
,6,,71,,780,10,112,219,272,700,11,,,,,,,,4,,25,76,2,0,6,6,,0,,0,,,0,13,,0,0,129
,6,,72,,1095,6,127,231,326,1000,12,,,,,,,,5,,27,98,1,1,6,0,,0,,0,,,4,14,,0,0,157
,6,,73,,1359,9,85,222,317,1250,9,,,,,,,,2,,29,98,3,2,7,2,,0,,0,,,0,14,,0,0,151
,6,,74,,1067,10,149,281,349,1000,8,,,,,,,,2,,31,84,3,0,8,4,,2,,0,,,0,7,,0,0,200
,6,,75,,1186,10,120,270,358,1100,7,,,,,,,,2,,34,80,1,2,16,7,,4,,0,,,1,14,,0,0,190
,6,,76,,491,4,77,173,236,500,7,,,,,,,,3,,31,33,2,1,9,0,,0,,0,,,0,3,,2,0,145
,6,,77,,1132,9,163,355,461,1050,37,,,,,,,,7,,97,44,8,0,21,0,,0,,0,,,0,22,,0,0,225
,6,,78,,1224,685,200,392,626,1850,24,,,,,,,,11,,56,115,2,6,55,0,,8,,0,,,0,27,,1,2,319
,6,,79,,1112,5,189,367,518,550,14,,,,,,,,8,,41,120,6,0,12,1,,1,,0,,,1,16,,0,0,298
,6,,80,,1016,5,158,276,332,950,13,,,,,,,,5,,18,132,1,1,14,0,,0,,0,,,0,13,,0,1,134
,6,,81,,925,2,146,311,387,800,13,,,,,,,,3,,29,98,0,0,37,0,,0,,1,,,1,8,,0,0,195
,6,,82,,1442,10,162,327,426,1350,8,,,,,,,,31,,25,113,6,0,13,24,,4,,0,,,0,14,,0,0,187
,6,,83,,1181,4,93,196,258,1100,10,,,,,,,,4,,27,67,0,2,8,2,,0,,0,,,0,11,,0,0,126
,6,,84,,1377,619,99,225,911,1900,11,,,,,,,,6,,21,83,3,1,19,10,,0,,0,,,0,29,,0,2,159
,6,,85,,1170,8,151,283,361,1100,20,,,,,,,,15,,62,78,2,0,15,9,,0,,1,,,0,7,,0,3,149
,6,,86,,1365,9,160,326,419,1250,19,,,,,,,,8,,45,98,2,2,29,0,,0,,2,,,2,12,,1,0,199
,6,,87,,1159,8,137,257,300,1050,13,,,,,,,,4,,39,78,6,5,15,2,,0,,0,,,0,16,,0,0,122
,6,,88,,1386,6,184,392,503,1300,28,,,,,,,,9,,41,134,2,4,31,3,,0,,0,,,0,27,,1,1,222
,6,,89,,1269,7,113,253,326,1150,16,,,,,,,,8,,34,96,3,2,12,5,,0,,0,,,0,6,,0,0,143
