region,district id,district name,precinct,special precinct,possible voters,special voters,votes by 12,votes by 17,ballots signed for,num ballots,invalid votes,valid votes,logic check,logic check2,logic check,logic check2,logic check,logic check2,1 - Non-Parliamentary Opposition,2 - Armed Veterans Patriots,3 - United Opposition,5 - United National Movement,6 - Greens Party,7 - Name of the Lord,8 - Alliance of Patriots,9 - Self-governance to People,10 - Peoples Party,11 - Reformers,12 - Our Georgia,13 - Future Georgia,14 - Georgian Party,17 - Unity Hall,18 - Way of Georgia,20 - Labour Party,26 - Party of People,30 - Merab Kostava Society,36 - Labour Council,41 - Georgian Dream
,6,,90,,1231,6,171,305,372,1150,17,,,,,,,,6,,46,99,5,2,15,0,,0,,0,,,1,15,,0,0,166
,6,,91,,1311,5,133,336,446,1200,12,,,,,,,,9,,41,114,0,0,29,5,,6,,1,,,1,26,,0,0,202
,6,,92,,1155,7,99,197,264,1100,3,,,,,,,,13,,32,47,4,1,9,0,,0,,1,,,0,4,,0,1,149
,6,,93,,950,8,103,197,266,850,7,,,,,,,,8,,41,60,1,2,19,0,,3,,0,,,2,8,,0,0,115
,6,,94,,802,11,115,263,304,750,17,,,,,,,,2,,49,60,2,1,25,1,,1,,0,,,0,9,,0,0,137
,6,,95,,1143,10,168,316,382,1050,10,,,,,,,,9,,40,125,1,2,22,2,,6,,1,,,0,4,,0,1,159
,6,,96,,1270,5,199,412,517,1150,17,,,,,,,,9,,67,132,5,3,27,1,,2,,0,,,1,14,,1,0,238
,6,,97,,1262,10,149,271,468,1150,17,,,,,,,,7,,54,113,1,2,26,0,,2,,0,,,1,17,,1,0,217
,6,,98,,1416,9,220,444,529,1300,27,,,,,,,,8,,69,170,1,3,32,1,,2,,1,,,1,20,,0,1,193
,6,,99,,1424,6,203,420,528,1300,14,,,,,,,,4,,71,116,3,4,21,2,,6,,0,,,0,12,,0,1,274
,6,,100,,1487,8,166,353,456,1350,28,,,,,,,,8,,59,106,3,4,22,0,,4,,0,,,1,14,,0,2,206
,6,,101,,1495,7,164,365,451,1400,16,,,,,,,,10,,58,124,0,2,14,5,,3,,0,,,0,16,,1,0,204
,6,,102,,945,7,136,281,349,850,16,,,,,,,,8,,31,118,0,1,8,1,,0,,1,,,0,14,,0,0,151
,6,,103,,989,7,131,264,347,900,15,,,,,,,,6,,41,90,2,1,12,2,,1,,1,,,2,11,,3,0,160
,6,,104,,853,11,113,252,308,800,12,,,,,,,,4,,33,65,2,1,14,1,,2,,0,,,0,10,,0,1,163
,6,,105,,1081,9,106,240,332,1000,9,,,,,,,,5,,63,93,2,1,17,0,,3,,1,,,0,9,,0,1,128
,6,,106,,1113,9,142,293,385,1050,16,,,,,,,,7,,43,89,3,0,21,5,,3,,0,,,1,8,,0,1,187
,6,,107,,1179,10,147,365,468,1100,18,,,,,,,,7,,56,115,4,2,44,4,,2,,0,,,2,10,,0,1,203
,6,,108,,1037,238,247,535,617,1200,28,,,,,,,,8,,39,134,7,0,12,5,,0,,0,,,0,12,,0,0,212
,6,,109,,906,9,136,310,378,850,17,,,,,,,,4,,61,118,1,3,11,1,,2,,0,,,0,14,,1,0,145
,6,,110,,899,12,120,330,387,800,17,,,,,,,,9,,48,97,3,1,25,5,,2,,0,,,0,4,,1,1,174
,6,,111,,1369,8,158,358,438,1250,9,,,,,,,,7,,43,157,7,0,26,11,,3,,0,,,2,7,,0,0,166
,6,,112,,1397,11,172,365,483,1300,12,,,,,,,,8,,54,144,2,0,29,7,,0,,0,,,1,14,,1,0,212
,6,,113,,1370,7,143,310,364,1200,13,,,,,,,,9,,45,63,3,1,22,12,,2,,0,,,0,18,,0,1,175
,6,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,117,,646,11,100,204,282,1050,7,,,,,,,,3,,33,39,6,1,9,1,,0,,0,,,0,3,,0,1,179
,7,,1,,1461,9,175,502,636,1350,23,,,,,,,,17,,54,154,15,3,34,1,,0,,0,,,5,12,,0,0,315
,7,,2,,1433,6,162,407,509,1300,22,,,,,,,,15,,78,143,3,3,22,1,,4,,1,,,0,9,,0,2,206
,7,,3,,1331,18,155,441,539,1250,8,,,,,,,,17,,75,128,6,1,25,1,,1,,1,,,8,12,,1,0,255
,7,,4,,1450,8,207,430,551,1350,29,,,,,,,,8,,65,149,8,0,21,0,,7,,0,,,4,13,,1,1,245
,7,,5,,1354,5,146,266,364,1250,14,,,,,,,,6,,31,135,4,0,11,3,,6,,2,,,2,6,,0,1,143
,7,,6,,1396,4,173,413,538,1300,17,,,,,,,,14,,56,126,9,3,13,0,,3,,0,,,1,6,,1,2,287
,7,,7,,1461,7,203,471,600,1350,27,,,,,,,,10,,82,178,3,2,29,0,,1,,1,,,2,21,,1,0,243
,7,,8,,1381,7,159,374,477,1250,15,,,,,,,,10,,58,129,8,1,29,3,,3,,0,,,5,12,,0,0,204
,7,,9,,1489,10,184,452,579,1350,11,,,,,,,,11,,52,173,10,1,30,3,,1,,1,,,6,10,,0,1,268
,7,,10,,1444,10,203,475,608,1350,25,,,,,,,,7,,71,138,9,3,37,2,,0,,0,,,1,11,,2,2,300
,7,,11,,1373,9,182,386,513,1250,21,,,,,,,,12,,58,115,14,0,21,0,,2,,0,,,1,13,,1,1,252
,7,,12,,1341,6,177,411,508,1250,19,,,,,,,,11,,70,128,5,1,22,0,,0,,0,,,4,13,,1,1,233
,7,,13,,1319,8,167,394,487,1250,18,,,,,,,,5,,57,132,3,1,34,0,,0,,0,,,2,17,,0,0,218
,7,,14,,1432,9,212,489,638,1350,20,,,,,,,,6,,84,184,1,4,33,0,,2,,0,,,2,26,,2,0,274
,7,,15,,1243,5,163,390,497,1150,17,,,,,,,,12,,86,128,2,1,19,2,,2,,0,,,1,9,,0,0,217
,7,,16,,1342,34,200,473,617,1300,34,,,,,,,,12,,69,183,7,2,22,0,,0,,0,,,1,17,,2,1,267
,7,,17,,1385,10,199,444,565,1250,20,,,,,,,,3,,73,160,8,3,21,0,,3,,0,,,2,22,,0,0,250
,7,,18,,1267,8,217,496,609,1200,18,,,,,,,,9,,85,245,6,2,37,0,,0,,4,,,2,15,,0,1,185
,7,,19,,1445,7,153,413,557,1350,24,,,,,,,,6,,60,126,3,1,35,1,,10,,1,,,1,14,,1,1,273
,7,,20,,1457,6,144,309,408,1350,7,,,,,,,,4,,53,87,5,3,23,1,,0,,0,,,0,13,,0,0,211
,7,,21,,1225,8,116,288,396,1150,15,,,,,,,,8,,43,100,3,2,21,1,,11,,1,,,1,8,,0,0,182
,7,,22,,1433,9,209,463,556,1350,17,,,,,,,,7,,50,161,4,0,28,1,,1,,0,,,2,10,,0,0,275
,7,,23,,1155,8,132,278,338,1100,6,,,,,,,,5,,30,100,2,1,6,0,,0,,0,,,2,3,,0,0,183
,7,,24,,1208,10,127,326,430,1100,12,,,,,,,,11,,49,155,8,1,15,1,,7,,1,,,2,6,,0,0,160
,7,,25,,1147,8,166,347,458,1050,32,,,,,,,,19,,46,106,12,1,24,1,,1,,2,,,3,14,,1,0,205
,7,,26,,1335,6,172,389,504,1250,17,,,,,,,,15,,58,148,3,0,24,2,,0,,1,,,2,10,,0,0,224
,7,,27,,1311,7,170,394,470,1200,17,,,,,,,,14,,80,110,10,3,26,1,,2,,1,,,3,11,,1,0,191
,7,,28,,1425,4,188,443,554,1300,16,,,,,,,,17,,61,127,4,2,30,0,,5,,0,,,2,14,,1,1,270
,7,,29,,1099,10,160,376,437,1000,16,,,,,,,,6,,51,85,7,0,23,2,,3,,0,,,1,3,,1,0,236
,7,,30,,1079,10,161,315,410,1000,17,,,,,,,,7,,49,104,2,4,14,1,,3,,1,,,1,20,,2,1,184
,7,,31,,1171,7,151,379,506,1100,11,,,,,,,,7,,73,167,3,3,26,0,,0,,0,,,0,15,,0,0,201
,7,,32,,1384,7,235,512,650,1250,22,,,,,,,,5,,60,261,6,5,14,0,,2,,1,,,0,11,,2,0,260
,7,,33,,1422,9,205,380,470,1300,14,,,,,,,,12,,33,105,4,0,13,0,,1,,0,,,2,26,,0,0,260
,7,,34,,1419,8,148,330,450,1300,8,,,,,,,,12,,48,118,2,2,29,0,,0,,1,,,2,7,,0,1,220
,7,,35,,1289,7,147,380,512,1200,17,,,,,,,,19,,56,158,5,0,23,0,,1,,3,,,2,12,,1,0,215
,7,,36,,1303,9,145,356,444,1200,15,,,,,,,,7,,54,110,5,1,25,0,,2,,0,,,1,11,,0,0,213
,7,,37,,1343,12,179,393,494,1250,22,,,,,,,,6,,63,136,10,2,20,1,,0,,0,,,1,12,,0,0,219
,7,,38,,1434,10,150,364,446,1300,17,,,,,,,,13,,69,121,5,2,36,1,,2,,2,,,2,9,,0,1,166
,7,,39,,923,5,135,323,390,850,9,,,,,,,,8,,24,81,2,3,6,1,,0,,2,,,0,12,,0,1,241
,7,,40,,1400,8,167,390,480,1300,11,,,,,,,,9,,56,110,5,0,26,1,,10,,0,,,2,12,,4,2,229
,7,,41,,832,8,120,268,342,750,12,,,,,,,,14,,26,79,6,0,27,0,,2,,0,,,1,5,,0,0,168
,7,,42,,1427,7,184,422,554,1300,19,,,,,,,,7,,53,186,8,0,16,0,,0,,1,,,1,13,,0,0,250
,7,,43,,550,12,76,154,212,500,6,,,,,,,,8,,31,58,0,0,8,0,,1,,0,,,0,8,,0,0,92
,8,,1,,1497,10,198,485,628,1400,26,,,,,,,,16,,58,179,6,4,35,0,,3,,1,,,3,12,,0,1,284
,8,,2,,832,39,165,355,444,800,26,,,,,,,,7,,70,78,4,1,25,0,,0,,1,,,11,9,,0,0,212
,8,,3,,1228,4,193,427,518,1150,25,,,,,,,,10,,60,154,3,1,26,0,,3,,0,,,7,10,,0,0,219
,8,,4,,1210,8,150,371,459,1100,26,,,,,,,,10,,63,120,6,1,21,0,,1,,0,,,8,4,,0,1,198
,8,,5,,1331,9,155,408,532,1250,19,,,,,,,,10,,78,152,6,0,23,0,,5,,2,,,2,7,,1,1,223
,8,,6,,818,10,89,255,301,750,7,,,,,,,,4,,41,78,3,2,15,0,,0,,0,,,3,8,,0,0,140
,8,,7,,1211,4,169,419,516,1100,21,,,,,,,,21,,68,126,5,0,19,9,,3,,0,,,6,12,,0,0,226
,8,,8,,1460,6,197,445,570,1350,15,,,,,,,,6,,96,122,3,3,25,0,,2,,0,,,9,17,,0,3,269
,8,,9,,1308,8,185,477,592,1250,23,,,,,,,,5,,94,121,11,1,46,1,,0,,1,,,3,10,,0,0,275
,8,,10,,1408,9,138,428,552,1300,15,,,,,,,,6,,92,129,3,0,40,0,,2,,0,,,6,16,,2,0,241
,8,,11,,1222,20,177,428,546,1150,24,,,,,,,,9,,92,146,5,1,34,0,,1,,2,,,6,8,,0,1,217
,8,,12,,1208,11,141,330,405,1100,9,,,,,,,,9,,55,98,6,0,11,5,,2,,1,,,2,6,,0,0,201
,8,,13,,1269,10,140,332,450,1200,21,,,,,,,,13,,82,113,1,0,20,0,,0,,0,,,5,7,,0,0,188
,8,,14,,1106,7,139,355,437,1000,18,,,,,,,,6,,60,112,5,2,17,4,,7,,0,,,3,14,,1,0,188
,8,,15,,1274,7,148,410,511,1150,16,,,,,,,,20,,85,120,8,1,33,0,,1,,1,,,2,10,,1,1,212
,8,,16,,1225,8,172,410,536,1150,20,,,,,,,,12,,59,145,8,0,27,4,,3,,1,,,2,9,,0,0,246
,8,,17,,1149,9,173,365,436,1100,15,,,,,,,,5,,51,127,6,0,20,0,,0,,0,,,2,10,,0,1,199
,8,,18,,1232,10,140,356,467,1150,16,,,,,,,,8,,66,157,8,2,22,0,,0,,0,,,3,20,,0,2,163
,8,,19,,1082,8,158,393,503,1000,14,,,,,,,,8,,76,138,1,0,19,0,,3,,1,,,3,9,,1,1,229
,8,,20,,950,9,145,370,452,900,25,,,,,,,,10,,43,129,6,1,28,2,,0,,0,,,1,9,,0,1,196
,8,,21,,1023,4,167,354,451,950,15,,,,,,,,12,,40,153,2,0,10,0,,1,,1,,,2,8,,0,1,203
,8,,22,,1173,8,179,445,562,1100,12,,,,,,,,11,,74,156,6,0,26,3,,1,,0,,,3,10,,0,0,260
,8,,23,,1042,8,166,402,496,950,14,,,,,,,,12,,87,91,1,2,22,0,,1,,0,,,1,7,,1,1,256
,8,,24,,1439,8,185,406,527,1350,17,,,,,,,,7,,119,121,7,1,30,0,,2,,0,,,0,6,,0,1,214
,8,,25,,1471,11,170,405,502,1350,16,,,,,,,,6,,64,148,0,0,16,1,,2,,0,,,1,11,,0,0,237
,8,,26,,1430,10,174,415,526,1350,19,,,,,,,,11,,71,123,3,2,40,0,,0,,1,,,3,8,,1,1,242
,8,,27,,1476,10,194,406,498,1400,15,,,,,,,,14,,72,121,6,0,20,10,,4,,0,,,2,11,,0,1,221
,8,,28,,1409,8,179,465,578,1350,7,,,,,,,,17,,62,162,12,2,17,7,,0,,0,,,3,7,,0,0,282
,8,,29,,1450,6,219,505,628,1350,23,,,,,,,,11,,88,167,5,1,29,3,,2,,0,,,8,11,,0,0,279
,8,,30,,1316,6,203,480,570,1250,26,,,,,,,,10,,65,149,4,3,28,0,,2,,1,,,5,13,,0,0,264
,8,,31,,1076,7,161,380,472,1000,14,,,,,,,,7,,68,100,3,1,36,0,,2,,0,,,7,8,,2,2,222
,8,,32,,1189,8,142,388,481,1100,14,,,,,,,,8,,54,121,5,1,33,3,,0,,0,,,6,7,,1,0,228
,8,,33,,1173,7,140,334,435,1100,23,,,,,,,,11,,65,103,3,1,21,2,,4,,0,,,2,4,,0,1,195
,8,,34,,1192,5,168,432,525,1100,20,,,,,,,,13,,78,111,8,1,44,1,,1,,1,,,2,3,,2,1,229
,8,,35,,1165,10,142,365,428,1100,13,,,,,,,,9,,59,99,7,2,26,1,,1,,0,,,2,9,,0,1,199
,8,,36,,1178,4,193,468,561,1100,24,,,,,,,,9,,80,132,8,1,38,0,,0,,1,,,2,7,,1,0,258
,8,,37,,1390,8,208,498,616,1300,15,,,,,,,,10,,123,121,8,0,42,0,,0,,0,,,4,12,,0,4,268
,8,,38,,779,6,99,247,331,700,10,,,,,,,,10,,58,67,13,0,26,1,,0,,0,,,3,6,,0,0,137
,8,,39,,1189,10,193,425,531,1100,20,,,,,,,,9,,69,129,7,1,46,0,,0,,0,,,2,12,,1,0,235
,8,,40,,1171,4,169,428,551,1100,25,,,,,,,,12,,73,151,8,3,30,1,,0,,1,,,1,9,,1,0,236
,8,,41,,1213,7,145,403,515,1150,14,,,,,,,,12,,80,126,11,0,35,0,,1,,0,,,2,8,,0,0,226
,8,,42,,1289,11,183,460,591,1200,19,,,,,,,,13,,92,153,5,2,30,1,,1,,0,,,0,16,,1,0,258
,8,,43,,1308,9,170,443,582,1250,17,,,,,,,,9,,85,153,7,1,27,1,,0,,3,,,2,17,,0,0,258
,8,,44,,1051,9,154,380,484,950,10,,,,,,,,9,,98,99,7,1,33,1,,1,,0,,,1,14,,0,0,210
,8,,45,,751,9,82,268,338,700,11,,,,,,,,5,,45,86,6,1,27,1,,3,,1,,,0,5,,0,1,145
,8,,46,,1165,10,162,414,496,1100,10,,,,,,,,15,,73,109,1,0,38,0,,1,,0,,,3,19,,1,1,225
,8,,47,,1105,9,169,375,470,1050,19,,,,,,,,8,,74,103,5,1,25,0,,2,,0,,,0,12,,1,0,219
,8,,48,,1079,10,188,407,510,1000,12,,,,,,,,2,,93,135,4,1,27,0,,3,,0,,,3,13,,0,0,217
,8,,49,,1274,9,223,451,580,1200,26,,,,,,,,7,,97,106,12,1,49,3,,3,,0,,,7,17,,1,0,249
,8,,50,,1206,8,202,425,522,1150,24,,,,,,,,11,,96,111,7,0,42,1,,1,,0,,,5,9,,0,0,215
,8,,51,,1136,7,135,370,486,1050,18,,,,,,,,6,,98,116,4,3,22,0,,0,,0,,,6,7,,0,0,205
,8,,52,,1199,9,177,480,570,1150,24,,,,,,,,17,,89,104,5,2,23,0,,1,,0,,,4,23,,0,2,276
,8,,53,,1313,9,176,413,514,1250,9,,,,,,,,12,,63,137,9,2,32,0,,0,,1,,,3,9,,1,1,234
,8,,54,,1386,103,200,385,496,1350,18,,,,,,,,6,,30,125,2,2,18,1,,1,,2,,,0,14,,1,0,274
,9,,1,,1305,7,164,322,419,1200,12,,,,,,,,11,,37,129,0,1,15,2,,0,,0,,,2,12,,0,0,198
,9,,2,,1263,7,207,400,483,1150,22,,,,,,,,11,,77,146,4,2,14,0,,1,,0,,,0,30,,0,0,176
,9,,3,,1468,9,168,411,523,1350,21,,,,,,,,11,,61,105,4,3,22,4,,1,,0,,,0,27,,0,0,264
,9,,4,,1523,3,218,500,609,1400,27,,,,,,,,19,,61,108,5,1,36,0,,1,,0,,,1,25,,0,2,320
,9,,5,,1247,7,201,384,515,1150,18,,,,,,,,20,,83,94,2,3,33,0,,1,,0,,,4,21,,0,0,236
,9,,6,,1334,4,202,414,523,1250,26,,,,,,,,7,,64,130,1,1,37,0,,0,,0,,,2,18,,1,1,234
,9,,7,,1406,7,149,314,415,1300,11,,,,,,,,15,,51,94,1,3,14,0,,1,,0,,,1,21,,0,0,202
,9,,8,,1325,11,126,289,396,1200,9,,,,,,,,16,,66,79,4,1,18,0,,0,,0,,,1,14,,0,0,187
,9,,9,,1126,7,182,322,393,1000,20,,,,,,,,11,,53,101,1,0,18,0,,1,,0,,,2,18,,0,0,168
,9,,10,,1151,8,157,342,433,1050,9,,,,,,,,6,,58,82,1,1,16,1,,0,,0,,,0,14,,0,2,241
,9,,11,,1505,7,173,419,529,1400,18,,,,,,,,24,,56,92,5,2,30,4,,3,,0,,,1,17,,0,1,276
,9,,12,,1339,10,156,357,467,1250,11,,,,,,,,20,,75,94,11,5,27,0,,3,,1,,,0,10,,0,0,210
,9,,13,,1450,7,167,410,496,1350,16,,,,,,,,10,,47,147,6,1,25,0,,1,,0,,,1,14,,0,2,226
,9,,14,,1475,6,228,441,600,1400,11,,,,,,,,12,,54,241,6,0,26,0,,1,,1,,,1,14,,0,1,232
,9,,15,,1426,6,220,460,546,1350,18,,,,,,,,15,,51,174,13,1,28,0,,3,,1,,,0,16,,2,0,224
,9,,16,,1278,10,162,362,453,1200,21,,,,,,,,9,,56,118,4,1,28,0,,3,,0,,,0,11,,0,1,201
,9,,17,,1315,7,160,355,479,1250,21,,,,,,,,16,,53,93,11,2,24,0,,2,,0,,,1,9,,0,0,246
,9,,18,,1393,8,170,461,586,1300,17,,,,,,,,22,,73,130,11,1,30,2,,1,,1,,,2,16,,0,1,275
,9,,19,,1336,7,166,475,586,1250,17,,,,,,,,8,,114,127,13,2,33,3,,1,,0,,,4,15,,2,1,246
,9,,20,,1456,2,177,415,545,1400,15,,,,,,,,10,,93,130,4,0,17,1,,3,,0,,,1,19,,1,0,248
,9,,21,,1152,6,189,454,567,1100,22,,,,,,,,11,,98,160,8,2,25,0,,2,,1,,,2,14,,0,0,222
,9,,22,,1415,8,155,403,529,1350,24,,,,,,,,18,,67,128,11,4,35,2,,0,,0,,,2,16,,1,0,221
,9,,23,,1529,7,175,406,543,1450,22,,,,,,,,13,,84,108,8,1,24,2,,0,,0,,,1,18,,0,0,261
,9,,24,,1396,10,158,445,560,1300,30,,,,,,,,14,,78,130,7,3,33,1,,2,,1,,,18,7,,0,0,236
,9,,25,,1526,6,148,400,462,1450,19,,,,,,,,17,,63,108,8,1,17,0,,3,,0,,,2,8,,0,1,215
,9,,26,,1488,10,221,373,463,1400,17,,,,,,,,14,,73,93,9,0,23,0,,3,,0,,,5,12,,0,0,214
,9,,27,,1499,5,190,429,564,1400,12,,,,,,,,18,,100,123,6,3,45,8,,1,,1,,,3,12,,0,0,231
,9,,28,,1308,10,170,303,373,1250,13,,,,,,,,10,,59,60,5,4,24,0,,0,,0,,,0,14,,0,0,184
,9,,29,,1326,7,165,356,467,1250,7,,,,,,,,10,,60,100,5,0,29,1,,0,,0,,,0,22,,0,1,232
,9,,30,,1251,7,125,300,383,1150,11,,,,,,,,10,,61,95,1,1,22,0,,4,,1,,,4,13,,0,1,159
,9,,31,,1536,9,137,307,391,1450,14,,,,,,,,8,,59,135,5,0,19,0,,1,,0,,,1,19,,0,0,129
,9,,32,,1450,8,143,327,420,1350,23,,,,,,,,8,,53,84,6,1,12,0,,0,,0,,,2,16,,0,0,215
,9,,33,,1539,4,205,404,524,1450,15,,,,,,,,7,,58,103,8,1,25,1,,0,,0,,,9,24,,0,1,272
,9,,34,,1484,7,194,440,584,1400,29,,,,,,,,14,,111,137,6,2,25,0,,2,,2,,,2,16,,1,0,233
,9,,35,,1257,5,146,352,432,1200,15,,,,,,,,11,,65,75,5,2,26,0,,1,,0,,,4,19,,0,1,208
,9,,36,,1450,9,174,382,492,1350,12,,,,,,,,13,,73,104,5,0,33,2,,3,,0,,,0,17,,1,0,228
,9,,37,,1602,7,196,376,496,1500,14,,,,,,,,14,,62,115,8,1,27,2,,3,,0,,,0,19,,0,2,229
,9,,38,,1449,6,164,324,435,1350,14,,,,,,,,11,,60,76,4,0,24,0,,1,,1,,,3,27,,0,0,214
,9,,39,,1492,5,180,351,463,1400,8,,,,,,,,9,,59,84,2,1,20,0,,2,,1,,,1,10,,0,1,265
,9,,40,,1461,6,140,341,439,1350,12,,,,,,,,16,,62,101,3,1,21,1,,7,,1,,,1,10,,0,0,202
,9,,41,,1338,4,202,418,533,1250,15,,,,,,,,16,,51,95,4,4,20,0,,0,,0,,,1,7,,0,0,320
,9,,42,,1450,9,161,385,536,1350,13,,,,,,,,11,,48,154,9,1,15,0,,2,,0,,,0,16,,0,1,264
,9,,43,,1384,6,150,373,504,1300,21,,,,,,,,11,,85,119,3,2,36,1,,2,,0,,,0,11,,0,0,213
,9,,44,,1537,8,180,376,507,1450,18,,,,,,,,12,,41,172,7,1,22,1,,1,,2,,,1,17,,0,0,212
,9,,45,,1421,8,197,511,647,1350,16,,,,,,,,28,,93,157,17,4,15,1,,3,,0,,,0,12,,0,1,299
,9,,46,,1348,5,229,476,592,1250,19,,,,,,,,30,,83,159,12,2,23,1,,3,,0,,,0,14,,0,1,245
,9,,47,,1299,3,180,424,557,1200,22,,,,,,,,18,,51,149,7,1,41,0,,1,,1,,,0,17,,0,1,248
,9,,48,,1338,10,233,482,600,1250,24,,,,,,,,12,,66,133,7,2,36,0,,11,,1,,,1,14,,0,0,292
,9,,49,,1229,8,132,364,490,1150,13,,,,,,,,10,,89,138,7,1,21,0,,0,,1,,,0,15,,0,0,195
,9,,50,,1380,6,205,517,675,1300,32,,,,,,,,14,,89,162,10,0,50,2,,2,,1,,,5,19,,1,2,286
,9,,51,,1363,5,182,425,587,1300,28,,,,,,,,20,,73,162,6,2,18,0,,3,,0,,,2,21,,1,1,250
,9,,52,,1471,9,236,461,570,1350,21,,,,,,,,23,,72,152,5,0,31,0,,1,,1,,,1,19,,1,1,235
,9,,53,,1258,7,153,411,498,1150,18,,,,,,,,18,,63,102,6,2,32,2,,1,,0,,,0,8,,0,0,246
,9,,54,,1126,10,153,396,491,1050,20,,,,,,,,11,,48,139,0,1,44,3,,0,,0,,,2,11,,1,0,211
,9,,55,,1455,7,194,494,673,1350,23,,,,,,,,32,,102,160,6,5,40,0,,6,,1,,,0,0,,1,0,297
,9,,56,,1343,7,209,505,624,1250,27,,,,,,,,15,,64,184,3,2,22,1,,3,,2,,,1,20,,1,4,275
,9,,57,,1468,10,173,458,577,1400,27,,,,,,,,22,,72,166,1,4,21,0,,3,,0,,,2,16,,0,0,242
,9,,58,,1321,5,190,417,562,1250,22,,,,,,,,14,,77,114,11,1,26,0,,3,,0,,,1,14,,2,1,276
,9,,59,,1421,11,188,443,535,1350,17,,,,,,,,19,,58,129,3,1,13,1,,2,,0,,,1,13,,0,0,278
,9,,60,,1478,5,204,470,599,1400,19,,,,,,,,22,,81,144,2,4,26,3,,1,,2,,,4,13,,0,1,276
,9,,61,,1468,9,199,414,552,1400,25,,,,,,,,26,,56,143,6,1,24,1,,2,,1,,,2,18,,0,1,244
,9,,62,,1411,4,184,420,524,1350,19,,,,,,,,8,,59,146,4,1,37,1,,0,,1,,,1,15,,0,0,232
,9,,63,,1318,9,142,365,479,1200,15,,,,,,,,13,,74,104,9,4,21,0,,3,,0,,,1,22,,0,1,212
,9,,64,,1110,2,198,373,448,1050,10,,,,,,,,11,,10,118,5,5,12,0,,1,,0,,,0,5,,1,0,270
,9,,65,,1162,7,188,430,485,1100,15,,,,,,,,6,,91,128,4,1,21,1,,0,,0,,,0,12,,0,0,203
,9,,66,,1324,6,155,422,543,1250,16,,,,,,,,26,,104,137,5,2,20,2,,7,,0,,,0,17,,1,0,206
,9,,67,,1179,7,135,340,421,1100,11,,,,,,,,13,,54,135,2,1,19,2,,1,,0,,,0,6,,0,3,174
,9,,68,,1393,8,175,363,462,1300,13,,,,,,,,10,,51,102,2,3,33,1,,1,,3,,,1,18,,0,0,223
,9,,69,,1144,7,152,320,376,1050,17,,,,,,,,9,,38,105,2,1,22,0,,3,,0,,,0,9,,1,0,169
,9,,70,,1279,2,173,393,502,1200,12,,,,,,,,15,,94,102,4,2,29,2,,1,,0,,,2,17,,1,4,209
,9,,71,,1293,9,185,381,486,1200,18,,,,,,,,19,,59,129,9,1,18,5,,5,,2,,,0,10,,0,0,211
,9,,72,,1405,8,211,450,574,1300,25,,,,,,,,14,,80,109,4,1,31,53,,1,,2,,,1,21,,0,0,230
,9,,73,,1497,10,183,401,501,1400,12,,,,,,,,14,,77,99,6,1,42,24,,3,,0,,,1,12,,1,1,208
,9,,74,,1288,88,151,356,506,1250,19,,,,,,,,11,,76,136,8,1,31,3,,0,,0,,,1,15,,1,2,201
,9,,75,,1262,7,170,395,480,1200,13,,,,,,,,11,,72,122,4,3,32,2,,0,,3,,,0,13,,3,0,202
,9,,76,,1283,8,198,412,517,1200,22,,,,,,,,9,,71,149,2,3,21,0,,1,,1,,,1,22,,0,1,214
,9,,77,,1242,9,207,471,566,1150,17,,,,,,,,6,,67,199,8,1,41,0,,0,,0,,,11,11,,3,0,201
,9,,78,,1210,8,182,395,491,1100,16,,,,,,,,5,,48,179,3,2,39,0,,2,,0,,,3,9,,0,1,183
,9,,79,,1296,6,165,386,485,1200,13,,,,,,,,12,,43,150,3,1,30,0,,2,,0,,,3,31,,0,3,193
,9,,80,,1087,11,201,304,376,1000,15,,,,,,,,9,,40,81,4,0,14,4,,1,,0,,,1,8,,0,0,199
,9,,81,,1143,10,166,329,399,1050,16,,,,,,,,8,,51,120,0,0,19,0,,0,,0,,,6,7,,0,0,172
,9,,82,,1465,5,197,404,501,1350,16,,,,,,,,9,,55,132,4,2,18,0,,0,,0,,,2,15,,0,0,248
,9,,83,,1269,8,178,421,514,1200,18,,,,,,,,11,,50,199,3,6,26,2,,0,,0,,,2,11,,0,0,186
,9,,84,,1211,10,161,318,417,1150,15,,,,,,,,12,,61,109,7,1,31,1,,0,,0,,,1,12,,0,0,167
,9,,85,,1196,8,170,360,459,1100,8,,,,,,,,7,,51,134,2,0,33,1,,1,,1,,,1,15,,0,0,205
,9,,86,,1156,10,195,365,421,1100,11,,,,,,,,11,,61,93,1,0,25,1,,0,,0,,,4,5,,0,0,209
,9,,87,,1213,11,160,379,486,1150,16,,,,,,,,16,,56,164,2,1,17,1,,0,,1,,,1,11,,0,0,200
,9,,88,,1130,10,128,287,373,1050,15,,,,,,,,16,,53,79,4,2,18,1,,0,,0,,,0,15,,2,1,167
,9,,89,,1271,9,201,423,513,1200,23,,,,,,,,15,,60,177,4,3,21,1,,1,,0,,,0,15,,0,0,193
,9,,90,,1276,8,223,440,534,1200,12,,,,,,,,11,,54,148,2,0,32,0,,1,,0,,,1,7,,0,0,265
,9,,91,,1222,6,153,308,370,1100,12,,,,,,,,8,,51,123,9,1,21,0,,0,,0,,,0,11,,0,1,129
