shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),United Opposition,United National Movement,Greens Party,Alliance of Patriots,Georgian Party,Way of Georgia,Georgian Dream
District,61,Lanchkhuti,15340,51.27,2,32,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,38,33.33,,,,43.88,,,56.11
District,52,Bagdati,10125,44.14,2,24,4,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,30,32.26,,,,,,43.53,56.4
District,55,Khoni,14529,61.7,6,22,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,29,33.33,,41.74,,,,,58.19
District,49,Terjola,18512,53.52,4,28,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,33,33.33,,38.55,,,,,61.44
District,57,Tkibuli,9465,40.83,5,23,5,4,,0,0.0,,,0,0.0,,,,,,0,0,0,0,37,33.33,31.18,,,,,,68.78
District,18,Akhmeta,14621,47.96,3,24,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,29,33.33,40.78,,,,,,59.15
District,16,Kvareli,11443,39.17,5,22,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,30,33.33,,20.04,,,,,79.89
District,17,Telavi,13336,35.86,5,21,10,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,38,23.46,,29.06,,,,,70.89
District,19,Tianeti,6018,55.18,4,14,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,20,33.33,35.49,,,,,,64.49
District,65,Martvili,12321,36.57,2,24,10,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,39,33.33,11.35,,,,,,88.6
District,32,Gori,26785,38.7,4,42,23,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,72,22.43,,,,,33.0,,66.86
Precinct,1,16-1,561,42.31,,,,,2.6,,,,0,,,,0,0.86,0.66,0.95,,,,,,,,17.65,,,,,82.35
Precinct,2,16-2,606,43.41,,,,,2.1,,,,0,,,,0,1.18,0.71,0.68,,,,,,,,17.16,,,,,82.84
Precinct,3,16-3,564,44.41,,,,,3.09,,,,0,,,,0,0.82,0.86,0.71,,,,,,,,20.74,,,,,78.01
Precinct,4,16-4,460,37.37,,,,,2.34,,,,0,,,,0,0.76,0.59,0.62,,,,,,,,22.61,,,,,77.39
Precinct,5,16-5,499,36.0,,,,,3.48,,,,0,,,,0,0.93,0.59,0.64,,,,,,,,27.45,,,,,72.55
Precinct,6,16-6,345,47.72,,,,,0.58,,,,0,,,,0,0.43,0.57,0.4,,,,,,,,28.7,,,,,71.3
Precinct,7,16-7,283,42.88,,,,,1.05,,,,0,,,,0,0.27,0.43,0.51,,,,,,,,12.01,,,,,87.99
Precinct,8,16-8,498,33.27,,,,,1.58,,,,0,,,,0,0.62,0.64,0.91,,,,,,,,21.49,,,,,78.51
